ID,SourceAlliance_lang,SourceHorde_lang,AzeriteEssenceID,Tier,MajorPowerDescription,MinorPowerDescription,MajorPowerActual,MinorPowerActual
18,신화 던전|n|cFFFFD200결합:|r 집중된 생명의 령|n|cFFFFD200획득:|r 던전 마지막 우두머리,,5,2,295262,295251,299336,299335
19,신화 던전|n|cFFFFD200결합:|r 집중된 생명의 령|n|cFFFFD200획득:|r 던전 마지막 우두머리,,5,3,295263,295252,299338,299337
20,"신화+ 던전|n|cFFFFD200시즌:|r 3 또는 이후|n|cFFFFD200업적:|r ""격전의 아제로스 쐐기돌 장인""|n|cFFFFD200상인:|r 마력술사 바시린|n|cFFFFD200위치:|r 보랄러스 무역풍 시장","신화+ 던전|n|cFFFFD200시즌:|r 3 또는 이후|n|cFFFFD200업적:|r ""격전의 아제로스 쐐기돌 장인""|n|cFFFFD200상인:|r 마력술사 바시린|n|cFFFFD200위치:|r 다자알로 대시장",5,4,295264,295253,299338,299337
21,신화 던전|n|cFFFFD200결합:|r 집중된 생명의 령|n|cFFFFD200획득:|r 던전 마지막 우두머리,,7,1,294926,294964,294926,294964
22,신화 던전|n|cFFFFD200결합:|r 집중된 생명의 령|n|cFFFFD200획득:|r 던전 마지막 우두머리,,7,2,295307,294970,300002,300004
23,"신화+ 던전|n|cFFFFD200시즌:|r 3 또는 이후|n|cFFFFD200업적:|r ""격전의 아제로스 쐐기돌 장인""|n|cFFFFD200상인:|r 마력술사 바시린|n|cFFFFD200위치:|r 보랄러스 무역풍 시장","신화+ 던전|n|cFFFFD200시즌:|r 3 또는 이후|n|cFFFFD200업적:|r ""격전의 아제로스 쐐기돌 장인""|n|cFFFFD200상인:|r 마력술사 바시린|n|cFFFFD200위치:|r 다자알로 대시장",7,4,295306,294972,300003,300005
24,신화 던전|n|cFFFFD200결합:|r 집중된 생명의 령|n|cFFFFD200획득:|r 던전 마지막 우두머리,,7,3,294945,294969,300003,300005
29,메카곤|n|cFFFFD200평판:|r 녹슨나사 저항군 안코안 - 약간 우호적|n|cFFFFD200상인:|r 도둑맞은 황실 상인로봇|n|cFFFFD200위치:|r 녹슨나사|n|cFFFFD200가격:|r 1 전류 발진기 및 2 예비 부품 상자,,6,1,295337,295293,295337,295293
30,메카곤|n|cFFFFD200평판:|r 녹슨나사 저항군 - 우호적|n|cFFFFD200상인:|r 도둑맞은 황실 상인로봇|n|cFFFFD200위치:|r 녹슨나사|n|cFFFFD200가격:|r 5 전류 발진기 및 10 예비 부품 상자,,6,2,295364,295363,299345,299343
31,메카곤|n|cFFFFD200평판:|r 녹슨나사 저항군 - 매우 우호적|n|cFFFFD200상인:|r 도둑맞은 황실 상인로봇|n|cFFFFD200위치:|r 녹슨나사|n|cFFFFD200가격:|r 8 전류 발진기 및 20 예비 부품 상자,,6,3,295352,295351,299347,299346
32,메카곤|n|cFFFFD200평판:|r 녹슨나사 보급품|n|cFFFFD200상인:|r 도둑맞은 황실 상인로봇|n|cFFFFD200위치:|r 녹슨나사,,6,4,295358,295333,299347,299346
45,"용의 위상|n|cFFFFD200퀘스트:|r ""마더만 믿어""|n|cFFFFD200퀘스트 시작 NPC:|r 마그니 브론즈비어드|n|cFFFFD200위치:|r 심장의 방",,12,1,295373,295365,295373,295365
46,"용의 위상|n|cFFFFD200심장 레벨:|r 54|n|cFFFFD200퀘스트:|r ""어둠 속에서 꿈꾸는 자""|n|cFFFFD200퀘스트 시작 NPC:|r 칼렉|n|cFFFFD200위치:|r 심장의 방",,12,2,295377,295372,299349,299348
47,"용의 위상|n|cFFFFD200심장 레벨:|r 60|n|cFFFFD200퀘스트:|r ""고지대 조사""|n|cFFFFD200퀘스트 시작 NPC:|r 칼렉|n|cFFFFD200위치:|r 심장의 방",,12,3,295379,295369,299353,299350
48,"용의 위상|n|cFFFFD200심장 레벨:|r 70|n|cFFFFD200퀘스트:|r ""번득이는 푸른 불꽃""|n|cFFFFD200퀘스트 시작 NPC:|r 칼렉|n|cFFFFD200위치:|r 심장의 방",,12,4,295380,295381,299353,299350
49,메카곤|n|cFFFFD200평판:|r 녹슨나사 저항군 안코안 - 약간 우호적|n|cFFFFD200상인:|r 도둑맞은 황실 상인로봇|n|cFFFFD200위치:|r 녹슨나사|n|cFFFFD200가격:|r 1 전류 발진기 및 2 예비 부품 상자,,13,1,295746,295750,295746,295750
50,메카곤|n|cFFFFD200평판:|r 녹슨나사 저항군 - 우호적|n|cFFFFD200상인:|r 도둑맞은 황실 상인로봇|n|cFFFFD200위치:|r 녹슨나사|n|cFFFFD200가격:|r 5 전류 발진기 및 10 예비 부품 상자,,13,2,295747,295844,300015,300018
51,메카곤|n|cFFFFD200평판:|r 녹슨나사 저항군 - 매우 우호적|n|cFFFFD200상인:|r 도둑맞은 황실 상인로봇|n|cFFFFD200위치:|r 녹슨나사|n|cFFFFD200가격:|r 8 전류 발진기 및 20 예비 부품 상자,,13,3,295748,295846,300016,300020
52,메카곤|n|cFFFFD200평판:|r 녹슨나사 보급품|n|cFFFFD200상인:|r 도둑맞은 황실 상인로봇|n|cFFFFD200위치:|r 녹슨나사,,13,4,295749,295845,300016,300020
53,"영원한 궁전 공격대|n|cFFFFD200결합:|r 물의 유물함|n|cFFFFD200획득:|r 아즈샤라의 광채, 여왕의 궁정 또는 여왕 아즈샤라",,14,1,295840,295834,295840,295834
54,"영원한 궁전 공격대|n|cFFFFD200결합:|r 물의 유물함|n|cFFFFD200획득:|r 아즈샤라의 광채, 여왕의 궁정 또는 여왕 아즈샤라",,14,2,295841,295836,299355,299354
55,"영원한 궁전 공격대|n|cFFFFD200결합:|r 물의 유물함|n|cFFFFD200획득:|r 아즈샤라의 광채, 여왕의 궁정 또는 여왕 아즈샤라",,14,3,295843,295837,299358,299357
56,영원한 궁전 공격대|n|cFFFFD200획득:|r 여왕 아즈샤라 - 신화,,14,4,295892,295839,299358,299357
57,"전쟁 모드|n|cFFFFD200퀘스트:|r ""호드 수장시키기""|n|cFFFFD200퀘스트 시작 NPC:|r 크래프티쿠스 마인드벤더|n|cFFFFD200위치:|r 메자미어","전쟁 모드|n|cFFFFD200퀘스트:|r ""얼라이언스 수장시키기""|n|cFFFFD200퀘스트 시작 NPC:|r 다제리안|n|cFFFFD200위치:|r 새터",15,1,302731,302916,302731,302916
58,"전쟁 모드|n|cFFFFD200업적:|r ""두 전선에서의 전투""|n|cFFFFD200상인:|r 크래프티쿠스 마인드벤더|n|cFFFFD200위치:|r 메자미어|n|cFFFFD200가격:|r 20 나즈자타 전투 훈장","전쟁 모드|n|cFFFFD200업적:|r ""두 전선에서의 전투""|n|cFFFFD200상인:|r 다제리안|n|cFFFFD200위치:|r 새터|n|cFFFFD200가격:|r 20 나즈자타 전투 훈장",15,2,302778,302957,302982,302984
59,전쟁 모드|n|cFFFFD200수집:|r 전장으로 표창장|n|cFFFFD200퀘스트:|r 주간 전장으로!|n|cFFFFD200상인:|r 크래프티쿠스 마인드벤더|n|cFFFFD200위치:|r 메자미어|n|cFFFFD200가격:|r 10 전장으로 표창장 및 50 나즈자타 전투 훈장,전쟁 모드|n|cFFFFD200수집:|r 전장으로 표창장|n|cFFFFD200퀘스트:|r 주간 전장으로!|n|cFFFFD200상인:|r 다제리안|n|cFFFFD200위치:|r 새터|n|cFFFFD200가격:|r 10 전장으로 표창장 및 50 나즈자타 전투 훈장,15,3,302780,302961,302983,302985
60,"전쟁 모드|n|cFFFFD200업적:|r ""암살자 보급 지원""|n|cFFFFD200상인:|r 크래프티쿠스 마인드벤더|n|cFFFFD200위치:|r 메자미어","전쟁 모드|n|cFFFFD200업적:|r ""암살자 보급 지원""|n|cFFFFD200상인:|r 다제리안|n|cFFFFD200위치:|r 새터",15,4,302910,302962,302983,302985
61,느조스의 공포의 환영|n|cFFFFD200획득:|r|n스랄 또는 알레리아의 저주받은 궤짝|n|cFFFFD200위치:|r 심장의 방,,16,1,296036,293030,296036,293030
62,느조스의 공포의 환영|n|cFFFFD200획득:|r|n상실 지역 내 타락의 상자|n|cFFFFD200위치:|r 심장의 방,,16,2,296038,296031,310425,310422
63,느조스의 공포의 환영|n|cFFFFD200결합:|r 불변하는 힘의 불꽃 |n|cFFFFD200획득:|r|n타락 및 상실 지역 내 타락의 상자|n|cFFFFD200위치:|r 심장의 방,,16,3,296104,296032,310442,310426
64,나즈자타|n|cFFFFD200평판:|r 안코안 - 약간 우호적|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어|n|cFFFFD200가격:|r 10 오색 마나진주,나즈자타|n|cFFFFD200평판:|r 속박 풀린 자 안코안 - 약간 우호적|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터|n|cFFFFD200가격:|r 10 오색 마나진주,17,1,296072,296050,296072,296050
65,나즈자타|n|cFFFFD200평판:|r 안코안 - 우호적|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어|n|cFFFFD200가격:|r 25 오색 마나진주,나즈자타|n|cFFFFD200평판:|r 속박 풀린 자 - 우호적|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터|n|cFFFFD200가격:|r 25 오색 마나진주,17,2,296074,296067,299875,299878
66,나즈자타|n|cFFFFD200평판:|r 안코안 - 매우 우호적|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어|n|cFFFFD200가격:|r 50 오색 마나진주,나즈자타|n|cFFFFD200평판:|r 속박 풀린 자 - 매우 우호적|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터|n|cFFFFD200가격:|r 50 오색 마나진주,17,3,296075,296062,299876,299879
67,"전장|n|cFFFFD200퀘스트:|r ""격동의 전장""|n|cFFFFD200퀘스트 종료 NPC:|r 작전사령관 가브리엘|n|cFFFFD200위치:|r 보랄러스 애쉬베인 부두","전장|n|cFFFFD200퀘스트:|r ""격동의 전장""|n|cFFFFD200퀘스트 종료 NPC:|r 잔더 실버만|n|cFFFFD200위치:|r 무감발라",18,1,296094,296081,296094,296081
68,"전장|n|cFFFFD200업적:|r ""전장의 투사""|n|cFFFFD200상인:|r 작전사령관 가브리엘|n|cFFFFD200위치:|r 보랄러스 애쉬베인 부두|n|cFFFFD200가격:|r 25 명예 훈장","전장|n|cFFFFD200업적:|r ""전장의 투사""|n|cFFFFD200상인:|r 잔더 실버만|n|cFFFFD200위치:|r 무감발라|n|cFFFFD200가격:|r 25 명예 훈장",18,2,296102,296091,299882,299885
69,"전장|n|cFFFFD200업적:|r ""전장의 전술가""|n|cFFFFD200상인:|r 작전사령관 가브리엘|n|cFFFFD200위치:|r 보랄러스 애쉬베인 부두|n|cFFFFD200가격:|r 25 명예 훈장","전장|n|cFFFFD200업적:|r ""전장의 전술가""|n|cFFFFD200상인:|r 잔더 실버만|n|cFFFFD200위치:|r 무감발라|n|cFFFFD200가격:|r 25 명예 훈장",18,3,296103,296089,299883,299887
70,메카곤|n|cFFFFD200평판:|r 녹슨나사 저항군 안코안 - 약간 우호적|n|cFFFFD200상인:|r도둑맞은 황실 상인로봇|n|cFFFFD200위치:|r 녹슨나사|n|cFFFFD200가격:|r 1 전류 발진기 및 2 예비 부품 상자,,19,1,296197,296136,296197,296136
71,메카곤|n|cFFFFD200평판:|r 녹슨나사 저항군 - 우호적|n|cFFFFD200상인:|r 도둑맞은 황실 상인로봇|n|cFFFFD200위치:|r 녹슨나사|n|cFFFFD200가격:|r 5 전류 발진기 및 10 예비 부품 상자,,19,2,296200,296192,299932,299935
72,메카곤|n|cFFFFD200평판:|r 녹슨나사 저항군 - 매우 우호적|n|cFFFFD200상인:|r 도둑맞은 황실 상인로봇|n|cFFFFD200위치:|r 녹슨나사|n|cFFFFD200가격:|r 8 전류 발진기 및 20 예비 부품 상자,,19,3,296201,296193,299933,299936
73,신화 던전|n|cFFFFD200결합:|r 집중된 생명의 령|n|cFFFFD200획득:|r 던전 마지막 우두머리,,20,1,293032,296207,293032,296207
74,신화 던전|n|cFFFFD200결합:|r 집중된 생명의 령|n|cFFFFD200획득:|r 던전 마지막 우두머리,,20,2,296220,296213,299943,299939
75,신화 던전|n|cFFFFD200결합:|r 집중된 생명의 령|n|cFFFFD200획득:|r 던전 마지막 우두머리,,20,3,296221,296214,299944,299940
76,"영원한 궁전 공격대|n|cFFFFD200결합:|r 물의 유물함|n|cFFFFD200획득:|r 아즈샤라의 광채, 여왕의 궁정 또는 여왕 아즈샤라",,21,1,296230,303448,296230,303448
77,"영원한 궁전 공격대|n|cFFFFD200결합:|r 물의 유물함|n|cFFFFD200획득:|r 아즈샤라의 광채, 여왕의 궁정 또는 여왕 아즈샤라",,21,2,303472,303463,299958,303474
78,"영원한 궁전 공격대|n|cFFFFD200결합:|r 물의 유물함|n|cFFFFD200획득:|r 아즈샤라의 광채, 여왕의 궁정 또는 여왕 아즈샤라",,21,3,296232,303460,299959,303476
79,작전명: 메카곤|n|cFFFFD200획득:|r 왕 메카곤,,22,1,296325,296320,296325,296320
80,작전명: 메카곤|n|cFFFFD200땜질:|r 완벽하게 들어맞는 차동 장치 도면|n|cFFFFD200획득:|r 왕 메카곤,,22,2,296326,296321,299368,299367
81,작전명: 메카곤|n|cFFFFD200결합:|r 전진 톱니|n|cFFFFD200획득:|r 왕 메카곤,,22,3,303342,296322,299370,299369
82,"작전명: 메카곤 (신화)|n|cFFFFD200업적:|r ""그치만 이렇게 하지 않으면 모두 파괴돼 버리는걸""|n|cFFFFD200대화:|r 왕자 에라즈민|n|cFFFFD200위치:|r 녹슨나사",,22,4,296328,296324,299370,299369
83,"전장|n|cFFFFD200퀘스트:|r ""격동의 전장""|n|cFFFFD200퀘스트 종료 NPC:|r 작전사령관 가브리엘|n|cFFFFD200위치:|r 보랄러스 애쉬베인 부두","전장|n|cFFFFD200퀘스트:|r ""격동의 전장""|n|cFFFFD200퀘스트 종료 NPC:|r 잔더 실버만|n|cFFFFD200위치:|r 무감발라",23,1,297108,297147,297108,297147
84,"전장|n|cFFFFD200업적:|r ""전장의 투사""|n|cFFFFD200상인:|r 작전사령관 가브리엘|n|cFFFFD200위치:|r 보랄러스 애쉬베인 부두|n|cFFFFD200가격:|r 25 명예 훈장","전장|n|cFFFFD200업적:|r ""전장의 투사""|n|cFFFFD200상인:|r 잔더 실버만|n|cFFFFD200위치:|r 무감발라|n|cFFFFD200가격:|r 25 명예 훈장",23,2,297120,297177,298273,298274
85,"전장|n|cFFFFD200업적:|r ""전장의 전술가""|n|cFFFFD200상인:|r 작전사령관 가브리엘|n|cFFFFD200위치:|r 보랄러스 애쉬베인 부두|n|cFFFFD200가격:|r 25 명예 훈장","전장|n|cFFFFD200업적:|r ""전장의 전술가""|n|cFFFFD200상인:|r 잔더 실버만|n|cFFFFD200위치:|r 무감발라|n|cFFFFD200가격:|r 25 명예 훈장",23,3,297122,297178,298277,298275
89,"영원꽃 골짜기 |n|cFFFFD200연계 퀘스트 시작:|r|n""세상에 왕도는 없다"" |n|cFFFFD200연계 퀘스트 종료:|r|n""되살아난 희망""|n|cFFFFD200퀘스트 시작 NPC:|r 마그니 브론즈비어드|n|cFFFFD200위치:|r 심장의 방",,24,1,297375,297411,297375,297411
90,영원꽃 골짜기 |n|cFFFFD200결합:|r 영생하는 영혼의 숨결 |n|cFFFFD200퀘스트:|r|n1주차 어둠의 환영 일일 퀘스트 |n|cFFFFD200퀘스트 NPC:|r 검은발톱 요원 |n|cFFFFD200위치:|r|n울둠의 어둠의 환영 차원문 근처 또는 영원꽃 골짜기,,24,2,297546,297542,298309,298302
91,영원꽃 골짜기|n|cFFFFD200평판:|r 라자니 - 매우 우호적|n|cFFFFD200상인:|r 장 쿠|n|cFFFFD200위치:|r 침묵의 성역|n|cFFFFD200가격:|r 50 타락한 기념품,,24,3,297547,297544,298312,298304
96,나즈자타|n|cFFFFD200평판:|r 안코안 - 약간 우호적|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어|n|cFFFFD200가격:|r 10 오색 마나진주,나즈자타|n|cFFFFD200평판:|r 속박 풀린 자 안코안 - 약간 우호적|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터|n|cFFFFD200가격:|r 10 오색 마나진주,25,1,298168,298193,298168,298193
97,나즈자타|n|cFFFFD200평판:|r 안코안 - 우호적|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어|n|cFFFFD200가격:|r 25 오색 마나진주,나즈자타|n|cFFFFD200평판:|r 속박 풀린 자 - 우호적|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터|n|cFFFFD200가격:|r 25 오색 마나진주,25,2,298169,298351,299273,299274
98,나즈자타|n|cFFFFD200평판:|r 안코안 - 매우 우호적|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어|n|cFFFFD200가격:|r 50 오색 마나진주,나즈자타|n|cFFFFD200평판:|r 속박 풀린 자 - 매우 우호적|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터|n|cFFFFD200가격:|r 50 오색 마나진주,25,3,298174,298352,299275,299277
99,"전장|n|cFFFFD200업적:|r ""전장의 지배자""|n|cFFFFD200상인:|r 작전사령관 가브리엘|n|cFFFFD200위치:|r 보랄러스 애쉬베인 부두","전장|n|cFFFFD200업적:|r ""전장의 지배자""|n|cFFFFD200상인:|r 잔더 실버만|n|cFFFFD200위치:|r 무감발라",23,4,298182,298183,298277,298275
100,영원꽃 골짜기 |n|cFFFFD200평판:|r 라자니 보급품|n|cFFFFD200상인:|r 장 쿠 |n|cFFFFD200위치:|r 침묵의 성역,,24,4,298184,298185,298312,298304
101,나즈자타|n|cFFFFD200평판:|r 안코안 보급품|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어,나즈자타|n|cFFFFD200평판:|r 속박 풀린 자 보급품|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터,25,4,298186,298353,299275,299277
102,"나즈자타|n|cFFFFD200퀘스트:|r ""찰나의 휴식""|n|cFFFFD200퀘스트 시작 NPC:|r 여군주 제이나 프라우드무어|n|cFFFFD200위치:|r 메자미어","나즈자타|n|cFFFFD200퀘스트:|r ""나즈자타 파고들기""|n|cFFFFD200퀘스트 시작 NPC:|r 로르테마르 테론|n|cFFFFD200위치:|r 새터",27,1,298357,298268,298357,298268
103,"나즈자타|n|cFFFFD200퀘스트:|r ""위기의 친구들""|n|cFFFFD200퀘스트 시작 NPC:|r 여군주 제이나 프라우드무어|n|cFFFFD200위치:|r 메자미어","나즈자타|n|cFFFFD200퀘스트:|r ""지칠지언정 쓰러지지 않는다""|n|cFFFFD200퀘스트 시작 NPC:|r 로르테마르 테론|n|cFFFFD200위치:|r 새터",27,2,298376,298337,299372,299371
104,"나즈자타|n|cFFFFD200업적:|r ""해전 훈련""|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어|n|cFFFFD200가격:|r 50 오색 마나진주","나즈자타|n|cFFFFD200업적:|r ""해전 훈련""|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터|n|cFFFFD200가격:|r 50 오색 마나진주",27,3,298377,298339,299374,299373
105,"나즈자타|n|cFFFFD200업적:|r ""나즈자타 수비대""|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어","나즈자타|n|cFFFFD200업적:|r ""나즈자타 수비대""|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터",27,4,298405,298404,299374,299373
106,나즈자타|n|cFFFFD200평판:|r 안코안 - 약간 우호적|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어|n|cFFFFD200가격:|r 10 오색 마나진주,나즈자타|n|cFFFFD200평판:|r 속박 풀린 자 안코안 - 약간 우호적|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터|n|cFFFFD200가격:|r 10 오색 마나진주,28,1,298452,298407,298452,298407
107,나즈자타|n|cFFFFD200평판:|r 안코안 - 우호적|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어|n|cFFFFD200가격:|r 25 오색 마나진주,나즈자타|n|cFFFFD200평판:|r 속박 풀린 자 - 우호적|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터|n|cFFFFD200가격:|r 25 오색 마나진주,28,2,298455,298448,299376,299375
108,나즈자타|n|cFFFFD200평판:|r 안코안 - 매우 우호적|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어|n|cFFFFD200가격:|r 50 오색 마나진주,나즈자타|n|cFFFFD200평판:|r 속박 풀린 자 - 매우 우호적|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터|n|cFFFFD200가격:|r 50 오색 마나진주,28,3,298456,298449,299378,299377
109,나즈자타|n|cFFFFD200평판:|r 안코안 보급품|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어,나즈자타|n|cFFFFD200평판:|r 속박 풀린 자 보급품|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터,28,4,298457,298450,299378,299377
110,"전장|n|cFFFFD200업적:|r ""전장의 지배자""|n|cFFFFD200상인:|r 작전사령관 가브리엘|n|cFFFFD200위치:|r 보랄러스 애쉬베인 부두","전장|n|cFFFFD200업적:|r ""전장의 지배자""|n|cFFFFD200상인:|r 잔더 실버만|n|cFFFFD200위치:|r 무감발라",18,4,299518,299519,299883,299887
111,"신화+ 던전|n|cFFFFD200시즌:|r 3 또는 이후|n|cFFFFD200업적:|r ""격전의 아제로스 쐐기돌 장인""|n|cFFFFD200상인:|r 마력술사 바시린|n|cFFFFD200위치:|r 보랄러스 무역풍 시장","신화+ 던전|n|cFFFFD200시즌:|r 3 또는 이후|n|cFFFFD200업적:|r ""격전의 아제로스 쐐기돌 장인""|n|cFFFFD200상인:|r 마력술사 바시린|n|cFFFFD200위치:|r 다자알로 대시장",20,4,299520,299521,299944,299940
112,나즈자타|n|cFFFFD200평판:|r 안코안 보급품|n|cFFFFD200상인:|r 전령 우티아|n|cFFFFD200위치:|r 메자미어,나즈자타|n|cFFFFD200평판:|r 속박 풀린 자 보급품|n|cFFFFD200상인:|r 아톨리아 시어펄|n|cFFFFD200위치:|r 새터,17,4,299522,299523,299876,299879
113,메카곤|n|cFFFFD200평판:|r 녹슨나사 보급품|n|cFFFFD200상인:|r 도둑맞은 황실 상인로봇|n|cFFFFD200위치:|r 녹슨나사,,19,4,299529,299530,299933,299936
