ID,Text_lang,RelationshipFlags,EmotesTextID
92,"당신은 큰 소리로 트림을 합니다. ""꺼억~""",6,18
93,"%s|1이;가; %s에게 작별 인사를 합니다. ""다음에 봐요!""",0,19
94,"%s|1이;가; 당신에게 작별 인사를 합니다. ""다음에 봐요!""",1,19
95,"당신은 %s에게 작별 인사를 합니다. ""다음에 봐요!""",2,19
96,"%s|1이;가; 모두에게 작별 인사를 합니다. ""다음에 봐요!""",4,19
97,"당신은 모두에게 작별 인사를 합니다. ""다음에 봐요!""",6,19
98,%s|1이;가; %s|1을;를; 보고 미친 듯이 낄낄대고 웃습니다.,0,20
99,%s|1이;가; 당신을 보고 미친 듯이 낄낄대고 웃습니다.,1,20
100,당신은 %s|1을;를; 보고 미친 듯이 낄낄대고 웃습니다.,2,20
101,%s|1이;가; 미친 듯이 낄낄대고 웃습니다.,4,20
102,당신은 미친 듯이 낄낄대고 웃습니다.,6,20
103,%s|1이;가; %s에게 용기를 북돋아 줍니다!,0,21
104,%s|1이;가; 당신에게 용기를 북돋아 줍니다!,1,21
105,당신은 %s에게 용기를 북돋아 줍니다!,2,21
106,%s|1이;가; 용기를 북돋으며 환호합니다!,4,21
107,당신은 용기를 북돋으며 환호합니다!,6,21
108,"%s|1이;가; %s 앞에서 두 팔을 퍼덕거리며 우쭐댑니다. ""꼬꼬댁~""",0,22
109,"%s|1이;가; 당신 앞에서 두 팔을 퍼덕거리며 우쭐댑니다. ""꼬꼬댁~""",1,22
110,"당신은 %s 앞에서 두 팔을 퍼덕거리며 우쭐댑니다. ""꼬꼬댁~""",2,22
111,"%s|1이;가; 두 팔을 퍼덕거리며 우쭐댑니다. ""꼬꼬댁~""",4,22
112,"당신은 두 팔을 퍼덕거리며 우쭐댑니다. ""꼬꼬댁~""",6,22
113,%s|1이;가; %s|1을;를; 보고 킬킬대며 웃습니다.,0,23
114,%s|1이;가; 당신을 보고 킬킬대며 웃습니다.,1,23
115,당신은 %s|1을;를; 보고 킬킬대며 웃습니다.,2,23
116,%s|1이;가; 재미있다는 듯 킬킬대며 웃습니다.,4,23
117,당신은 재미있다는 듯 킬킬대며 웃습니다.,6,23
118,%s|1이;가; %s에게 박수 갈채를 보냅니다.,0,24
119,%s|1이;가; 당신에게 박수 갈채를 보냅니다.,1,24
120,당신은 %s에게 박수 갈채를 보냅니다.,2,24
121,%s|1이;가; 흥분하여 손뼉을 칩니다.,4,24
122,당신은 흥분하여 손뼉을 칩니다.,6,24
123,%s|1이;가; 어리둥절한 눈으로 %s|1을;를; 쳐다봅니다.,0,25
124,%s|1이;가; 어리둥절한 눈으로 당신을 쳐다봅니다.,1,25
125,당신은 어리둥절한 눈으로 %s|1을;를; 쳐다봅니다.,2,25
126,%s|1이;가; 어리둥절해합니다.,4,25
127,당신은 어리둥절해합니다.,6,25
128,%s|1이;가; %s|1을;를; 축하해 줍니다.,0,26
129,%s|1이;가; 당신을 축하해 줍니다.,1,26
130,당신은 %s|1을;를; 축하해 줍니다.,2,26
131,%s|1이;가; 모두를 축하해 줍니다.,4,26
132,당신은 주위 모두를 축하해 줍니다.,6,26
133,%s|1이;가; 기침을 합니다.,0,27
134,%s|1이;가; 기침을 합니다.,1,27
135,당신은 기침을 합니다.,2,27
136,%s|1이;가; 기침을 합니다.,4,27
137,당신은 기침을 합니다.,6,27
138,%s|1이;가; %s|1을;를; 보고 두려움에 몸을 벌벌 떱니다.,0,28
139,%s|1이;가; 당신을 보고 두려움에 몸을 벌벌 떱니다.,1,28
140,당신은 %s|1을;를; 보고 두려움에 몸을 벌벌 떱니다.,2,28
141,%s|1이;가; 두려움에 몸을 벌벌 떱니다.,4,28
142,당신은 두려움에 몸을 벌벌 떱니다.,6,28
143,%s|1이;가; %s|1을;를; 노려보며 손마디를 뚜둑 꺾습니다.,0,29
144,%s|1이;가; 당신을 노려보며 손마디를 뚜둑 꺾습니다.,1,29
145,당신은 %s|1을;를; 노려보며 손마디를 뚜둑 꺾습니다.,2,29
146,%s|1이;가; 손마디를 뚜둑 꺾습니다.,4,29
147,당신은 손마디를 뚜둑 꺾습니다.,6,29
148,%s|1이;가; %s|1을;를; 빤히 쳐다보며 손마디를 뚜둑 꺾습니다.,8,29
149,%s|1이;가; 당신을 빤히 쳐다보며 손마디를 뚜둑 꺾습니다.,9,29
150,%s|1이;가; 손마디를 뚜둑 꺾습니다.,12,29
151,%s|1이;가; %s|1을;를; 보더니 겁을 먹고 몸을 움츠립니다.,0,30
152,%s|1이;가; 당신을 보더니 겁을 먹고 몸을 움츠립니다.,1,30
153,당신은 %s|1을;를; 보더니 겁을 먹고 몸을 움츠립니다.,2,30
154,%s|1이;가; 겁에 질려 몸을 움츠립니다.,4,30
155,당신은 겁에 질려 몸을 움츠립니다.,6,30
156,%s|1이;가; %s의 어깨에 기대어 엉엉 웁니다.,0,31
157,%s|1이;가; 당신의 어깨에 기대어 엉엉 웁니다.,1,31
158,당신은 %s의 어깨에 기대어 엉엉 웁니다.,2,31
159,%s|1이;가; 엉엉 웁니다.,4,31
160,당신은 엉엉 웁니다.,6,31
161,%s|1이;가; %s|1을;를; 보며 다음엔 무엇을 할지 궁금해 합니다.,0,32
162,%s|1이;가; 당신을 보며 다음엔 무엇을 할지 궁금해 합니다.,1,32
163,당신은 %s|1을;를; 보며 다음엔 무엇을 할지 궁금해 합니다.,2,32
164,%s|1이;가; 다음엔 무엇을 할지 궁금해 합니다.,4,32
165,당신은 다음엔 무엇을 할지 궁금해 합니다.,6,32
166,%s|1이;가; 다음엔 무엇을 할지 궁금해 합니다.,12,32
167,%s|1이;가; %s에게 예의를 갖추어 절을 합니다.,0,33
168,%s|1이;가; 당신에게 예의를 갖추어 절을 합니다.,1,33
169,당신은 %s에게 예의를 갖추어 절을 합니다.,2,33
170,%s|1이;가; 예의를 갖추어 절을 합니다.,4,33
171,당신은 예의를 갖추어 절을 합니다.,6,33
172,%s|1이;가; %s|1과;와; 신나게 춤을 춥니다.,0,34
173,%s|1이;가; 당신과 신나게 춤을 춥니다.,1,34
174,당신은 %s|1과;와; 신나게 춤을 춥니다.,2,34
175,%s|1이;가; 신나게 춤을 춥니다.,4,34
176,당신은 신나게 춤을 춥니다.,6,34
177,%s|1이;가; 잔을 들어 %s|1과;와; 건배합니다.,0,35
178,%s|1이;가; 잔을 들어 당신과 건배합니다.,1,35
179,당신은 잔을 들어 %s|1과;와; 건배합니다.,2,35
180,%s|1이;가; 높이 잔을 들어 건배합니다.,4,35
181,당신은 높이 잔을 들어 건배합니다.,6,35
182,%s|1이;가; 군침을 흘립니다.,0,36
183,%s|1이;가; 군침을 흘립니다.,1,36
184,당신은 군침을 흘립니다.,2,36
185,%s|1이;가; 군침을 흘립니다.,4,36
186,당신은 군침을 흘립니다.,6,36
187,"%s|1이;가; %s 앞에서 맛있게 음식을 먹습니다. ""냠냠""",0,37
188,"%s|1이;가; 당신 앞에서 맛있게 음식을 먹습니다. ""냠냠""",1,37
189,"당신은 %s 앞에서 맛있게 음식을 먹습니다. ""냠냠""",2,37
190,"%s|1이;가; 맛있게 음식을 먹습니다. ""냠냠""",4,37
191,"당신은 맛있게 음식을 먹습니다. ""냠냠""",6,37
192,%s|1이;가; %s|1을;를; 위아래로 훑어봅니다.,0,38
193,%s|1이;가; 당신을 위아래로 훑어봅니다.,1,38
194,당신은 %s|1을;를; 위아래로 훑어봅니다.,2,38
195,%s|1이;가; 눈을 이리저리 굴립니다.,4,38
196,당신은 눈을 이리저리 굴립니다.,6,38
197,%s|1이;가; 큰 소리로 방귀를 뀝니다.,0,39
198,%s|1이;가; 큰 소리로 방귀를 뀝니다.,1,39
199,당신은 큰 소리로 방귀를 뀝니다.,2,39
200,%s|1이;가; 큰 소리로 방귀를 뀝니다.,4,39
201,당신은 큰 소리로 방귀를 뀝니다.,6,39
202,%s|1이;가; %s|1을;를; 기다리면서 초조해 합니다.,0,40
203,%s|1이;가; 당신을 기다리면서 초조해 합니다.,1,40
204,당신은 %s|1을;를; 기다리면서 초조해 합니다.,2,40
205,%s|1이;가; 초조해 합니다.,4,40
206,당신은 초조해 합니다.,6,40
207,%s|1이;가; %s 앞에서 힘자랑을 합니다.,0,41
208,%s|1이;가; 당신 앞에서 힘자랑을 합니다.,1,41
209,당신은 %s 앞에서 힘자랑을 합니다.,2,41
210,%s|1이;가; 힘자랑을 합니다.,4,41
211,당신은 힘자랑을 합니다.,6,41
212,%s|1이;가; 힘자랑을 합니다.,12,41
213,%s|1이;가; %s에게 실망하여 얼굴을 찡그립니다.,0,42
214,%s|1이;가; 당신에게 실망하여 얼굴을 찡그립니다.,1,42
215,당신은 %s에게 실망하여 얼굴을 찡그립니다.,2,42
216,%s|1이;가; 얼굴을 찡그립니다.,4,42
217,당신은 얼굴을 찡그립니다.,6,42
218,%s|1이;가; %s|1을;를; 보더니 놀라 숨을 멈춥니다.,0,43
219,%s|1이;가; 당신을 보더니 놀라 숨을 멈춥니다.,1,43
220,당신은 %s|1을;를; 보더니 놀라 숨을 멈춥니다.,2,43
221,%s|1이;가; 놀라 숨을 멈춥니다.,4,43
222,당신은 놀라 숨을 멈춥니다.,6,43
223,%s|1이;가; 애원하는 눈초리로 %s|1을;를; 물끄러미 바라봅니다.,0,44
224,%s|1이;가; 애원하는 눈초리로 당신을 물끄러미 바라봅니다.,1,44
225,당신은 애원하는 눈초리로 %s|1을;를; 물끄러미 바라봅니다.,2,44
226,%s|1이;가; 저 너머를 아쉬운 듯이 바라봅니다.,4,44
227,당신은 저 너머를 아쉬운 듯이 바라봅니다.,6,44
228,%s|1이;가; %s|1을;를; 보며 웃음을 참지 못해 키득거립니다.,0,45
229,%s|1이;가; 당신을 보며 웃음을 참지 못해 키득거립니다.,1,45
230,당신은 %s|1을;를; 보며 웃음을 참지 못해 키득거립니다.,2,45
231,%s|1이;가; 웃음을 참지 못해 키득거립니다.,4,45
232,당신은 웃음을 참지 못해 키득거립니다.,6,45
233,%s|1이;가; 화난 눈초리로 %s|1을;를; 노려봅니다.,0,46
234,%s|1이;가; 화난 눈초리로 당신을 노려봅니다.,1,46
235,당신은 화난 눈초리로 %s|1을;를; 노려봅니다.,2,46
236,%s|1이;가; 화난 눈초리로 노려봅니다.,4,46
237,당신은 화난 눈초리로 노려봅니다.,6,46
238,%s|1이;가; %s의 불행을 고소해 합니다.,0,47
239,%s|1이;가; 당신의 불행을 고소해 합니다.,1,47
240,당신은 %s의 불행을 고소해 합니다.,2,47
241,%s|1이;가; 모두의 불행을 고소해 합니다.,4,47
242,당신은 모두의 불행을 고소해 합니다.,6,47
243,%s|1이;가; %s에게 따뜻한 인사를 건넵니다.,0,48
244,%s|1이;가; 당신에게 따뜻한 인사를 건넵니다.,1,48
245,당신은 %s에게 따뜻한 인사를 건넵니다.,2,48
246,%s|1이;가; 모두에게 따뜻한 인사를 건넵니다.,4,48
247,당신은 모두에게 따뜻한 인사를 건넵니다.,6,48
248,%s|1이;가; %s|1을;를; 보며 사악한 미소를 짓습니다.,0,49
249,%s|1이;가; 당신을 보며 사악한 미소를 짓습니다.,1,49
250,당신은 %s|1을;를; 보며 사악한 미소를 짓습니다.,2,49
251,%s|1이;가; 사악한 미소를 짓습니다.,4,49
252,당신은 사악한 미소를 짓습니다.,6,49
253,%s|1이;가; %s|1을;를; 보며 불만을 터뜨립니다.,0,50
254,%s|1이;가; 당신을 보며 불만을 터뜨립니다.,1,50
255,당신은 %s|1을;를; 보며 불만을 터뜨립니다.,2,50
256,%s|1이;가; 불만을 터뜨립니다.,4,50
257,당신은 불만을 터뜨립니다.,6,50
258,%s|1이;가; %s 앞에서 비굴한 표정으로 설설 깁니다.,0,51
259,%s|1이;가; 당신 앞에서 비굴한 표정으로 설설 깁니다.,1,51
260,당신은 %s 앞에서 비굴한 표정으로 설설 깁니다.,2,51
261,%s|1이;가; 비굴한 표정으로 설설 깁니다.,4,51
262,당신은 비굴한 표정으로 설설 깁니다.,6,51
263,%s|1이;가; %s|1을;를; 보더니 박장대소를 터뜨립니다.,0,52
264,%s|1이;가; 당신을 보더니 박장대소를 터뜨립니다.,1,52
265,당신은 %s|1을;를; 보더니 박장대소를 터뜨립니다.,2,52
266,%s|1이;가; 박장대소를 터뜨립니다.,4,52
267,당신은 박장대소를 터뜨립니다.,6,52
268,%s|1이;가; %s에게 반갑게 손을 흔듭니다.,0,53
269,%s|1이;가; 당신에게 반갑게 손을 흔듭니다.,1,53
270,당신은 %s에게 반갑게 손을 흔듭니다.,2,53
271,%s|1이;가; 반갑게 손을 흔듭니다.,4,53
272,당신은 반갑게 손을 흔듭니다.,6,53
273,%s|1이;가; 반갑게 손을 흔듭니다.,12,53
274,%s|1이;가; %s 때문에 행복해 합니다.,0,54
275,%s|1이;가; 당신 때문에 행복해 합니다.,1,54
276,당신은 %s 때문에 행복합니다!,2,54
277,%s|1은;는; 행복이 충만합니다!,4,54
278,당신은 행복이 충만합니다!,6,54
279,%s|1이;가; %s|1을;를; 따뜻하게 맞이합니다.,0,55
280,%s|1이;가; 당신을 따뜻하게 맞이합니다.,1,55
281,당신은 %s|1을;를; 따뜻하게 맞이합니다.,2,55
282,%s|1이;가; 모두를 따뜻하게 맞이합니다.,4,55
283,당신은 모두를 따뜻하게 맞이합니다.,6,55
284,%s|1이;가; %s|1을;를; 껴안습니다.,0,56
285,%s|1이;가; 당신을 껴안습니다.,1,56
286,당신은 %s|1을;를; 껴안습니다.,2,56
287,%s|1이;가; 누가 안아 주기를 바라고 있는 것처럼 보입니다.,4,56
288,당신은 누가 안아 주기를 바라고 있습니다.,6,56
289,%s|1이;가; %s|1을;를; 보며 주린 배를 움켜쥡니다.,0,57
290,%s|1이;가; 당신을 보며 주린 배를 움켜쥡니다.,1,57
291,당신은 %s|1을;를; 보며 주린 배를 움켜쥡니다.,2,57
292,%s|1이;가; 주린 배를 움켜쥡니다.,4,57
293,당신은 주린 배를 움켜쥡니다.,6,57
294,%s|1이;가; %s에게 키스를 보냅니다.,0,58
295,%s|1이;가; 당신에게 키스를 보냅니다.,1,58
296,당신은 %s에게 키스를 보냅니다.,2,58
297,%s|1이;가; 바람에 키스를 날려보냅니다.,4,58
298,당신은 바람에 키스를 날려보냅니다.,6,58
299,%s|1이;가; %s에게 무릎을 꿇습니다.,0,59
300,%s|1이;가; 당신에게 무릎을 꿇습니다.,1,59
301,당신은 %s에게 무릎을 꿇습니다.,2,59
302,%s|1이;가; 무릎을 꿇습니다.,4,59
303,당신은 무릎을 꿇습니다.,6,59
304,%s|1이;가; %s|1을;를; 보며 웃습니다.,0,60
305,%s|1이;가; 당신을 보며 웃습니다.,1,60
306,당신은 %s|1을;를; 보며 웃습니다.,2,60
307,%s|1이;가; 웃습니다.,4,60
308,당신은 웃습니다.,6,60
309,%s|1이;가; %s 앞에서 드러눕습니다.,0,61
310,%s|1이;가; 당신 앞에서 드러눕습니다.,1,61
311,당신은 %s 앞에서 드러눕습니다.,2,61
312,%s|1이;가; 땅에 드러눕습니다.,4,61
313,당신은 드러눕습니다.,6,61
314,%s|1이;가; %s의 어깨를 안마해 줍니다.,0,62
315,%s|1이;가; 당신의 어깨를 안마해 줍니다.,1,62
316,당신은 %s의 어깨를 안마해 줍니다.,2,62
317,%s|1은;는; 안마가 필요합니다!,4,62
318,당신은 안마가 필요합니다!,6,62
319,,0,63
320,,1,63
321,,2,63
322,,4,63
323,,6,63
324,%s|1이;가; 모두에게 도전하겠다고 외칩니다!,0,64
325,%s|1이;가; 모두에게 도전하겠다고 외칩니다!,1,64
326,당신은 모두에게 도전하겠다고 외칩니다!,2,64
327,%s|1이;가; 모두에게 도전하겠다고 외칩니다!,4,64
328,당신은 모두에게 도전하겠다고 외칩니다!,6,64
329,%s|1이;가; 모두에게 도전하겠다고 외칩니다!,8,64
330,%s|1이;가; 모두에게 도전하겠다고 외칩니다!,9,64
331,%s|1이;가; 모두에게 도전하겠다고 외칩니다!,12,64
332,%s|1이;가; 묵념하며 %s의 죽음을 애도합니다.,0,65
333,%s|1이;가; 묵념하며 당신의 죽음을 애도합니다.,1,65
334,당신은 묵념하며 %s의 죽음을 애도합니다.,2,65
335,%s|1이;가; 묵념하며 죽음을 애도합니다.,4,65
336,당신은 묵념하며 죽음을 애도합니다.,6,65
337,%s|1이;가; %s에게 단호하게 아니라고 말합니다.,0,66
338,%s|1이;가; 당신에게 단호하게 아니라고 말합니다.,1,66
339,당신은 %s에게 단호하게 아니라고 말합니다.,2,66
340,%s|1이;가; 단호하게 아니라고 말합니다.,4,66
341,당신은 단호하게 아니라고 말합니다.,6,66
342,%s|1이;가; %s에게 고개를 끄덕입니다.,0,67
343,%s|1이;가; 당신에게 고개를 끄덕입니다.,1,67
344,당신은 %s에게 고개를 끄덕입니다.,2,67
345,%s|1이;가; 고개를 끄덕입니다.,4,67
346,당신은 고개를 끄덕입니다.,6,67
347,%s|1이;가; %s|1을;를; 멀뚱히 쳐다보며 코를 후비적거립니다.,0,68
348,%s|1이;가; 당신을 멀뚱히 쳐다보며 코를 후비적거립니다.,1,68
349,당신은 %s|1을;를; 멀뚱히 쳐다보며 코를 후비적거립니다.,2,68
350,%s|1이;가; 코를 후비적거립니다.,4,68
351,당신은 코를 후비적거립니다.,6,68
352,%s|1이;가; %s|1을;를; 멀뚱히 쳐다보며 코를 후비적거립니다.,8,68
353,%s|1이;가; 당신을 멀뚱히 쳐다보며 코를 후비적거립니다.,9,68
354,%s|1이;가; %s|1을;를; 보더니 공포에 사로잡혀 허둥댑니다.,0,69
355,%s|1이;가; 당신을 보더니 공포에 사로잡혀 허둥댑니다.,1,69
356,당신은 %s|1을;를; 보더니 공포에 사로잡혀 허둥댑니다.,2,69
357,%s|1이;가; 공포에 사로잡혀 허둥댑니다.,4,69
358,당신은 공포에 사로잡혀 허둥댑니다.,6,69
359,%s|1이;가; 뭔가를 조사하듯이 %s|1을;를; 자세히 쳐다봅니다.,0,70
360,%s|1이;가; 뭔가를 조사하듯이 당신을 자세히 쳐다봅니다.,1,70
361,당신은 뭔가를 조사하듯이 %s|1을;를; 자세히 쳐다봅니다.,2,70
362,%s|1이;가; 뭔가를 조사하듯이 주위를 자세히 둘러봅니다.,4,70
363,당신은 뭔가를 조사하듯이 주위를 자세히 둘러봅니다.,6,70
364,%s|1이;가; 절박한 듯 %s에게 무릎을 꿇고 빕니다.,0,71
365,%s|1이;가; 절박한 듯 당신에게 무릎을 꿇고 빕니다.,1,71
366,당신은 절박하게 %s에게 무릎을 꿇고 빕니다.,2,71
367,%s|1이;가; 절박한 듯 무릎을 꿇고 빕니다.,4,71
368,당신은 절박하게 무릎을 꿇고 빕니다.,6,71
369,%s|1이;가; 절박한 듯 무릎을 꿇고 빕니다.,12,71
370,%s|1이;가; 손을 들어 %s|1을;를; 가리킵니다.,0,72
371,%s|1이;가; 손을 들어 당신을 가리킵니다.,1,72
372,당신은 손을 들어 %s|1을;를; 가리킵니다.,2,72
373,%s|1이;가; 손을 들어 앞쪽을 가리킵니다.,4,72
374,당신은 손을 들어 앞쪽을 가리킵니다.,6,72
375,%s|1이;가; %s|1을;를; 쿡쿡 찌릅니다.,0,73
376,%s|1이;가; 당신을 쿡쿡 찌릅니다.,1,73
377,당신은 %s|1을;를; 쿡쿡 찌릅니다.,2,73
378,%s|1이;가; 배를 쿡쿡 찌르면서 낄낄거립니다.,4,73
379,당신은 배를 쿡쿡 찌르면서 낄낄거립니다.,6,73
380,%s|1이;가; 배를 쿡쿡 찌르면서 낄낄거립니다.,12,73
381,%s|1이;가; %s|1을;를; 위해 기도합니다.,0,74
382,%s|1이;가; 당신을 위해 기도합니다.,1,74
383,당신은 %s|1을;를; 위해 기도합니다.,2,74
384,%s|1이;가; 신께 기도를 올립니다.,4,74
385,당신은 신께 기도를 올립니다.,6,74
386,%s|1이;가; %s에게 우레와 같은 고함을 내지릅니다.,0,75
387,%s|1이;가; 당신에게 우레와 같은 고함을 내지릅니다.,1,75
388,당신은 %s에게 우레와 같은 고함을 내지릅니다.,2,75
389,%s|1이;가; 우레와 같은 고함을 내지릅니다.,4,75
390,당신은 우레와 같은 고함을 내지릅니다.,6,75
391,%s|1이;가; %s|1을;를; 보고 바닥을 뒹굴며 정신없이 웃습니다.,0,76
392,%s|1이;가; 당신을 보고 바닥을 뒹굴며 정신없이 웃습니다.,1,76
393,당신은 %s|1을;를; 보고 바닥을 뒹굴며 정신없이 웃습니다.,2,76
394,%s|1이;가; 바닥을 뒹굴며 정신없이 웃습니다.,4,76
395,당신은 바닥을 뒹굴며 정신없이 웃습니다.,6,76
396,%s|1이;가; %s 앞에서 무례한 행동을 합니다.,0,77
397,%s|1이;가; 당신 앞에서 무례한 행동을 합니다.,1,77
398,당신은 %s 앞에서 무례한 행동을 합니다.,2,77
399,%s|1이;가; 무례한 행동을 합니다.,4,77
400,당신은 무례한 행동을 합니다.,6,77
401,%s|1이;가; %s에게 경의를 표하며 경례합니다.,0,78
402,%s|1이;가; 당신에게 경의를 표하며 경례합니다.,1,78
403,당신은 %s에게 경의를 표하며 경례합니다.,2,78
404,%s|1이;가; 경의를 표하며 경례합니다.,4,78
405,당신은 경의를 표하며 경례합니다.,6,78
406,%s|1이;가; %s의 가려운 곳을 긁어줍니다.,0,79
407,%s|1이;가; 당신의 가려운 곳을 긁어줍니다.,1,79
408,당신은 %s의 가려운 곳을 긁어줍니다.,2,79
409,%s|1이;가; 가려운 곳을 긁습니다.,4,79
410,당신은 가려운 곳을 긁습니다.,6,79
411,%s|1이;가; 가려운 곳을 긁습니다.,12,79
