ID,Value_lang,ReqID,ParentWidgetID
1467,던 홀드에 설치된 화염 폭탄 수,3,522
1468,,4,522
1475,남은 시간 - %2509w:%2512w%2510w,2,525
1476,영혼의 탑 점령이 가능하기까지 남은 시간,3,525
1477,,4,525
1478,남은 시간 - %2509w:%2512w%2510w,2,526
1479,영혼의 탑 점령이 가능하기까지 남은 시간,3,526
1480,,4,526
1481,시간의 균열 열림: %2784w/18,2,527
1482,,3,527
1483,,4,527
1484,현재 공격 = %2842w/8,2,528
1485,현재 공격,3,528
1486,,4,528
1487,북부 공간이동 관문: %2880w%,2,529
1488,,3,529
1489,,4,529
1490,남부 공간이동 관문: %2881w%,2,530
1491,,3,530
1492,,4,530
1493,금색팀: %3601w명 남음,2,531
1494,,3,531
1495,,4,531
1496,보라색팀: %3600w명 남음,2,532
1497,,3,532
1498,,4,532
1499,남은 방어막: %3054w%,2,533
1500,남아 있는 방어막,3,533
1501,,4,533
1502,남아 있는 명사수 : %3082w / 12,2,534
1503,살아 있는 테라모어 명사수 인원,3,534
1504,,4,534
1505,의식까지 남은 시간: %3106w 분,2,535
1506,포로들이 희생되기까지 남은 시간,3,535
1507,,4,535
1508,군사력: %3127w,2,536
1509,얼라이언스 지원군,3,536
1510,,4,536
1511,군사력: %3128w,2,537
1512,호드 지원군,3,537
1513,,4,537
1514,찾아낸 역병 상자 = %3480w/5,2,539
1515,찾아낸 역병에 오염된 상자 개수,3,539
1516,,4,539
1517,스컬지 공격 = %3504w/10,2,541
1518,스컬지 공격 횟수,3,541
1519,,4,541
1520,탈것 수: %3490w/%3491w,2,542
1521,호드 전세,3,542
1522,,4,542
1523,탈것 수: %3680w/%3681w,2,543
1524,얼라이언스 전세,3,543
1525,,4,543
1526,남아 있는 원심력 피조물: %3486w,2,544
1527,,3,544
1528,,4,544
1529,공격,2,546
1530,얼라이언스 전세,3,546
1531,,4,546
1532,방어,2,547
1533,호드 전세,3,547
1534,,4,547
1535,이번 전투 종료: %3557k,2,548
1536,이번 전투 종료까지 남은 시간,3,548
1537,,4,548
1538,방어,2,549
1539,얼라이언스 전세,3,549
1540,,4,549
1541,공격,2,550
1542,호드 전세,3,550
1543,,4,550
1544,추가 시간: %3557k,2,551
1545,추가 점수를 획득할 수 있는 시간,3,551
1546,,4,551
1547,이번 전투 종료: %3557k,2,552
1548,이번 전투 종료까지 남은 시간,3,552
1549,,4,552
1550,남아 있는 빛의 군대: %3590w,2,553
1551,남아 있는 빛의 군대,3,553
1552,,4,553
1553,남아 있는 스컬지 군대: %3591w,2,554
1554,남아 있는 스컬지 군대,3,554
1555,,4,554
1556,%3604w분 후 희망의 빛 예배당 전투가 시작됩니다!,2,555
1557,희망의 빛 예배당 전투까지 남은 시간,3,555
1558,,4,555
1559,희망의 빛 예배당 전투 시작!,2,556
1560,,3,556
1561,,4,556
1562,금색팀: %3601w명 남음,2,557
1563,,3,557
1564,,4,557
1565,보라색팀: %3600w명 남음,2,558
1566,,3,558
1567,,4,558
1568,금색팀: %3601w명 남음,2,559
1569,,3,559
1570,,4,559
1571,보라색팀: %3600w명 남음,2,560
1572,,3,560
1573,,4,560
1574,남은 시간: %3781k,2,561
1575,게임 종료까지 남은 시간,3,561
1576,,4,561
1577,얼라이언스 점령,2,562
1578,,3,562
1579,,4,562
1580,호드 점령,2,563
1581,,3,563
1582,,4,563
1583,다음 전투: %4354k,2,564
1584,겨울손아귀 호수의 전투 시작까지 남은 시간,3,564
1585,,4,564
1586,감옥문 봉인 상태: %3815w%,2,565
1587,,3,565
1588,,4,565
1589,차원문 열림: %3810w/18,2,566
1590,,3,566
1591,,4,566
1592,언더시티의 전투가 시작되었습니다!,2,567
1593,언더시티의 전투가 시작되었습니다!,3,567
1594,,4,567
1595,언더시티 전투 시작까지 남은 시간: %3877w 분,2,568
1596,언더시티 전투 시작까지 남은 시간,3,568
1597,,4,568
1598,적군이 언더시티를 차지했습니다!,2,569
1599,바리마트라스와 대연금술사 퓨트리스가 언더시티를 차지했습니다!,3,569
1600,,4,569
1601,호드가 안마당을 둘러싸고 전투를 벌이고 있습니다!,2,570
1602,언더시티 안마당의 호드 군대를 도와야 합니다!,3,570
1603,,4,570
1604,호드가 안마당을 차지했습니다!,2,571
1605,이 지역은 이제 안전합니다.,3,571
1606,,4,571
1607,호드 군대가 내부 성소를 둘러싸고 전투를 벌이고 있습니다!,2,572
1608,상업 지구와 용수로의 호드 군대를 도와야 합니다!,3,572
1609,,4,572
1610,호드가 내부 성소를 차지했습니다!,2,573
1611,이 지역은 이제 안전합니다.,3,573
1612,,4,573
1613,호드 군대가 연금술 실험실을 둘러싸고 전투를 벌이고 있습니다!,2,574
1614,연금술 실험실의 호드 군대를 도와야 합니다!,3,574
1615,,4,574
1616,호드가 연금술 실험실을 차지했습니다!,2,575
1617,이 지역은 이제 안전합니다.,3,575
1618,,4,575
1619,호드 군대가 왕실을 둘러싸고 전투를 벌이고 있습니다!,2,576
1620,왕실의 호드 군대를 도와야 합니다!,3,576
1621,,4,576
1622,호드가 왕실을 점령했습니다! 바리마트라스가 패배했습니다!,2,577
1623,호드가 언더시티를 다시 차지했습니다!,3,577
1624,,4,577
1625,초기화까지 남은 시간: %3893w 분,2,578
1626,,3,578
1627,,4,578
1628,남은 시간 %3931w분,2,579
1629,시간의 수호자가 타락하기까지 남은 시간,3,579
1630,,4,579
1631,적군이 언더시티를 차지했습니다!,2,580
1632,바리마트라스와 대연금술사 퓨트리스가 언더시티를 차지했습니다!,3,580
1633,,4,580
1634,얼라이언스 군대가 하수구를 둘러싸고 전투를 벌이고 있습니다!,2,581
1635,언더시티 하수구의 얼라이언스 군대를 도와야 합니다!,3,581
1636,,4,581
1637,얼라이언스가 하수구를 차지했습니다!,2,582
1638,이 지역은 이제 안전합니다.,3,582
1639,,4,582
1640,%3957w분 후 수색이 시작됩니다!,2,583
1641,대연금술사 퓨트리스 수색 시작까지 남은 시간,3,583
1642,,4,583
1643,수색이 시작되었습니다!,2,584
1644,수색이 시작되었습니다!,3,584
1645,,4,584
1646,얼라이언스 군대가 연금술 실험실을 둘러싸고 전투를 벌이고 있습니다!,2,585
1647,연금술 실험실의 얼라이언스 군대를 도와야 합니다!,3,585
1648,,4,585
1649,얼라이언스가 연금술 실험실을 차지했습니다!,2,586
1650,연금술 실험실은 이제 안전합니다. 퓨트리스가 패배했습니다!,3,586
1651,,4,586
1652,%4131w분 후에 알갈론이 신호 전송을 시작합니다.,2,587
1653,전갈을 보낼 때까지 남은 시간,3,587
1654,,4,587
1655,군사력: %4226w,2,588
1656,얼라이언스 지원군,3,588
1657,,4,588
1658,군사력: %4227w,2,589
1659,호드 지원군,3,589
1660,,4,589
1661,이번 전투 종료: %3557k,2,590
1662,이번 전투 종료까지 남은 시간,3,590
1663,이번 전투 종료까지 남은 시간,4,590
1664,남은 도전 기회: %4389w,2,591
1665,,3,591
1666,,4,591
1667,영혼 공격 = %4882w/10,2,592
1668,영혼 공격 횟수,3,592
1669,,4,592
1670,처형 집행까지 남은 시간: %4904w분,2,593
1671,민차르가 사망하기까지 남은 시간,3,593
1672,,4,593
1673,영웅 난이도에서 후퇴 전까지 남은 도전 기회: %4941w / %4942w,2,594
1674,,3,594
1675,,4,594
1676,영웅 난이도에서 후퇴 전까지 남은 도전 기회: %4941w / %4942w,2,595
1677,,3,595
1678,,4,595
1679,영웅 난이도에서 후퇴 전까지 남은 도전 기회: %4941w / %4942w,2,596
1680,,3,596
1681,,4,596
1682,영웅 난이도에서 후퇴 전까지 남은 도전 기회: %4941w / %4942w,2,597
1683,,3,597
1684,,4,597
1685,영웅 난이도에서 후퇴 전까지 남은 도전 기회: %4941w / %4942w,2,598
1686,,3,598
1687,,4,598
1688,나가 공격자 처치: %5028w/50,2,599
1689,처치한 나가 공격자 수,3,599
1690,,4,599
1691,놈리건 작전이 진행 중입니다.,2,600
1692,놈리건 작전이 진행 중입니다.,3,600
1693,,4,600
1694,로켓 발사기 파괴 = %5027w/4,2,601
1695,,3,601
1696,,4,601
1697,기계공학 연구단지에서 놈리건 부대를 도우십시오.,2,602
1698,기계공학 연구단지에서 놈리건 부대를 도우십시오.,3,602
1699,,4,602
1700,비행장이 공격받고 있습니다.,2,603
1701,비행장에서 놈리건 부대를 도우십시오!,3,603
1702,,4,603
1703,노움이 비행장을 차지했습니다!,2,604
1704,노움이 비행장을 차지했습니다!,3,604
1705,,4,604
1706,대전차포 파괴 = %5006w/6,2,605
1707,기계공학 연구단지에서 놈리건 부대를 도우십시오.,3,605
1708,,4,605
1709,노움이 비행장과 지휘소를 차지했습니다.,2,606
1710,노움이 비행장과 지휘소 외부를 점령했습니다.,3,606
1711,,4,606
1712,놈리건 입구를 둘러싼 전투가 벌어지고 있습니다.,2,607
1713,놈리건 입구에서 놈리건 부대를 도우십시오.,3,607
1714,,4,607
1715,노움이 놈리건 외부를 차지했습니다.,2,608
1716,"놈리건 입구, 지휘소와 비행장을 점령했습니다.",3,608
1717,,4,608
1718,놈리건 통로를 둘러싼 전투가 벌어지고 있습니다.,2,609
1719,놈리건 통로에서 공격 부대를 도우십시오.,3,609
1720,,4,609
1721,놈리건 통로를 점령했습니다.,2,610
1722,놈리건 통로를 점령했습니다.,3,610
1723,,4,610
1724,놈리건 작전이 시작될 때까지 %5037w분 남았습니다.,2,611
1725,놈리건 작전이 곧 시작됩니다.,3,611
1726,,4,611
1727,할리온의 형체: %5050w%,2,612
1728,이 차원의 할리온의 형체,3,612
1729,,4,612
1730,할리온의 형체: %5049w%,2,613
1731,이 차원의 할리온의 형체,3,613
1732,,4,613
1733,검은창 부족은 메아리 섬을 되찾을 준비가 되었습니다.,2,614
1734,검은창 부족은 메아리 섬을 되찾을 준비가 되었습니다.,3,614
1735,,4,614
1736,%5071w분 후 메아리 섬 탈환이 시작됩니다!,2,615
1737,메아리 섬 탈환이 시작됩니다.,3,615
1738,,4,615
1739,브원삼디에게 지원 요청하기,2,616
1740,트롤을 도와 브원삼디에게 도움을 요청하십시오.,3,616
1741,,4,616
1742,브원삼디가 트롤 편에 섰습니다!,2,617
1743,브원삼디가 트롤 편에 섰습니다!,3,617
1744,,4,617
1745,트롤을 도와 불타버린 마을을 되찾으십시오.,2,618
1746,트롤을 도와 불타버린 마을을 되찾으십시오.,3,618
1747,,4,618
1748,불타버린 마을을 되찾았습니다!,2,619
1749,트롤이 불타버린 마을에 있는 넋 나간 군대를 처치했습니다.,3,619
1750,,4,619
1751,볼진과 그 부대가 잘라제인을 상대로 싸우고 있습니다.,2,620
1752,볼진과 그 부대가 잘라제인과 사술에 걸린 트롤 추종자들을 상대로 싸우고 있습니다.,3,620
1753,,4,620
1754,잘라제인이 다른 섬으로 도망쳤습니다!,2,621
1755,트롤 부대 때문에 잘라제인이 다른 섬으로 달아났습니다.,3,621
1756,,4,621
1757,부대가 잘라제인과 전투를 벌이고 있습니다.,2,622
1758,부대가 잘라제인과 전투를 벌이고 있습니다.,3,622
1759,,4,622
1760,잘라제인이 패배했습니다!,2,623
1761,잘라제인이 패배했습니다!,3,623
1762,,4,623
1763,%5146k 후에 라그나로스에게서 하이잘을 해방시키기 위한 전투가 시작됩니다!,2,624
1764,,3,624
1765,,4,624
1766,라그나로스에게서 하이잘을 해방시키기 위한 전투가 시작되었습니다!,2,625
1767,,3,625
1768,,4,625
1769,%5147k 후에 라그나로스에게서 하이잘을 해방시키기 위한 전투가 시작됩니다!,2,626
1770,,3,626
1771,,4,626
1772,라그나로스에게서 하이잘을 해방시키기 위한 전투가 시작되었습니다!,2,627
1773,,3,627
1774,,4,627
1775,%1581w/%1601w,2,628
1776,얼라이언스의 깃발 쟁탈 수,3,628
1777,호드 깃발을 들고 있습니다,4,628
1778,%1582w/%1601w,2,629
1779,호드의 깃발 쟁탈 수,3,629
1780,얼라이언스 깃발을 들고 있습니다,4,629
1781,남은 시간: %4248k,2,630
1782,남은 시간,3,630
1783,,4,630
1784,거점: %2752w  승점: %2749w/1600,2,632
1785,,3,632
1786,,4,632
1787,거점: %2753w  승점: %2750w/1600,2,633
1788,,3,633
1789,,4,633
1790,다리를 사수하십시오! %5207w분 남았습니다.,2,634
1791,여군주 시라케스가 소환 의식을 마칠 때까지 시간을 벌어야 합니다.,3,634
1792,,4,634
1793,다리를 사수하십시오! %5208w분 남았습니다.,2,635
1794,여군주 시라케스가 소환 의식을 마칠 때까지 시간을 벌어야 합니다.,3,635
1795,,4,635
1796,상업 지구: 남은 균열 %4440w개,2,636
1797,정기의 균열을 모두 닫고 상업 지구를 지켜내십시오.,3,636
1798,,4,636
1799,상업 지구: 갇혀 있는 시민 %5216w명,2,637
1800,갇혀 있는 시민을 구하고 상업 지구를 지켜내십시오.,3,637
1801,,4,637
1802,아직 위험한 구역: %5215w,2,638
1803,,3,638
1804,,4,638
1805,대성당 광장: 남은 균열 %5212w개,2,639
1806,정기의 균열을 모두 닫고 대성당 광장을 지켜내십시오.,3,639
1807,,4,639
1808,대성당 광장: 갇혀 있는 시민 %5213w명,2,640
1809,갇혀 있는 시민을 구하고 대성당 광장을 지켜내십시오.,3,640
1810,,4,640
1811,구 시가지: 남은 균열 %4439w개,2,641
1812,정기의 균열을 모두 닫고 구 시가지를 지켜내십시오.,3,641
1813,,4,641
1814,구 시가지: 갇혀 있는 시민 %4458w명,2,642
1815,갇혀 있는 시민을 구하고 구 시가지를 지켜내십시오.,3,642
1816,,4,642
1817,마법사 지구: 남은 균열 %5217w개,2,643
1818,정기의 균열을 모두 닫고 마법사 지구를 지켜내십시오.,3,643
1819,,4,643
1820,마법사 지구: 갇혀 있는 시민 %4441w명,2,644
1821,갇혀 있는 시민을 구하고 마법사 지구를 지켜내십시오.,3,644
1822,,4,644
1823,드워프 지구: 남은 균열 %5223w개,2,645
1824,정기의 균열을 모두 닫고 드워프 지구를 지켜내십시오.,3,645
1825,,4,645
1826,드워프 지구: 갇혀 있는 시민 %5222w명,2,646
1827,갇혀 있는 시민을 구하고 드워프 지구를 지켜내십시오.,3,646
1828,,4,646
1829,스톰윈드 공원: 남은 균열 %5221w개,2,647
1830,정기의 균열을 모두 닫고 스톰윈드 공원을 지켜내십시오.,3,647
1831,,4,647
1832,스톰윈드 공원: 갇혀 있는 시민 %5220w명,2,648
1833,갇혀 있는 시민을 구하고 스톰윈드 공원을 지켜내십시오.,3,648
1834,,4,648
1835,스톰윈드 항구: 남은 균열 %5219w개,2,649
1836,정기의 균열을 모두 닫고 스톰윈드 항구를 지켜내십시오.,3,649
1837,,4,649
1838,스톰윈드 항구: 갇혀 있는 시민 %5218w명,2,650
1839,갇혀 있는 시민을 구하고 스톰윈드 항구를 지켜내십시오.,3,650
1840,,4,650
1841,아직 위험한 구역: %4857w,2,651
1842,,3,651
1843,,4,651
1844,힘의 골짜기: 남은 균열 %4584w개,2,652
1845,정기의 균열을 모두 닫고 힘의 골짜기를 지켜내십시오.,3,652
1846,,4,652
1847,힘의 골짜기: 갇혀 있는 시민 %4582w명,2,653
1848,갇혀 있는 시민을 구하고 힘의 골짜기를 지켜내십시오.,3,653
1849,,4,653
1850,정기의 골짜기: 남은 균열 %5229w개,2,654
1851,정기의 균열을 모두 닫고 정기의 골짜기를 지켜내십시오.,3,654
1852,,4,654
1853,정기의 골짜기: 갇혀 있는 시민 %5230w명,2,655
1854,갇혀 있는 시민을 구하고 정기의 골짜기를 지켜내십시오.,3,655
1855,,4,655
1856,지혜의 골짜기: 남은 균열 %5232w개,2,656
1857,정기의 균열을 모두 닫고 지혜의 골짜기를 지켜내십시오.,3,656
1858,,4,656
1859,지혜의 골짜기: 갇혀 있는 시민 %5231w명,2,657
1860,갇혀 있는 시민을 구하고 지혜의 골짜기를 지켜내십시오.,3,657
1861,,4,657
1862,명예의 골짜기: 남은 균열 %5234w개,2,658
1863,정기의 균열을 모두 닫고 명예의 골짜기를 지켜내십시오.,3,658
1864,,4,658
1865,명예의 골짜기: 갇혀 있는 시민 %5233w명,2,659
1866,갇혀 있는 시민을 구하고 명예의 골짜기를 지켜내십시오.,3,659
1867,,4,659
1868,골목길: 남은 균열 %5236w개,2,660
1869,정기의 균열을 모두 닫고 골목길을 지켜내십시오.,3,660
1870,,4,660
1871,골목길: 갇혀 있는 시민 %5235w명,2,661
1872,갇혀 있는 시민을 구하고 골목길을 지켜내십시오.,3,661
1873,,4,661
1874,어둠의 틈: 남은 균열 %5227w개,2,662
1875,정기의 균열을 모두 닫고 어둠의 틈을 지켜내십시오.,3,662
1876,,4,662
1877,어둠의 틈: 갇혀 있는 시민 %5228w명,2,663
1878,갇혀 있는 시민을 구하고 어둠의 틈을 지켜내십시오.,3,663
1879,,4,663
1880,모래주머니 %4587w개 더 필요,2,664
1881,지정된 위치에 모래주머니를 쌓아 홍수를 막으십시오.,3,664
1882,,4,664
1883,방벽을 %5256w개 더 쌓아야 합니다!,2,665
1884,방벽을 쌓아 방어에 협조하십시오!,3,665
1885,,4,665
1886,바람막이를 %5266w개 더 세워야 합니다!,2,666
1887,방벽을 쌓아 방어에 협조하십시오!,3,666
1888,,4,666
1889,아직 위험한 구역: %5267w,2,667
1890,,3,667
1891,,4,667
1892,썬더 블러프: 남은 균열 %5268w개,2,668
1893,정기의 균열을 모두 닫고 썬더 블러프를 지켜내십시오.,3,668
1894,,4,668
1895,썬더 블러프: 갇혀 있는 시민 %5269w명,2,669
1896,갇혀 있는 시민을 구하고 썬더 블러프를 지켜내십시오.,3,669
1897,,4,669
1898,장로의 봉우리: 남은 균열 %5271w개,2,670
1899,정기의 균열을 모두 닫고 장로의 봉우리를 지켜내십시오.,3,670
1900,,4,670
1901,장로의 봉우리: 갇혀 있는 시민 %5270w명,2,671
1902,갇혀 있는 시민을 구하고 장로의 봉우리를 지켜내십시오.,3,671
1903,,4,671
1904,수렵의 봉우리: 남은 균열 %5273w개,2,672
1905,정기의 균열을 모두 닫고 수렵의 봉우리를 지켜내십시오.,3,672
1906,,4,672
1907,수렵의 봉우리: 갇혀 있는 시민 %5272w명,2,673
1908,갇혀 있는 시민을 구하고 수렵의 봉우리를 지켜내십시오.,3,673
1909,,4,673
1910,정기의 봉우리: 남은 균열 %5275w,2,674
1911,정기의 균열을 모두 닫고 정기의 봉우리를 지켜내십시오.,3,674
1912,,4,674
1913,정기의 봉우리: 갇혀 있는 시민 %5274w명,2,675
1914,갇혀 있는 시민을 구하고 정기의 봉우리를 지켜내십시오.,3,675
1915,,4,675
1916,예언의 웅덩이: 남은 균열 %5277w개,2,676
1917,정기의 균열을 모두 닫고 예언의 웅덩이를 지켜내십시오.,3,676
1918,,4,676
1919,예언의 웅덩이: 갇혀 있는 시민 %5276w명,2,677
1920,갇혀 있는 시민을 구하고 예언의 웅덩이를 지켜내십시오.,3,677
1921,,4,677
1922,벽 강화물을 %5284w개 더 지어야 합니다!,2,678
1923,벽 강화물을 지어 아이언포지를 지켜내십시오!,3,678
1924,,4,678
1925,아직 위험한 구역: %5285w,2,679
1926,,3,679
1927,,4,679
1928,광장: 남은 균열 %5286w개,2,680
1929,정기의 균열을 모두 닫고 광장을 지켜내십시오.,3,680
1930,,4,680
1931,광장: 갇혀 있는 시민 %5287w명,2,681
1932,갇혀 있는 시민을 구하고 광장을 지켜내십시오.,3,681
1933,,4,681
1934,남은 시간: %5333k,2,682
1935,수비 측이 이길 때까지 남은 시간,3,682
1936,,4,682
1937,탑 파괴: %5347w/3,2,683
1938,수비 측에 의해 파괴된 탑,3,683
1939,,4,683
1940,점령한 건물: %5348w/3,2,684
1941,공격 측에 의해 점령된 건물,3,684
1942,,4,684
1943,호드 점령,2,686
1944,호드가 톨 바라드 감옥 지구를 점령했습니다.,3,686
1945,,4,686
1946,얼라이언스 점령,2,687
1947,얼라이언스가 톨 바라드 감옥 지구를 점령했습니다.,3,687
1948,,4,687
1949,다음 전투: %5332k,2,688
1950,위의 시간이 지나면 톨 바라드 전투가 다시 시작됩니다.,3,688
1951,,4,688
1952,마법 지구: 남은 균열 %5290w개,2,689
1953,정기의 균열을 모두 닫고 마법 지구를 지켜내십시오.,3,689
1954,,4,689
1955,마법 지구: 갇혀 있는 시민 %5291w명,2,690
1956,갇혀 있는 시민을 구하고 마법 지구를 지켜내십시오.,3,690
1957,,4,690
1958,쓸쓸한 뒷골목: 남은 균열 %5295w개,2,691
1959,정기의 균열을 모두 닫고 쓸쓸한 뒷골목을 지켜내십시오.,3,691
1960,,4,691
1961,쓸쓸한 뒷골목: 갇혀 있는 시민 %5294w명,2,692
1962,갇혀 있는 시민을 구하고 쓸쓸한 뒷골목을 지켜내십시오.,3,692
1963,,4,692
1964,탐험가의 전당: 남은 균열 %5292w개,2,693
1965,정기의 균열을 모두 닫고 탐험가의 전당을 지켜내십시오.,3,693
1966,,4,693
1967,군사 지구: 남은 균열 %5289w개,2,694
1968,정기의 균열을 모두 닫고 군사 지구를 지켜내십시오.,3,694
1969,,4,694
1970,군사 지구: 갇혀 있는 시민 %5288w명,2,695
1971,갇혀 있는 시민을 구하고 군사 지구를 지켜내십시오.,3,695
1972,,4,695
1973,대용광로: 남은 균열 %5296w개,2,696
1974,정기의 균열을 모두 닫고 대용광로를 지켜내십시오.,3,696
1975,,4,696
1976,대용광로: 갇혀 있는 시민 %5297w명,2,697
1977,갇혀 있는 시민을 구하고 대용광로를 지켜내십시오.,3,697
1978,,4,697
1979,탐험가의 전당: 갇혀 있는 시민 %5293w명,2,698
1980,갇혀 있는 시민을 구하고 탐험가의 전당을 지켜내십시오.,3,698
1981,,4,698
1982,거점: %1779w  승점: %1776w/%1780w,2,699
1983,얼라이언스 전세,3,699
1984,,4,699
1985,거점: %1778w  승점: %1777w/%1780w,2,700
1986,호드 전세,3,700
1987,,4,700
1988,얼라이언스 공격 중,2,701
1989,얼라이언스가 톨 바라드 감옥 지구를 공격하고 있습니다.,3,701
1990,,4,701
1991,호드 공격 중,2,702
1992,호드가 톨 바라드 감옥 지구를 공격하고 있습니다.,3,702
1993,,4,702
1994,황금 보주 수집: %5649w,2,703
1995,,3,703
1996,,4,703
2003,악마의 수: %6017w,2,706
2004,광장 안에 있는 악마의 수,3,706
2005,,4,706
2006,수집한 조각: %6025w / 16,2,707
2007,,3,707
2008,,4,707
2009,승점: %6303w/1500,2,708
2010,,3,708
2011,,4,708
2012,승점: %6304w/1500,2,709
2013,,3,709
2014,,4,709
2015,양조 진척도: %6403w / 100,2,710
2016,,3,710
2017,,4,710
2018,%1581w/%1601w,2,711
2019,얼라이언스의 깃발 쟁탈 수,3,711
2020,호드 깃발을 들고 있습니다,4,711
2021,%1582w/%1601w,2,712
2022,호드의 깃발 쟁탈 수,3,712
2023,얼라이언스 깃발을 들고 있습니다,4,712
2024,남은 시간: %4248w분,2,713
2025,남은 시간,3,713
2026,,4,713
2027,자원: %6437w/1500,2,714
2028,,3,714
2029,,4,714
2030,자원: %6438w/1500,2,715
2031,,3,715
2032,,4,715
2033,치유 인원: %6488w / 12,2,716
2034,셴진 수의 상처를 치유하는 치유사의 수,3,716
2035,,4,716
2036,이번 판: %6608w,2,717
2037,,3,717
2038,,4,717
2039,점수: %6607w,2,718
2040,,3,718
2041,,4,718
2042,금색팀: %3601w명 남음,2,719
2043,,3,719
2044,,4,719
2045,보라색팀: %3600w명 남음,2,720
2046,,3,720
2047,,4,720
2048,,2,721
2049,,3,721
2050,,4,721
2051,기렌 수집: %6748w / 5,2,722
2052,,3,722
2053,,4,722
2054,남은 도전 기회: %7844w,2,730
2055,,3,730
2056,,4,730
2057,남은 안개도깨비: %7889w,2,731
2058,,3,731
2059,,4,731
2060,보라색팀: %3600w명 남음,2,732
2061,,3,732
2062,,4,732
2063,금색팀: %3601w명 남음,2,733
2064,,3,733
2065,,4,733
2072,화폐: %8278w,2,736
2073,,3,736
2074,,4,736
2075,공세 #%8280w,2,737
2076,,3,737
2077,,4,737
2078,남은 시간: %8529k,2,738
2079,,3,738
2080,,4,738
2081,새어나온 지독한 고주망태 맥주통,19,739
2084,남은 시간: %8529k,2,740
2085,,3,740
2086,,4,740
2087,남은 시간: %8529k,2,741
2088,,3,741
2089,,4,741
2090,남은 시간: %8529k,2,742
2091,,3,742
2092,,4,742
2093,남은 시간: %8529k,2,743
2094,,3,743
2095,,4,743
2096,남은 시간: %8529k,2,744
2097,게임 종료까지 남은 시간,3,744
2098,,4,744
2099,남은 시간: %8529k,2,745
2100,,3,745
2101,,4,745
2102,방어 시스템 활성화까지 남은 시간: %8381w초,2,746
2103,"GB-11010 ""대재앙""급 방어 시스템 활성화까지 남은 시간",3,746
2104,,4,746
2105,남은 대포 = %8373w,2,747
2106,파괴해야 하는 남은 대포의 수,3,747
2107,,4,747
2108,남은 대포 = %8373w,2,748
2109,파괴해야 하는 남은 대포의 수,3,748
2110,,4,748
2111,남은 적 = %8412w,2,749
2112,공세를 막기까지 남은 적의 수,3,749
2113,,4,749
2114,음식이 나오기 전에 떠난 손님: %8457w,2,750
2115,,3,750
2116,,4,750
2117,남쪽 탑 진척도: %8461w%,2,751
2118,,3,751
2119,,4,751
2120,북쪽 탑 진척도: %8462w%,2,752
2121,,3,752
2122,,4,752
2123,북쪽 탑 용아귀 부족 수비력: %8469w%,2,753
2124,,3,753
2125,,4,753
2126,남쪽 탑 용아귀 부족 수비력: %8468w%,2,754
2127,,3,754
2128,,4,754
2129,.        남은 오크: %8484w명,2,755
2130,,3,755
2131,,4,755
2132,녹색팀: 남은 생명 %15480w개,2,756
2133,,3,756
2134,,4,756
