ID,Name_lang,Cost_lang,OutOfError_lang,ToolTip_lang,MinPower,MaxPower,StartPower,CenterPower,RegenerationPeace,RegenerationCombat,BarType,Flags,StartInset,EndInset,FileDataID[0],FileDataID[1],FileDataID[2],FileDataID[3],FileDataID[4],FileDataID[5],Color[0],Color[1],Color[2],Color[3],Color[4],Color[5]
204,자수정 석화,자수정 석화,활력이 부족합니다.,"자수정으로 변화되고 있습니다! 석화가 완료되면 움직이거나 행동을 할 수 없습니다.|n|n시간이 지날수록 이동 속도가 감소하지만, 받는 암흑 피해가 90%만큼 감소합니다.",0,100,5,0,0,0,0,6,0.13,0.13,629030,629037,629029,0,629038,0,-1,-1,-1,-1,-1,-16777216
205,코발트 석화,코발트 석화,활력이 부족합니다.,"코발트로 변화되고 있습니다! 석화가 완료되면 움직이거나 행동을 할 수 없습니다.|n|n시간이 지날수록 이동 속도가 감소하지만, 받는 냉기 피해가 90%만큼 감소합니다.",0,100,5,0,0,0,0,6,0.13,0.13,629032,629037,629031,0,629038,0,-1,-1,-1,-1,-1,-16777216
206,비취 석화,비취 석화,활력이 부족합니다.,"비취로 변화되고 있습니다! 석화가 완료되면 움직이거나 행동을 할 수 없습니다.|n|n시간이 지날수록 이동 속도가 감소하지만, 받는 자연 피해가 90%만큼 감소합니다.",0,100,5,0,0,0,0,6,0.13,0.13,629034,629037,629033,0,629038,0,-1,-1,-1,-1,-1,-16777216
207,벽옥 석화,벽옥 석화,활력이 부족합니다.,"벽옥으로 변화되고 있습니다! 석화가 완료되면 움직이거나 행동을 할 수 없습니다.|n|n시간이 지날수록 이동 속도가 감소하지만, 받는 화염 피해가 90%만큼 감소합니다.",0,100,5,0,0,0,0,6,0.13,0.13,629036,629037,629035,0,629038,0,-1,-1,-1,-1,-1,-16777216
213,진위 방어선,,,덫 설치 상황,0,1000,0,0,0,0,0,4,0.1328,0.1367,459016,457301,457302,449451,457303,0,-1,-1,-16730159,-1,-1,-16777216
214,지옥의 힘,,,주위 악마를 처치하고 지옥 마력을 흡수하십시오.,0,100,0,0,0,0,0,86,0.086,0.086,0,1036120,1036121,1036123,1036122,0,-1,-1,-1,-1,-1,-16777216
216,노움 방어선,,,덫 설치 상황,0,1000,0,0,0,0,0,4,0.1328,0.1367,457311,457301,457302,449451,457303,0,-1,-1,-4825088,-5224954,-1,-16777216
220,드워프 방어선,,,덫 설치 상황,0,1000,0,0,0,0,0,4,0.1328,0.1367,457327,457301,457302,449451,457303,0,-1,-1,-12566464,-1,-1,-16777216
221,판다렌 방어선,,,덫 설치 상황,0,1000,0,0,0,0,0,4,0.1328,0.1367,610155,457301,457302,449451,457303,0,-1,-1,-4614848,-924892,-1,-16777216
222,이상 물체와의 거리,,,,0,100,0,0,0,0,2,2,0,0,669472,669469,669470,0,669471,0,-1,-1,-1,-16777216,-1,-16777216
223,나이트 엘프 방어선,,,덫 설치 상황,0,1000,0,0,0,0,0,4,0.1328,0.1367,525287,457301,457302,449451,457303,0,-1,-1,-9391552,-13215964,-11667684,-16777216
229,사격 연습장,,,빨리 쏘면 점수를 더 받습니다!,0,1200,1200,0,-1,-1,0,6,0.1328,0.1367,462333,462330,462331,462334,462332,0,-1,-1,-1,-1,-1,-16777216
234,축전기 에너지,,,,0,100,0,0,0,0,0,2,0,0,457328,457301,457302,0,457303,0,-1,-1,-1,-16777216,-1,-16777216
237,도관 충전 단계,,,도관의 전력량입니다.,0,3,1,0,0,0,0,2,0,0,0,840384,840385,0,0,0,-1,-1,-1,-1,-1,-16777216
238,도관 전력량,도관 전력량,도관 전력량,레이 션이 현재 충전 중인 도관의 전력량입니다.,0,100,0,0,0,0,0,6,0.13,0.13,653596,653593,796705,653597,653595,0,-1,-1,-1,-1,-1,-16777216
240,도관 충전 단계,,,도관의 전력량입니다.,0,3,1,0,0,0,0,2,0,0,0,840390,840391,0,0,0,-1,-1,-1,-1,-1,-16777216
241,도관 충전 단계,,,도관의 전력량입니다.,0,3,1,0,0,0,0,2,0,0,0,840388,840389,0,0,0,-1,-1,-1,-1,-1,-16777216
242,도관 충전 단계,,,도관의 전력량입니다.,0,3,1,0,0,0,0,2,0,0,0,840386,840387,0,0,0,-1,-1,-1,-1,-1,-16777216
243,천둥왕의 보물,,,지금까지 모구에게서 훔친 골드입니다.,0,9999,0,0,0,0,4,22,0,0,796706,0,0,0,0,796707,-1,-16777216,-16777216,-16777216,-16777216,-1
244,충전 수준,,,주위의 거푸집에서 트릴리움 주괴가 충전되고 있습니다.,0,200,0,0,0,0,0,6,0.1328,0.1367,0,840432,840433,840435,840434,0,-1,-1,-1,-1,-1,-16777216
245,제작 진행 상황,,,천공의 대장장이가 제작 중인 번개 창의 상황입니다.,0,160,0,0,0,0,0,6,0.1328,0.1367,653596,653593,796705,653597,653595,0,-1,-1,-1,-1,-1,-16777216
247,수집한 유물,,,만개화 광산을 통과하면서 가능한 많은 유물을 수집하십시오!,0,150,0,0,0,0,0,6,0.1328,0.1367,457316,457301,457302,449451,457303,0,-1,-1,-14234,-1,-1,-16777216
248,울타지스의 방패,,,울타지스는 강력한 방패의 보호를 받고 있습니다. 하급 정령들을 처치하여 울타지스의 방패를 약화시키십시오.,0,100,100,0,0,0,0,6,0.1328,0.1367,459004,457301,457302,0,0,0,-1,-1,-20992,-1,-1,-16777216
253,분노,,,분노가 커지면 전쟁노래 오크는 더 위험해집니다.,0,3,0,0,0,0,0,10,0,0,0,840388,840389,0,0,0,-1,-1,-1,-1,-1,-16777216
254,난폭함,,,"검은바위 오크는 난폭함이 증가하면 더 공격적으로 변하며, 난폭함이 감소하면 더 방어적으로 바뀝니다.",0,4,2,0,0,0,0,40,0.1328,0.1367,459008,457301,0,627343,0,0,-1,-1,-1,-1,-1,-16777216
257,교만,교만,겸손해졌습니다.,"팽창하는 교만 공격을 받으면 다음 효과가 발생합니다.
 교만이 25일 때 폭발하는 교만  
 교만이 50일 때 투영  
 교만이 75일 때 교만의 오라  
 교만이 100일 때 오만방자",0,100,0,0,0,0,0,83,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-1,-1,-1,-16777216
258,타락,타락,정화되었습니다.,샤 에너지에 의해 타락했습니다. 타락 수준을 줄이면 노루셴의 시험을 완료할 수 있습니다.,0,100,75,0,0,0,0,82,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-1,-1,-1,-16777216
259,방어 장치 비상 정지 동력,방어 장치 비상 정지 동력,방어 장치 비상 정지 동력,방어 장치를 비상 정지시키기 위해 필요한 동력입니다.,0,50,0,0,0,0,0,6,0.13,0.13,0,898400,898401,898403,898402,0,-1,-1,-1,-1,-1,-16777216
263,가로쉬의 에너지,가로쉬의 에너지,가로쉬의 에너지,가로쉬가 이샤라즈의 심장에서 힘을 흡수합니다.,0,100,0,0,0,0,0,6,0.2,0.2,0,898404,898405,898407,898406,0,-1,-1,-9691459,-9691459,-9691459,-16777216
266,탑 영향력,,,이 탑에 있는 수비 병력을 처치해 영향력을 낮추십시오.,0,100,100,0,0,0,0,6,0.1328,0.1367,459008,457301,457302,0,449449,0,-1,-1,-6908266,-1,-2416608,-16777216
267,방어 장치 비상 정지 동력,방어 장치 비상 정지 동력,방어 장치 비상 정지 동력,방어 장치를 비상 정지시키기 위해 필요한 동력입니다.,0,50,0,0,0,0,0,2,0.13,0.13,0,898400,898401,898403,898402,0,-1,-1,-1,-1,-1,-16777216
268,타락,타락,정화되었습니다.,샤 에너지에 의해 타락했습니다. 타락 수준을 줄이면 노루셴의 시험을 완료할 수 있습니다.,0,100,75,0,0,0,0,82,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-1,-1,-1,-16777216
271,브란의 병,,,근처의 어둠달 오크를 처치하여 공허의 힘을 채우십시오.,0,100,0,0,0,0,0,6,0.1328,0.1367,457322,457301,457302,449451,457303,0,-1,-1,-6675498,-1,-1,-16777216
274,해방시킨 노예,,,오우거로부터 해방시킨 노예들의 수입니다.,0,99,0,0,0,0,4,22,0,0,796706,0,0,0,0,633767,-1,-16777216,-16777216,-16777216,-16777216,-1
280,일로나의 진행 상황,,,일로나가 강철 기름전차를 정지시키고 있습니다. 그녀를 보호하십시오!,0,100,0,0,0,0,0,6,0.1328,0.1367,457311,457301,457302,449451,457303,0,-1,-1,-6675498,-1,-1,-16777216
281,증기력,증기력,연료 부족,바위와 벽을 부술 때 사용되는 힘입니다.,0,60,60,0,0,0,0,6,0.1328,0.1367,457299,457296,457297,0,0,0,-1,-1,-1,-1,-1,-16777216
284,열기 수준,연료,그을림,산의 정수가 열기를 얻으면 폭파가 더 잦아집니다.,0,100,0,0,0,0,0,19,0.1328,0.1367,458992,457301,457302,449451,449449,0,-1,-1,-871119,-1,-1,-16777216
287,분노,연료,그을림,,0,100,0,0,0,0,0,83,0.13,0.13,459004,628127,628128,462334,0,0,-1,-1,-1,-1,-1,-16777216
290,수집한 목재,,,인부가 목재를 모으는 동안 안전하게 보호하십시오.,0,100,0,0,0,0,0,6,0.1328,0.1367,457324,457301,446219,653597,446220,0,-1,-1,-7050445,-1,-1,-16777216
291,승점,,,당신의 최종 보상을 결정합니다.,0,9999,0,0,0,0,4,772,0,0,985508,0,0,0,0,985509,-1,-16777216,-16777216,-16777216,-16777216,-1
292,예열 시간,시간,예열 안 됨,마지막 폭격을 위해 힘을 모으는 중입니다.,0,100,0,0,0,0,1,10,0,0,458994,449477,457582,449481,0,0,-31744,-16777216,-31744,-16777216,-16777216,-16777216
293,쌍둥이의 기질,,,"쌍둥이는 둘 사이의 거리가 멀어질수록 험악해집니다.
가속 증가
정신 집중 및 주문 시전 속도 증가",1,100,0,0,0,0,0,2,0.1328,0.1367,0,1041330,1041331,1041333,1041332,0,-1,-1,-1,-1,-1,-16777216
295,버섯 주스,,,핏빛가시 동굴의 촉촉한 버섯을 짠 버섯 주스로 단지를 채우세요.,0,20,0,0,0,0,1,6,0.1328,0.1367,457569,457569,457567,0,0,0,-1,-1,-65435,-1,-1,-16777216
296,크아라의 에너지,크아라의 에너지,크아라의 에너지,크아라를 보호하십시오!,0,100,0,0,0,0,0,2,0.14,0.14,0,1036804,1036805,1036807,1036806,0,-1,-1,-9691459,-9691459,-9691459,-16777216
297,차량 내구도,,,,0,100,0,0,0,0,0,0,0.1328,0.1367,457299,457296,457297,457300,457298,0,-1,-1,-1,-1,-1,-16777216
298,무효화의 장벽,,,,0,15000000,0,0,0,0,0,83,0.086,0.086,0,1036120,1036121,1036123,1036122,0,-1,-1,-1,-1,-1,-16777216
299,승리 점수,,,당신의 최종 보상을 결정합니다.,0,9999,0,0,0,0,4,772,0,0,1053204,0,0,0,0,1053205,-1,-16777216,-16777216,-16777216,-16777216,-1
300,자원,,,주둔지 자원이 10분마다 1씩 비축됩니다.,0,100000,0,0,0,0,4,868,0,0,985510,0,0,0,0,985511,-1,-16777216,-16777216,-16777216,-16777216,-1
303,관중의 함성,관중의 함성,관중의 함성,당신의 힘을 북돋는 관중의 함성입니다.,0,100,0,0,0,0,0,6,0.2,0.2,0,1031659,1031660,1031662,1031661,0,-1,-1,-9691459,-9691459,-9691459,-16777216
304,무효화의 장벽,,,,0,100,100,0,0,0,0,83,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-10096574,-1,-1,-16777216
305,무효화의 장벽,,,,0,100,100,0,0,0,0,83,0.086,0.086,0,1036120,1036121,1036123,1036122,0,-1,-1,-1,-1,-1,-16777216
306,블랙퓨즈 사 제품 사용자 설명서,열기,,"BFC9000을 구입해주셔서 감사합니다!

주의: 이 화염방사기는 사용한 시간만큼 열기를 생성합니다. 화염방사기가 과열되면 최소 10초는 식혀야 다시 사용할 수 있습니다.

환불 불가!",0,100,0,0,0,0,0,307,0.13,0.13,457299,457296,1062073,457300,457298,0,-1,-131587,-1990349,-1,-2355184,-16777216
310,공격한 피망치 오우거,,,피망치 오우거들을 처치하고 부족에 대한 정보를 모으십시오.,0,500,0,0,0,0,0,307,0.13,0.13,629036,629037,629035,0,629038,0,-1,-131587,-1990349,-1,-2355184,-16777216
