Name_lang,FemaleName_lang,Description_lang,ID,ClassID,OrderIndex,PetTalentType,Role,Flags,SpellIconFileID,PrimaryStatPriority,AnimReplacements,MasterySpellID[0],MasterySpellID[1]
조화,조화,"강력한 달빛야수로 변신할 수 있습니다. 변신 상태에서는 비전 마법과 자연 마법의 힘을 조합하여 적을 처치합니다.

선호 무기: 지팡이, 단검, 둔기",102,11,0,0,2,331,136096,0,363,393014,0
야성,야성,"사나운 표범으로 변신하여 대상을 물어뜯고 출혈 효과를 일으켜 피해를 입힙니다.

선호 무기: 지팡이, 장창",103,11,1,0,2,260,132115,3,363,77493,0
수호,수호,"강인한 곰으로 변신하여 피해를 흡수하고 아군을 보호합니다.

선호 무기: 지팡이, 장창",104,11,2,0,0,4,132276,3,363,155783,0
회복,회복,"강력한 자연 마법을 사용하여 아군을 치료하고 활력을 불어넣습니다.

선호 무기: 지팡이, 단검, 둔기",105,11,3,0,1,3,136041,0,363,77495,0
혈기,혈기,"어둠의 수호자입니다. 생명의 기운을 조종하고 오염시켜 적이 공습해 오는 순간에도 자신의 생명을 유지합니다.

선호 무기: 양손 도끼, 둔기, 도검",250,6,0,0,0,4,135770,5,0,77513,0
냉기,냉기,"얼어붙은 죽음의 사신입니다. 룬 마력을 사용해 무기로 포악하게 공격합니다.

선호 무기: 쌍수 도끼, 둔기, 도검",251,6,1,0,2,4,135773,5,0,77514,0
부정,부정,"죽음과 부패의 대가입니다. 질병을 퍼뜨리고 언데드 부하를 통제하여 자신을 따르게 만듭니다.

선호 무기: 양손 도끼, 둔기, 도검",252,6,2,0,2,68,135775,5,0,77515,0
야수,야수,"야생 동물의 지배자입니다. 다양한 야수를 길들여 함께 싸웁니다.

선호 무기: 활, 석궁, 총",253,3,0,0,2,66,461112,2,0,76657,0
사격,사격,"뛰어난 명사수입니다. 멀리 있는 적을 솜씨 좋게 처치합니다.

선호 무기: 활, 석궁, 총",254,3,1,0,2,2,236179,2,0,193468,0
생존,생존,"활동 반경이 넓고 적응력이 뛰어나며, 폭탄, 동물의 독, 그리고 자신과 교감하는 야수와의 협동 공격을 즐겨 사용합니다.

선호 무기: 장창, 지팡이",255,3,2,0,2,260,461113,2,0,263135,0
수양,수양,"적을 응징하여 아군을 해악으로부터 보호하고 상처를 치유합니다.
선호 무기: 지팡이류, 마법봉류, 단검류, 둔기류",256,5,0,0,1,67,135940,0,353,271534,0
신성,신성,"다재다능한 치유 전문가입니다.
아군 개인 혹은 단체가 입은 피해를 복원하고
자신이 사망한 후에도 아군을 치유할 수 있습니다.

선호 무기: 지팡이, 마법봉, 단검, 둔기",257,5,1,0,1,3,237542,0,353,77485,0
암흑,암흑,"사악한 어둠의 마법과 가공할 만한 공허 마법을 사용하여 적을 처치합니다.

선호 무기: 지팡이, 마법봉, 단검, 둔기",258,5,2,0,2,11,136207,0,353,343690,0
암살,암살,"치명적인 독극물의 대가입니다. 단검으로 잔인한 일격을 날려 적을 처치합니다.

선호 무기: 단검",259,4,0,0,2,68,236270,3,0,76803,0
무법,무법,"교활한 술책으로 적과 맞서 싸우는 무자비한 도망자입니다.

선호 무기: 도끼, 둔기, 도검, 장착 무기",260,4,1,0,2,4,236286,3,0,76806,0
잠행,잠행,"어둠의 추적자입니다. 그림자 속에 숨어 있다가 희생자가 눈치챌 틈도 없이 기습 공격합니다.

선호 무기: 단검",261,4,2,0,2,4,132320,3,0,76808,0
정기,정기,"자연과 정령의 파괴적인 힘을 자유자재로 이용하여 주문을 시전합니다.

선호 무기: 둔기, 단검, 방패",262,7,0,0,2,75,136048,0,369,168534,0
고양,고양,"토템을 사용하는 전사입니다. 정령의 힘이 깃든 무기로 적을 공격합니다.

선호 무기: 쌍수 도끼, 둔기, 장착 무기",263,7,1,0,2,260,237581,2,369,77223,0
복원,복원,"고대의 영혼과 정화하는 물의 힘을 불러내어 아군의 부상을 치유합니다.

선호 무기: 둔기, 단검, 방패",264,7,2,0,1,3,136052,0,369,77226,0
고통,고통,"암흑 마법의 대가입니다. 흡수와 주기적인 피해 주문을 전문적으로 사용합니다.

선호 무기: 지팡이, 마법봉, 단검, 도검",265,9,0,0,2,67,136145,0,357,77215,0
악마,악마,"악마술의 대가입니다. 자기 악마 군대의 영혼을 뒤틀어 강력한 힘을 발휘합니다.

선호 무기: 지팡이, 마법봉, 단검, 도검",266,9,1,0,2,3,136172,0,357,77219,0
파괴,파괴,"화력전의 대가입니다. 화염을 불러내 적을 불태우고 파괴합니다.

선호 무기: 지팡이, 마법봉, 단검, 도검",267,9,2,0,2,3,136186,0,357,77220,0
양조,양조,"튼튼한 투사로서, 예측할 수 없는 움직임과 신비한 술을 사용하여 공격을 회피하고 아군을 보호합니다.

선호 무기: 지팡이, 장창",268,10,0,0,0,4,608951,2,618,117906,0
풍운,풍운,"비길 데 없는 격투술 전문가입니다. 손바닥과 주먹으로 적을 때려눕힙니다.

선호 무기: 장착 무기, 도끼, 둔기, 도검",269,10,2,0,2,68,608953,2,618,115636,0
운무,운무,"옥룡의 지혜를 사용하여 생명의 힘을 조율하는 신비한 치유술의 대가입니다.

선호 무기: 지팡이, 둔기, 도검",270,10,1,0,1,5,608952,0,618,117907,0
야성,야성,"광적인 끈기에 휩싸여 먹이를 추적하며, 승리를 쟁취할 때까지 절대 멈추지 않습니다. 이 포식자들에게는 죽음조차도 찰나에 불과합니다.",535,0,0,0,2,32,236159,0,0,0,0
교활,교활,자신과 아군이 받는 치명적인 공격의 피해를 노련하게 완화시킬 수 있는 교활한 생물입니다.,536,0,2,2,2,32,132150,0,0,0,0
끈기,끈기,"아군에게 위험이 닥치면 여지없이 두꺼운 가죽과 방어적인 외형으로 보호하는, 충실하고 노련미 넘치는 수호자입니다.",537,0,1,1,0,32,132121,0,0,0,0
파멸,파멸,"쌍날검과 파괴적인 지옥 마법의 힘을 사용하는 무시무시한 투사입니다.

선호 무기: 쌍날검, 도검, 도끼, 장착 무기",577,12,0,0,2,68,1247264,3,364,185164,0
복수,복수,"내면의 악마를 받아들여 적을 소각하고 아군을 보호합니다.

선호 무기: 쌍날검, 도검, 도끼, 장착 무기",581,12,1,0,0,4,1247265,3,364,203747,0
입문,입문,,1444,7,4,0,2,3,136048,0,369,0,0
입문,입문,,1446,1,4,0,2,68,132355,5,0,0,0
입문,입문,,1447,11,4,0,2,331,136096,0,363,0,0
입문,입문,,1448,3,4,0,2,66,461112,2,0,0,0
입문,입문,,1449,8,4,0,2,67,135846,0,362,0,0
입문,입문,,1450,10,4,0,2,68,608953,2,618,0,0
입문,입문,,1451,2,4,0,2,68,135873,5,0,0,0
입문,입문,,1452,5,4,0,1,67,135940,0,353,0,0
입문,입문,,1453,4,4,0,2,68,236270,3,0,0,0
입문,입문,,1454,9,4,0,2,67,136145,0,357,0,0
입문,입문,,1455,6,4,0,2,68,135775,5,0,0,0
입문,입문,,1456,12,4,0,2,68,1247264,3,364,0,0
입문,입문,,1465,13,4,0,2,3,4574311,0,0,0,0
황폐,황폐,"내면의 힘을 혼란스러운 붉은 불길이나 집중된 푸른 마법으로 방출해 전장을 파멸로 뒤덮습니다.

선호 무기: 지팡이, 도검, 단검, 둔기",1467,13,0,0,2,67,4511811,0,0,362980,0
보존,보존,"에메랄드의 꿈의 힘을 일으켜 생명을 불어넣고 청동색 시간의 모래로 해악을 방지합니다.

선호 무기: 지팡이, 도검, 단검, 둔기",1468,13,1,0,1,3,4511812,0,0,363510,0
증강,증강,"아군에게 검은용의 힘을 주입하는 한편, 청동용의 마법으로 시간과 운명을 비틀어 전황을 유리하게 이끌어 나갑니다.

선호 무기: 지팡이류, 도검류, 단검류, 철퇴류",1473,13,2,0,2,3,5198700,0,0,406380,0
모험가,모험가,,1478,14,4,0,2,2,2055034,4,0,0,0
