Name_lang,Description_lang,ID,DisplayIndex,UiCameraID,AltHandUICameraID,ForgeAttachmentOverride,Flags,ArtifactID
정의의 불꽃,,144,5,788,199,-1,0,48
묘지기,,145,4,786,199,-1,0,48
수호자의 심판,,146,3,787,199,-1,0,48
진실의 수호자,,147,1,756,755,-1,0,49
티탄의 빛,,148,2,777,945,-1,0,49
암흑 문지기의 수호,,149,4,780,943,-1,0,49
신성한 불꽃의 문장,,150,5,778,944,-1,0,49
구원자의 보루,,151,6,779,946,-1,1,49
빛의 분노,,152,1,705,0,-1,0,46
구원받은 자의 문장,,153,2,706,0,-1,0,46
고서지기의 첨탑,,154,6,709,0,-1,1,46
영원한 경계,,155,4,708,0,-1,0,46
빛의 성배,,156,3,707,0,-1,0,46
정화의 깃발,,157,2,950,0,-1,0,45
빛의 지킴이,,158,3,948,0,-1,0,45
아르거스의 기억,,159,5,949,0,-1,0,45
공허의 품,,160,4,951,0,-1,0,45
공포의 검,,161,1,757,758,-1,0,44
바다스컬지의 약속,,162,2,868,873,-1,0,44
불꽃의 입맞춤,,163,3,869,874,-1,0,44
검술가의 손짓,,164,5,870,875,-1,0,44
불한당의 유언,,165,4,871,876,-1,0,44
폭풍지기,,166,2,880,885,-1,0,40
대지예언자,,167,3,881,886,-1,0,40
레가르의 유산,,168,5,882,887,-1,0,40
타락한 주술사의 주먹,,169,4,883,888,-1,0,40
폭풍인도자,,170,2,632,0,-1,0,41
군단의 파멸,,171,3,633,0,-1,0,41
블랙핸드의 운명,,172,4,634,0,-1,0,41
태풍,,173,5,635,0,-1,0,41
심연의 홀,,174,2,801,963,-1,0,42
티탄의 탄생,,175,3,802,961,-1,0,42
토템잡이,,176,4,803,962,-1,0,42
얼어붙은 운명,,177,5,804,959,-1,0,42
저승바람 수확기,,178,1,646,0,-1,0,39
고통받는 자의 손,,179,2,647,0,-1,0,39
영혼 흡수기,,180,3,648,0,-1,0,39
운명의 끝,,181,6,649,0,-1,1,39
죽음의 손,,182,4,650,0,-1,0,39
만아리의 해골,,183,1,760,922,20,0,37
첫 번째 소환사의 시선,,184,2,781,927,20,0,37
지옥의 군주의 자부심,,185,3,782,926,20,0,37
타오르는 유해,,186,4,783,923,20,0,37
잊힌 자의 영혼,,187,5,784,925,20,0,37
스트롬카르 - 전쟁파괴자,,188,1,641,0,-1,0,36
타락한 자의 복수,,189,2,749,0,-1,0,36
분노의 날,,190,4,752,0,-1,0,36
불꽃수확자,,191,3,750,0,-1,0,36
하늘 용사의 칼날,,192,5,751,0,-1,0,36
발라리아르의 전쟁검,,193,1,639,640,-1,0,35
용기수의 무장,,194,2,761,765,-1,0,35
폭풍숨결,,195,4,764,768,-1,0,35
헬리아의 시선,,196,5,763,767,-1,0,35
용맹아귀,,197,3,762,766,-1,0,35
야생의 추적자,,200,5,934,0,-1,0,55
달정령,,203,6,636,637,-1,1,58
파멸의 인도자,,206,1,62,0,-1,0,80
파멸의 인도자,,207,1,62,0,-1,0,81
파멸의 인도자,,208,1,62,0,-1,0,80
미명 낚싯대,,211,1,818,0,1,0,73
양모술사의 책임,,212,6,825,0,-1,1,4
불사의 손길,,213,6,826,0,-1,1,15
암흑의 룬검,,214,6,827,828,-1,1,12
죽음의 해방,,215,5,829,0,-1,0,16
죽음방랑자,,216,6,830,932,-1,1,3
그늘날개,,217,5,909,910,-1,0,60
마나의 낫,,218,5,835,0,-1,0,59
회색아귀의 힘,,219,5,188,638,-1,0,57
불침번,,220,5,67,0,-1,0,13
티탄의 손길,,221,6,836,0,-1,1,56
숲의 수호자,,222,5,837,0,-1,0,34
별자리,,223,6,842,938,-1,1,54
상급 학자,,224,5,843,0,-1,0,53
고대 술지기,,225,6,844,0,-1,1,52
고요의 정수,,226,5,849,0,-1,0,51
쉬엔의 집행자,,227,5,850,851,-1,0,50
감시자의 병기,,228,6,852,199,-1,1,48
신의 수호자,,229,3,853,942,-1,0,49
더럽혀진 기억,,230,6,854,0,-1,1,2
감시자의 승천,,231,5,855,0,-1,0,46
빛살이의 문장,,232,6,947,0,-1,1,45
느조스의 발톱,,233,6,857,956,-1,1,47
유령검,,234,5,862,867,-1,0,43
우레폭풍 - 바람의 군주의 신검,,235,6,872,877,-1,1,44
맹독니,,236,6,878,879,-1,1,17
아마니의 특권,,237,6,884,889,-1,1,40
잔달라 용사,,238,6,890,0,-1,1,41
뱀의 보금자리,,239,6,891,960,-1,1,42
저주받은 자의 척추,,240,5,892,0,-1,0,39
탈키엘의 얼굴,,241,6,893,924,20,1,37
암흑의 인도자의 허울,,242,5,894,0,-1,0,38
아케이나이트 칼날파괴자,,243,6,895,0,-1,1,36
용 학살자의 칼날,,244,6,896,897,-1,1,35
군단파괴자,,245,5,898,964,-1,0,11
