ActivityName_lang,Description_lang,ID,CriteriaTreeID,ThresholdContributionAmount,Supersedes,Priority
용족 애완동물로 용의 섬 특급 조련사 꺾기,2마리 이상의 용족 애완동물이 포함된 팀으로 용의 섬 특급 조련사 2명을 꺾어야 합니다.,40,137543,200,0,0
시간여행: 드레노어 낚시,{EventStartDate}~{EventEndDate} 동안 드레노어에서 아이템을 낚아야 합니다.,41,149979,100,0,0
맛있는 애완동물 간식 사용,달라란 마법 동물원에 있는 브리아니에게서 맛있는 애완동물 간식을 구매해야 합니다.,42,137615,100,0,0
온누리에 사랑을: 용의 섬에서 덜렁발의 사랑스러운 귀환석 사용,{EventStartDate}~{EventEndDate} 동안 용의 섬에서 덜렁발의 사랑스러운 귀환석을 사용해야 합니다.,43,137617,150,0,0
온누리에 사랑을: 온아라 평야에서 낭만적인 소풍 바구니 장난감 사용,{EventStartDate}~{EventEndDate} 동안 온아라 평야에서 낭만적인 소풍 바구니 장난감을 사용해야 합니다.,44,137619,150,0,0
온누리에 사랑을: 달콤한 홍보 전략 완료,{EventStartDate}~{EventEndDate} 동안 달콤한 홍보 전략 퀘스트를 완료해야 합니다.,45,137621,150,0,0
온누리에 사랑을: 연금술사 훔멜 처치,{EventStartDate}~{EventEndDate} 동안 그림자송곳니 성채에서 연금술사 훔멜을 처치해야 합니다.,46,137623,150,0,0
온누리에 사랑을: 아름다운 장식 팔찌 선물하기,{EventStartDate}~{EventEndDate} 동안 소속 진영 지도자에게 아름다운 장식 팔찌를 선물해야 합니다.,47,137625,150,0,0
죽은 플레이어 /포옹,죽은 플레이어에게 /포옹을 사용해야 합니다.,48,137634,50,0,0
플레이어 부활,,49,137636,50,0,0
잔질의 느린 독 사용,스톰윈드의 제럴드 블랙 또는 오그리마의 알페우스 카인에게서 잔질의 느린 독을 획득해 사용해야 합니다.,50,137645,50,0,0
경매장에서 골드 획득,,52,137647,100,0,0
"초콜릿 입힌 조각 케이크, 아름다운 조각 케이크, 얇게 썬 딸기 파이 먹기","옛 달라란의 에이미에게서 초콜릿 입힌 조각 케이크, 아름다운 조각 케이크, 얇게 썬 딸기 파이를 획득한 후 먹어야 합니다.",53,137651,50,0,0
히포그리프 부화일: 새끼 공작날개 횃대,{EventStartDate}에 공작날개 알을 부화시켜 아기 새를 어깨에 앉게 해야 합니다.,54,137655,150,0,0
히포그리프 부화일: 유령 깃털 사용,{EventStartDate}에 로르탈륨에게서 유령 깃털을 획득한 후 사용해야 합니다.,55,137657,150,0,0
다크문 축제: 큰 딸기 파이 내놓기,{EventStartDate}~{EventEndDate} 동안 다크문 유랑단 섬에서 큰 딸기 파이를 놓아야 합니다.,56,137659,50,0,0
멋의 대제전: 멋의 대제전 징표 100개 획득,{EventStartDate}~{EventEndDate} 동안 멋의 대제전에 참여하여 멋의 대제전 징표를 획득해야 합니다.,61,137688,100,266,0
시간여행: 부서진 섬 낚시,{EventStartDate}~{EventEndDate} 동안 부서진 섬에서 아이템을 낚아야 합니다.,63,149983,100,0,0
"""멋진 모습""으로 꾸며주는 장난감 획득",,64,137776,50,0,0
멋의 대제전: 플레이어에게 /환호,{EventStartDate}~{EventEndDate} 동안 멋의 대제전에 참여하여 플레이어에게 /환호를 보내야 합니다.,65,137787,50,0,0
"멋의 대제전: 멋의 대제전 집중조명, 무도장 바닥, 불꽃 사용","{EventStartDate}~{EventEndDate} 동안 멋의 대제전에 참여하여 멋의 대제전 집중조명, 무도장 바닥, 불꽃을 사용해야 합니다.",66,137789,100,0,0
멋의 대제전: 열성 팬이 보낸 편지 사용,{EventStartDate}~{EventEndDate} 동안 멋의 대제전에 참여하여 열성 팬이 보낸 편지를 사용해야 합니다.,67,137793,50,0,0
마법학자의 정원에서 캘타스 선스트라이더 처치,,68,137795,150,0,0
운고로의 광기: 공룡 모조 획득,{EventStartDate}~{EventEndDate} 동안 운고로 분화구에서 공룡 모조를 획득해야 합니다.,69,137797,150,0,0
운고로의 광기: 끝내주는 상황 적응 획득,"{EventStartDate}~{EventEndDate} 동안 공룡 모조를 사용해 ""끝내주는"" 상태가 될 때까지 상황 적응 효과를 증가시켜야 합니다.",70,137799,150,0,0
다크문 축제: 인간 대포알 완료,{EventStartDate}~{EventEndDate} 동안 다크문 유랑단 섬에서 인간 대포알 퀘스트를 완료해야 합니다.,71,137801,50,0,0
과조율된 코기 고글 장난감 사용,,72,137803,50,0,0
외형 변경,대도시 미용사를 방문해 겉모습을 바꿔야 합니다.,73,137805,20,0,0
멋의 대제전: 무역상의 이각모 형상 획득,{EventStartDate}~{EventEndDate} 동안 멋의 대제전에 참여하여 무역상의 이각모 형상을 획득해야 합니다.,74,137807,20,0,0
"""멋진 모습""으로 다른 플레이어에게 /힘자랑","""멋진 모습"" 장난감의 효과를 받는 상태로 플레이어에게 /힘자랑을 사용해야 합니다.",75,137809,50,0,0
상대 진영 플레이어에게 /절,상대 진영 플레이어에게 /절을 사용해야 합니다.,76,137811,20,0,0
"""멋진 모습"" 효과를 받는 플레이어에게 /덜덜","""멋진 모습"" 장난감의 효과를 받는 플레이어에게 /덜덜을 사용해야 합니다.",77,137813,50,0,0
용의 섬 전역에서 평판 획득,,79,137872,150,0,0
신화+ 던전 15회 완료,,81,140979,200,6,5
마루크 켄타우로스와 사냥의 제전 완료,용의 섬에서 마루크 켄타우로스와 사냥의 제전을 완료해야 합니다.,82,140981,150,0,0
친구와 대물 적중시키기,용의 섬에서 다른 플레이어와 작살을 사용해 대물에게 적중시켜야 합니다.,83,140983,50,0,0
이스카라 투스카르 공동체 잔치 기간에 과제 완료,용의 섬 이스카라에서 공동체 잔치 과제를 완료해야 합니다.,84,140985,50,0,0
용의 파멸 성채 공성전 완료,용의 섬 깨어나는 해안에서 용의 파멸 성채 공성전을 완료해야 합니다.,85,140987,50,0,0
등반 중 동료 시스템 사용,용의 섬 등반 전역 퀘스트에서 동료 시스템을 사용해야 합니다.,86,140989,50,0,0
원시술사 폭풍에서 특별 몬스터 처치,특별 몬스터는 용의 섬 원시술사의 폭풍에서 출현합니다.,87,140991,100,0,0
용의 섬 용 조련술 대경주 경주로 4회 완료,용의 섬에 있는 활성화된 대경주 지점에서 청동 시간지기와 대화해야 합니다.,88,141010,250,265,0
용의 섬 PvP 전역 퀘스트 완료,,89,141012,100,0,0
용의 섬 야외 우두머리 처치,,90,141021,100,0,0
추가 깨어나는 해안 이야기 전개 완료,,91,141032,200,0,0
주간 채집 퀘스트 완료,발드라켄 장인 무역시장에서 전문 기술 훈련 전문가와 대화해야 합니다.,92,141044,100,0,0
주간 제작 퀘스트 완료,발드라켄 장인 무역시장에서 전문 기술 훈련 전문가와 대화해야 합니다.,93,141057,100,0,0
용의 섬에서 전쟁 보급품 상자 열기,,94,141095,100,0,0
용의 섬 아이템 낚기,,95,141125,100,0,0
용의 위상에게 /사랑,발드라켄에 있는 용의 위상에게 /사랑을 사용해야 합니다.,96,141883,50,0,0
몰락한 용에게 /사랑,공격대에 있는 몰락한 용 2마리에게 /사랑을 사용해야 합니다.,97,141887,50,0,0
봄을 주제로 한 장난감 획득,,98,141941,50,0,0
귀족의 정원: 이스카라에서 귀족의 정원 초콜릿 먹기,{EventStartDate}~{EventEndDate} 동안 용의 섬 이스카라에서 귀족의 정원 초콜릿을 먹어야 합니다.,99,141949,100,0,0
귀족의 정원: 투기장 또는 전장에서 새봄맞이 꽃 사용,{EventStartDate}~{EventEndDate} 동안 투기장 또는 전장에서 상대 플레이어에게 새봄맞이 꽃을 사용해야 합니다.,100,141951,50,0,0
귀족의 정원: 알록달록한 알 획득,{EventStartDate}~{EventEndDate} 동안 알록달록한 알을 획득해야 합니다.,101,141953,100,0,0
전설의 낚시꾼 사진 촬영,용의 섬 분류 전역 퀘스트 진행 중 전설의 낚시꾼 사진을 촬영해야 합니다.,102,141960,50,0,0
분류 전역 퀘스트 완료,용의 섬에서 분류 전역 퀘스트를 완료해야 합니다.,103,141971,50,0,0
넘치는 정기 획득,용의 섬에서 원시술사 폭풍에 영향을 받은 생명체에게서 넘치는 정기를 획득해야 합니다.,104,141979,100,0,0
용의 섬 용 조련술 경주로 완료,용의 섬에 있는 청동 시간지기와 대화해야 합니다.,105,141981,100,0,0
귀족의 정원: 알 놓기,{EventStartDate}~{EventEndDate} 동안 섬세하게 채색된 알 12개 또는 장엄하게 채색된 알 1개를 놓아야 합니다.,106,141983,50,0,0
올챙이들의 행진: 올챙이의 선물 완료,{EventStartDate}에 올챙이의 선물 퀘스트를 완료해야 합니다.,107,141986,150,0,0
추가 온아라 평야 이야기 전개 완료,,108,141988,150,0,0
사냥의 제전 우두머리 처치,용의 섬에서 마루크 켄타우로스 사냥의 제전 우두머리를 처치해야 합니다.,109,141997,100,0,0
작살로 대물 낚기,용의 섬에서 작살을 사용해 대물에게 적중시켜야 합니다.,110,142034,50,0,0
흑요석 열쇠 반납,용의 섬 흑요석 성채에 있는 인물에게 흑요석 열쇠를 반납해야 합니다.,111,142036,100,0,0
용 조련술 탈것의 형상 바꾸기,용의 섬에서 변신 강단을 방문해야 합니다.,112,142038,20,0,0
하늘빛 평원 코발트 전당 훈련장에서 명예 획득,,113,142733,100,0,0
자진 입대 경비병의 날: 도시 침략자 처치,{EventStartDate}에 스톰윈드 또는 오그리마 경비병에게 /경례한 후 도시 침략자를 처치해야 합니다.,114,142040,200,0,0
다크문 축제: 댄스 댄스 다크문 완료,{EventStartDate}~{EventEndDate} 동안 다크문 유랑단 섬에서 댄스 댄스 다크문 퀘스트를 완료해야 합니다.,115,142044,50,0,0
다크문 축제: 흔들 기구 또는 흔들 호랑이를 탄 상태로 /환호,{EventStartDate}~{EventEndDate} 동안 다크문 유랑단 섬에서 흔들 기구 또는 흔들 호랑이를 타는 동안 /환호를 사용해야 합니다.,116,142048,50,0,0
용의 섬 순간이동 연결망 사용,용의 섬에 있는 고대 차원문과 상호작용하여 순간이동 연결망을 사용해야 합니다.,117,142050,100,0,0
용온천 정상에서 생명체 처치,온아라 평야 남동쪽에 있는 용온천 정상에서 경험치를 제공하는 생명체를 처치해야 합니다.,118,142052,50,0,0
홍수의 시험 완료,용의 섬 온이르 샘에서 홍수의 시험을 완료해야 합니다.,119,142054,50,0,0
평온의 꿈 온천 이야기 전개 완료,용의 섬 탈드라서스에서 평온의 꿈 온천 이야기 전개를 완료해야 합니다.,120,142056,50,0,0
용족 애완동물로 용의 섬 정예 애완동물 꺾기,2마리 이상의 용족 애완동물이 포함된 팀으로 용의 섬 정예 애완동물 2마리를 꺾어야 합니다.,121,142058,200,0,0
"""멋진 모습""으로 아이템 낚기",흑마노 눈부심 방지기 또는 장인의 외눈안경을 착용한 상태로 아이템을 낚아야 합니다.,122,142063,50,0,0
"""멋진"" 모습으로 아이템 만들기",흑마노 눈부심 방지기 또는 장인의 외눈안경을 착용한 상태로 아이템을 만들어야 합니다.,123,142065,50,0,0
추가 하늘빛 평원 이야기 전개 완료,,124,142067,150,0,0
노쿠드 요새에서 명예 획득,용의 섬 노쿠드 요새에서 명예를 획득해야 합니다.,125,142046,100,0,0
사냥의 제전 동료의 외형 바꾸기,용의 섬 사냥의 제전 지역에서 교관 프로드럼과 대화해야 합니다.,126,142080,20,0,0
용의 섬에서 숨겨진 보석 덩어리 발견,용의 섬에서 보석 덩어리 지도를 사용해야 합니다.,127,142082,50,0,0
기계 애완동물로 용의 섬 특급 조련사 꺾기,2마리 이상의 기계 애완동물이 포함된 팀으로 용의 섬 특급 조련사 2명을 꺾어야 합니다.,128,142725,200,0,0
온아라 평야에서 현상금 및 전쟁 보급품 상자 획득,"온아라 평야에서 플레이어를 처치해 전쟁 모드 현상금을 획득한 후, 전쟁 보급품 상자를 열어야 합니다.",129,142087,150,0,0
주간 제작 퀘스트 완료,발드라켄 장인 무역시장에서 주간 전문 기술 퀘스트를 받아야 합니다.,130,0,100,0,0
용의 파멸 성채 공성전 완료,깨어나는 해안에서 용의 파멸 성채 공성전을 완료해야 합니다.,133,0,50,0,0
등반 전역 퀘스트 완료,용의 섬에서 등반 전역 퀘스트를 완료해야 합니다.,135,142099,100,0,0
원시술사 폭풍 뇌우에 적중당하기,원시술사 천둥폭풍 기간에 뇌우에 적중당해야 합니다.,136,142112,50,0,0
아일라그 짐마차 퀘스트 완료,용의 섬 온아라 평야에서 아일라그 짐마차 퀘스트를 완료해야 합니다.,137,142114,100,0,0
용 조련술 중 섬의 바람 통과,용의 섬에서 용 조련술 중 섬의 바람을 통과해야 합니다.,138,142133,50,0,0
이스카라 투스카르 낚시 구멍에서 아이템 낚기,,139,142135,50,0,0
용의 섬에서 피투성이 증표 수집,용의 섬에서 플레이어 간 전투 활동을 완료해야 합니다.,140,142224,150,0,0
귀족의 정원: 일일 퀘스트 완료,{EventStartDate}~{EventEndDate} 동안 귀족의 정원 일일 퀘스트를 완료해야 합니다.,141,142243,100,0,0
용의 섬 동물에게 /폴짝 사용,용의 섬 동물에게 /폴짝을 사용해야 합니다.,142,142248,50,0,0
"""멋진 모습""으로 수프 먹기","""멋진 모습"" 장난감의 효과를 받는 상태로 이스카라에 있는 공용 냄비 수프를 먹어야 합니다.",143,142261,50,0,0
교역소에 /사랑,교역소 상인과 상품에 /사랑을 사용해야 합니다.,144,142268,50,0,0
공격대 우두머리 25명 처치,,145,142290,250,0,10
친구들과 대물 적중시키기,용의 섬에서 5명 이상의 다른 플레이어와 작살을 사용해 대물에게 적중시켜야 합니다.,146,142297,50,0,0
공개 주문 제작 의뢰 완료,발드라켄 장인 무역시장에 있는 주문 제작 사무원과 대화하여 주문 제작을 살펴봐야 합니다.,147,142299,100,0,0
개인 주문 제작 의뢰 완료,발드라켄 장인 무역시장에서 전문 기술 훈련 전문가와 대화해야 합니다.,148,142303,100,0,0
귀족의 정원: 새봄맞이 머리장식을 착용하고 용군단 던전 완료,{EventStartDate}~{EventEndDate} 동안 새봄맞이 머리장식을 착용하고 용군단 던전을 완료해야 합니다.,149,142324,50,0,0
폭풍의 격노 우두머리 처치,용의 섬에 있는 원시술사 평행세계에서 폭풍의 격노 우두머리를 처치해야 합니다.,150,142527,100,0,0
공개 주문 제작 의뢰 완료,발드라켄 장인 무역시장에 있는 주문 제작 사무원과 대화하여 주문 제작을 살펴봐야 합니다.,152,142299,100,0,0
지스케라 금고 문 열기,지스케라 금고에서 지스케라 금고 열쇠를 사용해 문을 열어야 합니다.,154,143906,100,0,0
마루크 켄타우로스와 사냥의 제전 완료,용의 섬에서 마루크 켄타우로스와 사냥의 제전을 완료해야 합니다.,155,143919,150,0,0
"공동체 잔치 중 ""예, 주방장님!"" 외치기","용의 섬 이스카라의 공동체 잔치에서 ""예, 주방장님!""을 외쳐야 합니다.",156,143922,50,0,0
용기수 경주 전역 퀘스트 완료,,157,144066,50,0,0
용비늘 원정대 전역 퀘스트 완료,용의 섬에서 용비늘 원정대 전역 퀘스트를 완료해야 합니다.,158,143930,100,0,0
금지된 해안 원시 폭풍 우두머리 처치,용의 섬 금지된 해안의 원시 폭풍 우두머리를 처치해야 합니다.,159,143936,50,0,0
"""생명의 불꽃"" 퀘스트 완료","용의 섬에서 ""생명의 불꽃"" 퀘스트를 완료해야 합니다.",160,143949,100,0,0
지스케라 금고 주간 퀘스트 완료,용의 섬 금지된 해안에서 지스케라 금고 전역 퀘스트를 완료해야 합니다.,161,143955,75,0,0
용족 애완동물로 용의 섬 애완동물 조련사 꺾기,2마리 이상의 용족 애완동물이 포함된 팀으로 용의 섬 애완동물 조련사를 꺾어야 합니다.,162,143959,200,0,0
드레노어의 전쟁군주 던전에서 잰걸음 모래 장난감 사용,,163,143966,50,0,0
어린이 주간: 퀘스트 하나 완료,{EventStartDate}~{EventEndDate} 동안 어린이 주간 퀘스트를 완료해야 합니다.,164,143968,100,0,0
어린이 주간: 고아와 함께 일일 퀘스트 완료,{EventStartDate}~{EventEndDate} 동안 고아를 데리고 일일 퀘스트를 완료해야 합니다.,165,143977,100,0,0
어린이 주간: 고아를 데리고 작살로 대물 낚기,{EventStartDate}~{EventEndDate} 동안 고아를 데리고 작살을 사용해 대물에게 적중시켜야 합니다.,166,143998,50,0,0
어린이 주간: 퀘스트 완료,{EventStartDate}~{EventEndDate} 동안 어린이 주간 퀘스트 4개를 완료해야 합니다.,167,144000,150,0,0
어린이 주간: 고아를 데리고 파에라 파인브리즈에게 /환호,{EventStartDate}~{EventEndDate} 동안 고아를 데리고 이스카라의 파에라 파인브리즈에게 /환호를 보내야 합니다.,168,144011,50,0,0
어린이 주간: 고아와 함께 신화+ 던전 완료,{EventStartDate}~{EventEndDate} 동안 고아를 데리고 신화+ 던전을 완료해야 합니다.,169,144013,100,0,0
봄 열기구 축제: 열기구 타기 완료,{EventStartDate}~{EventEndDate} 동안 열기구를 타고 처음부터 끝까지 풍경을 감상해야 합니다.,170,144015,100,0,0
초롱버섯 축제: 푸섯의 탄생과 몰락 목격,{EventStartDate}에 장가르 습지대의 스포어가르에서 푸섯을 최대한 오래 살려야 합니다.,171,144017,150,0,0
다크문 축제: 통통 전차 사령관 완료,{EventStartDate}~{EventEndDate} 동안 다크문 유랑단 섬에서 통통 전차 사령관 퀘스트를 완료해야 합니다.,172,144021,50,0,0
다크문 축제: 풍선 + 조랑말 = 재미,{EventStartDate}~{EventEndDate} 동안 다크문 유랑단 섬에서 풍선을 들고 다크문 조랑말을 타야 합니다.,173,144028,50,0,0
꽥꽥이 오리 낚시,용의 섬에서 낚시찌 상자: 고무 오리 장난감을 사용한 후 아이템을 낚아야 합니다.,174,144039,50,0,0
불타는 칼날단의 일원으로서 생명체 처치,용의 섬에서 불타는 칼날단 깃발 장난감의 효과를 받는 상태로 경험치를 제공하는 생명체를 처치해야 합니다.,175,144041,50,0,0
멀록안경 장난감 사용,"발드라켄, 이스카라, 마루카이, 용비늘 기지에서 멀록안경 장난감을 사용해야 합니다.",176,144043,100,0,0
멀록안경 지속시간 동안 /춤,멀록안경 장난감의 멀록안경 효과를 받는 플레이어와 /춤을 춰야 합니다.,177,144048,50,0,0
하스스톤 게임판 뒤집기,하늘빛 평원의 힌지 없는 힌지 여관에서 하스스톤 게임판 장난감을 사용한 후 하스스톤 게임판과 상호작용해야 합니다.,178,144050,50,0,0
이스카라 견인 썰매 끌거나 타기,이스카라 견인 썰매 장난감을 사용해 끌거나 다른 플레이어의 견인 썰매를 타야 합니다.,179,144056,50,0,0
시간여행: 드레노어 애완동물 조련사 꺾기,{EventStartDate}~{EventEndDate} 동안 드레노어 특급 조련사를 꺾어야 합니다.,180,144059,100,0,0
금지된 해안에 있는 용 조련술 역방향 경주로 완료,용의 섬에 있는 금지된 해안 청동 시간지기와 대화해야 합니다.,181,144100,100,0,0
용의 섬에서 용암 물고기 잡기,,182,144559,100,0,0
[DNT] Test: Noblegarden: Complete a Dragonflight Dungeon in a Spring Circlet,"[DNT]  Test: From {EventStartDate} - {EventEndDate}, complete a Dragonflight dungeon wearing any Spring Circlet.",184,144640,150,0,0
초저고도 비행 중 용 조련술 활력 회복,,185,144628,100,0,0
자랄레크 동굴에서 용비늘 원정대 전역 퀘스트 완료,자랄레크 동굴에서 등반 및 분류 전역 퀘스트를 완료해야 합니다.,186,144630,100,0,0
작살로 용암 대물 낚기,용의 섬 낚시 구멍에 있는 투스카르 '대물 목격 장소' 주변에서 이스카라 작살을 사용해 용암 대물에게 적중시켜야 합니다.,187,144835,100,0,0
깨어나는 해안에서 플레이어 처치,,188,144916,100,0,0
정령 애완동물로 금지된 해안 폭풍 애완동물 우두머리 꺾기,2마리 이상의 정령 애완동물이 포함된 팀으로 금지된 해안의 폭풍 애완동물 우두머리를 꺾어야 합니다.,189,146075,200,0,0
한여름 불꽃축제: 일일 퀘스트 완료,{EventStartDate}~{EventEndDate} 동안 한여름 불꽃축제 일일 퀘스트를 완료해야 합니다.,190,145066,200,0,0
한여름 불꽃축제: 판다리아의 불꽃에 경의를,{EventStartDate}~{EventEndDate} 동안 판다리아에 있는 불꽃에 경의를 표시해야 합니다.,191,145072,200,0,0
한여름 불꽃축제: 판다리아의 화톳불 더럽히기,{EventStartDate}~{EventEndDate} 동안 판다리아 영원꽃 골짜기에 있는 화톳불을 더럽혀야 합니다.,192,145087,100,0,0
한여름 불꽃축제: 용의 섬의 불꽃에 경의를,{EventStartDate}~{EventEndDate} 동안 용의 섬에 있는 불꽃에 경의를 표시해야 합니다.,193,145090,200,0,0
한여름 불꽃축제: 흑요석 왕좌에서 기념하기,{EventStartDate}~{EventEndDate} 동안 깨어나는 해안 흑요석 왕좌에서 춤추는 불길의 화로 장난감에 /춤 감정표현을 사용해야 합니다.,194,145097,100,0,0
한여름 불꽃축제: 아훈 처치,{EventStartDate}~{EventEndDate} 동안 서리 군주 아훈을 처치해야 합니다.,195,145187,200,0,0
판다리아 퀘스트 완료,판다리아에서 경험치를 부여하는 퀘스트를 완료해야 합니다.,196,145189,150,0,-40
판다리아에서 물고기 낚기,,200,145221,100,0,-40
시간여행: 판다리아 특급 조련사 꺾기,{EventStartDate}~{EventEndDate} 동안 판다리아 특급 조련사 3명을 꺾어야 합니다.,201,145232,100,0,-40
버섯구름 뱃놀이 대잔치: 작은 배 만들기,{EventStartDate}~{EventEndDate} 동안 버섯구름 뱃놀이 대잔치 퀘스트를 완료하고 획득한 부품을 결합해 작은 배를 만들어야 합니다.,202,145239,100,0,0
버섯구름 뱃놀이 대잔치: 용의 섬의 각 지역 항해,{EventStartDate}~{EventEndDate} 동안 작은 배를 타고 용의 섬의 각 지역을 항해해야 합니다.,203,145241,150,0,0
다크문 축제: 불새의 도전 완료,{EventStartDate}~{EventEndDate} 동안 다크문 유랑단 섬에서 불새의 도전 퀘스트를 완료해야 합니다.,205,145281,50,0,0
다크문 축제: 다크문 유랑단 섬 및 발드라켄에서 불타는 고리 장난감 사용,{EventStartDate}~{EventEndDate} 동안 다크문 유랑단 섬 및 발드라켄에서 불타는 고리 장난감을 사용해야 합니다.,206,145285,50,0,0
생명의 웅덩이를 가열한 후 코키아 블레이즈후프 처치 (신화),루비 생명의 웅덩이에서 타오르는 바위로 생명의 웅덩이 4개를 가열한 후 코키아 블레이즈후프를 처치해야 합니다.,207,145290,100,0,0
자랄레크 동굴 용 조련술 경주로 완료,용의 섬에 있는 자랄레크 동굴 청동 시간지기와 대화해야 합니다.,209,145403,100,0,0
자랄레크 동굴에서 플레이어 처치,,210,145405,100,0,0
자랄레크 동굴에서 애완동물 대전 전역 퀘스트 완료,자랄레크 동굴에서 25 레벨로 구성된 애완동물 팀으로 애완동물 대전 전역 퀘스트를 완료해야 합니다.,211,145407,150,0,0
자랄레크 동굴에서 등반 전역 퀘스트 완료,,212,145414,100,0,0
시간여행: 드레노어의 전쟁군주 시간여행 던전 1회 완료,{EventStartDate}~{EventEndDate} 동안 드레노어의 전쟁군주 시간여행 던전을 완료해야 합니다.,213,145430,25,0,0
시간여행: 군단 시간여행 던전 1회 완료,{EventStartDate}~{EventEndDate} 동안 군단 시간여행 던전을 완료해야 합니다.,214,145441,25,0,0
시간여행: 군단 시간여행 던전 5회 완료,{EventStartDate}~{EventEndDate} 동안 군단 시간여행 던전을 완료해야 합니다.,215,145457,100,214,0
애완동물 대전 도전 퀘스트 완료,"달라란의 애완동물 상점, 보랄러스의 티지 기어졸트, 또는 다자알로의 라데크 퓨즈락을 방문해 도전을 시작해야 합니다.",216,145477,100,0,0
화려한 불꽃놀이: 구경꾼과 /춤추기,"{EventStartDate}에 스톰윈드, 오그리마, 무법항에서 구경꾼에게 /춤 감정표현을 사용해야 합니다.",217,145546,100,0,-4
불타는 수호자의 메달 장난감을 사용하고 생명체 처치,용의 섬에서 불타는 수호자의 메달 장난감의 효과를 받는 상태로 경험치를 제공하는 생명체를 처치해야 합니다.,218,145550,100,0,0
