OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang,ID,SpellID,OverrideIcon,OverridesSpellID,VisibleSpellID
,,냉기로 배합한 물약 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,24861,0,0,0,0
,,냉기로 배합한 물약 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,24862,0,0,0,0
,,용의 섬 물약 사용 시 회복되는 생명력이 증가합니다.,24863,0,0,0,0
,,냉기로 배합한 물약 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,24864,0,0,0,0
,,냉기로 배합한 물약 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,24865,0,0,0,0
,,용의 섬 물약 사용 시 일정 시간에 걸쳐 생명력 일부를 회복합니다.,24866,0,0,0,0
냉기로 배합한 물약,,각성하는 서리나 깨어난 서리를 기본 재료로 하는 물약을 조제하는 솜씨가 향상됩니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,24867,0,4497591,0,0
,,마지막 보조 전문화를 배웁니다.|n|n물약과 명민의 연금술사 돌 조제법에 촉매 마무리 재료를 사용하는 방법을 배웁니다.,24868,0,0,0,0
,,물약 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,24869,0,0,0,0
,,선택한 보조 전문화를 배웁니다.,24870,0,0,0,0
,,물약 재활용 시 연금술 용해제를 추가로 획득합니다.,24871,0,0,0,0
,,선택한 보조 전문화를 배웁니다.,24872,0,0,0,0
,,물약 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,24873,0,0,0,0
,,비전투 물약의 지속시간이 증가합니다.,24874,0,0,0,0
물약 특화,,물약 및 관련 연금술사 돌을 만드는 솜씨가 향상됩니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,24875,0,4497592,0,0
일괄 생산,,,24876,0,4624378,0,0
물약 실험,,,24877,0,4624379,0,0
물약 역사,,,24878,0,4624657,0,0
바람으로 배합한 물약,,,24879,0,4497566,0,0
냉기로 배합한 물약,,,24880,0,4497591,0,0
물약 특화,,"물약 조제를 특기로 삼습니다. 제작 능력이 향상되어 높은 품질로 만들 수 있게 되고, 새로운 조제법과 제작품의 효과를 취향에 맞게 향상시키는 방법을 배웁니다!",24881,0,4497592,0,0
,,연금술 물품 제작 시 영감이 숙련도를 추가로 $ev1%만큼 증가시킵니다.,24882,0,0,0,0
,,연금술 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24883,0,0,0,0
,,연금술 물품 제작 시 영감이 숙련도를 추가로 $ev1%만큼 증가시킵니다.,24884,0,0,0,0
,,연금술 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24885,0,0,0,0
,,연금술 물품 제작 시 영감이 숙련도를 추가로 $ev1%만큼 증가시킵니다.,24886,0,0,0,0
,,연금술 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24887,0,0,0,0
,,연금술 물품 제작 시 영감이 숙련도를 추가로 $ev1%만큼 증가시킵니다.,24888,0,0,0,0
영감을 불어넣는 분위기,,연금술사로서 더욱 큰 영감을 얻습니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,24889,0,413583,0,0
,,연금술 물품 제작 시 지혜가 추가로 $ev1%의 재료를 절약합니다.,24890,0,0,0,0
,,연금술 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24891,0,0,0,0
,,연금술 물품 제작 시 지혜가 추가로 $ev1%의 재료를 절약합니다.,24892,0,0,0,0
,,연금술 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24893,0,0,0,0
,,연금술 물품 제작 시 지혜가 추가로 $ev1%의 재료를 절약합니다.,24894,0,0,0,0
,,연금술 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24895,0,0,0,0
,,연금술 물품 제작 시 지혜가 추가로 $ev1%의 재료를 절약합니다.,24896,0,0,0,0
자원 계략,,재료를 좀 더 경제적으로 사용합니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다. ,24897,0,4497599,0,0
,,독성 물약 및 약병 사용 시 부작용으로 받는 피해가 추가로 25%만큼 감소합니다.,24898,0,0,0,0
,,부패 제작법 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24899,0,0,0,0
,,깨어난 부패를 여러 각성하는 원소로 변환하는 방법을 배웁니다.,24900,370714,0,0,0
,,부패 제작법 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24901,0,0,0,0
,,독성 물약 및 약병 사용 시 부작용으로 받는 피해가 25%만큼 감소합니다.,24902,0,0,0,0
,,부패 제작법 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24903,0,0,0,0
,,물약 및 약병 실험 시 부패를 재료로 활용하는 조제법을 발견합니다.,24904,0,0,0,0
부패학,,각성하는 부패와 깨어난 부패의 불가사의를 심도 있게 탐구합니다. 해당 전문화 점수당 부패를 사용하는 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24905,0,4554327,0,0
,,복수 제작 발동 시 재료와 향을 최대 $ev1%만큼 추가로 획득합니다.,24906,0,0,0,0
,,$@spellname370735 마무리 재료를 만들고 사용하는 법을 배웁니다. 연금술 재료와 향을 만들 때 사용하면 숙련도가 향상됩니다.,24907,370735,0,0,0
,,재료 및 향 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24908,0,0,0,0
,,재료 및 향 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24909,0,0,0,0
,,영감을 향상시키는 마무리 재료 혈족의 염분 만드는 법을 배웁니다.|n|n재료 및 향 제작 시 $en1|1이;가; $ev1%만큼 증가합니다.,24910,370730,0,0,0
,,재료 및 향 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24911,0,0,0,0
,,재료 및 향 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24912,0,0,0,0
,,재료 및 향 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24913,0,0,0,0
,,재료 및 향 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24914,0,0,0,0
화학 합성,,연금술 재료와 향 같은 전문 용품을 만드는 솜씨가 향상됩니다. 해당 물품 제작 시 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,24915,0,3615504,0,0
,,변환식에 대한 이해가 깊어집니다. 좀 더 자주 대량으로 변환을 할 수 있습니다.,24916,394207,0,0,0
,,변환식 사용 시 $en1|1이;가; $ev1%만큼 증가합니다.,24917,0,0,0,0
,,깨어난 질서를 엔트로피 원소로 변환하는 법을 배웁니다.,24918,370715,0,0,0
,,변환식 사용 시 $en1|1이;가; $ev1%만큼 증가합니다.,24919,0,0,0,0
,,변환식 사용 시 $en1|1이;가; $ev1%만큼 증가합니다.,24920,0,0,0,0
변환,,변환 과정의 대가가 됩니다. 해당 물품 제작 시 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,24921,0,4554441,0,0
,,"연금술 물품 제작 시 $en1|1이;가; $ev1만큼, $en2|1이;가; $ev2만큼 증가합니다.|n|n연금술 제작이 $ev3%만큼 더 빨라집니다.",24922,0,0,0,0
,,마지막 보조 전문화를 배웁니다.,24923,0,0,0,0
,,연금술 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24924,0,0,0,0
,,선택한 보조 전문화를 배웁니다.,24925,0,0,0,0
,,연금술 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24926,0,0,0,0
,,선택한 보조 전문화를 배웁니다.,24927,0,0,0,0
,,연금술 물품 제작 시 $en1|1이;가; $ev1%만큼 증가합니다.,24928,0,0,0,0
,,선택한 보조 전문화를 배웁니다.,24929,0,0,0,0
,,연금술 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24930,0,0,0,0
,,선택한 보조 전문화를 배웁니다.,24931,0,0,0,0
,,연금술 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,24932,0,0,0,0
연금술 이론,,연금술 물품 제작 솜씨가 향상됩니다. 모든 조제법 제작 시 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,24933,0,4624375,0,0
영감을 불어넣는 분위기,,,24934,0,413583,0,0
자원 계략,,,24935,0,4497599,0,0
부패학,,,24936,0,4554327,0,0
화학 합성,,,24937,0,3615504,0,0
변환,,,24938,0,4554441,0,0
연금술 이론,,연금술의 기본기가 향상되어 제작품에 다양한 추가 효과가 부여됩니다.,24939,0,4624375,0,0
,,복수 제작 발동 시 약병을 최대 $ev1%만큼 추가로 획득합니다.,28440,0,0,0,0
,,약병 조제 시 $en1|1이;가; $ev1%만큼 증가합니다.,28441,0,0,0,0
,,약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28442,0,0,0,0
,,약병 조제 시 $en1|1이;가; $ev1%만큼 증가합니다.,28443,0,0,0,0
,,약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28444,0,0,0,0
일괄 생산,,약병을 좀 더 효율적으로 생산하는 기술에 통달합니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,28445,0,4624377,0,0
,,$@spellname370747|1을;를; 배웁니다. 높은 품질의 약병을 만들고 새로운 조제법을 발견할 확률이 증가합니다.,28446,370747,0,0,0
,,약병 실험 시 5%의 확률로 돌파가 발동합니다.,28447,0,0,0,0
,,약병 실험 중 중대한 돌파를 달성할 때마다 모든 연금술 물품을 제작 시 영감이 20만큼 증가합니다. 4시간 동안 지속됩니다.,28448,0,0,0,0
,,약병 실험 시 5%의 확률로 돌파가 발동합니다.,28449,0,0,0,0
,,약병 실험 시 10%의 확률로 돌파가 발동합니다.,28450,0,0,0,0
약병 실험,,재료에 대한 이해가 한층 깊어져 실험으로 만족스러운 결과를 얻을 확률이 증가합니다. 해당 전문화 점수당 약병 실험으로 돌파를 달성할 확률이 1%만큼 증가합니다.,28451,0,4624380,0,0
,,$@spellname370735 마무리 재료를 만들고 사용하는 법을 배웁니다. 존속의 연금술사 돌을 만들 때 사용하면 숙련도가 향상됩니다.,28452,370735,0,0,0
,,마지막 보조 전문화를 배웁니다.,28453,0,0,0,0
,,약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28454,0,0,0,0
,,선택한 보조 전문화를 배웁니다.,28455,0,0,0,0
,,약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28456,0,0,0,0
,,약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28457,0,0,0,0
약병 역사,,약병 및 관련 연금술사 돌의 불가사의를 심도 있게 탐구합니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,28458,0,4624658,0,0
,,$@spellname370735 마무리 재료를 만들고 사용하는 법을 배웁니다. 바람으로 배합한 약병을 만들 때 사용하면 숙련도가 향상됩니다.,28459,370735,0,0,0
,,바람으로 배합한 약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28460,0,0,0,0
,,바람으로 배합한 약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28461,0,0,0,0
,,바람으로 배합한 약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28462,0,0,0,0
,,바람으로 배합한 약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28463,0,0,0,0
,,바람으로 배합한 약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28464,0,0,0,0
,,바람으로 배합한 약병의 지속시간이 30분만큼 증가합니다.,28465,0,0,0,0
바람으로 배합한 약병,,각성하는 바람이나 깨어난 바람을 기본 재료로 하는 약병을 조제하는 솜씨가 향상됩니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,28466,0,4497584,0,0
,,$@spellname370735 마무리 재료를 만들고 사용하는 법을 배웁니다. 냉기로 배합한 약병을 만들 때 사용하면 숙련도가 향상됩니다.,28467,370735,0,0,0
,,냉기로 배합한 약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28468,0,0,0,0
,,냉기로 배합한 약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28469,0,0,0,0
,,냉기로 배합한 약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28470,0,0,0,0
,,냉기로 배합한 약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28471,0,0,0,0
,,냉기로 배합한 약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28472,0,0,0,0
,,냉기로 배합한 약병의 지속시간이 30분만큼 증가합니다.,28473,0,0,0,0
냉기로 배합한 약병,,각성하는 서리나 깨어난 서리를 기본 재료로 하는 약병을 조제하는 솜씨가 향상됩니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,28474,0,4497573,0,0
,,마지막 보조 전문화를 배웁니다.|n|n약병과 존속의 연금술사 돌 조제법에 촉매 마무리 재료를 사용하는 방법을 배웁니다.,28475,0,0,0,0
,,약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28476,0,0,0,0
,,선택한 보조 전문화를 배웁니다.,28477,0,0,0,0
,,약병 재활용 시 연금술 용해제를 추가로 획득합니다.,28478,0,0,0,0
,,선택한 보조 전문화를 배웁니다.,28479,0,0,0,0
,,약병 조제 시 $en1|1이;가; $ev1만큼 증가합니다.,28480,0,0,0,0
,,용의 섬 약병의 지속시간이 30분만큼 증가합니다.,28481,0,0,0,0
약병 특화,,약병 및 관련 연금술사 돌을 만드는 솜씨가 향상됩니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,28482,0,4497574,0,0
일괄 생산,,,28483,0,4624377,0,0
약병 실험,,,28484,0,4624380,0,0
약병 역사,,,28485,0,4624658,0,0
바람으로 배합한 약병,,,28486,0,4497584,0,0
냉기로 배합한 약병,,,28487,0,4497573,0,0
약병 특화,,"약병 조제를 특기로 삼습니다. 제작 능력이 향상되어 높은 품질로 만들 수 있게 되고, 새로운 조제법과 제작품의 효과를 취향에 맞게 향상시키는 방법을 배웁니다!",28488,0,4497574,0,0
,,대가의 망치를 만들고 사용하는 법을 배웁니다. 이것으로 도끼와 장창을 자유롭게 수리할 수 있습니다.,29891,393853,0,0,0
,,"$@spellname376700 마무리 재료를 만들고 사용하는 법을 배웁니다. 도끼, 곡괭이, 장창을 만들 때 사용하면 숙련도가 향상됩니다.",29892,376700,0,0,0
,,"도끼, 곡괭이, 장창 제작 시 $en1|1이;가; $ev1만큼 증가합니다.",29893,0,0,0,0
,,"도끼, 곡괭이, 장창 제작 시 $en1|1이;가; $ev1만큼 증가합니다.",29894,0,0,0,0
,,$@spellname371366 만드는 법을 배웁니다.,29895,371366,0,0,0
,,"도끼, 곡괭이, 장창 제작 시 $en1|1이;가; $ev1만큼 증가합니다.",29896,0,0,0,0
,,$@spellname365734 만드는 법을 배웁니다.,29897,365734,0,0,0
"도끼와 곡괭이, 장창",,"도끼와 곡괭이, 장창을 만드는 솜씨가 향상됩니다. 해당 전문화 점수당 제작 숙련도가 1만큼 증가합니다.",29898,0,4059376,0,0
,,대가의 망치를 만들고 사용하는 법을 배웁니다. 이것으로 철퇴와 망치를 자유롭게 수리할 수 있습니다.,29899,393853,0,0,0
,,$@spellname376700 마무리 재료를 만들고 사용하는 법을 배웁니다. 철퇴 및 망치를 만들 때 사용하면 숙련도가 향상됩니다.,29900,376700,0,0,0
,,철퇴 및 망치 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29901,0,0,0,0
,,철퇴 및 망치 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29902,0,0,0,0
,,$@spellname371412 만드는 법을 배웁니다.,29903,371412,0,0,0
,,철퇴 및 망치 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29904,0,0,0,0
,,$@spellname367586 만드는 법을 배웁니다.,29905,367586,0,0,0
철퇴 및 망치,,철퇴와 망치를 만드는 솜씨가 향상됩니다. 해당 전문화 점수당 제작 숙련도가 1만큼 증가합니다.,29906,0,4529128,0,0
,,여러 장대 무기와 도구 도면에 담금질 용액 마무리 재료를 사용하는 방법을 배웁니다.,29907,0,0,0,0
,,장대 무기 및 도구 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29908,0,0,0,0
,,마지막 보조 전문화를 배웁니다.,29909,0,0,0,0
,,장대 무기 및 도구 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29910,0,0,0,0
,,선택한 보조 전문화를 배웁니다.,29911,0,0,0,0
,,장대 무기 및 도구 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29912,0,0,0,0
,,선택 재료를 사용해 여러 장대 무기 도면의 보조 능력치를 세부적으로 지정하는 방법을 배웁니다.,29913,0,0,0,0
장대,,도끼와 망치 같은 장대 무기 및 도구를 만드는 솜씨가 향상됩니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,29914,0,4624387,0,0
,,대가의 망치를 만들고 사용하는 법을 배웁니다. 이것으로 장검류를 자유롭게 수리할 수 있습니다.,29915,393853,0,0,0
,,$@spellname376700 마무리 재료를 만들고 사용하는 법을 배웁니다. 장검류를 만들 때 사용하면 숙련도가 향상됩니다.,29916,376700,0,0,0
,,장검류 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29917,0,0,0,0
,,장검류 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29918,0,0,0,0
,,장검류 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29919,0,0,0,0
,,$@spellname365729 만드는 법을 배웁니다.,29920,365729,0,0,0
,,$@spellname367585 만드는 법을 배웁니다.,29921,367585,0,0,0
장검류,,"검과 글레이브, 낫 같은 장검류 무기와 도구를 만드는 솜씨가 향상됩니다. 해당 전문화 점수당 제작 숙련도가 1만큼 증가합니다.",29922,0,4044018,0,0
,,대가의 망치를 만들고 사용하는 법을 배웁니다. 이것으로 단검류를 자유롭게 수리할 수 있습니다.,29923,393853,0,0,0
,,$@spellname376700 마무리 재료를 만들고 사용하는 법을 배웁니다. 단검류를 만들 때 사용하면 숙련도가 향상됩니다.,29924,376700,0,0,0
,,단검류 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29925,0,0,0,0
,,단검류 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29926,0,0,0,0
,,단검류 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29927,0,0,0,0
,,$@spellname365731 만드는 법을 배웁니다.,29928,365731,0,0,0
,,$@spellname365730 만드는 법을 배웁니다.,29929,365730,0,0,0
단검류,,"비수와 단검, 장착 무기를 포함한 단검류 무기와 도구를 만드는 솜씨가 향상됩니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.",29930,0,4189041,0,0
,,여러 검 도면에 담금질 용액 마무리 재료를 사용하는 방법을 배웁니다.,29931,0,0,0,0
,,장검류 및 단검류 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29932,0,0,0,0
,,마지막 보조 전문화를 배웁니다.,29933,0,0,0,0
,,장검류 또는 단검류 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29934,0,0,0,0
,,선택한 보조 전문화를 배웁니다.,29935,0,0,0,0
,,장검류 및 단검류 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29936,0,0,0,0
,,선택 재료를 사용해 여러 도검류 도면의 보조 능력치를 세부적으로 지정하는 방법을 배웁니다.,29937,0,0,0,0
칼날,,여러 도검류 무기와 도구를 만드는 솜씨가 향상됩니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,29938,0,4624383,0,0
,,"무기 제작이 $ev1%만큼 더 빨라집니다.|n|n 무기와 대형 도구 제작 시 $en2|1이;가; $ev2만큼, $en3|1이;가; $ev3만큼 증가합니다.",29939,0,0,0,0
,,무기 및 대형 도구 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29940,0,0,0,0
,,마지막 보조 전문화를 배웁니다.,29941,0,0,0,0
,,무기 및 대형 도구 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29942,0,0,0,0
,,선택한 보조 전문화를 배웁니다.,29943,0,0,0,0
,,무기 및 대형 도구 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29944,0,0,0,0
,,선택 재료를 사용해 무기 도면 대부분의 아이템 레벨을 강화하는 방법을 배웁니다.,29945,0,0,0,0
무기 제작,,무기와 대형 도구를 만드는 솜씨가 향상됩니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,29946,0,4624393,0,0
"도끼와 곡괭이, 장창",,,29947,0,4059376,0,0
철퇴 및 망치,,,29948,0,4529128,0,0
장대,,,29949,0,4624387,0,0
장검류,,,29950,0,4044018,0,0
단검류,,,29951,0,4189041,0,0
칼날,,,29952,0,4624383,0,0
무기 제작,,"무기 및 몇몇 도구 제작을 특기로 삼습니다. 제작 능력이 향상되어 높은 품질로 만들 수 있게 되고, 새로운 도면과 제작 무기를 취향에 맞게 개조하는 방법을 배웁니다!",29953,0,4624393,0,0
,,복수 제작 발동 시 합금과 기타 재료를 최대 $ev1%만큼 추가로 획득합니다.,29954,0,0,0,0
,,합금이나 다른 재료를 제련할 때 $en1|1이;가; $ev1만큼 증가합니다.,29955,0,0,0,0
,,합금이나 다른 재료를 제련할 때 $en1|1이;가; $ev1만큼 증가합니다.,29956,0,0,0,0
,,합금이나 다른 재료를 제련할 때 $en1|1이;가; $ev1만큼 증가합니다.,29957,0,0,0,0
,,합금이나 다른 재료를 제련할 때 $en1|1이;가; $ev1만큼 증가합니다.,29958,0,0,0,0
제련술,,합금과 여타 특별한 재료를 제련하는 데 있어 전문가가 됩니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,29959,0,4622288,0,0
,,복수 제작 발동 시 돌 물품을 최대 $ev1%만큼 추가로 획득합니다.,29960,0,0,0,0
,,돌 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29961,0,0,0,0
,,돌 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29962,0,0,0,0
,,돌 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29963,0,0,0,0
,,돌 물품 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29964,0,0,0,0
돌세공,,돌을 이용해 무기와 도구를 강화하는 물품을 만드는 데 있어 전문가가 됩니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,29965,0,4622275,0,0
,,여러 모험 장비에 담금질 용액 마무리 재료를 사용하는 방법을 배웁니다.,29966,0,0,0,0
,,모험 장비 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29967,0,0,0,0
,,모험 장비 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29968,0,0,0,0
,,[NYI]Learn to craft a $@spellname367605.,29969,0,0,0,0
,,모험 장비 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29970,0,0,0,0
,,모험 장비 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29971,0,0,0,0
,,모험 장비 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29972,0,0,0,0
모험 장비,,갈고리 등 모험 장비 제작의 전문가가 됩니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,29973,0,4624386,0,0
,,전문 기술 도구와 장신구에 담금질 용액 마무리 재료를 사용하는 방법을 배웁니다.,29974,0,0,0,0
,,전문 기술 도구 및 장신구 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29975,0,0,0,0
,,전문 기술 도구 및 장신구 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29976,0,0,0,0
,,전문 기술 도구 및 장신구 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29977,0,0,0,0
,,$@spellname371374 만드는 법을 배웁니다.,29978,371374,0,0,0
,,전문 기술 도구 및 장신구 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29979,0,0,0,0
,,전문 기술 도구 및 장신구 제작 시 $en1|1이;가; $ev1만큼 증가합니다.,29980,0,0,0,0
도구 제작,,각종 전문 기술의 금속 도구와 장신구를 만드는 데 있어 전문가가 됩니다. 해당 전문화 점수당 $en1|1이;가; $ev1만큼 증가합니다.,29981,0,4374707,0,0
