Name_lang,ID,Field_9_0_1_33978_001,PlayerConditionID,ReagentType,Field_10_0_2_46091_005,Field_11_2_0_61476_006
Illimited Diamond (DNT),138,0,0,1,0,0
Frameless Lens (DNT),140,0,0,1,0,0
Glossy Stone (DNT),142,0,0,1,0,0
Shimmering Clasp (DNT),143,0,0,1,0,0
Projection Prism (DNT),145,0,0,1,0,0
Resilient Leather (DNT),146,0,0,1,0,0
Adamant Scales (DNT),147,0,0,1,0,0
Dense Hide (DNT),148,0,0,1,0,0
Lustrous Scaled Hide (DNT),149,0,0,1,0,0
Stonecrust Hide (DNT),150,0,0,1,0,0
Mireslush Hide (DNT),151,0,0,1,0,0
Infurious Hide (DNT),153,0,0,1,0,0
Earthshine Scales (DNT),155,0,0,1,0,0
Frostbite Scales (DNT),156,0,0,1,0,0
Infurious Scales (DNT),157,0,0,1,0,0
Silken Gemdust (DNT),158,0,0,1,0,0
Elemental Harmony (DNT),159,0,0,1,0,0
Vibrant Spellthread (DNT),169,0,0,1,0,0
Frozen Spellthread (DNT),170,0,0,1,0,0
Temporal Spellthread (DNT),171,0,0,1,0,0
Wildercloth Bolt (DNT),172,0,0,1,0,0
Azureweave Bolt (DNT),173,0,0,1,0,0
Chronocloth Bolt (DNT),174,0,0,1,0,0
Vibrant Wildercloth Bolt (DNT),175,0,0,1,0,0
Infurious Wildercloth Bolt (DNT),176,0,0,1,0,0
Spool of Wilderthread (DNT),177,0,0,1,0,0
장식 추가,178,0,0,0,1,0
장식 추가,179,0,0,0,1,0
장식 추가,180,0,0,0,1,0
자수 실가닥,181,2,0,2,2,0
광택천,182,2,0,2,2,0
장식 추가,183,0,0,0,1,0
사슬 기름,184,2,0,2,2,0
경화제,185,2,0,2,2,0
Fiery Spirit (DNT),186,0,0,1,0,0
훈련 매트릭스로 강화,189,0,0,0,1,0
,190,0,0,2,2,0
마지막 손질,192,0,0,2,2,0
비밀 재료,193,0,0,2,2,0
Handful of Serevite Bolts (DNT),194,0,0,1,0,0
Shock-Spring Coil (DNT),195,0,0,1,0,0
Everburning Blasting Powder (DNT),196,0,0,1,0,0
Greased-Up Gears (DNT),197,0,0,1,0,0
Arclight Capacitor (DNT),198,0,0,1,0,0
Reinforced Machine Chassis (DNT),199,0,0,1,0,0
Assorted Safety Fuses (DNT),200,0,0,1,0,0
Primal Deconstruction Charge (DNT),201,0,0,1,0,0
다크문 인장,202,2,0,0,0,0
Refreshing Healing Potion (DNT),203,0,0,1,0,0
Aerated Mana Potion (DNT),204,0,0,1,0,0
Potion of Gusts (DNT),205,0,0,1,0,0
Creature Combustion Canister (DNT),206,0,0,1,0,0
Draconium Gun Shoes (DNT),207,0,0,1,0,0
Gravitational Displacer (DNT),208,0,0,1,0,0
Blazing Ink (DNT),209,0,0,1,0,0
Cosmic Ink (DNT),210,0,0,1,0,0
Flourishing Ink (DNT),211,0,0,1,0,0
Burnished Ink (DNT),212,0,0,1,0,0
Serene Ink (DNT),213,0,0,1,0,0
Serene Pigment (DNT),214,0,0,1,0,0
Flourishing Pigment (DNT),215,0,0,1,0,0
Blazing Pigment (DNT),216,0,0,1,0,0
Shimmering Pigment (DNT),217,0,0,1,0,0
Chilled Rune (DNT),218,0,0,1,0,0
Runed Writhebark (DNT),219,0,0,1,0,0
Potion of the Hushed Zephyr (DNT),220,0,0,1,0,0
말소의 모래,221,2,0,2,2,0
제작 능력치 사용자 설정,222,0,0,0,0,0
안전 부품,223,2,0,0,0,0
보조 능력치 증폭,224,2,0,0,0,0
보조 능력치 증폭,225,0,0,0,0,0
장식 추가,226,2,0,0,1,0
보조 능력치 지정,227,0,0,0,0,0
예비 부품,230,2,0,2,2,0
채집 능력치 지정,231,0,0,0,0,0
제작 능력치 사용자 설정,232,0,0,0,0,0
장식 추가,233,2,0,0,1,0
광택천,234,0,0,2,2,0
하급 명민한 통찰,235,0,0,2,2,0
강철로 벼려낸 정수,236,0,0,0,0,0
진철의 정수,237,0,0,0,0,0
윤활고리 잠금톱니,238,0,0,0,0,0
순철 방아쇠,239,0,0,0,0,0
빛나는 정수,240,0,0,0,0,0
사술매듭의 정수,241,0,0,0,0,0
무기 수정,242,0,0,0,0,0
보조 능력치 지정,243,2,0,0,0,0
PvP 아이템 레벨 증가,244,0,0,0,1,0
PvP 아이템 레벨 증가,245,0,0,0,1,0
PvP 아이템 레벨 증가,246,0,0,0,1,0
불꽃,247,4,0,0,1,0
Shadowed Alloy (DNT),248,0,0,1,0,0
말소의 모래,249,0,0,2,2,0
Wildercloth Bandage (DNT),250,0,0,1,0,0
보석 홈,251,0,0,3,3,0
보석 홈,252,0,0,3,3,0
Potion of Withering Vitality (DNT),253,0,0,1,0,0
경쟁자의 표상,255,4,0,0,1,0
불꽃,256,4,0,0,1,0
진균꽃,257,0,0,1,0,0
유혹방울,258,0,0,1,0,0
구슬꽃,259,0,0,1,0,0
축복화,260,0,0,1,0,0
아라소르의 창,261,0,0,1,0,0
창연,262,0,0,1,0,0
아퀴라이트,263,0,0,1,0,0
무쇠발톱 광석,264,0,0,1,0,0
금빛 약병,267,0,0,1,0,0
조화로운 원예학,268,0,0,1,0,0
폭풍충만 가죽,269,0,0,1,0,0
암영 키틴질,270,0,0,1,0,0
천둥 생가죽,271,0,0,1,0,0
암영 갑각,272,0,0,1,0,0
분쇄된 보석,275,0,0,1,0,0
각인된 보석절단기,276,0,0,1,0,0
장식용 렌즈,277,0,0,1,0,0
대리석 무늬 석재,278,0,0,1,0,0
반전 분광경,279,0,0,1,0,0
보석 가루 및 광택천,280,2,0,2,0,0
장식 추가,281,0,0,0,1,0
보조 능력치 증폭,282,2,0,0,0,0
보조 능력치 지정,283,2,0,0,0,0
힘 주입,284,2,0,0,1,0
가죽 방어구,286,2,0,2,2,0
사슬 방어구,287,2,0,2,2,0
치명적인 암호,288,0,0,1,0,0
쾌속의 암호,289,0,0,1,0,0
강력한 암호,290,0,0,1,0,0
유연한 암호,291,0,0,1,0,0
갑각등 생가죽,293,0,0,1,0,0
수정융화 생가죽,294,0,0,1,0,0
꿈틀거리는 생가죽,295,0,0,1,0,0
포자외피 생가죽,296,0,0,1,0,0
지맥주입 생가죽,297,0,0,1,0,0
심연격노 생가죽,298,0,0,1,0,0
폭풍에 물든 무기 보호대,299,0,0,1,0,0
키틴질 방어구 결속끈,300,0,0,1,0,0
폭풍 가루,301,0,0,1,0,0
번뜩이는 조각,302,0,0,1,0,0
영롱한 수정,303,0,0,1,0,0
창연 나사 한 줌,304,0,0,1,0,0
엉뚱한 전선 배열,305,0,0,1,0,0
회전형 톱니바퀴,306,0,0,1,0,0
안전 스위치,307,0,0,1,0,0
혼돈 회로,308,0,0,1,0,0
혼돈 증강기,309,0,0,1,0,0
안전 부품 선택,311,2,0,0,0,0
장식 추가,312,2,0,0,1,0
핵 합금,313,0,0,1,0,0
충전된 합금,314,0,0,1,0,0
축성된 합금,315,0,0,1,0,0
무쇠발톱 합금,316,0,0,1,0,0
제련소 장식,317,2,0,2,2,0
비밀 재료,318,0,0,2,2,0
성문화된 녹색나무,319,0,0,1,0,0
무한한 암호,320,0,0,1,0,0
흑갈빛 잉크,321,0,0,1,0,0
유혹방울 안료,322,0,0,1,0,0
햇볕 잉크,323,0,0,1,0,0
햇볕 안료,324,0,0,1,0,0
황혼견사 실타래,327,0,0,1,0,0
여명견사 실타래,328,0,0,1,0,0
방직견사 실타래,329,0,0,1,0,0
황혼천 두루마리,330,0,0,1,0,0
여명천 두루마리,331,0,0,1,0,0
방직천 두루마리,332,0,0,1,0,0
자수 실가닥,333,2,0,2,2,0
장식 추가,334,2,0,0,1,0
장식 추가,340,2,0,0,1,0
장식 추가,341,0,0,0,1,0
강화,342,0,0,0,1,0
채집 능력치 지정,344,0,0,0,0,0
제작 능력치 사용자 설정,345,0,0,0,0,0
장인의 진정성,346,2,0,2,0,0
예비 부품,347,2,0,2,0,0
환생한 치타의 물약,348,0,0,1,0,0
알가르 치유 물약,349,0,0,1,0,0
동굴살이의 기쁨,350,0,0,1,0,0
절제된 물약,351,0,0,1,0,0
제작 능력치 사용자 설정,352,2,0,0,0,0
채집 능력치 지정,353,2,0,0,0,0
장인의 진정성,354,0,0,2,0,0
구슬꽃 안료,355,0,0,1,0,0
축복화 안료,356,0,0,1,0,0
이색 방직천 두루마리,357,0,0,1,0,0
제작된 재료,358,2,0,2,2,0
제도용품,359,2,0,2,2,0
찬란한 재료,360,0,0,2,0,0
수수께끼의 혼합물,362,0,0,2,0,0
보석 홈,363,0,0,3,3,0
보석 홈,364,0,0,3,3,0
보조 능력치 지정,365,0,0,0,0,0
힘 주입,366,0,0,0,1,0
찬란한 재료,367,2,0,2,0,0
강화,368,0,0,0,1,0
제련소 장식,369,2,0,2,2,0
자수 실가닥,370,2,0,2,2,0
제도용품,371,2,0,2,2,0
찬란한 재료,372,0,0,2,0,0
찬란한 재료,374,0,0,2,0,0
자수 실가닥,375,2,0,2,2,0
예비 부품,376,2,0,2,0,0
자수 실가닥,377,2,0,2,2,0
마법부여 및 장비,378,0,0,2,2,0
소비용품 및 재료,379,0,0,2,2,0
보석 홈,380,0,0,3,3,0
보석 홈,381,0,0,3,3,0
제련소 장식,382,0,0,2,2,0
검은 피 잔류물,383,0,0,1,0,0
저 너머의 증강,384,0,0,0,1,145038
벨레다르의 은혜의 기름,477,0,0,1,0,0
황혼매듭,478,0,0,1,0,0
방직천,479,0,0,1,0,0
잠자는 영혼 혈청,481,0,0,1,0,0
적색 염료 약초,482,0,0,1,0,0
주황색 염료 약초,483,0,0,1,0,0
황색 염료 약초,484,0,0,1,0,0
녹색 염료 약초,485,0,0,1,0,0
청색 염료 약초,486,0,0,1,0,0
청록색 염료 약초,487,0,0,1,0,0
자색 염료 약초,488,0,0,1,0,0
백색 염료 약초,489,0,0,1,0,0
흑색 염료 약초,490,0,0,1,0,0
갈색 염료 약초,491,0,0,1,0,0
