ID,Name_lang,Description_lang,IconFileDataID,Category
74,항공모함,"항공모함에는 노련한 조종사들로 이루어진 폭격기 편대가 탑승하고 있습니다.

|cffb2f0ff대응 가능: |r
|TInterface\ICONS\Ships_ABILITY_Stealth.blp:24:24:0:0|t |cffffffff 잠수함|r",1141394,2
75,구축함,"구축함은 속도가 빠른 중장갑 함선으로 특히 잠수함을 파괴하는 데 뛰어납니다.

|cffb2f0ff대응 가능: |r
|TInterface\ICONS\Ships_ABILITY_ArmorPiercingAmmo.blp:24:24:0:0|t |cffffffff 전함|r",1141395,2
76,전함,"전함은 장거리 포를 탑재하여 폭발적인 화력을 자랑하기에, 넓은 바다에서 대적할 적이 없습니다.

|cffb2f0ff대응 가능: |r
|TInterface\ICONS\Ships_ABILITY_Bombers.blp:24:24:0:0|t |cffffffff 항공모함|r",1141390,2
77,빙해,물 위에 거대한 얼음 덩어리가 떠다닙니다. 이 얼음 덩어리를 피하며 항해하느라 적의 공격에 취약해질 수 있습니다.,236794,2
78,폭풍우,"맹렬한 돌풍, 폭발적인 번개, 날뛰는 파도는 폭풍우를 뚫고 항해하면서 겪는 어려움의 일부일 뿐입니다.",463562,2
79,자욱한 안개,이 지역엔 자욱한 안개가 서려 주변을 거의 컴컴하게 만들고 있습니다.,132331,2
80,세찬 소용돌이,"세찬 소용돌이가 아무 징조도 없이 갑자기 나타나, 지나가는 배에 엄청난 피해를 줍니다.",892446,2
81,신속,"위험할 만큼 빠른 속도로 항해해, 적이 전투 시간의 반을 함선을 따라잡는 데만 쓰게 만듭니다. 물론 나머지 반에는 육탄전이 벌어지지요.",132120,2
82,회피,이 배는 급선회를 할 수 있어 맞히기 어렵습니다.,136205,2
83,기뢰부설함,"기뢰부설함은 지나가는 자리에 근접 폭발 기뢰를 떨어뜨려, 자신을 뒤쫓는 배를 위험에 빠뜨립니다.",133710,2
84,선제 공격,빠른 선제 공격은 전투가 시작되기도 전에 승리를 가져올 수 있습니다.,132212,2
85,노련한 선장,"노련한 선장이 지휘하는 배는 각종 해상 전투에 잘 단련되어 있습니다. 노련한 선장을 직접적으로 무력화시킬 방법은 없지만, 임무에서 성공하려면 모종의 대처가 필요합니다.",133168,2
86,지상 임무,,132296,2
87,지상 임무,"물품이나 군대를 육지로 수송할 필요가 있는 임무입니다.

|cffb2f0ff대응 가능: |r
|TInterface\ICONS\Ships_ABILITY_BoardingPartyALLIANCE.blp:24:24:0:0|t |cffffffff 수송선|r",132296,2
88,저주받은 선원,저주받은 선원들이 타고 있습니다.,135974,2
89,절벽,험준하고 위험한 땅입니다.,409549,0
109,우두머리,"|CFFFFFFF0우두머리|R
대응하지 않으면 임무 성공 확률이 감소합니다.",1357797,2
110,위험 요소,"|CFFFFFFF0위험 요소|R
대응하지 않으면 임무 지속시간이 증가합니다.",1357798,2
111,소용돌이,,132369,2
112,전사,,132347,2
113,우두머리,"|CFFFFFFF0우두머리|R
대응하지 않으면 임무 성공 확률이 감소합니다.",1357797,2
114,우두머리,"|CFFFFFFF0우두머리|R
대응하지 않으면 임무 성공 확률이 감소합니다.",1357797,2
115,하수인,"|CFFFFFFF0군대|R
막강한 방어구를 착용한 군대입니다. 대응하지 않으면 임무 지속시간이 증가합니다.",1357814,2
121,주문,"|CFFFFFFF0주문|R
강력한 공격 주문으로, 대응하지 않으면 병력이 받는 피해가 증가합니다.",1357804,2
122,매복,임무 성공 확률이 감소합니다. 대응할 수 없습니다.,1357812,2
124,우두머리,"|CFFFFFFF0우두머리|R
대응하지 않으면 임무의 성공 확률이 감소합니다.",1357797,2
125,우두머리,"|CFFFFFFF0우두머리|R
대응하지 않으면 임무의 성공 확률이 감소합니다.",1357797,2
126,잔혹,성공 확률이 ${$a910}%만큼 감소합니다.,311232,2
127,쉬움,성공 확률이 ${$a909}%만큼 감소합니다.,311236,2
128,어려움,성공 확률이 ${$a907}%만큼 감소합니다.,311237,2
129,아주 어려움,성공 확률이 ${$a908}%만큼 감소합니다.,311238,2
130,정예,임무 성공 확률이 감소합니다. 대응할 수 없습니다.,1357812,2
131,던전,임무 성공 확률이 감소합니다. 대응할 수 없습니다.,1357812,2
132,공격대,임무 성공 확률이 감소합니다. 대응할 수 없습니다.,1357812,2
135,아르거스 정예,"|CFFFFFFF0아르거스 정예|R
대응하지 않으면 임무의 성공 확률이 감소합니다.",1113433,2
138,주요 목표,"기계 제작, 기계 폭파, 그리고 다른 기계를 파괴하는 기계 제작 전문가입니다.",134520,2
139,수색,"|cFFFFD200""인원이 많아지면 주의를 끌게 마련입니다.""|r",134441,2
141,정찰,,134441,2
142,원거리,,236201,2
143,근접,,132269,2
144,탈것,,132226,2
145,파괴 공작,"활성화되어 있는 동안, 다른 임무의 소요 시간이 50%만큼 증가합니다.

|cFFFFD200""폭발은 지저분한 법입니다.""|r",133715,0
147,주요 목표,대상을 찾아 솜씨 좋게 정보를 회수합니다.,132288,2
148,밤의 시야,칠흑 같은 어둠 속에서 볼 수 있게 해줍니다.,136057,2
149,주요 목표,다양한 전투 방식과 무기로 훈련되어 있습니다.,615342,2
150,속전속결,"임무의 소요 시간이 감소하면 임무 성공 확률도 증가합니다.

|cFFFFD200""빠르게 공격하면 적이 놀라 반격의 가능성이 0이 됩니다. 빠르게 들어갔다 빠르게 나오십시오.""|r",134376,0
151,정예 임무,임무 성공 확률이 감소합니다. 대응할 수 없습니다.,616373,2
153,은신,"병력들이 임무의 성공 확률을 100% 감소시킵니다.

|cFFFFD200""사람이 많으면 눈에 띄기 마련입니다.""|r",132320,2
154,장기전,"임무에 참여한 병력의 활력 하나당 임무의 성공 확률이 10%씩 증가합니다.

|cFFFFD200""이동 시간이 늘어나고 환경이 열악해질 땐 덜 피로한 병력을 투입하는 것이 도움이 됩니다.""|r",1060984,2
256,심해,"임무 성공 확률이 감소합니다.

|cFFFFD200""도대체 어떻게 가란 소립니까. 어디 물장구라도 쳐 볼까요?""|r",135861,2
257,JasonTest Mechanic,JasonTest Mechanic,0,0
