Description_lang,SortedProperty_lang,ID,ItemClass,ItemSubClass,InventoryType,OrderIndex,ParentCategory,DefaultAuctionHouseFilter,AuctionHouseExtraColumn
가슴,아이템 레벨,49,5,21,5,40,45,0,1
허리,아이템 레벨,50,5,21,6,50,45,0,1
다리,아이템 레벨,51,5,21,7,60,45,0,1
발,아이템 레벨,52,5,21,8,70,45,0,1
손목,아이템 레벨,53,5,21,9,80,45,0,1
손,아이템 레벨,54,5,21,10,90,45,0,1
천,아이템 레벨,55,5,20,0,40,24,0,1
룬조각술,아이템 레벨,56,5,20,0,10,55,12,1
머리,아이템 레벨,57,5,20,1,20,55,0,1
어깨,아이템 레벨,58,5,20,3,30,55,0,1
가슴,아이템 레벨,59,5,20,5,40,55,0,1
허리,아이템 레벨,60,5,20,6,50,55,0,1
다리,아이템 레벨,61,5,20,7,60,55,0,1
발,아이템 레벨,62,5,20,8,70,55,0,1
손목,아이템 레벨,63,5,20,9,80,55,0,1
손,아이템 레벨,64,5,20,10,90,55,0,1
기타,아이템 레벨,65,5,19,0,50,24,0,1
룬조각술,아이템 레벨,66,5,19,0,10,65,12,1
목,아이템 레벨,67,5,19,2,20,65,0,1
망토,아이템 레벨,68,5,20,16,30,65,0,1
손가락,아이템 레벨,69,5,19,11,40,65,0,1
장신구,아이템 레벨,70,5,19,12,50,65,0,1
보조장비,아이템 레벨,71,5,19,23,60,65,0,1
방패,아이템 레벨,72,5,25,14,70,65,0,3
셔츠,아이템 레벨,73,5,19,4,80,65,0,1
머리,아이템 레벨,74,5,19,1,90,65,0,1
장식,아이템 레벨,75,5,24,0,60,24,0,1
가방류,칸,76,2,0,0,300,0,0,2
가방,칸,77,2,2,0,10,76,0,2
채광 자루,칸,78,2,118,0,20,76,0,2
낚시상자,칸,79,2,171,0,30,76,0,2
주문각인 가방,칸,80,2,167,0,40,76,0,2
가죽세공 가방,칸,81,2,149,0,50,76,0,2
약초 가방,칸,82,2,109,0,60,76,0,2
마법부여 가방,칸,83,2,110,0,70,76,0,2
기계공학 가방,칸,84,2,111,0,80,76,0,2
보석 가방,칸,85,2,116,0,90,76,0,2
요리 가방,칸,86,2,179,0,100,76,0,2
보석,아이템 레벨,87,4,0,0,400,0,0,1
유물 성물,아이템 레벨,88,4,187,0,10,87,0,1
지능,아이템 레벨,89,4,36,0,20,87,0,1
민첩성,아이템 레벨,90,4,119,0,30,87,0,1
힘,아이템 레벨,91,4,120,0,40,87,0,1
체력,아이템 레벨,92,4,121,0,50,87,0,1
치명타 및 극대화,아이템 레벨,93,4,123,0,60,87,0,1
특화,아이템 레벨,94,4,124,0,70,87,0,1
가속,아이템 레벨,95,4,125,0,80,87,0,1
유연성,아이템 레벨,96,4,126,0,90,87,0,1
기타,아이템 레벨,97,4,169,0,100,87,0,1
다수의 능력치,아이템 레벨,98,4,170,0,110,87,0,1
아이템 강화,아이템 레벨,99,9,0,0,500,0,0,1
가슴,아이템 레벨,100,9,191,0,10,99,0,1
손목,아이템 레벨,101,9,192,0,20,99,0,1
손,아이템 레벨,102,9,193,0,30,99,0,1
기타,아이템 레벨,103,9,201,0,40,99,0,1
머리,아이템 레벨,104,9,48,0,50,99,0,1
양손 무기,아이템 레벨,105,9,199,0,60,99,0,1
방패/보조무기,아이템 레벨,106,9,200,0,70,99,0,1
어깨,아이템 레벨,107,9,189,0,80,99,0,1
망토,아이템 레벨,108,9,190,0,90,99,0,1
무기,아이템 레벨,109,9,198,0,100,99,0,1
손가락,아이템 레벨,110,9,197,0,110,99,0,1
발,아이템 레벨,111,9,196,0,120,99,0,1
다리,아이템 레벨,112,9,195,0,130,99,0,1
허리,아이템 레벨,113,9,194,0,140,99,0,1
소비용품,레벨,114,1,0,0,600,0,0,3
반투스 룬,레벨,115,1,184,0,10,114,0,3
영약 및 약병,레벨,116,1,131,0,20,114,0,3
폭발물 및 장치,레벨,117,1,43,0,30,114,0,3
물약,레벨,118,1,44,0,40,114,0,3
비약,레벨,119,1,45,0,50,114,0,3
음식과 음료,레벨,120,1,133,0,60,114,0,3
붕대,레벨,121,1,135,0,70,114,0,3
기타,레벨,122,1,136,0,80,114,0,3
문양,,123,17,0,0,700,0,0,0
드루이드,,124,17,161,0,10,123,0,0
흑마법사,,125,17,160,0,20,123,0,0
마법사,,126,17,159,0,30,123,0,0
주술사,,127,17,158,0,40,123,0,0
사제,,128,17,157,0,50,123,0,0
도적,,129,17,156,0,60,123,0,0
사냥꾼,,130,17,155,0,70,123,0,0
성기사,,131,17,154,0,80,123,0,0
죽음의 기사,,132,17,162,0,90,123,0,0
수도사,,133,17,177,0,100,123,0,0
전사,,134,17,153,0,110,123,0,0
악마사냥꾼,,135,17,183,0,120,123,0,0
직업용품,,136,8,0,0,800,0,0,0
천,,137,8,137,0,10,136,0,0
가죽,,138,8,138,0,20,136,0,0
광물,,139,8,139,0,30,136,0,0
요리,,140,8,140,0,40,136,0,0
약초,,141,8,141,0,50,136,0,0
마법부여,,142,8,148,0,50,136,0,0
주문각인,,143,8,185,0,60,136,0,0
보석세공,,144,8,115,0,70,136,0,0
부품,,145,8,38,0,80,136,0,0
원소,,146,8,142,0,90,136,0,0
선택 재료,,147,8,327,0,100,136,0,0
기타,,148,8,143,0,120,136,0,0
제조법,기술,149,10,0,0,900,0,0,4
주문각인,기술,150,10,168,0,10,149,0,4
재봉술,기술,151,10,42,0,20,149,0,4
가죽세공,기술,152,10,41,0,30,149,0,4
보석세공,기술,153,10,106,0,40,149,0,4
연금술,기술,154,10,102,0,50,149,0,4
대장기술,기술,155,10,100,0,60,149,0,4
기계공학,기술,156,10,99,0,70,149,0,4
마법부여,기술,157,10,104,0,80,149,0,4
요리,기술,158,10,101,0,90,149,0,4
응급치료,기술,159,10,103,0,100,149,0,4
낚시,기술,160,10,105,0,110,149,0,4
책,기술,161,10,40,0,120,149,0,4
전투 애완동물,레벨,162,18,0,0,1000,0,0,3
애완동물 친구,레벨,163,16,145,0,1000,162,0,3
퀘스트 아이템,,164,13,0,0,1100,0,0,0
기타,,165,16,0,0,1200,0,0,0
잡동사니,,166,16,52,0,10,165,0,0
재료,,167,16,144,0,20,165,0,0
축제용품,,168,16,146,0,30,165,0,0
기타,,169,16,147,0,40,165,0,0
탈것,,170,16,152,0,50,165,0,0
탈것 장비,,171,16,326,0,60,165,0,0
전문 기술 장비,아이템 레벨,172,145,0,0,950,0,0,1
주문각인,아이템 레벨,173,145,341,0,10,172,0,1
재봉술,아이템 레벨,174,145,335,0,20,172,0,1
가죽세공,아이템 레벨,175,145,330,0,30,172,0,1
보석세공,아이템 레벨,176,145,340,0,40,172,0,1
연금술,아이템 레벨,177,145,331,0,50,172,0,1
대장기술,아이템 레벨,178,145,329,0,60,172,0,1
기계공학,아이템 레벨,179,145,336,0,70,172,0,1
마법부여,아이템 레벨,180,145,337,0,80,172,0,1
요리,아이템 레벨,181,145,333,0,120,172,0,1
낚시,아이템 레벨,182,145,338,0,130,172,0,1
도구,아이템 레벨,183,145,341,29,10,173,0,1
장신구,아이템 레벨,184,145,341,30,20,173,0,1
도구,아이템 레벨,185,145,340,29,10,176,0,1
장신구,아이템 레벨,186,145,340,30,20,176,0,1
장신구,아이템 레벨,187,145,335,30,20,174,0,1
도구,아이템 레벨,188,145,335,29,10,174,0,1
도구,아이템 레벨,189,145,330,29,10,175,0,1
장신구,아이템 레벨,190,145,330,30,20,175,0,1
도구,아이템 레벨,191,145,331,29,10,177,0,1
장신구,아이템 레벨,192,145,331,30,20,177,0,1
도구,아이템 레벨,193,145,329,29,10,178,0,1
장신구,아이템 레벨,194,145,329,30,20,178,0,1
도구,아이템 레벨,195,145,336,29,10,179,0,1
장신구,아이템 레벨,196,145,336,30,20,179,0,1
도구,아이템 레벨,197,145,337,29,10,180,0,1
장신구,아이템 레벨,198,145,337,30,20,180,0,1
도구,아이템 레벨,199,145,333,29,10,181,0,1
장신구,아이템 레벨,200,145,333,30,20,181,0,1
도구,아이템 레벨,201,145,338,29,10,182,0,1
장신구,아이템 레벨,202,145,338,30,20,182,0,1
채광,아이템 레벨,203,145,334,0,90,172,0,1
약초채집,아이템 레벨,204,145,332,0,100,172,0,1
무두질,아이템 레벨,205,145,339,0,110,172,0,1
장신구,아이템 레벨,206,145,334,30,20,203,0,1
도구,아이템 레벨,207,145,334,29,10,203,0,1
장신구,아이템 레벨,208,145,332,30,20,204,0,1
도구,아이템 레벨,209,145,332,29,10,204,0,1
장신구,아이템 레벨,210,145,339,30,20,205,0,1
도구,아이템 레벨,211,145,339,29,10,205,0,1
목,아이템 레벨,212,9,188,0,45,99,0,0
재료 가방,칸,215,2,344,0,15,76,0,2
마무리 재료,,217,8,343,0,110,136,0,0
