TaskName_lang,Description_lang,ID,CriteriaTreeID,QuestID,ProgressContributionAmount,RepetitionContributionDampeningCurve,Supersedes,Field_12_0_0_63534_008
[DNT] Spread Glow Cap Spores in Fertile Soil,[DNT] Spread Glow Cap Spores in Fertile Soil in the Neighborhood,20,210420,91024,10,87592,0,0
[DNT] Catch 30 Fish in the Neighborhood,[DNT] Catch 30 Fish in the Neighborhood,21,210416,91024,10,87592,0,1
[DNT] Collect 20 Clams on the Neighborhood Beach,[DNT] Collect 20 Clams on the Neighborhood Beach,22,210418,91024,10,87592,0,1
[DNT] Collect Odd Glob's of Wax,[DNT] Collect 20 Odd Glob's of Wax,23,210635,91023,50,87592,0,1
[DNT] Complete Level 5 of Awakening the Machine,[DNT] Complete Level 5 of Awakening the Machine,24,210663,91023,50,0,0,0
[DNT] Complete Level 10 of Awakening the Machine,[DNT] Complete Level 10 of Awakening the Machine,25,210664,91023,50,0,24,0
[DNT] Complete Level 15 of Awakening the Machine,[DNT] Complete Level 15 of Awakening the Machine,26,210665,91023,50,0,25,0
[DNT] Complete Level 20 of Awakening the Machine,[DNT] Complete Level 20 of Awakening the Machine,27,210666,91023,50,0,26,0
[DNT] Defeat Waxtail Kobolds,[DNT] Defeat 20 Waxtail Kobolds,28,210667,91023,50,87592,0,1
[DNT] Defeat Sparklit Kobolds,[DNT] Defeat 20 Sparklit Kobolds,29,210899,91023,50,87592,0,1
[DNT] Defeat Glumtooth Kobolds,[DNT] Defeat 20 Glumtooth Kobolds,30,210905,91023,50,87592,0,1
[DNT] Defeat Flickerflame Kobolds,[DNT] Defeat 20 Flickerflame Kobolds,31,210916,91023,50,87592,0,1
[DNT] Defeat Brightrock Kobolds,[DNT] Defeat 20 Brightrock Kobolds,32,210927,91023,50,87592,0,1
[DNT] Defeat Kobolds in The Ringing Deeps,[DNT] Defeat 100 Kobolds in The Ringing Deeps,33,210933,91023,50,87592,0,1
[DNT] Defeat Undercrawlers in The Ringing Deeps,[DNT] Defeat 20 Undercrawlers in The Ringing Deeps,34,210978,91023,50,87592,0,1
[DNT] Defeat Deepflayers,[DNT] Defeat 20 Deepflayers in The Ringing Deeps,35,210980,91023,50,87592,0,1
[DNT] Defeat Enveloping Bloodeaters,[DNT] Defeat 20 Enveloping Bloodeaters,36,210988,91023,50,87592,0,1
[DNT] Complete 5 Dungeons in The Ringing Deeps,[DNT] Complete 5 Dungeons in The Ringing Deeps,37,210990,91022,25,87592,0,1
[DNT] Harvest 20 Ore in The Ringing Deeps,[DNT] Harvest 20 Ore in The Ringing Deeps,38,211019,91024,10,87592,0,1
[DNT] Harvest 20 Herbs in The Ringing Deeps,[DNT] Harvest 20 Herbs in The Ringing Deeps,39,211029,91024,10,87592,0,1
[DNT] Harvest 20 Skins or Hides in The Ringing Deeps,[DNT] Harvest 20 Skins or Hides in The Ringing Deeps,40,211045,91024,10,87592,0,1
호젠 처치,쿤라이 봉우리에서 호젠을 처치해야 합니다.,41,216310,91022,25,87592,0,0
퀘스트 완료: 쿤라이 봉우리,쿤라이 봉우리에서 퀘스트를 완료해야 합니다.,42,216312,91023,50,87592,0,0
터전: 복덩이 획득,쿤라이 봉우리 또는 거주구에서 복덩이를 획득해야 합니다.,43,216314,91022,25,87592,0,0
[DNT] Catch 20 Fish in The Ringing Deeps,[DNT] Catch 20 Fish in The Ringing Deeps,47,211126,91024,10,87592,0,1
[DNT] Collect 20 Lumber in The Ringing Deeps,[DNT] Collect 20 Lumber in The Ringing Deeps,48,211139,91024,10,87592,0,1
[DNT] Complete 5 Delves in The Ringing Deeps,[DNT] Complete 5 Delves in The Ringing Deeps,49,211141,91022,25,87592,0,1
[DNT] Complete 5 World Quests in The Ringing Deeps,[DNT] Complete 5 World Quests in The Ringing Deeps,50,211148,91023,50,87592,0,1
거주구 내 등불 10개 다시 밝히기,거주구 내 등불 10개를 다시 밝혀야 합니다.,51,211150,91024,10,87592,0,0
[DNT] Collect 10 Globs of Dropped Wax,[DNT] Collect 10 Globs of Dropped Wax in the Neighborhood,52,211152,91024,10,87592,0,0
[DNT] Collect 20 Draenei Archaeology Fragments in Zangarmarsh,[DNT] Collect 20 Draenei Archaeology Fragments in Zangarmarsh,53,211154,91024,10,87592,0,1
[DNT] Defeat 20 Gyreworms in Deepholm,[DNT] Defeat 20 Gyreworms in Deepholm,54,211156,91023,50,87592,0,1
[DNT] Defeat 20 Rockslice and Jaspertip Clawscythes in Deepholm,[DNT] Defeat 20 Rockslice and Jaspertip Clawscythes in Deepholm,55,211161,91023,50,87592,0,1
[DNT] Defeat 20 Twilight Ogres in Deepholm,[DNT] Defeat 20 Twilight Ogres in Deepholm,56,211169,91023,50,87592,0,1
[DNT] Defeat 20 Twilight Cultists in Deepholm,[DNT] Defeat 20 Twilight Cultists in Deepholm,57,211174,91023,50,87592,0,1
[DNT] Defeat 20 Stone or Needlerock Troggs in Deepholm,[DNT] Defeat 20 Stone or Needlerock Troggs in Deepholm,58,211187,91023,50,87592,0,1
[DNT] Defeat 20 Fungal Terrors or Behemoths in Deepholm,[DNT] Defeat 20 Fungal Terrors or Behemoths in Deepholm,59,211202,91023,50,87592,0,1
[DNT] Defeat 20 Stone Drakes in Deepholm,[DNT] Defeat 20 Stone Drakes in Deepholm,60,211205,91023,50,87592,0,1
[DNT] Collect 20 Albino Cavefish in Deepholm,[DNT] Collect 20 Albino Cavefish in Deepholm,61,211209,91023,50,87592,0,1
[DNT] Collect 20 Lumber in Deepholm,[DNT] Collect 20 Lumber in Deepholm,62,211211,91024,10,87592,0,1
신화+ 던전 완료,,63,212060,91023,50,87592,0,1
공격대 우두머리 처치,,64,212062,91023,50,87592,0,1
명예 획득,,65,212064,91023,50,87592,0,1
전역 퀘스트 완료,,66,214555,91023,50,87592,0,1
한밤 대장정 완료,한밤 대장정을 완료해야 합니다.,67,212076,91022,25,0,0,0
살데릴의 연회,살데릴의 연회에 참여하고 영원노래 숲에서 룬석 강화 퀘스트를 완료해야 합니다.,68,212082,91022,25,0,0,0
살데릴의 연회 호사가,영원노래 숲에서 열리는 살데릴의 연회에 참여하여 참석자의 주간 호의를 완료해야 합니다.,69,212089,91022,25,0,0,0
실버문 궁정 - 관심의 중심,실버문 궁정에 참여하여 공개 목표를 완료해야 합니다.,70,212091,91022,25,0,0,0
한밤 던전,한밤 던전을 완료해야 합니다.,71,212208,92099,75,87592,0,0
자원 채집: 한밤,"한밤 지역에서 약초나 광석, 가죽, 물고기를 채집해야 합니다.",73,212222,91022,25,87592,0,0
심연잠수부,줄아만에서 심연 강태공 이벤트를 완료해야 합니다.,74,212255,92099,75,0,0,0
풍요로운 효율,한밤 지역 이벤트에서 풍요를 획득해야 합니다.,75,212257,91023,50,0,0,0
넘치는 풍요,한밤 지역 이벤트에서 풍요를 획득해야 합니다.,76,222818,91022,25,0,75,0
하라니르의 전설,"하란다르에서 ""하라니르의 전설"" 이벤트를 완료해야 합니다.",77,212261,91023,50,0,0,0
빛만개 생명체 처치,세상 각지에서 아제로스를 위협하는 빛만개 생명체를 처치해야 합니다.,78,214538,91022,25,0,0,0
빛만개 생명체 처치 2,세상 각지에서 아제로스를 위협하는 빛만개 생명체를 처치해야 합니다.,79,214541,91023,50,0,78,0
빛만개 생명체 처치 3,세상 각지에서 아제로스를 위협하는 빛만개 생명체를 처치해야 합니다.,80,214544,92099,75,0,79,0
전역 퀘스트: 영원노래 숲,영원노래 숲 전역 퀘스트를 완료해야 합니다.,81,212066,91023,50,87592,0,0
희귀 몬스터 처치: 영원노래 숲,영원노래 숲에서 희귀 또는 희귀 정예를 처치해야 합니다.,82,214557,91023,50,87592,0,0
스토마리온 핵 수집,공허폭풍에서 스토마리온 핵을 모아야 합니다.,83,214559,91023,50,0,0,0
특이점 고정기,공허폭풍에서 특이점 고정기를 방어해야 합니다.,84,214561,91023,50,87592,0,0
잠재된 비전력,영원노래 숲에서 잠재된 비전력을 모아야 합니다.,85,214680,91022,25,87592,0,0
진영 사절의 용사,금지된 해안에서 진영 사절의 용사가 되어야 합니다.,86,214735,91024,10,0,0,0
일일 퀘스트: 금지된 해안,금지된 해안에서 일일 퀘스트를 완료해야 합니다.,87,214884,91023,50,0,0,0
지스케라 금고 문,금지된 해안에서 지스케라 금고 문을 열어야 합니다.,88,214992,91022,25,87592,0,0
희귀 몬스터 처치: 금지된 해안,금지된 해안에서 희귀 몬스터를 처치해야 합니다.,89,215007,91023,50,87592,0,0
서리석 금고 원시의 폭풍 완료,금지된 해안에서 서리석 금고 원시의 폭풍을 완료해야 합니다.,90,215020,91023,50,87592,0,0
자원 채집: 금지된 해안,"금지된 해안에서 약초나 광석, 가죽, 물고기를 채집해야 합니다.",91,215423,91022,25,87592,0,0
애완동물 대전 전역 퀘스트: 금지된 해안,금지된 해안에서 애완동물 대전 전역 퀘스트를 완료해야 합니다.,92,215469,91022,25,87592,0,0
하늘비행 경주: 금지된 해안,금지된 해안에서 하늘비행 경주를 완료해야 합니다.,93,215575,91024,10,87592,0,0
전쟁의 요람 제압,"금지된 해안에서 ""전쟁의 요람"" 전역 퀘스트를 완료해야 합니다.",94,215577,91023,50,87592,0,0
희귀 전문 기술: 금지된 해안,금지된 해안에서 전문 기술 아이템으로 소환된 희귀 또는 희귀 정예 생명체를 처치해야 합니다.,95,215666,91739,150,0,0,0
봉인된 두루마리 보물 찾기,금지된 해안의 봉인된 두루마리를 사용해 드러난 보물을 획득해야 합니다.,96,215668,91022,25,87592,0,0
생명체 처치: 금지된 해안,금지된 해안에서 생명체를 처치해야 합니다.,97,215670,91022,25,87592,0,0
금지된 비축물 획득,금지된 해안에서 금지된 비축물을 획득해야 합니다.,98,215672,91022,25,87592,0,0
자원 채집: 쿤라이 봉우리,"쿤라이 봉우리에서 약초나 광석, 가죽, 물고기를 채집해야 합니다.",100,216319,91023,50,87592,0,0
목재 채취: 쿤라이 봉우리,쿤라이 봉우리에서 목재를 채취해야 합니다.,101,216323,91023,50,87592,0,0
우두머리 처치: 쿤라이 봉우리,쿤라이 봉우리 던전 및 공격대에서 우두머리 전투를 완료해야 합니다.,102,216327,91022,25,87592,0,0
터전: 카파코타 열매 먹기,코타 봉우리 또는 거주구에서 카파코타 열매를 먹어야 합니다.,103,216329,91022,25,87592,0,0
명예 승수: 쿤라이 봉우리,쿤라이 봉우리에서 명예 승수를 획득해야 합니다.,104,216334,91023,50,87592,0,0
목재 채취: 금지된 해안,금지된 해안에서 목재를 채취해야 합니다.,105,216352,91023,50,87592,0,0
구렁 완료,,106,216354,91023,50,87592,0,1
터전: 조는 주민 활기 북돋기,거주구에서 조는 주민의 활기를 북돋워야 합니다.,107,216664,91022,25,87592,0,0
터전: 열매 교환,거주구 카파 상인과 카파코타 열매를 교환해야 합니다.,108,216671,91022,25,87592,0,0
분노의 샤 처치,쿤라이 봉우리에서 분노의 샤를 처치해야 합니다.,109,216306,91022,25,87592,0,0
터전: 주간 거주구 퀘스트 완료,거주구에서 방문객 드랙티르의 주간 퀘스트를 완료해야 합니다.,110,216872,91023,50,87592,0,0
터전: 장식 시간,하우징 장식을 집이나 부지에 배치하여 실버문 방문객에게 좋은 인상을 남겨야 합니다.,111,216890,91023,50,0,0,0
터전: 장식 시간 2,하우징 장식을 집이나 부지에 배치하여 실버문 방문객에게 좋은 인상을 남겨야 합니다.,112,216892,91023,50,0,111,0
터전: 장식 시간 3,하우징 장식을 집이나 부지에 배치하여 실버문 방문객에게 좋은 인상을 남겨야 합니다.,113,216894,91023,50,0,112,0
터전: 하우징 장식 획득,집이나 부지를 위한 새로운 하우징 장식을 입수하여 실버문 방문객에게 좋은 인상을 남겨야 합니다.,114,216898,91023,50,0,0,0
터전: 복덩이 운반,거주구 등반 훈련장으로 복덩이를 운반해야 합니다.,115,216957,91022,25,87592,0,0
터전: 열매 수집,거주구 등반 훈련장에서 카파코타 열매를 모아야 합니다.,116,216959,91024,10,87592,0,0
터전: 봉우리에서 카파에 과도하게 취한 주민 올라타기,거주구에서 카파에 과도하게 취한 비행수에 올라타 지치게 만들어야 합니다.,117,216961,91024,10,87592,0,0
터전: 부상당한 예술가,"거주구를 방문한 부상당한 예술가를 마법이나 붕대, 연금술로 치유해야 합니다.",118,217031,91022,25,87592,0,0
희귀 몬스터 처치: 메카곤,메카곤에서 희귀 몬스터를 처치해야 합니다.,120,217061,91023,50,87592,0,0
일일 퀘스트: 메카곤,메카곤에서 일일 퀘스트를 완료해야 합니다.,121,217063,91023,50,87592,0,0
왕 메카곤,작전명: 메카곤에서 왕 메카곤을 처치해야 합니다.,122,217068,91023,50,0,0,0
HK-8 공중 압박 유닛,작전명: 메카곤에서 HK-8 공중 압박 유닛을 처치해야 합니다.,123,217070,91023,50,0,0,0
능숙한 제작자,메카곤에서 건설 프로젝트를 완료해야 합니다.,124,217072,91022,25,87592,0,0
왕과의 땜질,메카곤에서 파스칼-ㄷH오5과 함께 고철장 땜질 아이템을 제작해야 합니다.,125,217074,91023,50,87592,0,0
목재 채취: 메카곤,메카곤에서 목재를 채취해야 합니다.,126,217076,91023,50,87592,0,0
자원 채집: 메카곤,"메카곤에서 약초나 광석, 가죽, 물고기를 채집해야 합니다.",127,217078,91022,25,87592,0,0
녹슨 시해자,메카곤 대체 시간의 길에서 녹슨 왕자를 처치해야 합니다.,128,217082,91023,50,0,0,0
축배!,메카곤 녹슨나사에서 저항군과 축배를 들어야 합니다.,129,217084,91024,10,0,0,0
생명체 처치: 메카곤,메카곤에서 생명체를 처치해야 합니다.,130,217086,91022,25,87592,0,0
애완동물 대전 전역 퀘스트: 메카곤,메카곤에서 애완동물 대전 전역 퀘스트를 완료해야 합니다.,131,217484,91022,25,87592,0,0
붉은색은 3배 빠르다,메카곤에서 스윅리갤 만능둥둥이 또는 메카냥을 다른 색상으로 도색해야 합니다.,132,217486,91023,50,0,0,0
개간 사업,메카곤 개간용 굴착기 재건 및 방어를 지원해야 합니다.,133,217489,92099,75,87592,0,0
터전: 좋은 이웃이 되는 법,거주구에서 이롭거나 친근한 일을 해야 합니다.,134,214565,91023,50,87592,0,0
터전: 잃어버린 기계 암탉 돌려보내기,거주구에서 조정되지 않은 암탉을 찾아 돌려보내야 합니다.,135,217689,92099,75,87592,0,0
터전: 기계노움 운송,거주구에서 기계노움 공기 분사기를 시험해야 합니다.,136,217691,91023,50,87592,0,0
터전: 해변의 고철,거주구에서 해변에 있는 고철을 모아 재활용가를 도와야 합니다.,137,218132,92099,75,0,0,0
자원 채집: 아웃랜드,"아웃랜드에서 약초나 광석, 가죽, 물고기를 채집해야 합니다.",138,218431,91022,25,87592,0,0
철두철미한 파탈리온 처치,메카나르 던전에서 철두철미한 파탈리온을 처치해야 합니다.,139,218435,91023,50,0,0,0
차원의 분리자 처치,신록의 정원 던전에서 차원의 분리자를 처치해야 합니다.,140,218437,91023,50,0,0,0
선구자 스키리스 처치,알카트라즈 던전에서 선구자 스키리스를 처치해야 합니다.,141,218439,91023,50,0,0,0
에테리움 말살,아웃랜드 야외 지역에서 에테리움과 그 아군을 처치해야 합니다.,142,218548,91023,50,87592,0,0
목재 채취: 한밤,한밤 지역에서 목재를 채취해야 합니다.,143,219644,91023,50,87592,0,0
성난태양 처치,황천의 폭풍에서 성난태양 구성원을 보호해야 합니다.,144,220010,91023,50,87592,0,0
기다림에 부응하다,샤트라스에서 무역연합의 현상 수배 퀘스트를 완료해야 합니다.,145,220012,91023,50,87592,0,0
연합왕자 샤파르 처치,마나 무덤 던전에서 연합왕자 샤파르를 처치해야 합니다.,146,220024,91023,50,0,0,0
요르 처치,마나 무덤 던전에서 요르를 처치해야 합니다.,147,220026,91739,150,0,0,0
학습은 배움의 지름길,아웃랜드에서 무역연합의 평판 퀘스트를 완료해야 합니다.,148,220115,91022,25,87592,0,0
하늘경비대의 칼날,칼날 산맥 바시르 영지에서 하늘경비대의 공세를 막아내야 합니다. 공세는 칼날 산맥 하늘경비대 전초기지에서 2시간 주기로 진행됩니다.,149,220183,91739,150,87592,0,0
바시르 축제,칼날 산맥 바시르 영지에서 바시르 또는 부관을 처치해야 합니다.,150,220206,91022,25,87592,0,0
자원 채집: 자랄레크 동굴,"자랄레크 동굴에서 약초나 광석, 가죽, 물고기를 채집해야 합니다.",151,221088,91022,25,87592,0,0
전역 퀘스트: 자랄레크 동굴,자랄레크 동굴 전역 퀘스트를 완료해야 합니다.,152,221096,91023,50,87592,0,0
위기의 연구원들,자랄레크 동굴에서 위기의 연구원들 이벤트를 완료해야 합니다.,153,221098,91023,50,87592,0,0
사카레스 처치,어둠의 도가니 아베루스에서 사카레스를 처치해야 합니다.,155,221104,91023,50,0,0,0
지하 애완동물 대전,자랄레크 동굴에서 정령 애완동물 1마리 이상을 데리고 애완동물 대전 전역 퀘스트를 완료해야 합니다.,156,221164,91024,10,87592,0,0
평판이 가장 중요해,자랄레크 동굴에서 로암 니펜 평판을 획득해야 합니다.,157,221174,91023,50,87592,0,0
냄새 추적,자랄레크 동굴에서 미리트와 동굴을 탐험하며 상자를 획득해야 합니다.,158,221179,91023,50,87592,0,0
돌에서 피를 뽑아내듯이,자랄레크 동굴에서 폰조와 거래하여 흥정한 땅파기 지도를 획득한 후 사용해야 합니다.,159,221186,91023,50,0,0,0
느리더라도 꾸준하게,자랄레크 동굴 글리머로그에서 브리굴의 일일 퀘스트를 완료해야 합니다.,160,221188,91022,25,87592,0,0
희귀 몬스터 처치: 자랄레크 동굴,자랄레크 동굴에서 희귀 또는 희귀 정예를 처치해야 합니다.,161,221190,91023,50,87592,0,0
하늘비행: 지하,자랄레크 동굴에서 하늘비행 경주를 완료해야 합니다.,162,221192,91024,10,87592,0,0
"냄새나는 동전, 멋진 보상",자랄레크 동굴에서 발굴된 향기 나는 동전을 획득해야 합니다.,163,221268,91023,50,87592,0,0
터전: 향 놓기,거주구에 향을 놓아 벌을 유인해야 합니다.,164,221576,91024,10,87592,0,0
터전: 향 만들기,거주구에서 원재료를 모아 니펜 이동식 보관통으로 전달하여 향을 만들어야 합니다.,165,221584,91024,10,87592,0,0
터전: 냄새 추적자 지원,거주구에서 니펜 냄새 추적자의 코 막힘을 치료해야 합니다.,166,221684,91024,10,87592,0,0
터전: 달팽이 우편,거물 미끈이가 거주구에 우편을 배달하는 걸 도와야 합니다. 브리굴과 대화하여 시작할 수 있습니다.,167,221800,91023,50,87592,0,0
터전: 꽃 가루받이,벌을 인도하여 거주구 중앙 광장 꽃들을 수분해야 합니다.,168,221878,91024,10,87592,0,0
터전: 비전 곡예,거주구에서 풀어헤쳐진 우주에 들어가 최후의 보조 설계사가 준비한 경로의 끝에 도달해야 합니다. 이 과제는 하루에 한 번만 완료할 수 있습니다.,169,221930,92099,75,87592,0,0
터전: 사라진 게 아니라 위상 속을 떠도는 것일 뿐,"거주구에서 풀어헤쳐진 우주에 들어가 이웃이 잃어버린 물품을 찾아내고, 원래 주인에게 돌려줘야 합니다.",170,221932,91022,25,87592,0,0
터전: 선을 긋다,거주구에서 풀린 사슬을 활성화하거나 위상을 떠도는 지름길을 사용해야 합니다.,171,222537,91022,25,0,0,0
터전: 3단 분사,거주구에서 지면에 닿지 않고 기계노움 공기 분사기를 3번 연속으로 시험해야 합니다.,172,222540,92099,75,0,0,0
목재 채취: 아웃랜드,아웃랜드 지역에서 목재를 채취해야 합니다.,173,222672,91023,50,87592,0,0
심연잠수부,줄아만에서 심연 강태공 이벤트를 완료해야 합니다.,174,212255,91024,10,0,0,0
호랑이의 시험 니펜,호랑이의 시험 니펜,190,223750,0,10,0,0,0
