ID,EffectDescription_lang,AuraDescription_lang,SpellEffectType,AuraEffectType,PointsSign,TargetType,SchoolMask,EffectOrderIndex,AuraOrderIndex
25,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 물리 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 물리 피해,6,3,1,3,1,50,50
26,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 신성 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 신성 피해,6,3,1,3,2,50,50
27,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 화염 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 화염 피해,6,3,1,3,4,50,50
28,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 자연 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 자연 피해,6,3,1,3,8,50,50
29,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 냉기 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 냉기 피해,6,3,1,3,16,50,50
30,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 암흑 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 암흑 피해,6,3,1,3,32,50,50
31,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 비전 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 비전 피해,6,3,1,3,64,50,50
32,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 혼돈 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 혼돈 피해,6,3,1,3,127,50,50
33,적 하나를 기절시켜 $d 동안 움직이거나 공격하지 못하게 만듭니다.,기절함,6,12,0,3,0,0,0
34,$d 동안 충격 지점 $A@effectindex미터 내에 있는 모든 아군의 공격 및 시전 속도를 $s@effectindex%만큼 증가시킵니다.,공격 및 시전 속도가 $s@effectindex%만큼 증가합니다.,6,193,1,6,0,0,0
35,$A@effectindex미터 내에 있는 모든 적을 기절시켜 $d 동안 이동하거나 공격하지 못하도록 만듭니다.,기절함,6,12,0,7,0,0,0
36,충격 지점 $A@effectindex미터 내에 있는 모든 적을 기절시켜 $d 동안 이동하거나 공격하지 못하도록 만듭니다.,기절함,6,12,0,5,0,0,0
37,아군 하나를 최대 생명력의 $s@effectindex%만큼 치유합니다.,,136,0,1,2,0,0,0
38,최대 $d 동안 적 하나를 이동 불가 상태로 만듭니다.,이동 불가,6,26,0,3,0,20,0
42,적 하나에게 $d 동안 $t@effectindex초마다 암흑 피해를 입힙니다.,$t@effectindex초마다 암흑 피해,6,70,1,3,32,50,50
43,적 하나에게 물리 피해를 입힙니다.,,31,0,1,3,1,50,50
44,적 하나에게 신성 피해를 입힙니다.,,31,0,1,3,2,50,50
45,적 하나에게 화염 피해를 입힙니다.,,31,0,1,3,4,50,50
46,적 하나에게 자연 피해를 입힙니다.,,31,0,1,3,8,50,50
47,적 하나에게 냉기 피해를 입힙니다.,,31,0,1,3,16,50,50
48,적 하나에게 암흑 피해를 입힙니다.,,31,0,1,3,32,50,50
49,적 하나에게 비전 피해를 입힙니다.,,31,0,1,3,64,50,50
50,적 하나에게 혼돈 피해를 입힙니다.,,31,0,1,3,127,50,50
51,$d 동안 $t@effectindex초마다 적 하나에게 물리 피해를 입힙니다.,$t@effectindex초마다 물리 피해,6,70,1,3,1,50,50
52,$d 동안 $t@effectindex초마다 적 하나에게 신성 피해를 입힙니다.,$t@effectindex초마다 신성 피해,6,70,1,3,2,50,50
53,$d 동안 $t@effectindex초마다 적 하나에게 화염 피해를 입힙니다.,$t@effectindex초마다 화염 피해,6,70,1,3,4,50,50
54,$d 동안 $t@effectindex초마다 적 하나에게 자연 피해를 입힙니다.,$t@effectindex초마다 자연 피해,6,70,1,3,8,50,50
55,$d 동안 $t@effectindex초마다 적 하나에게 냉기 피해를 입힙니다.,$t@effectindex초마다 냉기 피해,6,70,1,3,16,50,50
56,$d 동안 $t@effectindex초마다 적 하나에게 비전 피해를 입힙니다.,$t@effectindex초마다 비전 피해,6,70,1,3,64,50,50
57,$d 동안 $t@effectindex초마다 적 하나에게 혼돈 피해를 입힙니다.,$t@effectindex초마다 혼돈 피해,6,70,1,3,127,50,50
58,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 물리 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 물리 피해,6,3,1,1,1,50,50
59,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 신성 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 신성 피해,6,3,1,1,2,50,50
60,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 화염 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 화염 피해,6,3,1,1,4,50,50
61,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 자연 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 자연 피해,6,3,1,1,8,50,50
62,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 냉기 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 냉기 피해,6,3,1,1,16,50,50
63,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 암흑 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 암흑 피해,6,3,1,1,32,50,50
64,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 비전 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 비전 피해,6,3,1,1,64,50,50
65,$d 동안 $t@effectindex초마다 적 하나에게 $s@effectindex의 혼돈 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 혼돈 피해,6,3,1,1,127,50,50
66,$d 동안 $t@effectindex초마다 적 하나에게 물리 피해를 입힙니다.,$t@effectindex초마다 물리 피해,6,70,1,1,1,50,50
67,$d 동안 $t@effectindex초마다 적 하나에게 신성 피해를 입힙니다.,$t@effectindex초마다 신성 피해,6,70,1,1,2,50,50
68,$d 동안 $t@effectindex초마다 적 하나에게 화염 피해를 입힙니다.,$t@effectindex초마다 화염 피해,6,70,1,1,4,50,50
69,$d 동안 $t@effectindex초마다 적 하나에게 자연 피해를 입힙니다.,$t@effectindex초마다 자연 피해,6,70,1,1,8,50,50
70,$d 동안 $t@effectindex초마다 적 하나에게 냉기 피해를 입힙니다.,$t@effectindex초마다 냉기 피해,6,70,1,1,16,50,50
71,$d 동안 $t@effectindex초마다 적 하나에게 비전 피해를 입힙니다.,$t@effectindex초마다 비전 피해,6,70,1,1,64,50,50
72,$d 동안 $t@effectindex초마다 적 하나에게 혼돈 피해를 입힙니다.,$t@effectindex초마다 혼돈 피해,6,70,1,1,127,50,50
83,$d 동안 $t@effectindex초마다 시전자를 최대 생명력의 $s@effectindex%만큼 치유합니다.,$t@effectindex초마다 최대 생명력의 $s@effectindex%만큼 치유,6,20,1,1,0,0,0
85,시전자를 최대 생명력의 $s@effectindex%만큼 치유합니다.,,136,0,1,1,0,0,0
91,$d 동안 $A@effectindex미터 내 모든 적의 주문 시전을 방해합니다.,,68,0,0,7,0,30,0
92,$d 동안 적의 주문 시전을 방해합니다.,,68,0,1,3,1,30,0
93,적 하나를 침묵시켜 $d 동안 주문을 사용하지 못하게 합니다.,주문을 시전하지 못합니다.,6,27,0,3,0,30,0
94,$d 동안 공격 및 시전 속도가 $s@effectindex%만큼 감소합니다.,공격 및 시전 속도가 $s@effectindex%만큼 감소합니다.,6,193,2,3,0,0,0
96,적 하나를 밀쳐냅니다.,,98,0,1,3,0,0,0
97,시전자 주위에 $d 동안 지속되는 보호막을 만들어 받는 모든 피해를 최대 $s@effectindex만큼 흡수합니다.,$s@effectindex의 피해 흡수,6,69,1,1,127,0,0
98,시전자 주위에 $d 동안 지속되는 보호막을 만들어 물리 피해를 최대 $s@effectindex만큼 흡수합니다.,$s@effectindex의 물리 피해 흡수,6,69,1,1,1,0,0
99,시전자 주위에 $d 동안 지속되는 보호막을 만들어 신성 피해를 최대 $s@effectindex만큼 흡수합니다.,$s@effectindex의 신성 피해 흡수,6,69,1,1,2,0,0
100,시전자 주위에 $d 동안 지속되는 보호막을 만들어 화염 피해를 최대 $s@effectindex만큼 흡수합니다.,$s@effectindex의 화염 피해 흡수,6,69,1,1,4,0,0
101,시전자 주위에 $d 동안 지속되는 보호막을 만들어 자연 피해를 최대 $s@effectindex만큼 흡수합니다.,$s@effectindex의 자연 피해 흡수,6,69,1,1,8,0,0
102,시전자 주위에 $d 동안 지속되는 보호막을 만들어 냉기 피해를 최대 $s@effectindex만큼 흡수합니다.,$s@effectindex의 냉기 피해 흡수,6,69,1,1,16,0,0
103,시전자 주위에 $d 동안 지속되는 보호막을 만들어 암흑 피해를 최대 $s@effectindex만큼 흡수합니다.,$s@effectindex의 암흑 피해 흡수,6,69,1,1,32,0,0
104,시전자 주위에 $d 동안 지속되는 보호막을 만들어 비전 피해를 최대 $s@effectindex만큼 흡수합니다.,$s@effectindex의 비전 피해 흡수,6,69,1,1,64,0,0
105,$d 동안 시전자의 공격 및 시전 속도가 $s@effectindex%만큼 증가합니다.,공격 및 시전 속도가 $s@effectindex%만큼 증가합니다.,6,193,1,1,0,10,0
106,$d 동안 공격 및 시전 속도가 $s@effectindex%만큼 감소합니다.,공격 및 시전 속도가 $s@effectindex%만큼 감소합니다.,6,193,2,1,0,0,0
107,이동 속도가 $s@effectindex%만큼 감소합니다.,이동 속도 $s@effectindex%만큼 감소,6,33,1,1,0,0,0
108,충격 지점 $A@effectindex미터 내에 있는 모든 적에게 물리 피해를 입힙니다.,,31,0,1,5,1,50,50
109,충격 지점 $A@effectindex미터 내에 있는 모든 적에게 신성 피해를 입힙니다.,,31,0,1,5,2,50,50
110,충격 지점 $A@effectindex미터 내에 있는 모든 적에게 화염 피해를 입힙니다.,,31,0,1,5,4,50,50
111,충격 지점 $A@effectindex미터 내에 있는 모든 적에게 자연 피해를 입힙니다.,,31,0,1,5,8,50,50
112,충격 지점 $A@effectindex미터 내에 있는 모든 적에게 냉기 피해를 입힙니다.,,31,0,1,5,16,50,50
113,충격 지점 $A@effectindex미터 내에 있는 모든 적에게 암흑 피해를 입힙니다.,,31,0,1,5,32,50,50
114,충격 지점 $A@effectindex미터 내에 있는 모든 적에게 비전 피해를 입힙니다.,,31,0,1,5,64,50,50
115,충격 지점 $A@effectindex미터 내에 있는 모든 적에게 혼돈 피해를 입힙니다.,,31,0,1,5,127,50,50
116,$d 동안 시전자의 이동 속도가 $s@effectindex%만큼 증가합니다.,이동 속도 $s@effectindex%만큼 증가,6,31,1,1,0,10,0
118,충격 지점 $A@effectindex미터 내에 있는 모든 적을 뒤로 밀쳐냅니다.,,98,0,1,5,0,0,0
119,$A@effectindex미터 내에 있는 모든 적에게 물리 피해를 입힙니다.,,31,0,1,7,1,50,50
120,$A@effectindex미터 내에 있는 모든 적에게 신성 피해를 입힙니다.,,31,0,1,7,2,50,50
121,$A@effectindex미터 내에 있는 모든 적에게 화염 피해를 입힙니다.,,31,0,1,7,4,50,50
122,$A@effectindex미터 내에 있는 모든 적에게 자연 피해를 입힙니다.,,31,0,1,7,8,50,50
123,$A@effectindex미터 내에 있는 모든 적에게 냉기 피해를 입힙니다.,,31,0,1,7,16,50,50
124,$A@effectindex미터 내에 있는 모든 적에게 암흑 피해를 입힙니다.,,31,0,1,7,32,50,50
125,$A@effectindex미터 내에 있는 모든 적에게 비전 피해를 입힙니다.,,31,0,1,7,64,50,50
126,$A@effectindex미터 내에 있는 모든 적에게 혼돈 피해를 입힙니다.,,31,0,1,7,127,50,50
127,$d 동안 $A@effectindex미터 내에 있는 모든 적의 이동 속도가 $s@effectindex%만큼 감소합니다.,이동 속도 $s@effectindex%만큼 감소,6,33,1,7,0,10,0
128,시전자 전방에 있는 모든 적에게 물리 피해를 입힙니다.,,31,0,1,9,1,50,50
129,시전자 전방에 있는 모든 적에게 화염 피해를 입힙니다.,,31,0,1,9,4,50,50
130,시전자의 공격력을 $s@effectindex%만큼 증가시킵니다.,공격력 $s@effectindex%만큼 증가,6,79,1,1,127,30,30
131,$d 동안 적 하나의 방어도를 $s@effectindex%만큼 감소시킵니다.,방어도 $s@effectindex%만큼 감소,6,101,2,3,1,0,0
132,$A@effectindex미터 내의 모든 적에게 물리 피해를 입힙니다.,,165,0,1,7,1,50,50
136,시전자의 전방에 있는 모든 적에게 $s@effectindex의 암흑 피해를 입힙니다.,,2,0,1,9,32,50,50
137,시전자의 전방에 있는 모든 적에게 $s@effectindex의 물리 피해를 입힙니다.,,2,0,1,9,1,50,50
138,시전자의 전방에 있는 모든 적에게 $s@effectindex의 화염 피해를 입힙니다.,,2,0,1,9,4,50,50
139,시전자의 전방에 있는 모든 적에게 $s@effectindex의 신성 피해를 입힙니다.,,2,0,1,9,2,50,50
140,시전자의 전방에 있는 모든 적에게 $s@effectindex의 자연 피해를 입힙니다.,,2,0,1,9,8,50,50
141,시전자의 전방에 있는 모든 적에게 $s@effectindex의 냉기 피해를 입힙니다.,,2,0,1,9,16,50,50
142,시전자의 전방에 있는 모든 적에게 $s@effectindex의 비전 피해를 입힙니다.,,2,0,1,9,64,50,50
143,시전자의 전방에 있는 모든 적에게 $s@effectindex의 혼돈 피해를 입힙니다.,,2,0,1,9,127,50,50
144,$d 동안 적 하나가 받는 물리 피해를 $s@effectindex%만큼 증가시킵니다.,받는 물리 피해 $s@effectindex%만큼 증가,6,87,1,3,1,0,0
145,$d 동안 적 하나가 받는 신성 피해를 $s@effectindex%만큼 증가시킵니다.,받는 신성 피해 $s@effectindex%만큼 증가,6,87,1,3,2,0,0
146,$d 동안 적 하나가 받는 화염 피해를 $s@effectindex%만큼 증가시킵니다.,받는 화염 피해 $s@effectindex%만큼 증가,6,87,1,3,4,0,0
147,$d 동안 적 하나가 받는 자연 피해를 $s@effectindex%만큼 증가시킵니다.,받는 자연 피해 $s@effectindex%만큼 증가,6,87,1,3,8,0,0
148,$d 동안 적 하나가 받는 냉기 피해를 $s@effectindex%만큼 증가시킵니다.,받는 냉기 피해 $s@effectindex%만큼 증가,6,87,1,3,16,0,0
149,$d 동안 적 하나가 받는 암흑 피해를 $s@effectindex%만큼 증가시킵니다.,받는 암흑 피해 $s@effectindex%만큼 증가,6,87,1,3,32,0,0
150,$d 동안 적 하나가 받는 비전 피해를 $s@effectindex%만큼 증가시킵니다.,받는 비전 피해 $s@effectindex%만큼 증가,6,87,1,3,64,0,0
151,$d 동안 적 하나가 받는 피해를 $s@effectindex%만큼 증가시킵니다.,받는 피해 $s@effectindex%만큼 증가,6,87,1,3,127,0,0
152,$d 동안 $A@effectindex미터 내에 있는 모든 적이 받는 물리 피해를 $s@effectindex%만큼 증가시킵니다.,받는 물리 피해 $s@effectindex%만큼 증가,6,87,1,7,1,0,0
153,$d 동안 $A@effectindex미터 내에 있는 모든 적이 받는 신성 피해를 $s@effectindex%만큼 증가시킵니다.,받는 신성 피해 $s@effectindex%만큼 증가,6,87,1,7,2,0,0
154,$d 동안 $A@effectindex미터 내에 있는 모든 적이 받는 화염 피해를 $s@effectindex%만큼 증가시킵니다.,받는 화염 피해 $s@effectindex%만큼 증가,6,87,1,7,4,0,0
155,$d 동안 $A@effectindex미터 내에 있는 모든 적이 받는 자연 피해를 $s@effectindex%만큼 증가시킵니다.,받는 자연 피해 $s@effectindex%만큼 증가,6,87,1,7,8,0,0
156,$d 동안 $A@effectindex미터 내에 있는 모든 적이 받는 냉기 피해를 $s@effectindex%만큼 증가시킵니다.,받는 냉기 피해 $s@effectindex%만큼 증가,6,87,1,7,16,0,0
157,$d 동안 $A@effectindex미터 내에 있는 모든 적이 받는 암흑 피해를 $s@effectindex%만큼 증가시킵니다.,받는 암흑 피해 $s@effectindex%만큼 증가,6,87,1,7,32,0,0
158,$d 동안 $A@effectindex미터 내에 있는 모든 적이 받는 비전 피해를 $s@effectindex%만큼 증가시킵니다.,받는 비전 피해 $s@effectindex%만큼 증가,6,87,1,7,64,0,0
159,$d 동안 $A@effectindex미터 내에 있는 모든 적이 받는 피해를 $s@effectindex%만큼 증가시킵니다.,받는 피해 $s@effectindex%만큼 증가,6,87,1,7,127,0,0
160,적 하나에게 돌진합니다.,,96,0,0,3,0,1,0
161,적 하나에게 돌진합니다.,,149,0,0,3,0,1,0
162,적 하나에게 돌진합니다.,,149,0,0,0,0,1,0
163,시전자의 전방에 있는 모든 적에게 혼돈 피해를 입힙니다.,,31,0,1,9,127,50,50
164,시전자의 전방에 있는 모든 적에게 비전 피해를 입힙니다.,,31,0,1,9,64,50,50
165,시전자의 전방에 있는 모든 적에게 냉기 피해를 입힙니다.,,31,0,1,9,16,50,50
166,시전자의 전방에 있는 모든 적에게 자연 피해를 입힙니다.,,31,0,1,9,8,50,50
167,시전자의 전방에 있는 모든 적에게 신성 피해를 입힙니다.,,31,0,1,9,2,50,50
170,시전자 전방에 있는 모든 적에게 암흑 피해를 입힙니다.,,31,0,1,9,32,50,50
171,시전자의 전방에 있는 모든 적을 밀쳐냅니다.,,98,0,1,9,0,0,0
172,$A@effectindex미터 내에 있는 모든 아군의 공격력을 $s@effectindex%만큼 증가시킵니다.,공격력 $s@effectindex%만큼 증가,6,79,1,6,127,30,30
173,$d 동안 $A@effectindex미터 내에 있는 모든 적의 이동 속도가 $s@effectindex%만큼 감소합니다.,이동 속도 $s@effectindex%만큼 감소,6,33,2,7,0,0,0
174,$d 동안 대상의 이동 속도를 $s@effectindex%만큼 감소시킵니다.,이동 속도 $s@effectindex%만큼 감소,6,33,1,3,0,0,0
175,$d 동안 적 하나의 공격력을 $s@effectindex%만큼 감소시킵니다.,공격력 $s@effectindex%만큼 감소,6,79,2,3,127,20,20
176,$t@effectindex초마다 대상에게서 생명력을 흡수하여 시전자에게 이전합니다.,$t@effectindex초마다 생명력 흡수,6,53,1,3,0,0,0
177,$d 동안 시전자 전방 부채꼴 범위에 있는 모든 적이 받는 치유 효과가 $s@effectindex%만큼 감소합니다.,받는 치유 효과 $s@effectindex%만큼 감소,6,118,2,9,127,0,0
178,시전자 전방 부채꼴 범위에 있는 모든 적에게 암흑 피해를 입힙니다.,,165,0,1,9,32,50,50
179,$A@effectindex미터 내에 있는 모든 적에게 자연 피해를 입힙니다.,,165,0,1,7,8,50,50
180,$d 동안 $A@effectindex미터 내에 있는 모든 적을 침묵시켜 주문을 사용하지 못하도록 합니다.,주문을 시전하지 못합니다.,6,27,0,7,0,0,0
181,$d 동안 시전자가 받는 피해를 $s@effectindex%만큼 감소시킵니다.,받는 피해 $s@effectindex%만큼 감소,6,87,2,1,127,0,0
182,다른 위치로 순간이동합니다.,,252,0,0,1,0,0,0
183,$d 동안 $t@effectindex초마다 적 하나에게 최대 생명력의 $s@effectindex%에 해당하는 물리 피해를 입힙니다.,$t@effectindex초마다 최대 생명력의 $s@effectindex%에 해당하는 물리 피해,6,89,1,1,1,20,20
184,$d 동안 $t@effectindex초마다 적 하나에게 최대 생명력의 $s@effectindex%에 해당하는 신성 피해를 입힙니다.,$t@effectindex초마다 최대 생명력의 $s@effectindex%에 해당하는 신성 피해,6,89,1,1,2,20,20
185,$d 동안 $t@effectindex초마다 적 하나에게 최대 생명력의 $s@effectindex%에 해당하는 화염 피해를 입힙니다.,$t@effectindex초마다 최대 생명력의 $s@effectindex%에 해당하는 화염 피해,6,89,1,1,4,20,20
186,$d 동안 $t@effectindex초마다 적 하나에게 최대 생명력의 $s@effectindex%에 해당하는 자연 피해를 입힙니다.,$t@effectindex초마다 최대 생명력의 $s@effectindex%에 해당하는 자연 피해,6,89,1,1,8,20,20
187,$d 동안 $t@effectindex초마다 적 하나에게 최대 생명력의 $s@effectindex%에 해당하는 냉기 피해를 입힙니다.,$t@effectindex초마다 최대 생명력의 $s@effectindex%에 해당하는 냉기 피해,6,89,1,1,16,20,20
188,$d 동안 $t@effectindex초마다 적 하나에게 최대 생명력의 $s@effectindex%에 해당하는 암흑 피해를 입힙니다.,$t@effectindex초마다 최대 생명력의 $s@effectindex%에 해당하는 암흑 피해,6,89,1,1,32,20,20
189,$d 동안 $t@effectindex초마다 적 하나에게 최대 생명력의 $s@effectindex%에 해당하는 비전 피해를 입힙니다.,$t@effectindex초마다 최대 생명력의 $s@effectindex%에 해당하는 비전 피해,6,89,1,1,64,20,20
190,$d 동안 $t@effectindex초마다 적 하나에게 최대 생명력의 $s@effectindex%에 해당하는 혼돈 피해를 입힙니다.,$t@effectindex초마다 최대 생명력의 $s@effectindex%에 해당하는 혼돈 피해,6,89,1,1,127,20,20
291,$d 동안 충격 지점 $A@effectindex미터 내에 있는 모든 적이 받는 피해를 $s@effectindex%만큼 증가시킵니다.,받는 피해 $s@effectindex%만큼 증가,6,87,1,5,127,10,10
292,$d 동안 충격 지점 $A@effectindex미터 내에 있는 모든 적이 받는 비전 피해를 $s@effectindex%만큼 증가시킵니다.,받는 비전 피해 $s@effectindex%만큼 증가,6,87,1,5,64,10,10
293,$d 동안 충격 지점 $A@effectindex미터 내에 있는 모든 적이 받는 암흑 피해를 $s@effectindex%만큼 증가시킵니다.,받는 암흑 피해 $s@effectindex%만큼 증가,6,87,1,5,32,10,10
294,$d 동안 충격 지점 $A@effectindex미터 내에 있는 모든 적이 받는 냉기 피해를 $s@effectindex%만큼 증가시킵니다.,받는 냉기 피해 $s@effectindex%만큼 증가,6,87,1,5,16,10,10
295,$d 동안 충격 지점 $A@effectindex미터 내에 있는 모든 적이 받는 자연 피해를 $s@effectindex%만큼 증가시킵니다.,받는 자연 피해 $s@effectindex%만큼 증가,6,87,1,5,8,10,10
296,$d 동안 충격 지점 $A@effectindex미터 내에 있는 모든 적이 받는 화염 피해를 $s@effectindex%만큼 증가시킵니다.,받는 화염 피해 $s@effectindex%만큼 증가,6,87,1,5,4,10,10
297,$d 동안 충격 지점 $A@effectindex미터 내에 있는 모든 적이 받는 신성 피해를 $s@effectindex%만큼 증가시킵니다.,받는 신성 피해 $s@effectindex%만큼 증가,6,87,1,5,2,10,10
298,$d 동안 충격 지점 $A@effectindex미터 내에 있는 모든 적이 받는 물리 피해를 $s@effectindex%만큼 증가시킵니다.,받는 물리 피해 $s@effectindex%만큼 증가,6,87,1,5,1,10,10
299,$d 동안 $A@effectindex미터 내에 있는 모든 적의 공격력을 $s@effectindex%만큼 증가시킵니다.,공격력 $s@effectindex%만큼 증가,6,79,1,7,127,30,30
300,$d 동안 적 하나의 공격력을 $s@effectindex%만큼 증가시킵니다.,공격력 $s@effectindex%만큼 증가,6,79,1,3,127,30,30
301,적 하나에게 비전충격 피해를 입힙니다.,,31,0,1,3,65,50,50
302,충격 지점 $A@effectindex미터 내에 있는 적들에게 화염 피해를 입힙니다.,,165,0,1,5,4,50,50
303,$d 동안 $t@effectindex초마다 충격 지점 $A@effectindex미터 내에 있는 모든 적이 화염 피해를 입게 합니다.,$t@effectindex초마다 화염 피해,6,70,1,5,4,50,50
304,$d 동안 대상의 이동 속도를 $s@effectindex%만큼 감소시킵니다.,이동 속도 $s@effectindex%만큼 감소,6,33,2,3,0,0,0
305,$d 동안 $t@effectindex초마다 $A@effectindex미터 내에 있는 시전자와 모든 아군을 최대 생명력의 $s@effectindex%만큼 치유합니다.,$t@effectindex초마다 최대 생명력의 $s@effectindex%만큼 치유,6,20,1,4,0,0,0
306,$d 동안 $t@effectindex초마다 $A@effectindex미터 내에 있는 시전자와 모든 아군을 최대 생명력의 $s@effectindex%만큼 치유합니다.,$t@effectindex초마다 최대 생명력의 $s@effectindex%만큼 치유,6,20,1,6,0,0,0
308,$A@effectindex 내에 있는 모든 적에게 자연 피해를 입힙니다.,,2,0,1,4,8,50,50
309,$A@effectindex미터 내의 모든 적에게 $d 동안 $t@effectindex초마다 암흑 피해를 입힙니다.,$t@effectindex초마다 암흑 피해,6,70,1,7,32,50,50
310,$d 동안 $t@effectindex초마다 $A@effectindex미터 내의 모든 적에게 자연 피해를 입힙니다.,$t@effectindex초마다 자연 피해,6,70,1,7,8,50,50
321,$d 동안 대상이 공포에 질려 도망가도록 만듭니다.,공포에 질려 도망 중,6,407,0,3,0,0,0
322,$d 동안 $A@effectindex미터 내에 있는 모든 아군의 이동 속도가 $s@effectindex%만큼 증가합니다.,이동 속도 $s@effectindex%만큼 증가,6,31,1,6,0,0,0
326,test,test,244,0,0,0,0,2,0
327,$d 동안 대상이 방향 감각을 상실하게 합니다.,방향 감각 상실,6,5,0,3,0,0,0
329,$d 동안 $t@effectindex초마다 시전자로부터 $A@effectindex미터 내에 있는 모든 적에게 $s@effectindex의 암흑 피해를 입힙니다.,$t@effectindex초마다 $s@effectindex의 암흑 피해,6,3,1,7,32,50,50
330,적 하나에게 $s@effectindex의 화염 피해를 입힙니다.,,2,0,1,1,4,50,50
331,비전충격 피해를 입힙니다.,,2,0,1,1,65,50,50
332,적 하나에게 $s@effectindex의 암흑 피해를 입힙니다.,,2,0,1,1,32,50,50
