Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
전쟁노래 협곡 승리,전쟁노래 협곡 승리,,105,-1,-1,0,153,0,0,1,21,136243,0,3068,0,0,0,0
처치한 몬스터,처치한 몬스터,,107,-1,-1,0,135,0,0,1,1,136243,0,762,0,0,0,0
처치한 동물,처치한 동물,,108,-1,-1,0,135,0,0,1,4,136243,0,774,0,0,0,0
가장 많이 처치한 리치 왕 5인 우두머리,가장 많이 처치한 리치 왕 5인 우두머리,,110,-1,-1,0,14807,0,0,1,8,136243,0,2277,1467,0,0,0
익사 횟수,익사 횟수,,112,-1,-1,0,122,0,0,1,2,136243,0,9921,0,0,0,0
과로사 횟수,과로사 횟수,,113,-1,-1,0,122,0,0,1,3,136243,0,777,0,0,0,0
실족사 횟수,실족사 횟수,,114,-1,-1,0,122,0,0,1,4,136243,0,2429,0,0,0,0
화염과 용암으로 죽은 횟수,화염과 용암으로 죽은 횟수,,115,-1,-1,0,122,0,0,1,5,136243,0,1592,0,0,0,0
"""클래식"" 범주에서 하나의 주 전문 기술 숙련도 150 달성",전문 기술 수습 등급,,116,-1,-1,0,169,1,10,0,1,134327,0,65946,0,0,0,0
"""클래식"" 범주에서 요리 숙련도 150 달성",수습 요리사,,121,-1,-1,0,170,0,10,0,1,4620671,0,5281,0,0,0,0
"""클래식"" 범주에서 요리 숙련도 225 달성",숙련 요리사,,122,-1,-1,121,170,0,10,0,2,4620671,0,2377,0,0,0,0
"""클래식"" 범주에서 요리 숙련도 300 달성",클래식 요리사,,123,-1,-1,122,170,0,10,0,3,4620671,0,4033,0,0,0,0
"""아웃랜드"" 범주에서 요리 숙련도 75 달성",아웃랜드 요리사,,124,-1,-1,0,170,0,10,0,4,4620671,0,2432,0,0,0,0
"""노스렌드"" 범주에서 요리 숙련도 75 달성",노스렌드 요리사,,125,-1,-1,0,170,0,10,0,5,4620671,0,1578,0,0,0,0
"""클래식"" 범주에서 낚시 숙련도 150 달성",수습 낚시꾼,,126,-1,-1,0,171,0,10,0,1,4620674,0,1738,0,0,0,0
"""클래식"" 범주에서 낚시 숙련도 225 달성",숙련 낚시꾼,,127,-1,-1,126,171,0,10,0,4,4620674,0,3071,0,0,0,0
"""클래식"" 범주에서 낚시 숙련도 300 달성",전문 낚시꾼,,128,-1,-1,127,171,0,10,0,5,4620674,0,2467,0,0,0,0
"""아웃랜드"" 범주에서 낚시 숙련도 75 달성",아웃랜드 낚시꾼,,129,-1,-1,0,171,0,10,0,6,4620674,0,3667,0,0,0,0
"""노스렌드"" 범주에서 낚시 숙련도 75 달성",노스렌드 낚시꾼,,130,-1,-1,0,171,0,10,0,7,4620674,0,2380,0,0,0,0
응급치료 숙련도 150 달성,수습 응급치료사,,131,-1,-1,0,172,0,0,2099200,1,135966,0,2435,0,0,0,0
응급치료 숙련도 225 달성,숙련 응급치료사,,132,-1,-1,131,172,0,0,2099200,3,135966,0,149,0,0,0,0
응급치료 숙련도 300 달성,전문 응급치료사,,133,-1,-1,132,172,0,0,2048,4,135966,0,1620,0,0,0,0
응급치료 숙련도 375 달성,응급치료의 대가,,134,-1,-1,133,172,0,0,2048,6,135966,0,3355,0,0,0,0
응급치료 숙련도 450 달성,응급치료의 거장,,135,-1,-1,134,172,0,0,2048,8,135966,0,2792,0,0,0,0
두꺼운 서리매듭 붕대 500개 만들기,물품 비축,,137,-1,-1,0,15496,0,5,131072,14,133674,0,2804,0,0,0,0
"생명력이 5% 아래로 떨어진 플레이어를 두꺼운 서리매듭 붕대, 잿불비단 붕대류, 또는 바람양모 붕대류로 치유",궁극의 응급치료,,141,-1,-1,0,15496,1,5,0,17,134470,0,6753,0,0,0,0
불뱀 제단에서 심연의 잠복꾼 낚기,잠복꾼 낚시,,144,-1,-1,0,171,0,10,0,25,132107,0,2813,0,0,0,0
오그리마와 스톰윈드에서 낚시,낚시는 즐거워!,,150,-1,-1,0,171,0,10,131072,19,133146,0,1281,0,0,0,0
물고기 떼에서 낚시 성공,노움과 바다,,153,-1,-1,0,171,1,10,0,17,236573,0,609,0,0,0,0
아라시 분지 승리,아라시 분지 승리,,154,-1,-1,0,14802,0,10,0,1,236385,0,2065,0,0,0,0
아라시 분지 100승,아라시 분지 역전용사,,155,-1,-1,154,14802,0,10,131072,2,236381,0,4715,0,0,0,0
5개 거점 모두 점령한 상태로 아라시 분지 10승,영토 점령,,156,-1,-1,0,14802,0,10,131072,9,236386,0,117,0,0,0,0
아라시 분지에서 적의 손에 들어가는 깃발을 탈환하여 거점 방어 50회,구원의 손길,,157,-1,-1,0,14802,0,10,131072,7,132365,0,5243,0,0,0,0
아라시 분지 깃발 쟁취 50회,너와 내가 아니면 누가 뺏으랴!,,158,-1,-1,0,14802,0,10,131072,4,236373,0,1076,0,0,0,0
6분 안에 아라시 분지 승리,끝장내기,,159,-1,-1,0,14802,0,10,0,10,236387,0,1079,0,0,0,0
자원 500점 차이 극복 후 아라시 분지 승리,끈질긴 승리,,161,-1,-1,0,14802,1,10,0,8,236371,0,4405,0,0,0,0
아라시 분지 50점 차 이하로 승리,승리가 제일 쉬웠어요. *풉*,,162,-1,-1,0,14802,0,10,0,11,136165,0,129,0,0,0,0
"아라시 분지 1,600대 0 승리",아라시 분지 완승,,165,-1,-1,0,14802,0,20,0,3,236348,0,881,0,0,0,0
전쟁노래 협곡 승리,전쟁노래 협곡 승리,,166,489,-1,0,14804,0,10,0,1,236396,0,419,0,0,0,0
전쟁노래 협곡 100승,전쟁노래 협곡 역전용사,,167,489,-1,166,14804,0,10,131072,2,236384,0,422,0,0,0,0
전쟁노래 협곡 3 대 0으로 승리,전쟁노래 협곡 완승,,168,489,-1,0,14804,0,10,0,8,236397,0,9102,0,0,0,0
배운 마법부여 주문식,배운 마법부여 주문식,,178,-1,-1,0,173,0,0,1,6,136243,0,1285,0,0,0,0
아이템 마력 추출,아이템 마력 추출,,181,-1,-1,0,173,0,0,1,8,136243,0,146,0,0,0,0
마력 추출로 획득한 재료,마력 추출로 획득한 재료,,183,-1,-1,0,173,0,0,1,7,136243,0,2339,0,0,0,0
전쟁노래 협곡에서 깃발 운반 및 쟁취,깃발 쟁취,,199,489,-1,0,14804,0,10,0,3,236350,0,3500,0,0,0,0
전쟁노래 협곡에서 깃발 반환 50회,끈질긴 수호자,,200,489,-1,0,14804,0,10,131072,4,236355,0,2383,0,0,0,0
전쟁노래 협곡 전투 7분 안에 승리,전쟁노래 부족의 승리,,201,489,-1,0,14804,0,10,0,9,236398,0,8437,0,0,0,0
깃발 운반 및 쟁취까지 75초 안에 완료,신속 배달,,202,489,1,0,14804,0,10,0,16,236353,0,2342,0,0,0,0
전쟁노래 협곡 단일 전투에서 깃발 운반자가 은빛날개 깃발 보관실에서 나가기 전에 처치 2회,우리 집은 내가 지킨다!,,203,2106,1,0,14804,0,10,0,14,236362,0,2077,0,0,0,0
전쟁노래 협곡 단일 전투에서 죽지 않고 깃발 쟁취 3회,무쇠인간,,204,489,-1,0,14804,0,10,0,10,236344,0,3655,0,0,0,0
전쟁노래 협곡에서 깃발 운반자 처치 100회,궁극의 수호자,,206,489,1,0,14804,0,10,131072,6,236360,0,3409,0,0,0,0
적 깃발이 적 기지에 있는 동안 적 팀의 깃발이 있는 방에서 아군의 깃발을 든 적 처치,위기 모면,,207,489,-1,0,14804,1,10,0,18,132308,0,13704,0,0,0,0
폭풍의 눈 승리,폭풍의 눈 승리,,208,566,-1,0,14803,0,10,0,1,236392,0,1763,0,0,0,0
폭풍의 눈 100승,폭풍의 눈 역전용사,,209,566,-1,208,14803,0,10,131072,2,236383,0,1766,0,0,0,0
자신의 팀이 폭풍의 눈에서 거점 4개를 확보한 상태로 깃발 운반 및 쟁취,영광의 폭풍,,211,566,-1,0,14803,0,10,0,12,236354,0,183,0,0,0,0
폭풍의 눈에서 깃발 운반 및 쟁취,폭풍의 바람잡이,,212,566,-1,0,14803,0,10,128,7,236349,0,5265,0,0,0,0
폭풍의 눈 단일 전투에서 깃발 운반자 처치 5회,폭풍의 돌격대,,213,566,-1,0,14803,0,10,128,6,236359,0,5778,0,0,0,0
6분 안에 폭풍의 눈 승리,질풍,,214,566,-1,0,14803,0,10,0,5,236393,0,3145,0,0,0,0
폭풍의 눈 단일 전투에서 죽지 않고 깃발 쟁취 3회,영광을 향한 질주,,216,566,-1,0,14803,0,10,0,8,135739,0,5268,0,0,0,0
알터랙 계곡 승리,알터랙 계곡 승리,,218,30,-1,0,14801,0,10,0,1,236388,0,6278,0,0,0,0
알터랙 계곡 100승,알터랙 계곡 역전용사,,219,30,-1,218,14801,0,10,131072,4,236382,0,3874,0,0,0,0
알터랙 계곡에서 경비탑이나 지휘관을 잃지 않고 승리. 호드 경비탑을 모두 점령해야 함.,스톰파이크의 승리,,220,30,1,0,14801,0,20,0,13,133431,0,3823,0,0,0,0
알터랙 계곡 무덤 점령 50회,알터랙 도굴꾼,,221,30,-1,0,14801,0,10,131072,5,236399,0,186,0,0,0,0
알터랙 계곡 경비탑 방어 50회,철벽 수비,,222,30,-1,0,14801,0,10,131072,6,236351,0,3358,0,0,0,0
알터랙 계곡 투쟁의 벌판에서 적이 탈것에서 내리기 전에 처치,병든 가젤,,223,30,-1,0,14801,0,10,131072,12,236361,0,3412,0,0,0,0
알터랙 계곡 서리늑대 전당에서 적 플레이어 50명 처치,충성스러운 수호자,,224,30,0,0,14801,0,10,131072,7,236368,0,4479,0,0,0,0
양 진영 광산 점령 상태로 알터랙 계곡 승리,다다익선,,225,30,1,0,14801,0,10,0,9,236389,0,3835,0,0,0,0
6분 안에 알터랙 계곡 승리,알터랙 급습,,226,30,-1,0,14801,0,20,0,11,236390,0,7771,0,0,0,0
"전장의 단일 전투에서 플레이어만을 대상으로 피해 혹은 치유 300,000 달성",전세 수습,,227,-1,-1,0,95,1,10,0,37,236374,0,990,0,0,0,0
전장의 단일 전투에서 명예 승수 30 획득,공포의 사신,,229,-1,-1,0,95,1,10,0,32,136177,0,914,0,0,0,0
아래 나열된 전장 업적 완료,지휘관,칭호: 지휘관,230,-1,1,0,95,0,50,143360,41,236591,0,4965,0,0,0,0
전장의 단일 전투에서 죽지 않고 결정타 20회,잔인한 학살자,,231,-1,-1,0,95,1,10,0,38,132364,0,3855,0,0,0,0
폭풍의 눈에서 광폭 강화 효과 상태로 결정타 획득,피에 굶주린 광전사,,233,566,-1,0,14803,0,10,0,11,136012,0,5215,0,0,0,0
명예 승수 획득,명예로운 처치,,238,-1,-1,0,95,0,10,0,1,236647,0,5218,0,0,0,0
"명예 승수 25,000","명예 승수 25,000",,239,-1,-1,509,95,0,10,135168,9,236657,0,5221,0,0,0,0
"각 직업 캐릭터를 상대로 명예 승수, 결정타 획득",직업 불균형 해결사,,245,-1,-1,0,95,0,10,131072,14,132092,0,6934,0,0,0,0
"모든 호드 종족 캐릭터를 상대로 명예 승수, 결정타 획득",적을 알고 나를 알면,,246,-1,1,0,95,0,10,131072,15,132155,0,6264,0,0,0,0
죽은 상대가 무덤에 가기 전에 /포옹 또는 /껴안아 해주기,사랑의 월드 오브 워크래프트! 꼭 /껴안아 주세요!,,247,-1,-1,0,95,0,10,0,17,135767,0,8295,0,0,0,0
귀족의 정원 축제 기간 동안 알록달록한 알에서 흰색 턱시도 셔츠와 검은색 턱시도 바지 획득,일요 특선,,248,-1,-1,0,159,0,10,0,5,135012,0,8291,0,0,0,0
귀족의 정원 축제 기간 동안 알록달록한 알에서 우아한 드레스 획득,특별한 날의 의상,,249,-1,-1,0,159,0,10,0,6,132645,0,4669,0,0,0,0
겨울맞이 원더볼트의 꼬마 도우미로서 명예 승수 50 획득,내 친구의 꼬마 도우미,,252,-1,-1,0,156,0,10,131200,3,236703,0,4724,0,0,0,0
2023 축제 개편 이전에 저주받은 기사 처치,"저주받은 기사의 머리를... 어, 잠깐만?",,255,-1,-1,0,15274,0,0,2048,79,134015,0,1673,0,0,0,0
겨울맞이 축제 기간 동안 바인 블러드후프에게 눈뭉치 던지기,구두쇠,,259,-1,0,0,156,1,10,0,4,132387,0,20082,0,0,0,0
아름다운 장식 팔찌 12개 만들기,매력 만점,,260,-1,-1,0,15274,0,0,133120,82,133334,0,2103,0,0,0,0
강제 노역소에서 아훈 처치,서리 군주 처치,,263,-1,-1,0,161,1,10,0,1,135861,0,5612,0,0,0,0
한여름 축제 의상을 모두 갖춰 입고 축제 기둥에서 60초 동안 춤추기,정열의 불꽃춤,,271,-1,-1,0,161,0,10,0,2,236216,0,7608,0,0,0,0
달라란에서 15초 안에 횃불 40회 던지기,불꽃 마술사,,272,-1,-1,0,161,0,10,0,47,135433,0,2097,0,0,0,0
순록 멧젠 구하기,달려라 멧젠!,,273,-1,-1,0,156,1,10,0,1,236707,0,5556,0,0,0,0
"용용이 알, 잠꾸러기 왕눈이, 엘레크 조련용 목줄 획득",노련한 보모,,275,-1,-1,0,163,0,50,131072,7,134505,0,3662,0,0,0,0
겨울맞이 축제 기간 동안 겨울 의복 세 벌을 입고 그라추의 말린 과일 듬뿍 케이크를 먹기,즐거운 연말연시,,277,-1,-1,0,156,0,10,0,7,132934,0,4076,0,0,0,0
굴뚝나무 목장조합의 도둑맞은 장난감을 찾아주고 보상으로 굴뚝나무 목장조합의 선물 받기,장난감을 찾아라!,,279,-1,-1,0,156,1,10,0,9,133170,0,14224,0,0,0,0
응급치료 숙련도,응급치료 숙련도,,281,-1,-1,0,178,0,0,1,5,136243,0,458,0,0,0,0
아래 나열된 할로윈 마법봉을 이용해 변신,가장무도회,,283,-1,-1,0,158,0,10,131072,14,236548,0,4423,0,0,0,0
아래 나열된 가면 24개 모으기,가면 수집가,,284,-1,-1,0,158,0,20,131072,8,133567,0,3964,0,0,0,0
축제 사탕 많이 먹고 배탈 나기,다 뱉어내!,,288,-1,-1,0,158,0,10,0,2,136182,0,9018,0,0,0,0
저주받은 기사에 맞서 마을을 지키는 퀘스트 1개 이상 완료,할로윈 축제의 구원자,,289,-1,-1,0,158,1,10,0,6,236545,0,3849,0,0,0,0
무거운 호박등으로 아래 나열된 각 종족에 호박 머리 올려놓기,호박 머리,,291,-1,-1,0,158,0,10,131072,13,133661,0,8,0,0,0,0
할로윈 축제 이벤트에서 전리품 또는 축제 사탕으로 사악한 작은 호박과 성스러운 보호모 획득,사악한 충동,,292,-1,-1,0,158,0,10,131072,15,236547,0,5513,0,0,0,0
가을 축제 옷 세 벌을 입고 달라란에서 곤드레만드레 취해 춤추기,평화의 방해자,,293,571,-1,0,162,0,10,0,9,133696,0,448,0,0,0,0
코렌 다이어브루 처치,공포의 가을 축제,,295,230,-1,0,162,0,10,0,8,134159,0,3232,0,0,0,0
가을 축제 탈것 획득 또는 가을 축제 홉 열매를 사용하여 자신의 탈것을 가을 축제 탈것으로 변신,만취 여행,,303,-1,-1,0,162,1,10,131072,10,132620,0,842,0,0,0,0
무법항 낚시왕 선발대회에서 입상,아제로스 낚시왕,,306,-1,-1,0,171,1,20,0,20,133892,0,4432,0,0,0,0
,상대 진영에게 죽은 전체 횟수,,318,-1,-1,0,21,0,0,1,2,136243,0,4712,0,0,0,0
결투 승리 횟수,결투 승리 횟수,,319,-1,-1,0,154,0,0,1,1,136243,0,8204,0,0,0,0
결투 패배 횟수,결투 패배 횟수,,320,-1,-1,0,154,0,0,1,3,136243,0,22,0,0,0,0
퀘스트 완료 후 받은 골드,퀘스트 완료 후 받은 골드,,326,-1,-1,0,140,0,0,1,4,136243,0,10543,0,0,0,0
획득한 전체 골드,획득한 전체 골드,,328,-1,-1,0,140,0,0,1,1,136243,0,2744,0,0,0,0
전체 경매 건수,전체 경매 건수,,329,-1,-1,0,140,0,0,1,6,136243,0,15895,0,0,0,0
경매 구입 횟수,경매 구입 횟수,,330,-1,-1,0,140,0,0,1,7,136243,0,2083,0,0,0,0
최고 경매 입찰액,최고 경매 입찰액,,331,-1,-1,0,140,0,0,1,8,136243,0,264,0,0,0,0
최고 경매 판매액,최고 경매 판매액,,332,-1,-1,0,140,0,0,1,9,136243,0,2750,0,0,0,0
전리품으로 획득한 골드,전리품으로 획득한 골드,,333,-1,-1,0,140,0,0,1,3,136243,0,2753,0,0,0,0
최대 보유 골드,최대 보유 골드,,334,-1,-1,0,140,0,0,1,14,136243,0,2,0,0,0,0
소유한 애완동물,소유한 애완동물,,338,-1,-1,0,15219,0,0,1,1,136243,0,5294,0,0,0,0
소비한 붕대,소비한 붕대,,344,-1,-1,0,145,0,0,1,1,136243,0,1930,0,0,0,0
소비한 치유 물약,소비한 치유 물약,,345,-1,-1,0,145,0,0,9,4,136243,0,5882,0,0,0,0
소비한 음료,소비한 음료,,346,-1,-1,0,145,0,0,1,16,136243,0,5924,0,0,0,0
먹은 음식,먹은 음식,,347,-1,-1,0,145,0,0,9,19,136243,0,15901,0,0,0,0
비행 경로 이용 횟수,비행 경로 이용 횟수,,349,-1,-1,0,134,0,0,1,1,136243,0,2442,0,0,0,0
마법사 차원문 이용 횟수,마법사 차원문 이용 횟수,,350,-1,-1,0,134,0,0,1,3,136243,0,921,0,0,0,0
귀환 횟수,귀환 횟수,,353,-1,-1,0,134,0,0,1,5,136243,0,467,0,0,0,0
5v5 경기 승리,5v5 경기 승리,,362,-1,-1,0,152,0,0,524289,4,136243,0,532,0,0,0,0
5v5 경기,5v5 경기,,363,-1,-1,0,152,0,0,524289,3,136243,0,6137,0,0,0,0
3v3 경기 승리,3v3 경기 승리,,364,-1,-1,0,152,0,0,1,6,136243,0,2445,0,0,0,0
3v3 경기,3v3 경기,,365,-1,-1,0,152,0,0,1,5,136243,0,6144,0,0,0,0
2v2 경기 승리,2v2 경기 승리,,366,-1,-1,0,152,0,0,1,8,136243,0,6151,0,0,0,0
2v2 경기,2v2 경기,,367,-1,-1,0,152,0,0,1,7,136243,0,539,0,0,0,0
,최고 2v2 개인 평점,,370,-1,-1,0,152,0,0,1,45,136243,0,10139,0,0,0,0
,최고 2v2 팀 평점,,374,-1,-1,0,152,0,0,524289,48,136243,0,4040,0,0,0,0
야외 명예 승수,야외 명예 승수,,381,-1,-1,0,136,0,0,1,2,136243,0,6158,0,0,0,0
전장 명예 승수,전장 명예 승수,,382,-1,-1,0,136,0,0,1,4,136243,0,973,0,0,0,0
투기장 명예 승수,투기장 명예 승수,,383,-1,-1,0,136,0,0,1,3,136243,0,983,0,0,0,0
자신의 진영에 속한 도시에서 적 50명 처치,대도시 수호자,,388,-1,1,0,95,0,10,131200,20,236593,0,4372,0,0,0,0
"구루바시 투기장에서 전리품으로 ""전문 검투사의 징표"" 획득",구루바시 투기장 전문 검투사,,389,-1,-1,0,95,1,10,0,18,133608,0,8047,0,0,0,0
알터랙 계곡 경비탑 방어,알터랙 계곡 경비탑 방어,,393,-1,-1,0,153,0,0,1,30,136243,0,2474,0,0,0,0
알터랙 계곡 경비탑 점령,알터랙 계곡 경비탑 점령,,394,-1,-1,0,153,0,0,1,31,136243,0,9924,0,0,0,0
전쟁노래 협곡 깃발 쟁취,전쟁노래 협곡 깃발 쟁취,,395,-1,-1,0,153,0,0,1,35,136243,0,4043,0,0,0,0
"땅딸보 존 미스릴의 퀘스트를 완료하여 ""최고검투사의 징표"" 획득",구루바시 투기장 최고검투사,,396,-1,-1,0,95,1,10,0,19,133599,0,7014,0,0,0,0
투기장 본선 전투 승리,투기장으로,,397,-1,-1,0,165,0,10,0,1,236543,0,2671,0,0,0,0
투기장 본선 전투 100승,무자비한 집념,,398,-1,-1,397,165,0,10,131072,2,236534,0,2674,0,0,0,0
"2v2 투기장 개인 평점 1,550","우리 둘이서 1,550",,399,-1,-1,0,165,0,10,0,6,236323,0,3229,0,0,0,0
"2v2 투기장 개인 평점 1,750","우리 둘이서 1,750",,400,-1,-1,399,165,0,10,0,7,236326,0,3251,0,0,0,0
"2v2 투기장 개인 평점 2,000","우리 둘이서 2,000",,401,-1,-1,400,165,0,10,0,8,236327,0,3744,0,0,0,0
"3v3 투기장 개인 평점 1,550","투기장 삼총사 1,550",,402,-1,-1,0,165,0,10,0,10,236330,0,2080,0,0,0,0
"3v3 투기장 개인 평점 1,750","투기장 삼총사 1,750",,403,-1,-1,402,165,0,10,0,11,236333,0,5747,0,0,0,0
"5v5 투기장 개인 평점 2,000","의기투합 오형제 2,000",,404,-1,-1,407,15270,0,0,2048,140,236341,0,3349,0,0,0,0
"3v3 투기장 개인 평점 2,000","투기장 삼총사 2,000",,405,-1,-1,403,165,0,10,0,12,236334,0,7093,0,0,0,0
"5v5 투기장 개인 평점 1,550","의기투합 오형제 1,550",,406,-1,-1,0,15270,0,0,2048,138,236337,0,5297,0,0,0,0
"5v5 투기장 개인 평점 1,750","의기투합 오형제 1,750",,407,-1,-1,406,15270,0,0,2048,139,236340,0,2464,0,0,0,0
본선 전투 10연승,파죽지세,,408,-1,-1,0,165,0,10,0,16,135805,0,10115,0,0,0,0
5v5 투기장 본선 전투에서 혼자 살아남기,최후의 생존자,,409,-1,-1,0,15270,0,0,2048,142,135981,0,2071,0,0,0,0
2005년 블리즈컨 머키 소유자,머키,,411,-1,-1,0,15268,1,0,133120,1,132834,0,4398,0,0,0,0
2007년 블리즈컨 멀록 의상 소유자,멀록 의상,,412,-1,-1,0,15268,1,0,133120,2,134169,0,4046,0,0,0,0
