ID,Name_lang,Quantity,Flags
183,심연의 불,1,1
184,사멸의 눈,1,1
185,탈피의 분노,1,1
186,불멸의 결단,1,1
187,해체의 결의,1,1
188,망자의 심장,1,1
189,마지막 용의 보금자리,1,1
190,영혼변형자 소용돌이,1,1
191,뼈고리 우상,1,1
192,그림자의 약병,1,1
193,불굴의 긍지,1,1
194,잔혹한 자의 교활함,1,1
195,바람맞이 심장,1,1
196,별잡이 나침반,1,1
197,일곱 신호의 인장,1,1
198,타락한 마음의 휘장,1,1
201,모구 보물,1,0
203,보석세공인의 상,2,1
204,전령의 돌,1,0
205,찬란한 마나석,1,0
206,안개의 다크문 카드,1,1
207,공포의 결정,1,1
208,무한한 별들의 병,1,1
209,암흑안개 소용돌이,1,1
210,경악의 정수,1,1
211,비취 산적 조각상,1,1
212,비취 전차병 조각상,1,1
213,비취 무희 조각상,1,1
214,비취 집정관 조각상,1,1
215,비취 전쟁군주 조각상,1,1
216,레이 션의 마지막 명령서,1,1
217,우주의 빛,1,1
218,친시의 양극화 인장,1,1
219,태양의 영혼,1,1
220,악몽의 물체,1,1
221,안개 속의 공포,1,1
222,용의 피가 담긴 약병,1,1
223,폭발하는 신성의 가락지,1,1
224,부서질 듯한 영혼의 고리반지,1,1
225,공포의 그림자 반지,1,1
226,펑의 꿈 고리,1,1
227,펑의 결속 인장,1,1
228,구현된 공포의 조각,1,1
229,고통스러운 가시 반지,1,1
230,리게일의 무한 고리,1,1
231,칼날 폭풍의 반지,1,1
232,으스러진 껍질의 반지,1,1
233,불경한 자의 인장,1,1
234,장로의 루비 인장 반지,1,1
235,영혼물 인장,1,1
236,황금 연꽃의 귀중품,1,1
237,음영파의 귀중품,1,1
238,음영파의 귀중품,1,1
239,화려한 검은 다이아몬드 반지,1,1
240,튼튼한 덫,1,0
241,지배령 선봉대의 야만적인 휘장,1,1
242,철벽방패 작전대의 상급 휘장,1,1
243,지배령 선봉대의 하급 휘장,1,1
244,철벽방패 작전대의 하급 휘장,1,1
245,철벽방패 작전대의 귀중품,1,1
246,지배령 선봉대의 귀중품,1,1
247,도전 카드,1,0
249,핏물에 젖은 톱니바퀴,1,1
250,음영파 강습단의 귀중품,1,1
251,진로크의 영혼수정,1,1
252,샤무루의 반지,1,1
253,진로크의 꿈파편,1,1
254,두루무의 사로잡힌 눈알,1,1
255,가시비늘 인장,1,1
256,피투성이 신의 징표,1,1
257,두루무의 잘린 촉수,1,1
258,로샤크의 추억,1,1
259,비늘 달린 폭군의 고리,1,1
260,바실리스크의 석화된 눈,1,1
261,나쁜 부적,1,1
262,히드라의 숨결,1,1
263,차예의 총명함의 정수,1,1
264,핏덩이가 담긴 섬세한 유리병,1,1
265,지쿤의 전설적인 깃털,1,1
266,잔달라의 인내,1,1
267,쌍둥이의 응시,1,1
268,호리돈의 마지막 들숨,1,1
269,히드라혈족의 문자가 새겨진 주머니,1,1
270,지쿤의 이는 바람,1,1
271,번개 깃든 성배,1,1
272,프리모디우스의 분노의 부적,1,1
273,레나타키의 영혼 부적,1,1
274,재창시의 룬,1,1
275,영혼 방벽,1,1
276,잔달라의 불꽃,1,1
277,줄다자르의 도둑맞은 유물,1,1
278,피바람의 부적,1,1
279,레이 션의 흔들림 없는 시선,1,1
280,우슐레이의 마지막 선택,1,1
281,키린 토 선봉대의 귀중품,1,1
282,선리버 돌격대의 귀중품,1,1
283,음영파 강습단의 부적,1,1
287,미덕의 망토,1,1
288,,1,1
289,,1,1
290,,1,1
291,,1,1
292,,1,1
293,,1,1
294,,1,1
295,쉬엔의 수양,1,1
296,위론의 이빨,1,1
297,츠지의 사색,1,1
298,쉬엔의 날렵함,1,1
299,니우짜오의 결의,1,1
300,석화된 박하풀 반지,1,1
301,갈라크라스의 꺼진 잿불,1,1
302,이요쿠크의 세습 인장,1,1
303,영원한 슬픔의 인장,1,1
304,음침한 분노의 인장,1,1
305,레이저 절단 인장,1,1
306,공룡술사의 인장,1,1
307,슬픔의 길 인장,1,1
308,아즈고라스 피의 인장,1,1
309,잊힌 왕의 인장,1,1
310,임시,1,1
311,피발톱 고리,1,1
312,갈라크론드 조종 반지,1,1
313,강철 무덤 반지,1,1
314,악마송곳니 고리,1,1
315,임시,1,1
316,현실의 갈퀴 반지,1,1
317,빠른 뱀 인장,1,1
318,불안정한 힘의 반지,1,1
319,킬루크의 지배력 고리,1,1
320,보장된 결과,1,1
321,잿빛너울의 정화된 구속끈,1,1
322,나즈그림의 빛나는 인장,1,1
323,융합화염 핵,1,1
324,루크의 불행 부적,1,1
325,거대괴수의 집중 수정,1,1
326,갈라크라스의 악마눈,1,1
327,교만의 오색 감옥,1,1
328,칼드리스의 독성 토템,1,1
329,하로옴의 부적,1,1
330,광란의 인장,1,1
331,광적인 분노의 수정,1,1
332,토크의 산성 이빨,1,1
333,토크의 꼬리 가시,1,1
334,실체화된 타락의 약병,1,1
335,자만심의 저주,1,1
336,스키르의 피에 젖은 부적,1,1
337,이형의 불연속 사모플랜지,1,1
338,이샤라즈의 검은 피,1,1
339,재깍거리는 흑단 기폭장치,1,1
340,검은바위 도가니,3,0
341,전쟁군주 제작,3,1
342,기계공학 작업장 아이템,1,0
343,주둔지 과일,5,0
344,마법부여사의 환영,1,0
345,대마법사의 고리,1,1
346,군단 제작,3,1
347,유령 해적 반지,1,1
348,호랑이 눈,1,1
349,악마파멸자,1,1
350,제작된 성물,1,1
351,진홍색 약병,3,0
352,민활주,2,0
353,Test Item Limit Category Crafted,3,1
357,군단 전설,1,1
358,침략자 고리,1,1
359,침략자 장신구,1,1
360,보랏빛 인장,1,1
361,사냥개의 눈,1,1
362,티탄의 길,1,1
463,크라켄 눈,1,1
464,크라켄 눈 실반지,1,1
465,적색 천공 카드,1,1
466,황색 천공 카드,1,1
467,청색 천공 카드,1,1
468,거대괴수의 눈,1,1
469,거대괴수 눈 실반지,1,1
471,평온의 약병,3,0
472,다크문 카드 한 벌,1,1
473,어둠땅 제작 전설,1,1
474,검투사의 메달,1,1
481,어둠땅 제작,1,1
482,레브의 혈기 조각,1,1
483,자스의 혈기 조각,1,1
484,베크의 혈기 조각,1,1
486,코르의 냉기 조각,1,1
487,키르의 냉기 조각,1,1
488,텔의 냉기 조각,1,1
489,디즈의 부정 조각,1,1
490,오스의 부정 조각,1,1
491,제드의 부정 조각,1,1
492,개인의 선율,1,1
493,전투의 운율,1,1
494,포코폭 조화,1,1
496,깨달은 자의 전설,1,1
501,원시술사 보석,1,1
502,위상의 우상,1,1
503,주문각인 머리,1,1
504,창조된 후식,1,0
505,도구,1,1
506,머리,1,1
507,마법부여 집중 장치,1,1
508,등,1,1
509,확대경,1,1
510,몸통,1,1
511,손,1,1
512,장식됨,2,1
513,등,1,1
514,몸통,1,1
515,손,1,1
516,머리,1,1
517,도구,1,1
518,등,1,1
519,몸통,1,1
520,손,1,1
521,머리,1,1
522,등,1,1
523,몸통,1,1
524,손,1,1
525,머리,1,1
526,도구,1,1
527,등,1,1
528,몸통,1,1
529,손,1,1
530,머리,1,1
531,도구,1,1
532,등,1,1
533,몸통,1,1
534,손,1,1
535,머리,1,1
536,등,1,1
537,몸통,1,1
538,손,1,1
539,머리,1,1
540,등,1,1
541,몸통,1,1
542,손,1,1
543,머리,1,1
544,도구,1,1
545,등,1,1
546,몸통,1,1
547,손,1,1
548,머리,1,1
549,도구,1,1
550,등,1,1
551,몸통,1,1
552,손,1,1
553,머리,1,1
554,도구,1,1
555,등,1,1
556,몸통,1,1
557,손,1,1
558,머리,1,1
559,등,1,1
560,몸통,1,1
561,손,1,1
562,머리,1,1
563,등,1,1
564,몸통,1,1
565,손,1,1
566,머리,1,1
567,도구,1,1
568,코발트 능력 반지,1,1
569,경보 포탑,1,1
570,만능 생명 교정기,1,1
571,넬타리온의 숨결,1,1
572,접지 회로,1,1
573,차원 변위 장치,1,1
574,극성 증폭기,1,1
575,초강력 충돌 로봇,1,1
596,모조 수정,1,0
597,부패 저항 가마솥,1,0
598,덧없는 약병,2,0
599,암흑불길 로켓,1,1
600,구렁 쐐기돌,5,0
607,덧없는 영약,1,0
608,덧없는 물약,20,0
614,알가르 다이아몬드,1,1
643,시험용,1,0
644,발,1,1
645,번개 올가미,1,1
646,"과부하된 ""셀카"" 사진기",1,1
647,토석인 배달 굴착기,1,1
648,심장추적 생명력 주입기,1,1
649,전문 기술 가방,2,0
650,직공줄 실타래,100,0
651,직공줄 숙련도 실타래,100,0
652,식인물고기,1,0
653,가장 친한 친구,1,0
