ID,Reaction_lang,FriendshipRepID,ReactionThreshold,OverrideColor
192,1계급,43,0,0
193,2계급,43,1000,0
194,3계급,43,2000,0
195,4계급,43,3000,0
196,5계급,43,4000,0
197,6계급,43,5000,0
198,7계급,43,6000,0
271,최고 계급,43,7000,0
272,최고 계급,28,7000,0
288,보급되지 않았습니다,72,0,0
289,보급되었습니다,72,10000,0
416,경호원,160,0,0
417,믿음직스러운 경호원,160,10000,0
418,개인 호위무사,160,20000,0
422,경호원,162,0,0
423,믿음직스러운 경호원,162,10000,0
424,개인 호위무사,162,20000,0
425,경호원,163,0,0
426,믿음직스러운 경호원,163,10000,0
427,개인 호위무사,163,20000,0
428,경호원,164,0,0
429,믿음직스러운 경호원,164,10000,0
430,개인 호위무사,164,20000,0
431,경호원,165,0,0
432,믿음직스러운 경호원,165,10000,0
433,개인 호위무사,165,20000,0
434,경호원,166,0,0
435,믿음직스러운 경호원,166,10000,0
436,개인 호위무사,166,20000,0
437,경호원,167,0,0
438,믿음직스러운 경호원,167,10000,0
439,개인 호위무사,167,20000,0
443,1계급,171,0,0
444,2계급,171,1000,0
445,3계급,171,2000,0
446,4계급,171,3000,0
447,5계급,171,4000,0
448,6계급,171,5000,0
449,7계급,171,6000,0
450,8계급,171,7000,0
451,1계급,172,0,0
452,2계급,172,1000,0
453,3계급,172,2000,0
454,4계급,172,3000,0
455,5계급,172,4000,0
456,6계급,172,5000,0
457,7계급,172,6000,0
458,8계급,172,7000,0
466,메마름,181,0,0
467,안정됨,181,100,0
471,메마름,182,0,0
472,안정됨,182,100,0
473,강화됨,182,150,0
476,메마름,183,0,0
477,만족함,183,200,0
481,9계급,171,8000,0
482,최고 계급,171,9000,0
483,9계급,172,8000,0
484,최고 계급,172,9000,0
485,상태 0 - 추종자,184,0,0
486,상태 2 - 2장,184,21000,0
487,상태 1 - 1장,184,45000,0
488,상태 3 - 3장,184,60000,0
489,메마름,185,0,0
490,안정됨,185,100,0
520,이방인,193,0,0
521,아는 사람,193,8400,0
522,동료,193,16800,0
523,친구,193,25200,0
524,좋은 친구,193,33600,0
525,가장 친한 친구,193,42000,0
530,수습생,195,0,0
531,하급 수련의,195,1000,0
532,상급 수련의,195,2000,0
533,긴급구조원,195,3000,0
534,만족함,185,200,0
535,만족함,181,200,0
536,안정됨,183,100,0
543,경호원,198,0,0
544,믿음직스러운 경호원,198,10000,0
545,개인 호위무사,198,20000,0
546,이방인,199,0,0
547,아는 사람,199,8400,0
548,동료,199,16800,0
550,친구,199,25200,0
551,좋은 친구,199,33600,0
552,이방인,200,0,0
553,아는 사람,200,8400,0
554,동료,200,16800,0
555,좋은 친구,200,33600,0
556,가장 친한 친구,200,42000,0
562,이방인,202,0,0
563,아는 사람,202,8400,0
564,동료,202,16800,0
565,좋은 친구,202,33600,0
566,가장 친한 친구,202,42000,0
572,이방인,204,0,0
573,아는 사람,204,8400,0
574,동료,204,16800,0
575,좋은 친구,204,33600,0
576,가장 친한 친구,204,42000,0
582,이방인,206,0,0
583,아는 사람,206,8400,0
584,동료,206,16800,0
585,좋은 친구,206,33600,0
586,가장 친한 친구,206,42000,0
592,이방인,208,0,0
593,호기심의 대상,208,8400,0
594,적대적이지 않은 사람,208,16800,0
595,도움을 주는 친구,208,33600,0
596,가장 친한 친구,208,42000,0
597,가장 친한 친구,199,42000,0
598,친구,200,25200,0
599,친구,202,25200,0
600,친구,204,25200,0
601,친구,206,25200,0
602,친구,208,25200,0
603,새끼용,209,0,0
604,시간의 훈련생,209,1000,0
605,시간여행자,209,2500,0
606,시간의 친구,209,4500,0
607,청동 동맹,209,7000,0
608,시대의 해결사,209,10000,0
609,시간군주,209,15000,0
611,1계급,210,0,0
612,2계급,210,1000,0
613,3계급,210,2000,0
614,4계급,210,3000,0
615,5계급,210,4000,0
616,6계급,210,5000,0
617,7계급,210,6000,0
618,8계급,210,7000,0
619,9계급,210,8000,0
620,최고 계급,210,9000,0
631,1계급,212,0,0
632,2계급,212,1000,0
633,3계급,212,2000,0
634,4계급,212,3000,0
635,5계급,212,4000,0
636,6계급,212,5000,0
637,7계급,212,6000,0
638,8계급,212,7000,0
639,9계급,212,8000,0
640,최고 계급,212,9000,0
641,갓 태어난 새끼,213,0,0
642,다 자란 새끼,213,5000,0
643,준성체,213,15000,0
644,성체,213,30000,0
746,갓 태어난 새끼,315,0,0
750,1 등급,316,0,0
751,2 등급,316,300,0
752,3 등급,316,600,0
753,4 등급,316,900,0
754,1 등급,317,0,0
755,2 등급,317,300,0
756,3 등급,317,600,0
757,4 등급,317,900,0
758,1 등급,318,0,0
760,3 등급,318,600,0
761,4 등급,318,900,0
766,1 등급,320,0,0
767,2 등급,320,300,0
768,3 등급,320,600,0
769,4 등급,320,900,0
774,5 등급,316,1200,0
775,6 등급,316,1500,0
776,7 등급,316,1800,0
777,8 등급,316,2100,0
778,9 등급,316,2400,0
779,10 등급,316,2700,0
780,11 등급,316,3000,0
781,12 등급,316,3300,0
782,13 등급,316,3600,0
783,14 등급,316,3900,0
784,15 등급,316,4200,0
785,16 등급,316,4500,0
786,17 등급,316,4800,0
787,18 등급,316,5100,0
788,19 등급,316,5400,0
789,20 등급,316,5700,0
790,21 등급,316,6000,0
791,22 등급,316,6300,0
792,23 등급,316,6600,0
793,24 등급,316,6900,0
794,25 등급,316,7200,0
795,26 등급,316,7500,0
796,27 등급,316,7800,0
797,28 등급,316,8100,0
798,29 등급,316,8400,0
799,30 등급,316,8700,0
821,다 자란 새끼,315,4000,0
822,성체,315,8000,0
823,5 등급,320,1200,0
824,6 등급,320,1500,0
825,7 등급,320,1800,0
826,8 등급,320,2100,0
827,9 등급,320,2400,0
828,10 등급,320,2700,0
829,11 등급,320,3000,0
830,12 등급,320,3300,0
831,13 등급,320,3600,0
832,14 등급,320,3900,0
833,15 등급,320,4200,0
834,16 등급,320,4500,0
835,17 등급,320,4800,0
836,18 등급,320,5100,0
837,19 등급,320,5400,0
838,20 등급,320,5700,0
839,21 등급,320,6000,0
840,22 등급,320,6300,0
841,23 등급,320,6600,0
842,24 등급,320,6900,0
843,25 등급,320,7200,0
844,26 등급,320,7500,0
845,27 등급,320,7800,0
846,28 등급,320,8100,0
847,29 등급,320,8400,0
848,30 등급,320,8700,0
879,1 등급,323,0,0
880,2 등급,323,300,0
881,3 등급,323,600,0
882,4 등급,323,900,0
883,5 등급,323,1200,0
884,6 등급,323,1500,0
885,7 등급,323,1800,0
886,8 등급,323,2100,0
887,9 등급,323,2400,0
888,10 등급,323,2700,0
889,11 등급,323,3000,0
890,12 등급,323,3300,0
891,13 등급,323,3600,0
892,14 등급,323,3900,0
893,15 등급,323,4200,0
894,16 등급,323,4500,0
895,17 등급,323,4800,0
896,18 등급,323,5100,0
897,19 등급,323,5400,0
898,20 등급,323,5700,0
899,21 등급,323,6000,0
900,22 등급,323,6300,0
901,23 등급,323,6600,0
902,24 등급,323,6900,0
903,25 등급,323,7200,0
904,26 등급,323,7500,0
905,27 등급,323,7800,0
906,28 등급,323,8100,0
907,29 등급,323,8400,0
908,30 등급,323,8700,0
909,1 등급,324,0,0
910,2 등급,324,300,0
911,3 등급,324,600,0
912,4 등급,324,900,0
913,5 등급,324,1200,0
914,6 등급,324,1500,0
915,7 등급,324,1800,0
916,8 등급,324,2100,0
917,9 등급,324,2400,0
918,10 등급,324,2700,0
919,11 등급,324,3000,0
920,12 등급,324,3300,0
921,13 등급,324,3600,0
922,14 등급,324,3900,0
923,15 등급,324,4200,0
924,16 등급,324,4500,0
925,17 등급,324,4800,0
926,18 등급,324,5100,0
927,19 등급,324,5400,0
928,20 등급,324,5700,0
929,21 등급,324,6000,0
930,22 등급,324,6300,0
931,23 등급,324,6600,0
932,24 등급,324,6900,0
933,25 등급,324,7200,0
934,26 등급,324,7500,0
935,27 등급,324,7800,0
936,28 등급,324,8100,0
937,29 등급,324,8400,0
938,30 등급,324,8700,0
939,5 등급,318,1200,0
940,6 등급,318,1500,0
941,7 등급,318,1800,0
942,8 등급,318,2100,0
943,9 등급,318,2400,0
944,10 등급,318,2700,0
945,11 등급,318,3000,0
946,12 등급,318,3300,0
947,13 등급,318,3600,0
948,14 등급,318,3900,0
949,15 등급,318,4200,0
950,16 등급,318,4500,0
951,17 등급,318,4800,0
952,18 등급,318,5100,0
953,19 등급,318,5400,0
954,20 등급,318,5700,0
955,21 등급,318,6000,0
956,22 등급,318,6300,0
957,23 등급,318,6600,0
958,24 등급,318,6900,0
959,25 등급,318,7200,0
960,26 등급,318,7500,0
961,27 등급,318,7800,0
962,28 등급,318,8100,0
963,29 등급,318,8400,0
964,30 등급,318,8700,0
965,5 등급,317,1200,0
966,6 등급,317,1500,0
967,7 등급,317,1800,0
968,8 등급,317,2100,0
969,9 등급,317,2400,0
970,10 등급,317,2700,0
971,11 등급,317,3000,0
972,12 등급,317,3300,0
973,13 등급,317,3600,0
974,14 등급,317,3900,0
975,15 등급,317,4200,0
976,16 등급,317,4500,0
977,17 등급,317,4800,0
978,18 등급,317,5100,0
979,19 등급,317,5400,0
980,20 등급,317,5700,0
981,21 등급,317,6000,0
982,22 등급,317,6300,0
983,23 등급,317,6600,0
984,24 등급,317,6900,0
985,25 등급,317,7200,0
986,26 등급,317,7500,0
987,27 등급,317,7800,0
988,28 등급,317,8100,0
989,29 등급,317,8400,0
990,30 등급,317,8700,0
991,갓 태어난,325,0,0
992,성장기,325,3500,0
993,갓 태어난,326,0,0
994,성장기,326,7000,0
995,갓 태어난,327,0,0
996,성장기,327,14000,0
999,1 등급,339,0,0
1000,2 등급,339,1000,0
1001,3 등급,339,2000,0
1002,4 등급,339,3000,0
1003,5 등급,339,4000,0
1004,6 등급,339,5000,0
1005,7 등급,339,6000,0
1006,8 등급,339,7000,0
1007,9 등급,339,8000,0
1008,최고 등급,339,9000,0
1009,1 등급,340,0,0
1010,2 등급,340,1000,0
1011,3 등급,340,2000,0
1012,4 등급,340,3000,0
1013,5 등급,340,4000,0
1014,6 등급,340,5000,0
1015,7 등급,340,6000,0
1016,8 등급,340,7000,0
1017,9 등급,340,8000,0
1018,최고 등급,340,9000,0
1020,성충,327,42000,0
1021,성충,325,10500,0
1022,성충,326,21000,0
1024,2 등급,318,300,0
1088,부화 중...,365,0,0
1089,애벌레,365,5000,0
1090,갓 태어난 새끼,365,10000,0
1091,성체,365,15000,0
1092,불확신,366,7000,0
1100,의심,366,0,0
1101,불안,366,1000,0
1102,애증,366,14000,0
1103,호감,366,21000,0
1107,경의,366,42000,0
1108,이방인,367,0,0
1109,지인,367,8400,0
1110,동료,367,16800,0
1111,친구,367,25200,0
1112,좋은 친구,367,33600,0
1113,가장 친한 친구,367,42000,0
1114,이방인,368,0,0
1115,지인,368,8400,0
1116,동료,368,16800,0
1117,친구,368,25200,0
1118,좋은 친구,368,33600,0
1119,가장 친한 친구,368,42000,0
1126,이방인,370,0,0
1127,지인,370,8400,0
1128,동료,370,16800,0
1129,친구,370,25200,0
1130,좋은 친구,370,33600,0
1131,가장 친한 친구,370,42000,0
1132,이방인,371,0,0
1133,지인,371,8400,0
1134,동료,371,16800,0
1135,친구,371,25200,0
1136,좋은 친구,371,33600,0
1137,가장 친한 친구,371,42000,0
1138,이방인,372,0,0
1139,지인,372,8400,0
1140,동료,372,16800,0
1141,친구,372,25200,0
1142,좋은 친구,372,33600,0
1143,가장 친한 친구,372,42000,0
1144,이방인,373,0,0
1145,지인,373,8400,0
1146,동료,373,16800,0
1147,친구,373,25200,0
1148,좋은 친구,373,33600,0
1149,가장 친한 친구,373,42000,0
1156,이방인,375,0,0
1157,지인,375,8400,0
1158,동료,375,16800,0
1159,친구,375,25200,0
1160,좋은 친구,375,33600,0
1161,가장 친한 친구,375,42000,0
1162,이방인,376,0,0
1163,지인,376,8400,0
1164,동료,376,16800,0
1165,친구,376,25200,0
1166,좋은 친구,376,33600,0
1167,가장 친한 친구,376,42000,0
1168,이방인,377,0,0
1169,지인,377,8400,0
1170,동료,377,16800,0
1171,친구,377,25200,0
1172,좋은 친구,377,33600,0
1173,가장 친한 친구,377,42000,0
1180,이방인,379,0,0
1181,지인,379,8400,0
1182,동료,379,16800,0
1183,친구,379,25200,0
1184,좋은 친구,379,33600,0
1185,가장 친한 친구,379,42000,0
1192,이방인,381,0,0
1193,지인,381,8400,0
1194,동료,381,16800,0
1195,친구,381,25200,0
1196,좋은 친구,381,33600,0
1197,가장 친한 친구,381,42000,0
1198,이방인,382,0,0
1199,지인,382,8400,0
1200,동료,382,16800,0
1201,친구,382,25200,0
1202,좋은 친구,382,33600,0
1203,가장 친한 친구,382,42000,0
1204,이방인,383,0,0
1205,지인,383,8400,0
1206,동료,383,16800,0
1207,친구,383,25200,0
1208,좋은 친구,383,33600,0
1209,가장 친한 친구,383,42000,0
1210,이방인,384,0,0
1211,지인,384,8400,0
1212,동료,384,16800,0
1213,친구,384,25200,0
1214,좋은 친구,384,33600,0
1215,가장 친한 친구,384,42000,0
1216,이방인,385,0,0
1217,지인,385,8400,0
1218,동료,385,16800,0
1219,친구,385,25200,0
1220,좋은 친구,385,33600,0
1221,가장 친한 친구,385,42000,0
1228,이방인,387,0,0
1229,지인,387,8400,0
1230,동료,387,16800,0
1231,친구,387,25200,0
1232,좋은 친구,387,33600,0
1233,가장 친한 친구,387,42000,0
1240,중립적,389,0,0
1241,약간 우호적,389,3000,0
1242,우호적,389,9000,0
1243,매우 우호적,389,21000,0
1244,확고한 동맹,389,42000,0
1245,중립적,390,0,0
1246,약간 우호적,390,3000,0
1247,우호적,390,9000,0
1248,매우 우호적,390,21000,0
1249,확고한 동맹,390,42000,0
1250,중립적,391,0,0
1251,약간 우호적,391,3000,0
1252,우호적,391,9000,0
1253,매우 우호적,391,21000,0
1254,확고한 동맹,391,42000,0
1255,0,392,0,0
1256,1,392,1000,0
1257,2,392,2000,0
1258,3,392,3000,0
1259,4,392,4000,0
1260,5,392,5000,0
1261,6,392,6000,0
1262,7,392,7000,0
1263,8,392,8000,0
1264,9,392,9000,0
1265,10,392,10000,0
1266,11,392,11000,0
1267,12,392,12000,0
1268,13,392,13000,0
1269,14,392,14000,0
1270,15,392,15000,0
1271,1 단계,393,0,0
1272,2 단계,393,3000,0
1273,3 단계,393,7500,0
1274,4 단계,393,14000,0
1275,5 단계,393,25000,0
1276,6 단계,393,41000,0
1294,일원,396,8400,0
1295,동맹,396,16800,0
1296,송곳니,396,25200,0
1297,친구,396,33600,0
1298,진정한 친구,396,42000,0
1300,일원,397,8400,0
1301,아군,397,16800,0
1302,송곳니,397,25200,0
1303,친구,397,33600,0
1304,진정한 친구,397,42000,0
1305,중립,398,0,0
1306,선호함,398,500,0
1307,존중,398,2500,0
1308,소중함,398,5500,0
1309,존경함,398,12500,0
1316,낮음,400,300,0
1317,보통,400,1200,0
1318,높음,400,3600,0
1319,최대,400,10000,0
1322,없음,400,0,0
1325,지인,397,0,0
1328,지인,396,0,0
1344,야심찬,408,0,0
1345,초보,408,700,0
1346,유능한,408,1400,0
1347,숙련된,408,2100,0
1348,전문적인,408,2800,0
1359,변형물,411,0,0
1360,미래의 친구,411,7000,0
1361,균열 봉합사,411,14000,0
1362,시간나그네,411,24000,0
1363,전설,411,42000,0
1364,1 레벨,412,0,0
1392,이방인,416,0,0
1393,지인,416,2500,0
1394,친우,416,5000,0
1395,공모자,416,7500,0
1396,협조자,416,10000,0
1397,이방인,417,0,0
1398,지인,417,2500,0
1399,친우,417,5000,0
1400,공모자,417,7500,0
1401,협조자,417,10000,0
1402,이방인,418,0,0
1403,지인,418,2500,0
1404,친우,418,5000,0
1405,공모자,418,7500,0
1406,협조자,418,10000,0
1407,졸업생,419,0,0
1408,조수,419,10500,0
1409,계약자,419,21000,0
1410,대학원생,419,32500,0
1411,종신 교수,419,42000,0
1794,2 레벨,412,2500,0
1795,3 레벨,412,5500,0
1796,4 레벨,412,9100,0
1797,5 레벨,412,13420,0
1798,6 레벨,412,18604,0
1801,7 레벨,412,24824,0
1802,8 레벨,412,32289,0
1803,9 레벨,412,41247,0
1804,10 레벨,412,51997,0
1805,11 레벨,412,64497,0
1806,12 레벨,412,76997,0
1807,13 레벨,412,89497,0
1808,14 레벨,412,101997,0
1809,15 레벨,412,114497,0
1810,16 레벨,412,133247,0
1811,17 레벨,412,151997,0
1812,18 레벨,412,170747,0
1813,19 레벨,412,189497,0
1814,20 레벨,412,208247,0
1815,21 레벨,412,226997,0
1816,22 레벨,412,245747,0
1817,23 레벨,412,264497,0
1818,24 레벨,412,283247,0
1819,25 레벨,412,301997,0
1820,26 레벨,412,351997,0
1821,27 레벨,412,401997,0
1822,28 레벨,412,451997,0
1823,29 레벨,412,501997,0
1824,30 레벨,412,551997,0
1825,31 레벨,412,601997,0
1826,32 레벨,412,651997,0
1827,33 레벨,412,701997,0
1828,34 레벨,412,751997,0
1829,35 레벨,412,801997,0
1830,36 레벨,412,901997,0
1831,37 레벨,412,1001997,0
1832,38 레벨,412,1101997,0
1833,39 레벨,412,1201997,0
1834,40 레벨,412,1301997,0
1835,41 레벨,412,1401997,0
1836,42 레벨,412,1501997,0
1837,43 레벨,412,1601997,0
1838,44 레벨,412,1701997,0
1839,45 레벨,412,1801997,0
1840,46 레벨,412,1926997,0
1841,47 레벨,412,2051997,0
1842,48 레벨,412,2176997,0
1843,49 레벨,412,2301997,0
1844,50 레벨,412,2426997,0
1845,군식구,416,12500,0
1846,사주자,416,15000,0
1847,모략가,416,17500,0
1848,주모자,416,20000,0
1849,군식구,417,12500,0
1850,사주자,417,15000,0
1851,모략가,417,17500,0
1852,주모자,417,20000,0
1853,군식구,418,12500,0
1854,사주자,418,15000,0
1855,모략가,418,17500,0
1856,주모자,418,20000,0
1857,51 레벨,412,2551997,0
1858,52 레벨,412,2676997,0
1859,53 레벨,412,2801997,0
1860,54 레벨,412,2926997,0
1861,55 레벨,412,3051997,0
1862,56 레벨,412,3239497,0
1863,57 레벨,412,3426997,0
1864,58 레벨,412,3614497,0
1865,59 레벨,412,3801997,0
1866,60 레벨,412,3989497,0
1887,상태 4 - 5장,184,50000,0
2035,61 레벨,412,4176997,0
2036,62 레벨,412,4364497,0
2037,63 레벨,412,4551997,0
2038,64 레벨,412,4739497,0
2039,65 레벨,412,4926997,0
2040,66 레벨,412,5176997,0
2041,67 레벨,412,5426997,0
2042,68 레벨,412,5676997,0
2043,69 레벨,412,5926997,0
2044,70 레벨,412,6176997,0
2045,71 레벨,412,6426997,0
2046,72 레벨,412,6676997,0
2047,73 레벨,412,6926997,0
2048,74 레벨,412,7176997,0
2049,75 레벨,412,7426997,0
2050,76 레벨,412,7739497,0
2051,77 레벨,412,8051997,0
2052,78 레벨,412,8364497,0
2053,79 레벨,412,8676997,0
2054,80 레벨,412,8989497,0
