ID,HordeName_lang,AllianceName_lang,Description_lang,Tooltip_lang,GarrTypeID,BuildingType,HordeGameObjectID,AllianceGameObjectID,GarrSiteID,UpgradeLevel,BuildSeconds,CurrencyTypeID,CurrencyQty,HordeUiTextureKitID,AllianceUiTextureKitID,IconFileDataID,AllianceSceneScriptPackageID,HordeSceneScriptPackageID,MaxAssignments,ShipmentCapacity,GarrAbilityID,BonusGarrAbilityID,GoldCost,Flags
35,서리방벽 선술집,달빛내림 여관,"신 나는 모험! 뜨거운 열정! 이런 것도 좋지만, 영웅과 추종자들에게는 쉴 곳이 필요합니다.",매주 무작위 추종자를 고용합니다. 원하는 속성과 능력을 선택할 수 있습니다.,2,5,230417,224806,0,2,3600,824,300,138,31,134414,1236,1235,0,3,0,0,300,1
36,서리방벽 선술집,달빛내림 여관,"신 나는 모험! 뜨거운 열정! 이런 것도 좋지만, 영웅과 추종자들에게는 쉴 곳이 필요합니다.",유달리 보상이 두둑한 주둔지 자원 임무를 개방합니다.,2,5,230418,224807,0,3,3600,824,600,139,32,134414,1238,1237,0,5,0,0,500,1
37,정기의 오두막,마법사 탑,드레노어의 전략적 요충지로 즉시 이동할 수 있습니다!,"드레노어의 오우거에게서 오우거 차원석을 획득할 수 있습니다. 이들 차원석은 드레노어에서 원하는 오우거 차원문에 동력을 공급하는 데 사용됩니다. 또한, 전투 중 때때로 마력의 룬을 활성화시킵니다.",2,13,230419,224808,0,1,3600,824,150,148,28,975740,1240,1239,0,7,0,0,150,1
38,정기의 오두막,마법사 탑,드레노어의 전략적 요충지로 즉시 이동할 수 있습니다!,두 번째 오우거 차원문이 잠금 해제되어 차원문을 총 2개까지 사용할 수 있습니다.,2,13,230420,224809,0,2,3600,824,900,149,29,975740,1242,1241,0,14,0,0,300,1
39,정기의 오두막,마법사 탑,드레노어의 전략적 요충지로 즉시 이동할 수 있습니다!,세 번째 오우거 차원문이 잠금 해제되어 차원문을 총 3개까지 사용할 수 있습니다.,2,13,230421,224810,0,3,3600,824,1200,150,30,975740,1244,1243,0,21,0,0,500,1
40,제재소,제재소,제재소를 건설하면 드레노어 전역의 다양한 목재를 채집할 수 있습니다.,드레노어에서 작은 나무에 표시를 남겨 목재를 채집할 수 있습니다. 채집한 목재로 제품을 주문하면 주둔지 보급품으로 변환할 수도 있습니다.,2,4,230422,224811,0,1,3600,0,0,8,9,975739,1246,1245,0,7,0,0,300,1
41,제재소,제재소,제재소를 건설하면 드레노어 전역의 다양한 목재를 채집할 수 있습니다.,드레노어에서 보통 나무에 표시를 남겨 추가 목재를 채집할 수 있습니다.,2,4,230423,224812,0,2,3600,0,0,161,62,975739,1248,1247,0,14,0,0,500,1
42,동물원,동물원,보유한 애완동물들을 성장시키고 강화합니다.,정예 애완동물을 끌어들여 대전을 벌이고 보상을 받을 수 있습니다. 또한 자신의 전투 애완동물 5마리가 주둔지에서 돌아다닙니다.,2,7,230426,224813,0,1,3600,824,50,163,100,975741,1250,1249,5,1,0,0,0,0
51,창고,창고,자신 및 주둔지의 아이템을 안전하게 보관할 수 있는 공간입니다.,"개인 은행을 사용할 수 있으며, 모든 건물에서 생산 가능한 제품의 수가 5개씩 증가합니다.",2,15,230437,224854,0,1,3600,824,50,140,71,975745,1200,1199,0,5,0,0,150,1
52,재활용 처리장,재활용 처리장,다른 이들에게는 쓰레기라도 당신에게는 보물일 수 있습니다.,임무에서 때때로 재활용품을 회수할 수 있습니다.,2,14,230440,224853,0,1,3600,824,50,141,64,975742,1202,1201,0,1,0,0,150,1
60,제련소,제련소,전투에 사용하는 무기와 방어구 외에도 대장장이들이 사용하는 기본 자원을 생산합니다.,"대장기술 아이템을 만들고, 주문을 통해 대장기술 제품을 생산할 수 있습니다.",2,17,230448,225537,0,1,3600,824,50,5,4,4620670,1204,1203,0,7,0,0,150,1
61,서리방벽 광산,달빛내림 발굴지,한때 버려졌던 광산이지만 땅 속에는 여전히 막대한 부가 잠들어 있습니다.,드레노어의 광맥에서 드레나이 돌을 캐낼 수 있습니다. 드레나이 돌로 제품을 주문하면 드레노어 광물로 변환할 수도 있습니다.,2,1,230466,225538,0,1,3600,824,50,160,33,4620679,1206,1205,0,7,0,0,0,0
62,서리방벽 광산,달빛내림 발굴지,한때 버려졌던 광산이지만 땅 속에는 여전히 막대한 부가 잠들어 있습니다.,"채광 속성을 지닌 추종자를 이곳에 배치하여 독특한 추가 효과를 받습니다. 또한, 새로운 수직 갱도가 뚫려 추가 광맥을 찾을 수 있고, 제품을 한 번에 14개까지 생산할 수 있습니다.",2,1,230467,225539,0,2,3600,824,50,160,33,4620679,1208,1207,0,14,52,0,300,1
63,서리방벽 광산,달빛내림 발굴지,한때 버려졌던 광산이지만 땅 속에는 여전히 막대한 부가 잠들어 있습니다.,"마지막 수직 갱도가 뚫려 풍부한 광맥을 찾을 수 있습니다. 또한, 주둔지 경비병이 광산을 정찰하며 적대적 고렌을 쫓아냅니다. 제품을 한 번에 21개까지 생산할 수 있습니다.",2,1,230468,225540,0,3,3600,824,100,160,33,4620679,1210,1209,0,21,52,0,500,1
64,낚시터,낚시터,대어를 낚으려 준비하는 낚시꾼을 지원합니다.,주둔지의 물가에서 작은 드레노어 물고기를 낚을 수 있습니다. 또한 일일 낚시 퀘스트들을 받을 수 있습니다.,2,24,230984,230985,0,1,3600,824,50,134,85,4620674,1212,1211,0,1,227,0,0,0
65,마구간,마구간,탈것에 큰 혜택을 줍니다.,"드레노어에서 특별한 탈것을 사로잡고 길들일 수 있습니다. 또한, 드레노어 야외 지역에서 탈것에 탄 채로 사물과 상호작용할 수 있습니다.",2,11,230469,225577,0,1,3600,824,150,151,68,975744,1214,1213,3,1,0,0,150,1
66,마구간,마구간,탈것에 큰 혜택을 줍니다.,드레노어 야외 지역에서 탈것에 타고 있는 동안 적에 의해 멍해짐 상태가 되지 않습니다.,2,11,230470,225578,0,2,3600,824,900,152,69,975744,1216,1215,5,3,0,0,300,1
67,마구간,마구간,탈것에 큰 혜택을 줍니다.,드레노어에서 탈것의 속도가 20% 증가합니다.,2,11,230471,225579,0,3,3600,824,1200,153,70,975744,1218,1217,7,5,0,0,500,1
76,연금술 연구소,연금술 연구소,다양한 연금술 용품을 생산하고 경이로운 연금술적 발명이 이루어집니다.,"연금술 아이템을 만들고, 주문을 통해 연금술 제품을 생산할 수 있습니다.",2,16,230443,227179,0,1,3600,824,50,23,20,4620669,1282,1281,0,7,0,0,150,1
90,가죽상점,가죽상점,생가죽을 이용하여 모든 모험가에게 쓸모 있고 튼튼한 가죽세공 물품을 만듭니다.,"가죽세공 아이템을 만들고, 주문을 통해 가죽세공 제품을 생산할 수 있습니다.",2,22,230457,227070,0,1,3600,824,50,114,97,133611,1316,1315,0,7,0,0,150,1
91,기계공학 작업장,기계공학 작업장,"겁 없는 땜장이에게 유용한 기계장치와 부품을 생산하고, 경이로운 기계공학 장치들이 만들어집니다.","기계공학 아이템을 만들고, 주문을 통해 기계공학 제품을 생산할 수 있습니다.",2,19,230454,227072,0,1,3600,824,50,123,39,136243,1318,1317,0,7,0,0,150,1
93,마법부여사의 연구실,마법부여사의 연구실,"마법부여에 사용하는 마법 물질을 생산하고, 아이템에 이로운 마법을 부여할 수 있게 됩니다.","마법부여 아이템을 생산할 수 있으며, 마법부여 전문 기술을 배우지 않은 캐릭터도 아이템에서 마력을 추출할 수 있습니다. 마법부여 제품을 생산할 수 있습니다.",2,18,230451,227073,0,1,3600,824,50,126,80,4620672,1320,1319,0,7,0,0,150,1
94,재봉술 잡화점,재봉술 잡화점,옷감으로 만들 수 있는 모든 것을 간편하게 구매할 수 있는 상점입니다.,"재봉술 아이템을 만들고, 주문을 통해 재봉술 제품을 생산할 수 있습니다.",2,23,230463,227180,0,1,3600,824,50,111,91,4620681,1322,1321,0,7,0,0,150,1
95,주문각인사의 처소,주문각인사의 처소,"온갖 종류의 마법 잉크와 안료, 피지를 생산하고, 문양을 비롯한 기타 마법 아이템을 만들어냅니다.","주문각인 아이템을 만들고, 주문을 통해 주문각인 제품을 생산할 수 있습니다.",2,20,230427,227074,0,1,3600,824,50,120,94,4620676,1324,1323,0,7,0,0,150,1
96,보석 양품점,보석 양품점,경이로운 보석들과 다양한 보석세공 물품을 제작합니다.,"보석세공 아이템을 만들고, 주문을 통해 보석세공 제품을 생산할 수 있습니다.",2,21,230460,227075,0,1,3600,824,50,117,77,4620677,1326,1325,0,7,0,0,150,1
111,교역소,교역소,주둔지와 드레노어 원주민들 사이에서 이루어지는 상업 활동의 중심지입니다.,"매일 상인이 나타나 상품을 판매합니다. 또한, 제작 재료로 주둔지 자원을 구입할 수 있게 합니다.",2,6,230472,227673,0,1,3600,0,0,154,72,975746,1252,1251,0,7,0,0,300,1
117,제련소,제련소,전투에 사용하는 무기와 방어구 외에도 대장장이들이 사용하는 기본 자원을 생산합니다.,대장기술 속성을 지닌 추종자를 이곳에 배치하여 독특한 추가 효과를 받습니다. 또한 제품을 한 번에 14개까지 생산할 수 있습니다.,2,17,230449,227588,0,2,3600,824,100,129,83,4620670,1284,1283,0,14,55,0,300,1
118,제련소,제련소,전투에 사용하는 무기와 방어구 외에도 대장장이들이 사용하는 기본 자원을 생산합니다.,"대장기술 임무를 받을 수 있고, 제품을 한 번에 21개까지 생산할 수 있습니다.",2,17,230450,227589,0,3,3600,824,300,130,84,4620670,1286,1285,0,21,55,0,500,1
119,연금술 연구소,연금술 연구소,다양한 연금술 용품을 생산하고 경이로운 연금술적 발명이 이루어집니다.,연금술 속성을 지닌 추종자를 이곳에 배치하여 독특한 추가 효과를 받습니다. 또한 제품을 한 번에 14개까지 생산할 수 있습니다.,2,16,230444,227590,0,2,3600,824,100,24,21,4620669,1288,1287,0,14,54,0,300,1
120,연금술 연구소,연금술 연구소,다양한 연금술 용품을 생산하고 경이로운 연금술적 발명이 이루어집니다.,"연금술 임무를 받을 수 있고, 제품을 한 번에 21개까지 생산할 수 있습니다.",2,16,230445,227591,0,3,3600,824,300,25,22,4620669,1290,1289,0,21,54,0,500,1
121,가죽상점,가죽상점,생가죽을 이용하여 모든 모험가에게 쓸모 있고 튼튼한 가죽세공 물품을 만듭니다.,가죽세공 속성을 지닌 추종자를 이곳에 배치하여 독특한 추가 효과를 받습니다. 또한 제품을 한 번에 14개까지 생산할 수 있습니다.,2,22,230458,227592,0,2,3600,824,100,115,98,133611,1292,1291,0,14,60,0,300,1
122,가죽상점,가죽상점,생가죽을 이용하여 모든 모험가에게 쓸모 있고 튼튼한 가죽세공 물품을 만듭니다.,"가죽세공 임무를 받을 수 있고, 제품을 한 번에 21개까지 생산할 수 있습니다.",2,22,230459,227593,0,3,3600,824,300,116,99,133611,1294,1293,0,21,60,0,500,1
123,기계공학 작업장,기계공학 작업장,"겁 없는 땜장이에게 유용한 기계장치와 부품을 생산하고, 경이로운 기계공학 장치들이 만들어집니다.",기계공학 속성을 지닌 추종자를 이곳에 배치하여 독특한 추가 효과를 받습니다. 또한 제품을 한 번에 14개까지 생산할 수 있습니다.,2,19,230455,227594,0,2,3600,824,100,124,40,136243,1296,1295,0,14,57,0,300,1
124,기계공학 작업장,기계공학 작업장,"겁 없는 땜장이에게 유용한 기계장치와 부품을 생산하고, 경이로운 기계공학 장치들이 만들어집니다.","기계공학 임무를 받을 수 있고, 제품을 한 번에 21개까지 생산할 수 있습니다.",2,19,230456,227595,0,3,3600,824,300,125,41,136243,1298,1297,0,21,57,0,500,1
125,마법부여사의 연구실,마법부여사의 연구실,"마법부여에 사용하는 마법 물질을 생산하고, 아이템에 이로운 마법을 부여할 수 있게 됩니다.",마법부여 속성을 지닌 추종자를 이곳에 배치하여 독특한 추가 효과를 받습니다. 또한 제품을 한 번에 14개까지 생산할 수 있습니다.,2,18,230452,227596,0,2,3600,824,100,127,81,4620672,1300,1299,0,14,56,0,300,1
126,마법부여사의 연구실,마법부여사의 연구실,"마법부여에 사용하는 마법 물질을 생산하고, 아이템에 이로운 마법을 부여할 수 있게 됩니다.","마법부여 임무를 받을 수 있고, 제품을 한 번에 21개까지 생산할 수 있습니다.",2,18,230453,227597,0,3,3600,824,300,128,82,4620672,1302,1301,0,21,56,0,500,1
127,재봉술 잡화점,재봉술 잡화점,옷감으로 만들 수 있는 모든 것을 간편하게 구매할 수 있는 상점입니다.,재봉술 속성을 지닌 추종자를 이곳에 배치하여 독특한 추가 효과를 받습니다. 또한 제품을 한 번에 14개까지 생산할 수 있습니다.,2,23,230464,227598,0,2,3600,824,100,112,92,4620681,1304,1303,0,14,61,0,300,1
128,재봉술 잡화점,재봉술 잡화점,옷감으로 만들 수 있는 모든 것을 간편하게 구매할 수 있는 상점입니다.,"재봉술 임무를 받을 수 있고, 제품을 한 번에 21개까지 생산할 수 있습니다.",2,23,230465,227599,0,3,3600,824,300,113,93,4620681,1306,1305,0,21,61,0,500,1
129,주문각인사의 처소,주문각인사의 처소,"온갖 종류의 마법 잉크와 안료, 피지를 생산하고, 문양을 비롯한 기타 마법 아이템을 만들어냅니다.",주문각인 속성을 지닌 추종자를 이곳에 배치하여 독특한 추가 효과를 받습니다. 또한 제품을 한 번에 14개까지 생산할 수 있습니다.,2,20,230430,227600,0,2,3600,824,100,121,95,4620676,1308,1307,0,14,58,0,300,1
130,주문각인사의 처소,주문각인사의 처소,"온갖 종류의 마법 잉크와 안료, 피지를 생산하고, 문양을 비롯한 기타 마법 아이템을 만들어냅니다.","주문각인 임무를 받을 수 있고, 제품을 한 번에 21개까지 생산할 수 있습니다.",2,20,230432,227601,0,3,3600,824,300,122,96,4620676,1310,1309,0,21,58,0,500,1
131,보석 양품점,보석 양품점,경이로운 보석들과 다양한 보석세공 물품을 제작합니다.,보석세공 속성을 지닌 추종자를 이곳에 배치하여 독특한 추가 효과를 받습니다. 또한 제품을 한 번에 14개까지 생산할 수 있습니다.,2,21,230461,227602,0,2,3600,824,100,118,78,4620677,1312,1311,0,14,59,0,300,1
132,보석 양품점,보석 양품점,경이로운 보석들과 다양한 보석세공 물품을 제작합니다.,"보석세공 임무를 받을 수 있고, 제품을 한 번에 21개까지 생산할 수 있습니다.",2,21,230462,227603,0,3,3600,824,300,119,79,4620677,1314,1313,0,21,59,0,500,1
133,외양간,외양간,"사로잡은 생물들에게서 가죽과 고기, 모피를 채집하여 주둔지에 공급합니다.",야만의 피를 얻을 수 있는 정예 야수를 사로잡을 수 있습니다. 야만의 피는 모든 영웅급 제작 방어구와 무기를 만드는 데 사용됩니다.,2,3,233188,233186,0,3,3600,824,600,133,26,975737,1232,1231,0,21,62,0,500,1
134,낚시터,낚시터,대어를 낚으려 준비하는 낚시꾼을 지원합니다.,주둔지의 물가에서 중간 크기의 드레노어 물고기를 낚을 수 있습니다.,2,24,230986,230987,0,2,3600,824,50,135,86,4620674,1254,1253,0,3,227,0,300,1
135,낚시터,낚시터,대어를 낚으려 준비하는 낚시꾼을 지원합니다.,"주둔지의 물가에서 거대한 드레노어 물고기를 낚을 수 있습니다. 또한, 신비한 생물을 물가로 소환하는 데 사용하는 독특한 물고기를 일정 확률로 낚을 수 있습니다.",2,24,230990,230989,0,3,3600,824,100,136,87,4620674,1256,1255,0,5,227,0,500,1
136,약초밭,약초밭,드레노어 약초를 심고 캘 수 있는 비옥한 정원입니다.,"약초채집 속성을 지닌 추종자를 이곳에 배치하여 독특한 추가 효과를 받습니다. 또한, 정원에서 채집할 수 있는 약초의 양이 증가하고, 제품을 한 번에 14개까지 생산할 수 있습니다.",2,2,236448,235990,0,2,3600,824,50,137,59,134221,1258,1257,0,14,53,0,300,1
137,약초밭,약초밭,드레노어 약초를 심고 캘 수 있는 비옥한 정원입니다.,음식 효과를 부여하는 독특한 드레노어 과일이 열리는 나무를 정원에 심습니다. 제품을 한 번에 21개까지 생산할 수 있습니다.,2,2,236449,235991,0,3,3600,824,100,137,59,134221,1260,1259,0,21,53,0,500,1
138,제재소,제재소,제재소를 건설하면 드레노어 전역의 다양한 목재를 채집할 수 있습니다.,드레노어에서 커다란 나무에 표시를 남겨 더 많은 목재를 채집할 수 있습니다.,2,4,233266,233267,0,3,3600,0,0,162,63,975739,1262,1261,0,21,228,0,1000,1
140,재활용 처리장,재활용 처리장,다른 이들에게는 쓰레기라도 당신에게는 보물일 수 있습니다.,"임무에서 재활용품을 획득할 확률이 증가합니다. 또한, 재활용품에서 추종자용 아이템을 발견할 수 있습니다.",2,14,230441,230475,0,2,3600,824,100,141,64,975742,1266,1265,0,3,0,0,300,1
141,재활용 처리장,재활용 처리장,다른 이들에게는 쓰레기라도 당신에게는 보물일 수 있습니다.,임무에서 재활용품을 획득할 확률이 크게 증가합니다.,2,14,230442,230476,0,3,3600,824,300,141,64,975742,1268,1267,0,5,0,0,500,1
142,창고,창고,자신 및 주둔지의 아이템을 안전하게 보관할 수 있는 공간입니다.,길드 은행을 사용할 수 있습니다.,2,15,230438,234678,0,2,3600,824,100,140,71,975745,1270,1269,0,5,0,0,300,1
143,창고,창고,자신 및 주둔지의 아이템을 안전하게 보관할 수 있는 공간입니다.,"에테리얼 무역상을 통해 공허 보관소와 형상변환을 사용할 수 있으며, 모든 건물에서 생산 가능한 제품의 수가 15개씩 증가합니다.",2,15,230439,234679,0,3,3600,824,300,140,71,975745,1272,1271,0,15,0,0,500,1
144,교역소,교역소,주둔지와 드레노어 원주민들 사이에서 이루어지는 상업 활동의 중심지입니다.,샤타리 수호자 또는 웃는 해골과 교류할 수 있습니다. 또한 기계 경매인을 가동시키는 데 필요한 부품을 드레노어 전역에서 획득할 수 있게 됩니다.,2,6,230473,227674,0,2,3600,0,0,155,73,975746,1274,1273,0,14,0,0,500,1
145,교역소,교역소,주둔지와 드레노어 원주민들 사이에서 이루어지는 상업 활동의 중심지입니다.,드레노어에서 평판 획득량이 20%만큼 증가합니다.,2,6,230474,233189,0,3,3600,0,0,156,74,975746,1276,1275,0,21,0,0,1000,1
159,검투사의 성소,검투사의 성소,"드레노어 전역에서 적대 세력 플레이어와 맞서 싸우고, 피에 젖은 투기장에서 솜씨를 갈고 닦으십시오. 적을 처치하고 살상을 증명할 증거를 가져오면 강력한 공물을 획득할 수 있습니다!",드레노어의 야외에서 전투 중이 아닐 때 회복 속도를 증가시킵니다. 또한 적 플레이어를 처치하고 부러진 뼈를 모아 정복자의 공물을 얻는 데 사용할 수 있습니다.,2,25,230477,230480,0,1,3600,824,100,145,65,975743,1332,1331,0,7,0,0,150,1
160,검투사의 성소,검투사의 성소,"드레노어 전역에서 적대 세력 플레이어와 맞서 싸우고, 피에 젖은 투기장에서 솜씨를 갈고 닦으십시오. 적을 처치하고 살상을 증명할 증거를 가져오면 강력한 공물을 획득할 수 있습니다!","드레노어의 야외에서 낙하 피해가 감소하고, 물 속에서 숨을 쉴 수 있습니다. 또한 특정 종족의 적 플레이어를 처치하는 ""숙적"" 퀘스트가 활성화됩니다.",2,25,230478,230486,0,2,3600,824,300,146,66,975743,1334,1333,0,14,0,0,300,1
161,검투사의 성소,검투사의 성소,"드레노어 전역에서 적대 세력 플레이어와 맞서 싸우고, 피에 젖은 투기장에서 솜씨를 갈고 닦으십시오. 적을 처치하고 살상을 증명할 증거를 가져오면 강력한 공물을 획득할 수 있습니다!","드레노어의 야외에서 생명력이 35% 미만일 때, 받는 모든 피해가 50% 감소합니다. 높은망치 원형경기장 검투사 토너먼트에 참가할 수 있습니다.",2,25,230479,230487,0,3,3600,824,600,147,67,975743,1336,1335,0,21,0,0,500,1
162,고블린 작업장,노움 기계작업장,기계장치의 강력한 힘으로 적을 짓밟으세요!,주둔지에 기계공학자를 고용하여 매일 강력한 발명품을 만들어 냅니다. 솜씨가 아주 대단합니다!,2,26,230489,230492,0,1,3600,824,150,157,88,975747,1264,1263,0,0,0,0,150,1
163,고블린 작업장,노움 기계작업장,기계장치의 강력한 힘으로 적을 짓밟으세요!,기계공학자가 다섯 가지 새롭고 놀라운 기계 장치를 만들 수 있습니다.,2,26,230490,230493,0,2,3600,824,900,158,89,975747,1278,1277,0,0,0,0,300,1
164,고블린 작업장,노움 기계작업장,기계장치의 강력한 힘으로 적을 짓밟으세요!,하루에 한 번씩 공성 차량을 제작할 수 있습니다. 공성 차량을 몰고 드레노어에서 승리를 쟁취하세요!,2,26,230491,230494,0,3,3600,824,1200,159,90,975747,1280,1279,0,1,0,0,500,1
167,동물원,동물원,보유한 애완동물들을 성장시키고 강화합니다.,"드레노어에서 덫으로 애완동물을 사로잡을 확률을 증가시키고, 애완동물 되살리기의 재사용 대기시간이 감소합니다. 또한 자신의 애완동물이 최대 10마리까지 주둔지에서 뛰어놉니다.",2,7,236180,235992,0,2,3600,824,50,163,100,975741,1328,1327,10,3,0,0,300,1
168,동물원,동물원,보유한 애완동물들을 성장시키고 강화합니다.,독특한 애완동물을 보상으로 얻을 수 있는 애완동물 대전 일일 퀘스트를 개방합니다.,2,7,236181,235993,0,3,3600,824,100,163,100,975741,1330,1329,10,5,0,0,500,1
205,서리방벽 조선소,달빛내림 조선소,"주둔지 근처의 해안에서 함선을 건조하고, 해상 임무를 수행할 배를 내보냅니다.",,2,9,230489,230489,0,1,0,0,0,14,14,1126431,0,0,0,1,0,0,0,2
206,서리방벽 조선소,달빛내림 조선소,"주둔지 근처의 해안에서 함선을 건조하고, 해상 임무를 수행할 배를 내보냅니다.",,2,9,230489,230489,0,2,0,0,0,14,14,1126431,0,0,2,1,0,0,0,2
207,서리방벽 조선소,달빛내림 조선소,"주둔지 근처의 해안에서 함선을 건조하고, 해상 임무를 수행할 배를 내보냅니다.",,2,9,230489,230489,0,3,0,0,0,14,14,1126431,0,0,4,1,0,0,0,2
209,직업 연맹 전당,직업 연맹 전당,,,3,0,230489,230489,0,1,0,0,0,154,72,132093,0,0,0,1,0,0,0,0
