ID,Name_lang,OrderIndex
253,작전명: 메카곤,30
254,영원한 궁전,0
255,격전의 스트롬가드,0
256,작전명: 메카곤 - 고철장,30
257,작전명: 메카곤 - 작업장,30
258,깨어난 도시 나이알로사,0
259,역병 몰락지,20
260,저편,20
261,속죄의 전당,20
262,티르너 사이드의 안개,20
263,핏빛 심연,20
264,승천의 첨탑,20
265,죽음의 상흔,20
266,고통의 투기장,20
267,나스리아 성채,0
269,야외 우두머리,0
270,어둠땅,0
271,지배의 성소,0
272,미지의 시장 타자베쉬,20
273,뒤틀린 회랑,0
274,스콜더스의 전당,1
275,상층부,1
276,영혼 제련실,0
277,모르트레가르,0
278,골절의 방,0
279,얼음심장의 간극,0
280,타자베쉬: 경이의 거리,20
281,타자베쉬: 소레아의 승부수,20
282,태초의 존재의 매장터,0
283,간수의 시험,0
284,용의 섬,0
302,알게타르 대학,10
303,담쟁이가죽 골짜기,10
304,주입의 전당,10
305,넬타루스,10
306,루비 생명의 웅덩이,10
307,하늘빛 보관소,10
308,노쿠드 공격대,10
309,울다만: 티르의 유산,10
310,현신의 금고,0
313,어둠의 도가니 아베루스,0
315,무한의 여명,20
316,갈라크론드의 몰락 - 무한의 여명,20
317,무르도즈노의 현신 - 무한의 여명,20
318,갈라크론드의 몰락 - 무한의 여명,20
319,꿈의 희망 아미드랏실,0
322,어둠불꽃 동굴,10
323,메아리의 도시 아라카라,10
324,신성한 불꽃의 수도원,10
325,부화장,10
326,새벽인도자호,10
327,잿불맥주 양조장,10
328,바위금고,10
329,실타래의 도시,10
331,포자의 호정,0
332,크리그발의 안식처,0
333,대지수렁 광산,0
334,제크비르의 소굴,13
335,수력작업장,0
336,공포의 무저갱,0
337,일몰의 성소,0
338,포자술사 동굴,0
339,구덩이,0
340,땅거미 돌파구,0
341,지하성채,0
342,탁레산 심연,0
343,나선의 방직소,0
344,녹옥 마을,0
346,웅가 잉구,0
347,파멸의 투기장,0
348,맥주달 축제,0
351,잔베스 강습,0
352,어둠 속의 비수,0
353,약간의 참을성,0
354,지배령 거점,0
355,사자의 상륙지,0
362,네룹아르 궁전,0
363,카즈 알가르,0
371,작전명: 수문,10
372,검은바위 나락,0
373,채굴지 9호,0
374,옆길 수문,0
375,대지주배 파괴 대회,0
377,언더마인 해방전선,0
