Name_lang,ID,Parent,Ui_order
군단,15257,97,8
군단,15258,201,7
형상,15259,15246,3
군단 던전,15262,15079,11
군단 공격대,15263,15079,12
군단,15264,14807,7
명예,15266,95,1
이벤트,15268,81,8
탈것,15269,81,1
플레이어 간 전투,15270,81,5
공격대,15271,81,4
던전,15272,81,3
평판,15273,81,6
일정,15274,81,7
던전,15277,15234,4
공격대,15278,15234,5
플레이어 간 전투,15279,15234,3
화폐,15280,15234,7
세계,15283,95,18
격전의 아제로스,15284,96,9
격전의 아제로스 던전,15285,168,13
격전의 아제로스 공격대,15286,168,14
들끓는 해안,15292,95,13
격전의 아제로스,15298,97,9
격전의 아제로스 던전,15299,15079,13
격전의 아제로스 공격대,15300,15079,14
확장팩 특징,15301,-1,12
판다리아 시나리오,15302,15301,3
드레노어 주둔지,15303,15301,5
군단 연맹 전당,15304,15301,6
격전의 아제로스,15305,201,8
군도 탐험,15307,15301,7
전쟁 지원,15308,15301,8
격전의 아제로스,15409,14807,8
확장팩 특징,15411,15234,9
아쉬란,15414,95,6
이벤트,15416,15234,8
아제로스의 심장,15417,15301,9
어둠땅,15422,96,10
느조스의 환영,15426,15301,10
어둠땅 던전,15428,168,15
어둠땅 던전,15429,15079,15
어둠땅,15430,14807,9
어둠땅,15436,97,10
어둠땅 공격대,15438,168,16
어둠땅,15439,201,9
토르가스트,15440,15301,11
성약의 단 성소,15441,15301,12
어둠땅 공격대,15442,15079,16
캐릭터,15446,15234,1
퀘스트,15447,15234,2
시간여행,15454,155,11
용군단,15455,96,11
하늘비행,15462,15301,13
용의 섬,15465,97,11
용군단,15466,201,10
용군단 던전,15467,168,17
용군단 공격대,15468,168,18
용군단,15469,14807,10
용군단 던전,15470,15079,17
용군단 공격대,15471,15079,18
용의 섬 비룡 꾸미기,15478,15246,4
연금술,15489,169,1
대장기술,15490,169,2
마법부여,15491,169,3
기계공학,15492,169,4
주문각인,15493,169,5
보석세공,15494,169,6
가죽세공,15495,169,7
재봉술,15496,169,8
채광,15497,169,10
무두질,15498,169,11
약초채집,15499,169,9
내부 전쟁,15506,96,12
내부 전쟁,15520,14807,11
내부 전쟁,15521,97,12
구렁,15522,-1,4
내부 전쟁,15523,15522,1
내부 전쟁 던전,15524,168,19
깊은광혈 협곡,15525,95,15
내부 전쟁 공격대,15526,168,20
내부 전쟁 던전,15528,15079,19
내부 전쟁 공격대,15529,15079,20
내부 전쟁,15530,201,11
구렁,15531,81,2
기념일 축하,15532,155,12
구렁,15533,1,8
내부 전쟁,15534,15533,1
리믹스: 판다리아,15536,15234,10
수라 짝패,15545,155,13
다시 찾은 느조스의 환영,15546,15301,14
월드 이벤트,15549,1,14
수라 짝패,15550,15549,1
전승,15552,15301,15
군단: 리믹스,15554,-1,13
퀘스트,15556,15554,1
평판,15557,15554,2
탐험,15558,15554,3
던전,15559,15554,4
공격대,15560,15554,5
영웅 세계 단계,15561,15554,6
군단: 리믹스,15562,15549,2
