ID,TutorialText_lang,SpellID,ActionBarOverrideSpellID,SpellLabel,UiTextureKitID,UiPriority
36,강령군주 고유 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,326526,341091,0,5311,200
37,벤티르 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,313347,341093,0,5303,100
38,벤티르 고유 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,326526,341092,0,5303,200
39,몽환숲 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,313347,341086,0,5310,100
40,몽환숲 고유 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,326526,341089,0,5310,200
41,피조물 능력 사용 가능|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,347013,0,1156,5311,100
44,능력 사용 가능|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,356550,0,1312,5311,100
45,토르가스트 능력 사용 가능|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,357857,0,1332,5405,90
46,,264739,358145,0,5310,0
47,,264739,358022,0,5290,0
48,,264739,358150,0,5311,0
49,,264739,358157,0,5303,0
50,강령군주 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,313347,362180,0,5311,100
51,포코폭 소환 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,360078,362639,0,5421,100
52,[PH] Reuse ME,0,0,0,5303,100
53,,0,0,0,5428,90
54,시카르 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,376280,0,1533,5469,100
55,시카르 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,384522,0,1758,5469,100
57,골대로 공을 던집니다.,385265,0,1779,5428,1
58,셀로르무의 도움 사용 가능|n |n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,385535,0,2291,5471,100
59,활력 재충전|n |n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,409295,409302,0,5471,100
60,위치 초기화|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,409349,409350,0,5471,101
61,통을 향해 플린의 권총을 발사합니다.,248082,0,2797,5299,100
62,던전 지원 |n |n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,426756,426758,0,5428,100
65,[PH] This is the ability you use for companion extra actions. |n |nYou can drag this to your action bar.,433878,0,0,5299,0
66,[PH] This is the ability you use for scenario extra actions. |n |nYou can drag this to your action bar.,434240,0,0,5299,0
67,시간질주 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,436521,0,3174,5556,103
68,시간질주 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,436524,0,3175,5556,104
69,시간질주 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,439053,0,3233,5556,101
70,시간질주 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,439052,0,3234,5556,100
71,서약 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,441963,0,3337,5556,103
72,탈것 지원 |n |n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,452327,452324,0,5428,99
73,,452458,452461,0,5421,99
74,,453793,453801,0,5421,0
75,,454364,454368,0,5421,0
76,,454610,454611,0,5421,0
77,,454618,454620,0,5421,0
78,,454697,454698,0,5421,0
79,,454702,454703,0,5421,0
80,,454496,454709,0,5421,0
81,,454895,454896,0,5421,0
82,,459018,459019,0,5421,0
83,,459078,459079,0,5421,0
84,,463978,463979,0,5421,0
85,,463987,463989,0,5421,0
86,,464027,464028,0,5421,0
87,,464035,464037,0,5421,0
90,G-99 광폭질주차 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,1215279,1215281,0,5295,100
