ID,ZoneName,AreaName_lang,ContinentID,ParentAreaID,AreaBit,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,UwAmbience,ZoneMusic,UwZoneMusic,IntroSound,UwIntroSound,FactionGroupMask,Ambient_multiplier,MountFlags,PvpCombatWorldStateID,WildBattlePetLevelMin,WildBattlePetLevelMax,WindSettingsID,ContentTuningID,Flags[0],Flags[1],LiquidTypeID[0],LiquidTypeID[1],LiquidTypeID[2],LiquidTypeID[3]
13,TheWorldTree,세계수,0,10,555,0,11,48,675,11,0,0,0,0,0.15,15,-1,0,0,0,13,1073758272,0,0,0,0,0
14,Durotar,듀로타,1,0,127,0,11,569,675,890,0,0,0,4,0.4,15,-1,1,2,0,70,16448,0,0,0,0,0
15,Dustwallow,먼지진흙 습지대,1,0,128,0,11,586,675,590,0,0,0,0,0.4,15,-1,12,13,0,23,16448,0,0,0,0,0
16,Azshara,아즈샤라,1,0,129,82,11,570,675,858,0,756,0,4,0.3,15,-1,3,6,0,2,16448,0,0,0,0,0
17,TheBarrens,북부 불모의 땅,1,0,130,0,11,629,675,800,0,0,0,4,0.3,15,-1,3,4,0,3,16448,0,0,0,0,0
18,CrystalLake,수정 호수,0,12,131,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
19,ZulGurub,줄구룹,0,33,574,0,11,32,675,713,0,0,0,0,0.15,15,-1,0,0,0,18,1073762368,8192,0,0,0,0
20,Moonbrook,달빛시내 마을,0,40,132,0,11,0,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
21,KulTiras,쿨 티라스,0,0,133,0,11,0,675,8,0,0,0,0,0.15,15,-1,0,0,0,830,16448,0,0,0,0,0
22,ProgrammerIsle,프로그래머의 섬,451,0,547,0,11,38,675,2,0,0,0,0,0.15,14,3499,0,0,0,798,16448,0,1,0,0,0
23,NorthshireRiver,북녘골 강,0,12,134,0,11,35,675,0,0,0,0,0,0.15,15,-1,0,0,0,73,1074806848,0,0,0,0,0
24,Northshireabbey,북녘골 수도원,0,6170,135,73,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1076904000,0,0,0,0,0
25,BlackrockMountain,검은바위 산,0,0,136,0,11,2636,675,10,0,0,0,0,0.15,15,-1,15,17,0,1203,16448,0,0,0,0,0
26,Lighthouse,등대,0,40,602,0,11,0,675,7,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,0,0,0,0,0
28,WesternPlaguelands,서부 역병지대,0,0,137,0,11,634,675,635,0,0,0,0,0.3,15,-1,10,11,0,25,16448,0,0,0,0,0
30,Nine,나인,0,0,138,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,339,16448,0,0,0,0,0
32,TheCemetary,묘지,0,10,139,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,13,1073758272,0,0,0,0,0
33,StranglethornJungle,북부 가시덤불,0,5339,140,0,11,600,675,3,0,0,0,0,0.3,15,-1,7,9,0,18,16448,0,0,0,0,0
34,EchoRidgeMine,메아리 광산,0,6170,141,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758208,0,0,0,0,0
35,BootyBay,무법항,0,5287,142,0,11,567,675,3,0,638,0,0,0.15,15,-1,0,0,0,24,1075855424,8192,0,0,0,0
36,AlteracMountains,알터랙 산맥,0,267,143,0,11,594,675,743,0,0,0,0,0.5,15,-1,0,0,0,11,1073758272,0,0,0,0,0
37,LakeNazferiti,나즈페리티 호수,0,33,144,0,11,32,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
38,LochModan,모단 호수,0,0,145,0,11,616,675,792,0,0,0,2,0.15,15,-1,3,6,0,9,16448,0,0,0,0,0
40,Westfall,서부 몰락지대,0,0,146,0,11,602,675,9,0,0,0,2,0.15,15,-1,3,4,0,6,16448,0,0,0,0,0
41,DeadwindPass,저승바람 고개,0,0,556,0,11,597,675,2,0,0,0,0,0.3,15,-1,17,18,0,775,16448,0,0,0,0,0
42,Darkshire,어둠골,0,10,147,0,11,0,675,770,0,0,0,0,0.15,15,-1,0,0,0,13,1075855424,8192,0,0,0,0
43,WildShore,거친 해안,0,5287,148,0,11,567,675,3,0,0,0,0,0.15,15,-1,0,0,0,24,1073758272,8192,0,0,0,0
44,RedridgeMountains,붉은마루 산맥,0,0,149,0,11,31,675,747,0,0,0,0,0.2,15,-1,4,6,0,10,16448,0,0,0,0,0
45,ArathiHighlands,아라시 고원,0,0,150,0,11,615,675,609,0,0,0,0,0.2,15,-1,7,8,0,17,16448,0,0,0,0,0
46,BurningSteppes,불타는 평원,0,0,151,0,11,596,675,725,0,0,0,0,0.1,15,-1,15,16,0,30,16448,0,0,0,0,0
47,TheHinterlands,동부 내륙지,0,0,152,0,11,605,675,1,0,0,0,0,0.4,15,-1,11,12,0,20,16448,0,0,0,0,0
49,DeadMansHole,사자의 구멍,451,22,153,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
51,SearingGorge,이글거리는 협곡,0,0,154,0,11,2636,675,10,0,0,0,0,0.15,15,-1,13,14,0,29,16448,0,0,0,0,0
53,ThievesCamp,도둑 야영지,0,12,155,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
54,JasperlodeMine,벽옥맥 광산,0,12,550,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
55,ValleyofHeroesUNUSED,영웅의 계곡 미사용,0,12,156,0,11,35,675,13,0,61,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
56,Heroes'Vigil,수호영웅의 안식처,0,12,157,0,11,35,675,1,0,673,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
57,FargodeepMine,개미굴 광산,0,12,158,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
59,NorthshireVineyards,북녘골 포도밭,0,6170,159,0,11,582,675,785,0,0,0,0,0.15,15,-1,0,0,0,73,1074806784,0,0,0,0,0
60,Forest'sEdge,숲 가장자리,0,12,606,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
61,ThunderFalls,천둥 폭포,0,12,160,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
62,PumpkinPatch,브랙웰 호박밭,0,12,161,0,11,35,675,1,0,671,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
63,TheStonefieldFarm,스톤필드 농장,0,12,162,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
64,TheMaclureVineyards,매클루어 포도밭,0,12,163,0,11,35,675,1,0,676,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
65,Dragonblight,용의 안식처,571,0,164,0,11,439,675,412,0,545,0,0,0.15,15,-1,22,23,0,46,16452,0,0,0,0,0
66,ZulDrak,줄드락,571,0,165,0,11,441,675,423,0,544,0,0,0.15,15,-1,22,23,0,48,16452,8192,0,0,0,0
67,TheStormPeaks,폭풍우 봉우리,571,0,166,0,11,465,675,420,0,0,0,0,0.6,15,-1,22,23,0,50,16449,8192,0,0,0,0
68,LakeEverstill,영원고요 호수,0,44,557,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
69,Lakeshire,호숫골,0,44,167,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1075855424,8192,0,0,0,0
70,Stonewatch,돌망루 요새,0,44,168,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
71,StonewatchFalls,돌망루 언덕,0,44,627,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
72,TheDarkPortal,어둠의 문,0,4,169,0,11,210,675,7,0,649,0,0,0.15,15,-1,0,0,0,34,1073758272,8192,0,0,0,0
73,TheTaintedScar,타락의 흉터,0,4,170,0,11,0,675,731,0,0,0,0,0.15,15,-1,0,0,0,34,1073758272,8192,0,0,0,0
74,PoolofTears,눈물의 연못,0,8,171,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
75,Stonard,스토나드,0,8,172,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,31,1075855424,8192,0,0,0,0
76,FallowSanctuary,드레노어 성역,0,8,173,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
77,Anvilmar,앤빌마,0,6176,174,0,11,42,675,8,0,0,0,0,0.15,15,-1,0,0,0,1477,1076903936,0,0,0,0,0
80,StormwindMountains,스톰윈드 산맥,0,12,175,0,11,35,675,17,0,0,0,2,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
81,JeffNEQuadrantChanged,제프의 북동 사분면,451,22,575,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
82,JeffNWQuadrant,제프의 북서 사분면,451,22,176,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
83,JeffSEQuadrant,제프의 남동 사분면,451,22,177,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
84,JeffSWQuadrant,제프의 남서 사분면,451,22,178,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
85,TirisfalGlades,티리스팔 숲,0,0,179,0,11,601,675,2,0,0,0,4,0.3,15,-1,1,2,0,75,16448,0,0,0,0,0
86,StoneCircleLake,돌무덤 호수,0,12,180,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
87,Goldshire,황금골,0,12,548,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1076904000,8192,0,0,0,0
88,EastvaleLoggingCamp,동쪽계곡 벌목지,0,12,181,0,11,35,675,1,0,672,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
89,ThunderFallsOrchard,거울 호수 과수원,0,12,182,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
91,TowerofAzora,아조라의 탑,0,12,183,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
92,MirrorLake,거울 호수,0,12,558,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
93,Vul'GolOgreMound,벌골 오우거 소굴,0,10,628,0,11,0,675,774,0,0,0,0,0.15,15,-1,0,0,0,13,1073758272,8192,0,0,0,0
94,RavenHill,까마귀 언덕,0,10,184,0,11,0,675,2,0,667,0,0,0.15,15,-1,0,0,0,13,1073758272,8192,0,0,0,0
95,RedridgeCanyon,붉은마루 협곡,0,44,185,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
96,TowerofIlgalar,일갈라의 탑,0,44,186,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
97,Alther'sMill,앨더의 제재소,0,44,187,0,11,0,675,748,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
98,RethbanCaverns,레스밴 동굴,0,44,188,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
99,RebelCamp,반란군 야영지,0,33,189,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1075855424,8192,0,0,0,0
100,Nesingwary'sExpedition,네싱워리 원정대,0,33,585,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
101,Kurzen'sCompound,쿠르젠 주둔지,0,33,190,0,11,0,675,715,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
102,RuinsofZul'Kunda,줄쿤다의 폐허,0,33,586,0,11,0,675,713,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
103,RuinsofZul'Mamwe,줄맘웨의 폐허,0,33,191,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
104,TheVileReef,썩은내 산호초,0,33,192,0,11,567,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
105,Mosh'OggOgreMound,모쉬오그 오우거 소굴,0,33,193,0,11,0,675,963,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
106,TheStockpile,보급창,0,33,194,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,0,0,0,0,0
107,Saldean'sFarm,살딘 농장,0,40,195,0,11,0,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
108,SentinelHill,감시의 언덕,0,40,196,0,11,0,675,709,0,0,0,0,0.15,15,-1,0,0,0,6,1076904000,8192,0,0,0,0
109,Furlbrow'sPumpkinFarm,펄브라우 호박밭,0,40,197,0,11,0,675,710,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
111,JangolodeMine,장고로드 광산,0,40,198,0,11,0,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
113,GoldCoastQuarry,황금해안 채석장,0,40,576,0,11,0,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
115,WestfallLighthouse,서부 몰락지대 등대,0,40,199,0,11,567,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
116,MistyValley,안개 골짜기,0,8,200,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
117,Grom'golBaseCamp,그롬골 주둔지,0,33,629,0,11,0,675,715,0,0,0,0,0.15,15,-1,0,0,0,18,1075855424,8192,0,0,0,0
118,Whelgar'sExcavationSite,웰가르의 발굴현장,0,11,201,0,11,0,675,191,0,0,0,0,0.15,15,-1,0,0,0,15,1073758272,8192,0,0,0,0
120,WestbrookGarrison,서쪽시내 주둔지,0,12,559,0,11,35,675,787,0,0,0,0,0.15,15,-1,0,0,0,73,1075855424,8192,0,0,0,0
121,TranquilGardensCemetery,고요의 정원 묘지,0,10,202,0,11,0,675,771,0,0,0,0,0.15,15,-1,0,0,0,13,1073758272,8192,0,0,0,0
122,ZuuldaiaRuins,줄다이아 폐허,0,33,203,0,11,567,675,713,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
123,Bal'lalRuins,발랄 폐허,0,33,204,0,11,567,675,714,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
125,Kal'aiRuins,칼아이 폐허,0,33,205,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
126,TkashiRuins,트카시 폐허,0,33,206,0,11,0,675,714,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,0,0,0,0,0
127,Balia'mahRuins,발리아마 폐허,0,33,207,0,11,0,675,713,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
128,Ziata'jaiRuins,지아타자이 폐허,0,33,208,0,11,0,675,714,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
129,MizjahRuins,미즈자 폐허,0,33,209,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
130,SilverpineForest,은빛소나무 숲,0,0,210,0,11,28,675,2,0,0,0,4,0.4,15,-1,3,6,0,7,16448,0,0,0,0,0
131,Kharanos,카라노스,0,1,211,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,74,1076904000,8192,0,0,0,0
132,ColdridgeValley,눈마루 골짜기,0,6176,212,0,11,42,675,759,0,0,0,0,0.15,15,-1,0,0,0,1477,1074806784,0,0,0,0,0
133,Gnomeregan,신 땜장이 마을,0,6457,213,0,11,42,675,765,0,665,0,0,0.15,15,-1,0,0,0,74,1073758208,8192,0,0,0,0
134,GolBolarQuarry,골볼라 채석장,0,1,214,0,11,0,675,8,0,0,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
135,FrostmaneHold,서리갈기 소굴,0,6457,215,0,11,42,675,0,0,121,0,0,0.15,15,-1,0,0,0,74,1073758208,8192,0,0,0,0
136,TheGrizzledDen,은빛 동굴,0,1,216,0,11,0,675,0,0,666,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
137,BrewnallVillage,브루날 마을,0,6457,217,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,74,1075855424,8192,0,0,0,0
138,MistyPineRefuge,안개소나무 은거처,0,1,218,0,11,0,675,8,0,664,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
139,EasternPlaguelands,동부 역병지대,0,0,219,0,11,37,675,775,0,0,0,0,0.5,15,-1,12,13,0,35,16448,0,0,0,0,0
141,Teldrassil,텔드랏실,1,0,220,0,11,584,675,11,0,0,0,2,0.4,15,-1,1,2,0,72,16448,0,0,0,0,0
142,Ironband'sExcavationSite,아이언밴드의 발굴현장,0,38,221,0,11,0,675,1,0,681,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
143,Mo'groshStronghold,모그로쉬 소굴,0,38,222,0,11,573,675,793,0,0,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
144,Thelsamar,텔사마,0,38,223,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1076904000,8192,0,0,0,0
145,AlgazGate,알가즈 관문,0,38,224,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
146,StonewroughtDam,돌다지 댐,0,38,225,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1075855424,8192,0,0,0,0
147,TheFarstriderLodge,원정순찰대 오두막,0,38,226,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
148,Darkshore,어둠해안,1,0,227,0,0,575,675,867,0,0,0,2,0.6,15,-1,3,6,0,5,16448,0,0,0,0,0
149,SilverStreamMine,은여울 광산,0,38,228,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
150,MenethilHarbor,메네실 항구,0,11,229,0,11,567,675,702,0,0,0,0,0.15,15,-1,0,0,0,15,1075855424,8192,0,0,0,0
151,DesignerIsland,디자이너의 섬,451,0,560,0,11,47,675,226,0,0,0,0,0.15,15,-1,0,0,0,798,16448,0,0,0,0,0
152,TheBulwark,보루,0,85,230,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1075855424,8192,0,0,0,0
153,RuinsofLordaeron,로데론의 폐허,0,85,607,0,11,1588,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
154,Deathknell,죽음의 종소리 마을,0,6454,231,0,11,607,675,712,0,0,0,0,0.15,15,-1,0,0,0,75,1076903936,0,0,0,0,0
155,NightWebsHollow,검은그물 거미굴,0,6454,232,0,11,40,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758208,0,0,0,0,0
156,SollidenFarmstead,솔리덴 농장,0,85,233,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
157,AgamandMills,아가만드 제분소,0,85,234,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
158,AgamandFamilyCrypt,아가만드가 납골당,0,85,235,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
159,Brill,브릴,0,85,236,0,11,0,675,712,0,0,0,0,0.15,15,-1,0,0,0,75,1076904000,8192,0,0,0,0
160,WhisperingGardens,속삭임의 정원,0,85,237,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
161,TerraceofRepose,평온의 정원,0,85,238,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
162,BrightwaterLake,청명 호수,0,85,239,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
163,Gunther'sRetreat,군터의 은거지,0,85,240,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
164,Garren'sHaunt,가렌의 흉가,0,85,241,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
165,BalnirFarmstead,발니르 농장,0,85,242,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
166,ColdHearthManor,버려진 장원,0,85,243,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
167,CrusaderOutpost,붉은십자군 전초기지,0,85,244,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
168,TheNorthCoast,북부 해안,0,85,245,0,11,567,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
169,Whispering Shore,속삭임의 해안,0,85,577,0,11,567,675,0,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
170,LordamereLake,로다미어 호수,0,0,246,0,11,31,675,2,0,0,0,0,0.15,15,-1,0,0,0,7,16448,0,0,0,0,0
172,FenrisIsle,펜리스 섬,0,130,247,0,11,0,675,718,0,0,0,0,0.15,15,-1,0,0,0,7,1073758272,8192,0,0,0,0
173,Faol'sRest,파올의 안식처,0,85,620,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
186,Dolanaar,돌라나르,1,141,622,0,11,0,675,11,0,712,0,0,0.15,15,-1,0,0,0,72,1076904000,8192,0,0,0,0
187,DarnassusUNUSED,다르나서스 미사용,1,141,248,0,11,48,675,76,0,63,0,0,0.15,15,-1,0,0,0,72,1073758272,8192,0,0,0,0
188,Shadowglen,그늘 협곡,1,6450,561,0,11,48,675,11,0,0,0,0,0.15,15,-1,0,0,0,72,1076903936,0,0,0,0,0
189,Steelgrill'sDepot,스틸그릴의 정비소,0,1,249,0,11,0,675,8,0,0,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
190,Hearthglen,하스글렌,0,28,250,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
192,NorthridgeLumberCamp,북마루 벌목지,0,28,251,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
193,RuinsofAndorhal,안돌할,0,28,252,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
195,SchoolofNecromancy,강령술 학교,0,28,253,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,0,0,0,0,0
196,UthersTomb,우서 경의 무덤,0,28,578,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,0,0,0,0,0
197,SorrowHill,슬픔의 언덕,0,28,254,0,11,0,675,671,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
198,TheWeepingCave,진흙탕 동굴,0,28,255,0,11,37,675,0,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
199,FelstoneField,펠스톤 농장,0,28,256,0,11,0,675,10,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
200,Dalson'sTears,달슨 농장,0,28,257,0,11,0,675,10,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
201,Gahrron'sWithering,가론의 흉가,0,28,258,0,11,37,675,10,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
202,TheWrithingHaunt,고통의 흉가,0,28,259,0,11,0,675,670,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
203,MardenholdeKeep,마르덴홀드 요새,0,28,260,0,11,0,675,193,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,0,0,0,0,0
204,PyrewoodVillage,장작나무 마을,0,130,261,0,11,0,675,720,0,301,0,0,0.15,15,-1,0,0,0,7,1073758272,8192,0,0,0,0
205,DunModr,던 모드르,0,11,262,0,11,0,675,191,0,0,0,0,0.15,15,-1,0,0,0,15,1073758272,8192,0,0,0,0
206,UtgardeKeep,우트가드 성채,574,0,263,0,11,429,675,0,0,0,0,0,0.7,13,-1,0,0,0,249,0,12,0,0,0,0
207,TheGreatSea,대해,36,0,264,0,11,0,675,9,0,0,0,0,0.15,13,-1,0,0,0,202,64,0,0,0,0,0
208,UnusedIroncladcove,철갑 동굴 미사용,36,0,265,76,11,34,675,0,0,0,0,0,0.15,13,-1,0,0,0,202,64,0,0,0,0,0
209,ShadowfangKeep,그림자송곳니 성채,33,0,266,0,11,28,675,2,0,0,0,4,0.15,13,-1,0,0,0,213,0,8204,0,0,0,0
210,Icecrown,얼음왕관,571,0,267,0,11,466,675,421,0,543,0,0,0.75,15,-1,22,23,0,51,69,8192,0,0,0,0
211,IceflowLake,얼음 호수,0,6457,268,0,11,42,675,8,0,0,0,0,0.15,15,-1,0,0,0,74,1073758208,8192,0,0,0,0
212,Helm'sBedLake,투구바닥 호수,0,1,269,0,11,0,675,8,0,0,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
