ID,FailureReason_lang,PlayerConditionID,OrderIndex,Flags,CampaignID
453,스톰하임 대장정을 시작하려면 직업 연맹 전당 대장정을 계속 진행해야 합니다.,136286,0,1,280
454,높은산 대장정을 시작하려면 직업 연맹 전당 대장정을 계속 진행해야 합니다.,136286,0,1,278
455,아즈스나 대장정을 시작하기에 앞서 높은산 대장정을 계속 진행하거나 포기해야 합니다.,136338,1,1,275
456,아즈스나 대장정을 시작하기에 앞서 스톰하임 대장정을 계속 진행하거나 포기해야 합니다.,136340,2,1,275
457,아즈스나 대장정을 시작하기에 앞서 발샤라 대장정을 계속 진행하거나 포기해야 합니다.,136337,3,1,275
458,발샤라 대장정을 시작하기에 앞서 아즈스나 대장정을 계속 진행하거나 포기해야 합니다.,136339,1,1,277
459,발샤라 대장정을 시작하기에 앞서 높은산 대장정을 계속 진행하거나 포기해야 합니다.,136338,2,1,277
460,발샤라 대장정을 시작하기에 앞서 스톰하임 대장정을 계속 진행하거나 포기해야 합니다.,136340,3,1,277
461,스톰하임 대장정을 시작하기에 앞서 아즈스나 대장정을 계속 진행하거나 포기해야 합니다.,136339,1,1,280
462,스톰하임 대장정을 시작하기에 앞서 높은산 대장정을 계속 진행하거나 포기해야 합니다.,136338,2,1,280
463,스톰하임 대장정을 시작하기에 앞서 발샤라 대장정을 계속 진행하거나 포기해야 합니다.,136337,3,1,280
464,높은산 대장정을 시작하기에 앞서 아즈스나 대장정을 계속 진행하거나 포기해야 합니다.,136339,1,1,278
465,높은산 대장정을 시작하기에 앞서 스톰하임 대장정을 계속 진행하거나 포기해야 합니다.,136340,2,1,278
466,높은산 대장정을 시작하기에 앞서 발샤라 대장정을 계속 진행하거나 포기해야 합니다.,136337,3,1,278
467,"대장정을 계속 진행하려면 달라란에서 ""군단척결군"" 퀘스트를 완료해야 합니다.",136470,2,0,286
469,"달라란에서 ""부서진 섬 통일"" 퀘스트를 완료해야 합니다.",136860,0,1,290
470,아르거스의 그림자 대장정을 해제하려면 군단척결 대장정을 계속 진행해야 합니다.,136942,0,1,291
472,"대장정을 계속 진행하려면 달라란에서 ""군단척결군"" 퀘스트를 완료해야 합니다.",136470,2,0,292
473,"대장정을 계속 진행하려면 달라란에서 ""군단척결군"" 퀘스트를 완료해야 합니다.",136470,2,0,293
474,"대장정을 계속 진행하려면 달라란에서 ""군단척결군"" 퀘스트를 완료해야 합니다.",136470,2,0,294
475,"대장정을 계속 진행하려면 달라란에서 ""군단척결군"" 퀘스트를 완료해야 합니다.",136470,2,0,295
476,"대장정을 계속 진행하려면 달라란에서 ""군단척결군"" 퀘스트를 완료해야 합니다.",136470,2,0,296
477,"대장정을 계속 진행하려면 달라란에서 ""군단척결군"" 퀘스트를 완료해야 합니다.",136470,2,0,297
478,"대장정을 계속 진행하려면 달라란에서 ""군단척결군"" 퀘스트를 완료해야 합니다.",136470,2,0,298
479,"대장정을 계속 진행하려면 달라란에서 ""군단척결군"" 퀘스트를 완료해야 합니다.",136470,2,0,299
480,"대장정을 계속 진행하려면 달라란에서 ""군단척결군"" 퀘스트를 완료해야 합니다.",136470,1,0,300
481,"대장정을 계속 진행하려면 달라란에서 ""군단척결군"" 퀘스트를 완료해야 합니다.",136470,3,0,301
482,"대장정을 계속 진행하려면 달라란에서 ""군단척결군"" 퀘스트를 완료해야 합니다.",136470,2,0,302
509,이번 주 후반에 오아시스로 가야 합니다.,137010,0,0,283
510,다음 주에 오아시스로 가야 합니다.,137012,1,0,283
511,이번 주 후반에 오아시스로 가야 합니다.,137013,2,0,283
512,다음 주에 오아시스로 가야 합니다.,137014,3,0,283
513,이번 주 후반에 오아시스로 가야 합니다.,137024,4,0,283
514,다음 주에 오아시스로 가야 합니다.,137025,5,0,283
515,이번 주 후반에 오아시스로 가야 합니다.,137056,6,0,283
538,"직업 연맹 전당 정찰 지도에서 ""실낙원"" 퀘스트를 수락하여 대장정을 계속 진행해야 합니다.",137883,4,0,275
539,"직업 연맹 전당 정찰 지도에서 ""평온의 숲"" 퀘스트를 수락하여 대장정을 계속 진행해야 합니다.",137907,4,0,277
540,"직업 연맹 전당 정찰 지도에서 ""외로운 산"" 퀘스트를 수락하여 대장정을 계속 진행해야 합니다.",137908,4,0,278
541,"직업 연맹 전당 정찰 지도에서 ""스톰하임"" 퀘스트를 수락하여 대장정을 계속 진행해야 합니다.",137909,4,0,280
542,첫 번째 비전술사 탈리스라가 메말라가고 있습니다. 대장정을 계속 진행하려면 샬아란에서 고대 마나를 공급해야 합니다.,137945,0,0,288
543,수석 이동술사 오큘레스가 메말라가고 있습니다. 대장정을 계속 진행하려면 샬아란에서 고대 마나를 공급해야 합니다.,137946,1,0,288
544,"수라마르 성에 입장한 후 ""가장무도회"" 능력을 사용해 변장해야 합니다.",137947,3,0,288
545,비전술사 발트와가 메말라가고 있습니다. 대장정을 계속 진행하려면 샬아란에서 고대 마나를 공급해야 합니다.,137950,2,0,288
546,대장정을 계속 진행하려면 안토란 황무지에 입장해야 합니다.,137951,1,0,291
547,군단척결 대장정을 계속 진행하려면 연맹 전당 대장정을 계속 진행해야 합니다.,137965,1,1,290
548,"대장정을 계속 진행하려면 부서진 해변에서 ""군단척결의 용사들"" 퀘스트를 완료해야 합니다.",137966,3,0,286
549,"대장정을 계속 진행하려면 부서진 해변에서 ""군단척결의 용사들"" 퀘스트를 완료해야 합니다.",137966,3,0,302
550,"대장정을 계속 진행하려면 부서진 해변에서 ""군단척결의 용사들"" 퀘스트를 완료해야 합니다.",137966,4,0,301
551,"대장정을 계속 진행하려면 부서진 해변에서 ""군단척결의 용사들"" 퀘스트를 완료해야 합니다.",137966,2,0,300
552,"대장정을 계속 진행하려면 부서진 해변에서 ""군단척결의 용사들"" 퀘스트를 완료해야 합니다.",137966,3,0,299
553,"대장정을 계속 진행하려면 부서진 해변에서 ""군단척결의 용사들"" 퀘스트를 완료해야 합니다.",137966,3,0,298
554,"대장정을 계속 진행하려면 부서진 해변에서 ""군단척결의 용사들"" 퀘스트를 완료해야 합니다.",137966,3,0,297
555,"대장정을 계속 진행하려면 부서진 해변에서 ""군단척결의 용사들"" 퀘스트를 완료해야 합니다.",137966,3,0,296
556,"대장정을 계속 진행하려면 부서진 해변에서 ""군단척결의 용사들"" 퀘스트를 완료해야 합니다.",137966,3,0,295
557,"대장정을 계속 진행하려면 부서진 해변에서 ""군단척결의 용사들"" 퀘스트를 완료해야 합니다.",137966,3,0,294
558,"대장정을 계속 진행하려면 부서진 해변에서 ""군단척결의 용사들"" 퀘스트를 완료해야 합니다.",137966,3,0,293
559,"대장정을 계속 진행하려면 부서진 해변에서 ""군단척결의 용사들"" 퀘스트를 완료해야 합니다.",137966,3,0,292
561,어둠수호병에 맞서 싸울 아군이 집결할 때까지 기다려야 합니다.,138189,0,0,311
575,연맹 전당 대장정을 계속 진행하려면 30 레벨이 되어야 합니다.,143528,0,1,286
576,연맹 전당 대장정을 계속 진행하려면 30 레벨이 되어야 합니다.,143528,0,1,298
577,연맹 전당 대장정을 계속 진행하려면 30 레벨이 되어야 합니다.,143528,0,1,296
578,연맹 전당 대장정을 계속 진행하려면 30 레벨이 되어야 합니다.,143528,0,1,294
579,연맹 전당 대장정을 계속 진행하려면 30 레벨이 되어야 합니다.,143528,0,1,295
580,연맹 전당 대장정을 계속 진행하려면 30 레벨이 되어야 합니다.,143528,0,1,292
581,연맹 전당 대장정을 계속 진행하려면 30 레벨이 되어야 합니다.,143528,0,1,299
582,연맹 전당 대장정을 계속 진행하려면 30 레벨이 되어야 합니다.,143528,0,1,297
583,연맹 전당 대장정을 계속 진행하려면 30 레벨이 되어야 합니다.,143528,0,1,293
584,연맹 전당 대장정을 계속 진행하려면 30 레벨이 되어야 합니다.,143528,0,1,300
585,연맹 전당 대장정을 계속 진행하려면 30 레벨이 되어야 합니다.,143528,1,1,301
586,연맹 전당 대장정을 계속 진행하려면 30 레벨이 되어야 합니다.,143528,0,1,302
588,발드라켄에서 역사의 고서를 살펴봐야 합니다.,5703,0,0,323
591,"""지옥 망치호의 미래"" 퀘스트를 시작한 뒤 대장정을 계속 진행할 용사를 선택해야 합니다.",147290,0,1,301
596,"이 대장정을 계속하려면 ""어둠에 물든 태양의 환영"" 대장정의 ""민다와의 만남"" 이야기 전개를 완료해야 합니다.",147463,0,0,271
602,"이 대장정을 계속하려면 ""어둠에 물든 태양의 환영"" 대장정의 ""앞으로 나아갈 길"" 이야기 전개를 완료해야 합니다.",147863,1,0,271
603,,148221,1,1,297
604,,148221,1,1,286
605,,148221,1,1,292
606,,148221,1,1,293
607,,148221,1,1,294
608,,148221,1,1,295
609,,148221,1,1,296
610,,148221,1,1,298
611,,148221,1,1,299
613,,148221,2,1,301
614,,148221,1,1,302
622,,150842,3,0,256
