ID,Name_lang,NameAlt_lang,Title_lang,TitleAlt_lang,Classification,CreatureType,CreatureFamily,StartAnimState,DisplayID[0],DisplayID[1],DisplayID[2],DisplayID[3],DisplayProbability[0],DisplayProbability[1],DisplayProbability[2],DisplayProbability[3],AlwaysItem[0],AlwaysItem[1],AlwaysItem[2]
7383,검은얼룩고양이,,,,0,12,0,0,5448,0,0,0,1,1,1,1,0,0,0
7384,주황얼룩고양이,,,,0,12,0,0,5586,0,0,0,1,1,1,1,0,0,0
7385,검은고양이,,,,0,12,0,0,5556,0,0,0,1,1,1,1,0,0,0
7386,하얀집고양이,,,,0,12,0,0,9990,0,0,0,1,1,1,1,0,0,0
7387,초록금강앵무,,,,0,12,0,3,5207,0,0,0,1,1,1,1,0,0,0
7388,유황앵무,,,,0,12,0,3,6189,0,0,0,1,1,1,1,0,0,0
7389,긴날개앵무,,,,0,12,0,3,6190,0,0,0,1,1,1,1,0,0,0
7390,왕관앵무,,,,0,12,0,3,6191,0,0,0,1,1,1,1,0,0,0
7391,유리금강앵무,,,,0,12,0,3,6192,0,0,0,1,1,1,1,0,0,0
7392,초원닭,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
7393,플리머스록,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
7394,안코나닭,,,,0,12,0,0,5369,0,0,0,1,1,1,1,0,0,0
7395,언더시티 바퀴벌레,,,,0,12,0,0,2177,0,0,0,1,1,1,1,0,0,0
7543,작은 암흑 새끼용,,,,0,12,0,3,6288,0,0,0,1,1,1,1,0,0,0
7544,진홍빛 새끼용,,,,0,12,0,3,6290,0,0,0,1,1,1,1,0,0,0
7545,작은 에메랄드 새끼용,,,,0,12,0,3,6291,0,0,0,1,1,1,1,0,0,0
7546,작은 청동 새끼용,,,,0,12,0,3,6292,0,0,0,1,1,1,1,0,0,0
7547,하늘빛 새끼용,,,,0,12,0,3,6293,0,0,0,1,1,1,1,0,0,0
7548,새끼 요정용,,,,0,12,303,0,6294,0,0,0,1,1,1,1,0,0,0
7549,청개구리,,,,0,12,0,0,6295,0,0,0,1,1,1,1,0,0,0
7550,뿔개구리,,,,0,12,0,0,901,0,0,0,1,1,1,1,0,0,0
7551,황소개구리,,,,0,12,0,0,6296,0,0,0,1,1,1,1,0,0,0
7552,섬개구리,,,,0,12,0,0,6297,0,0,0,1,1,1,1,0,0,0
7553,큰뿔부엉이,,,,0,12,0,3,4615,0,0,0,1,1,1,1,0,0,0
7554,흰부엉이,,,,0,14,0,3,6298,0,0,0,1,1,1,1,0,0,0
7555,솔부엉이,,,,0,12,0,3,6299,0,0,0,1,1,1,1,0,0,0
7556,솔부엉이,,,,0,12,0,3,6300,0,0,0,1,1,1,1,0,0,0
7560,눈덧신 토끼,,,,0,12,0,0,328,0,0,0,1,1,1,1,0,0,0
7561,눈서리뱀,,,,0,12,0,0,2955,0,0,0,1,1,1,1,0,0,0
7562,갈색나무뱀,,,,0,12,0,0,2957,0,0,0,1,1,1,1,0,0,0
7563,푸른뱀,,,,0,12,0,0,2956,0,0,0,1,1,1,1,0,0,0
7565,검은왕뱀,,,,0,12,0,0,1206,0,0,0,1,1,1,1,0,0,0
7566,붉은띠뱀,,,,0,12,0,0,2954,0,0,0,1,1,1,1,0,0,0
7567,붉은뱀,,,,0,12,0,0,6303,0,0,0,1,1,1,1,0,0,0
7568,줄무늬뱀,,,,0,12,0,0,2954,0,0,0,1,1,1,1,0,0,0
7569,녹색물뱀,,,,0,12,0,0,1986,0,0,0,1,1,1,1,0,0,0
7570,엘프 위습,,,,0,12,0,0,1824,0,0,0,1,1,1,1,0,0,0
7952,졸니르,,랩터 조련사,,0,7,0,0,7037,0,0,0,100,0,0,0,6680,0,0
8376,기계닭,,,,0,12,0,0,7920,0,0,0,1,1,1,1,0,0,0
9656,꼬마 폭탄,,,,0,12,0,0,8909,0,0,0,1,1,1,1,0,0,0
9657,꼬마 폴폴이,,,,0,12,0,0,8910,0,0,0,1,1,1,1,0,0,0
9662,새끼 화살요정용,,,,0,12,303,3,6294,0,0,0,1,1,1,1,0,0,0
9936,오염된 집고양이,,,,0,12,0,0,9209,0,0,0,1,1,1,1,0,0,0
10259,새끼 검은늑대,,,,0,12,0,0,9563,9572,0,0,1,0,0,0,0,0,0
10261,불타는 지옥사냥개,,,,0,3,0,0,1913,0,0,0,0,0,0,0,0,0,0
10414,기워붙인 누더기골렘,,,,1,6,0,0,1693,0,0,0,0,1,1,1,0,0,0
10578,봄베이,,수련 중인 의술사,,0,7,0,0,9911,0,0,0,100,0,0,0,4993,0,0
10598,새끼 불그물거미,,,,0,12,0,0,27718,0,0,0,1,1,0,0,0,0,0
11236,붉은앵무,,,,0,12,0,3,9554,0,0,0,1,1,1,1,0,0,0
11325,아기 판다,,,,0,12,0,0,10990,0,0,0,1,1,1,1,0,0,0
11326,꼬마 디아블로,,파괴의 군주,,0,12,0,0,10992,0,0,0,1,1,1,1,0,0,0
11327,저글링,,,,0,12,0,0,10993,0,0,0,1,1,1,1,0,0,0
11502,라그나로스,,,,1,4,0,0,11121,0,0,0,0,1,1,1,0,0,0
11822,달숲 집행자,달숲 집행자,,,0,7,0,0,11774,11775,11776,11777,25,25,25,25,14475,0,12523
11859,파멸수호병,,,,0,3,19,0,64965,0,0,0,0,1,1,1,0,0,0
12222,끈적거리는 녹괴물,,,,1,15,0,0,14350,0,0,0,0,0,0,0,0,0,0
12350,길들인 보라색 랩터,,,,0,1,0,0,6473,0,0,0,1,1,1,1,0,0,0
12419,감쪽같은 기계개구리,,,,0,12,0,0,901,0,0,0,1,1,1,1,0,0,0
14042,라이타마,,모로가이 종결자,,0,7,0,0,14193,0,0,0,0,0,0,0,0,0,0
14143,아르리아,,모로가이,,0,12,0,0,14192,0,0,0,0,0,0,0,0,0,0
14305,인간 고아,,,,0,12,0,0,338,0,0,0,0,1,1,1,0,0,0
14421,갈색 땅다람쥐,,,,0,12,0,0,1072,0,0,0,1,1,1,1,0,0,0
14444,오크 고아,,,,0,12,0,0,14589,0,0,0,0,1,1,1,0,0,0
14505,공포마,,,,0,3,0,0,14554,0,0,0,1,1,1,1,0,0,0
14629,망치머리 무쇠턱거북,,,,0,12,0,0,14657,0,0,0,1,1,1,1,0,0,0
14630,무쇠턱 장수거북,,,,0,12,0,0,14658,0,0,0,1,1,1,1,0,0,0
14631,올리브 무쇠턱거북,,,,0,12,0,0,14659,0,0,0,1,1,1,1,0,0,0
14632,매부리 무쇠턱거북,,,,0,12,0,0,14660,0,0,0,1,1,1,1,0,0,0
14633,알비노 무쇠턱거북,,,,0,12,0,0,14661,0,0,0,1,1,1,1,0,0,0
14744,긴울음 서리늑대,,,,0,1,0,0,92901,0,0,0,1,1,1,1,0,0,0
14755,작은 녹색 새끼용,,,,0,12,0,3,14778,0,0,0,1,1,1,1,0,0,0
14756,작은 붉은 새끼용,,,,0,12,0,3,14779,0,0,0,1,1,1,1,0,0,0
14878,쥬블링,,,,0,12,0,0,14938,0,0,0,1,1,1,1,0,0,0
15186,머키,,,,0,12,0,0,15369,0,0,0,1,1,1,1,0,0,0
15356,푸른 아기 멀록,,,,0,12,0,0,15393,0,0,0,1,1,1,1,0,0,0
15357,보라색 아기 멀록,,,,0,12,0,0,15397,0,0,0,1,1,1,1,0,0,0
15358,럴키,,,,0,12,0,0,15398,0,0,0,1,1,1,1,0,0,0
15359,분홍색 아기 멀록,,,,0,12,0,0,15396,0,0,0,1,1,1,1,0,0,0
15360,녹색 아기 멀록,,,,0,12,0,0,15394,0,0,0,1,1,1,1,0,0,0
15361,머키,,,,0,12,0,0,15395,0,0,0,1,1,1,1,0,0,0
15429,메스꺼운 수액덩어리,,,,0,12,0,0,15436,0,0,0,1,1,1,1,0,0,0
15548,유령 백마,,,,1,6,0,0,16408,0,0,0,0,0,0,0,0,0,0
15661,아기 상어,,,,0,12,0,0,15595,0,0,0,1,1,1,1,0,0,0
15698,겨울 할아버지의 도우미,,,,0,12,0,0,15660,0,0,0,1,1,1,1,0,0,0
15699,온순한 기계설인,,,,0,12,0,0,10269,0,0,0,1,1,1,1,0,0,0
15705,겨울 할아버지의 꼬마 도우미,,,,0,12,0,0,15663,0,0,0,1,1,1,1,0,0,0
15706,겨울순록,,,,0,12,0,0,15904,0,0,0,1,0,0,0,0,0,0
15710,꼬마 눈사람,,,,0,12,0,0,13610,0,0,0,0,0,0,0,0,0,0
16069,거키,,,,0,12,0,0,15984,0,0,0,1,1,1,1,0,0,0
16085,덜렁발,,,,0,12,0,3,15992,0,0,0,1,1,1,1,0,0,0
16445,터키,,,,0,12,0,0,15398,0,0,0,1,1,1,1,0,0,0
16456,폴레이,,,,0,12,0,0,16189,0,0,0,1,1,1,1,0,0,0
16547,날쌘돌이,,,,0,12,0,0,16259,0,0,0,1,1,1,1,0,0,0
16548,꿀꿀이,,,,0,12,0,0,27681,0,0,0,1,1,1,1,0,0,0
16549,찍찍이,,,,0,12,0,0,2176,0,0,0,1,1,1,1,0,0,0
16628,경매인 카이도리,,,,0,7,0,0,16694,0,0,0,1,1,1,1,0,0,0
16701,여름의 정령,,,,0,12,0,3,16587,0,0,0,1,1,1,1,0,0,0
16800,대마법학자 롬매스,,,,1,7,0,0,19706,0,0,0,0,1,1,1,29114,0,0
16801,할두런 브라이트윙,,실버문 순찰대 사령관,,1,7,0,0,19707,0,0,0,0,1,1,1,24324,24324,24326
17026,그롬 헬스크림,,전쟁노래 부족 족장,,1,7,0,0,21575,0,0,0,0,0,0,0,24409,0,0
17252,지옥수호병,,,,0,3,29,0,64802,0,0,0,1,1,1,1,22199,0,0
17254,아쉬아나,,,,0,12,0,0,37949,0,0,0,1,1,1,1,0,0,0
17255,새끼 히포그리프,,,,0,12,0,3,16943,0,0,0,1,0,0,0,0,0,0
18063,가로쉬,,헬스크림의 아들,,1,7,0,0,17452,0,0,0,0,0,0,0,23428,23428,0
18075,만노로스,,,,1,3,0,0,17469,0,0,0,0,0,0,0,28365,0,0
18377,날쌘 붉은색 와이번,,,,0,1,0,0,17719,0,0,0,0,0,0,0,0,0,0
18381,황천의 새끼용,,,,0,12,0,3,17723,0,0,0,1,1,1,1,0,0,0
18839,마법 가재,,,,0,12,0,0,18269,0,0,0,1,1,1,1,0,0,0
19044,용 학살자 그룰,,,,1,5,0,0,18698,0,0,0,0,1,1,1,0,0,0
19622,캘타스 선스트라이더,,블러드 엘프 군주,,1,7,0,0,20023,0,0,0,1,1,1,1,0,0,0
19935,소리도르미,,시간의 중재자,,1,2,0,0,20222,0,0,0,0,0,0,0,30441,0,0
20245,키티군,,,,0,12,0,0,9989,0,0,0,0,0,0,0,0,0,0
20246,매니,,,,0,12,0,0,9990,0,0,0,1,1,1,1,0,0,0
20247,키티,,,,0,12,0,0,5556,0,0,0,1,1,1,1,0,0,0
20350,켈투자드,,키린 토,,0,7,0,0,19548,0,0,0,0,0,0,0,0,0,0
20408,마나 지룡,,,,0,12,0,3,19600,0,0,0,1,1,1,1,0,0,0
20472,갈색 토끼,,,,0,12,0,0,4626,0,0,0,1,1,1,1,0,0,0
21008,노란 나방,,,,0,12,0,3,19985,0,0,0,1,1,1,1,0,0,0
21009,붉은 나방,,,,0,12,0,3,19986,0,0,0,1,1,1,1,0,0,0
21010,푸른 나방,,,,0,12,0,3,19987,0,0,0,1,1,1,1,0,0,0
21018,하얀 나방,,,,0,12,0,3,19999,0,0,0,0,0,0,0,0,0,0
21055,황금 용매 새끼,,,,0,12,0,3,20026,0,0,0,1,1,1,1,0,0,0
21056,푸른색 용매 새끼,,,,0,12,0,3,20029,0,0,0,1,1,1,1,0,0,0
21063,은빛 용매 새끼,,,,0,12,0,3,20037,0,0,0,1,1,1,1,0,0,0
21064,붉은색 용매 새끼,,,,0,12,0,3,20027,0,0,0,1,1,1,1,0,0,0
21076,반딧불이,,,,0,12,0,3,20042,0,0,0,1,1,1,1,0,0,0
21266,새끼 칼날발톱,,,,0,12,0,0,20155,20160,0,0,1,1,0,0,0,0,0
22174,트리굴,,,,1,1,0,0,18194,0,0,0,1,1,1,1,0,0,0
22328,무선조종 박격포전차,,,,0,12,0,0,15382,0,0,0,0,0,0,0,0,0,0
22445,꼬마날개,,,,0,12,0,3,20996,0,0,0,1,1,1,1,0,0,0
22484,제피트,,,,0,12,0,0,21048,0,0,0,0,0,0,0,0,0,0
22514,길들인 흰색 탈부크,,,,0,1,0,0,21076,0,0,0,1,1,1,1,0,0,0
22522,슈퍼 스랄,,,,1,7,0,0,4527,0,0,0,1,1,1,1,21679,0,0
22817,블러드 엘프 고아,,,,0,12,0,0,19315,0,0,0,1,1,1,1,0,0,0
22818,드레나이 고아,,,,0,12,0,0,19091,0,0,0,1,1,1,1,0,0,0
22943,노루토끼,,,,0,12,0,0,22349,0,0,0,1,1,1,1,0,0,0
23114,황금돼지,,,,0,12,0,0,21304,0,0,0,1,0,0,0,0,0,0
23159,오쿠노,,잿빛혓바닥 결사단 병참장교,,1,7,0,0,21345,0,0,0,0,1,1,1,14707,0,0
23198,황금돼지,,,,0,12,0,0,21328,0,0,0,0,0,0,0,0,0,0
23220,쉬바라 암살자,,,,0,3,0,0,21527,0,0,0,0,0,0,0,28133,28133,0
23231,왕눈이,,,,0,12,0,3,21381,0,0,0,1,0,0,0,0,0,0
23234,바나나몽치,,,,0,12,0,0,21362,0,0,0,1,1,1,1,0,0,0
23258,용용이,,,,0,12,0,0,21382,0,0,0,1,0,0,0,0,0,0
23266,땅콩이,,,,0,12,0,0,21393,0,0,0,1,0,0,0,0,0,0
23274,뿡뿡이,,,,0,12,0,0,16633,0,0,0,1,1,1,1,0,0,0
23439,배고픈 황천의 가오리,,,,0,12,0,0,21155,0,0,0,1,1,1,1,0,0,0
23909,사악한 작은 호박,,,,0,12,0,0,21900,0,0,0,1,1,1,1,0,0,0
23944,줄진의 정수,,,,1,7,0,0,21934,0,0,0,1,0,0,0,21465,21465,0
24266,리치 왕 아서스,,,,1,6,0,0,22234,0,0,0,0,0,0,0,33475,0,0
24267,암흑의 아서스,,,,1,6,0,0,22235,0,0,0,0,0,0,0,0,0,0
24268,인간 아서스,,,,1,7,0,0,21976,0,0,0,0,0,0,0,0,0,0
24388,덥석이,,,,0,12,0,0,22388,0,0,0,1,0,0,0,0,0,0
24389,캭캭이,,,,0,12,0,0,22389,0,0,0,1,0,0,0,0,0,0
24480,모조,,,,0,12,0,0,28501,0,0,0,1,1,1,1,0,0,0
24753,분홍색 꼬마 엘레크,,,,0,12,0,0,22629,0,0,0,0,0,0,0,0,0,0
24968,로켓 태엽돌이,,,,0,12,0,0,22776,0,0,0,1,1,1,1,0,0,0
25062,조그만 포자박쥐,,,,0,12,0,3,22855,0,0,0,1,1,1,1,0,0,0
25109,로켓닭,,,,0,12,0,0,22903,0,0,0,1,1,1,1,0,0,0
25110,용 연,,,,0,12,0,0,22966,22990,22991,22992,1,1,1,1,0,0,0
25146,황금돼지,,,,0,12,0,0,21304,0,0,0,0,0,0,0,0,0,0
25147,은돼지,,,,0,12,0,0,22938,0,0,0,0,0,0,0,0,0,0
25165,여군주 사크로래쉬,,,,1,3,0,0,23177,0,0,0,0,1,1,1,31609,31609,0
25180,날쌘 검은색 전투산양,,,,0,1,0,0,14577,0,0,0,1,1,1,1,0,0,0
25706,이글거리는 불덩이,,,,0,12,0,0,8409,0,0,0,0,0,0,0,0,0,0
26050,으릉이,,,,0,12,0,0,23507,0,0,0,1,0,0,0,0,0,0
26056,크릉이,,,,0,12,0,0,23506,0,0,0,1,0,0,0,0,0,0
26115,암흑사도 혈액운반자,,산레인,,0,6,0,0,23554,0,0,0,0,1,1,1,34311,0,0
26119,새끼 불사조,,,,0,12,0,3,23574,0,0,0,1,1,1,1,0,0,0
26243,진홍빛 뱀,,,,0,12,0,0,15923,0,0,0,1,1,1,1,0,0,0
26499,아서스,,로데론의 왕자,,1,7,0,0,24949,0,0,0,0,0,0,0,37579,0,0
26613,새끼 북극 회색곰,,,,0,1,0,0,23946,23947,23948,0,3,2,1,0,0,0,0
26614,눈신 토끼,,,,0,1,0,0,328,0,0,0,0,0,0,0,0,0,0
26966,어둠의 심문관,,,,0,6,0,0,14703,0,0,0,0,0,0,0,0,0,0
27017,동력이 고갈된 전쟁 골렘,,,,0,12,0,0,26139,0,0,0,0,0,0,0,0,0,0
27217,경쟁의 정신,,,,0,12,0,3,113730,0,0,0,0,1,1,1,0,0,0
27346,경쟁의 정수,,,,0,12,0,3,24620,0,0,0,0,1,1,1,0,0,0
27438,무지개송어,,,,0,8,0,0,24637,0,0,0,0,0,0,0,0,0,0
27638,하늘빛 고리 수호자,,,,1,2,0,3,28080,0,0,0,0,0,0,0,0,0,0
27798,환생한 하늘발톱,,,,0,8,0,0,11686,0,0,0,1,0,0,0,0,0,0
27914,에테리얼 영혼의 무역상,,,,0,12,0,0,25002,0,0,0,1,1,1,1,0,0,0
28267,코요테 영혼,,,,0,12,0,0,25265,0,0,0,0,0,0,0,0,0,0
28470,새끼 황천의 가오리,,,,0,12,0,3,25457,0,0,0,1,1,1,1,0,0,0
28513,새끼 흡혈박쥐,,,,0,12,0,3,4185,0,0,0,1,1,1,1,0,0,0
28878,해골 앞잡이,,,,0,6,0,0,5231,0,0,0,0,0,0,0,0,0,0
28883,꽁꽁이,,,,0,12,0,3,28456,0,0,0,1,1,1,1,0,0,0
28960,생성기,,,,0,10,0,0,16480,21342,0,0,0,1,0,0,0,0,0
29089,꼬마 티리엘,,,,0,12,0,3,25900,0,0,0,1,1,1,1,0,0,0
29147,유령 해골,,,,0,12,0,3,28089,0,0,0,1,1,1,1,0,0,0
29238,스컬지 유령,,,,0,6,0,0,26064,0,0,0,0,1,1,1,0,0,0
29611,국왕 바리안 린,,스톰윈드 국왕,,1,7,0,0,28127,0,0,0,1,1,1,1,45899,0,0
29726,오싹군,,,,0,12,0,0,26452,0,0,0,1,1,1,1,0,0,0
29850,로고쉬,,늑대 정령,,1,1,0,0,17283,0,0,0,0,0,0,0,0,0,0
30116,대마법사 에이타스 선리버,,키린 토,,1,7,0,0,26770,0,0,0,1,0,0,0,35781,0,0
30379,서부 몰락지대 닭,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
31530,대연금술사 퓨트리스,,,,1,7,0,0,27611,0,0,0,0,0,0,0,0,0,0
31575,하수도 왕쥐,,,,0,12,0,0,27627,0,0,0,1,1,1,1,0,0,0
31787,요새 감시자,,,,0,6,0,3,7616,0,0,0,1,0,0,0,0,0,0
32326,왕자 아서스 메네실,,,,1,6,0,0,27545,0,0,0,1,1,1,1,33475,0,0
32335,무장한 순백의 그리핀,,,,0,1,160,0,27913,0,0,0,0,0,0,0,0,0,0
32589,새끼 더부살이 새,,,,0,12,0,3,62217,0,0,0,1,1,1,1,0,0,0
32590,흰 새끼 더부살이 새,,,,0,12,0,3,28215,0,0,0,1,1,1,1,0,0,0
32591,새끼 코브라,,,,0,12,0,0,28084,0,0,0,1,1,1,1,0,0,0
32592,새끼 원시비룡,,,,0,12,0,3,28217,0,0,0,1,1,1,1,0,0,0
32595,펭구,,,,0,12,0,0,28216,0,0,0,1,1,1,1,0,0,0
32643,키린 토 지식의 전령,,,,0,12,0,0,45937,0,0,0,1,1,1,1,0,0,0
32695,도나반 베일,,,,0,7,0,0,28180,0,0,0,1,0,0,0,0,0,0
32697,검은 다크할,,,,0,7,0,0,28181,0,0,0,1,0,0,0,0,0,0
32700,할가 스틸바로우,,,,0,7,0,0,28200,0,0,0,1,0,0,0,0,0,0
32702,드록 스컬브레이커,,,,0,7,0,0,28201,0,0,0,1,0,0,0,0,0,0
32704,대담한 단릭,,,,0,7,0,0,28188,0,0,0,1,0,0,0,0,0,0
32706,새들린 화이트돈,,,,0,7,0,0,28189,0,0,0,1,0,0,0,0,0,0
32708,나레스텔 페일스타,,,,0,7,0,0,28182,0,0,0,1,0,0,0,34898,0,0
32709,후나카 그린후프,,,,0,7,0,0,28183,0,0,0,1,0,0,0,30021,0,0
32710,가를 그림그리즐,,,,0,7,0,0,28184,0,0,0,1,0,0,0,0,0,0
32711,차원의 여사냥꾼 쿨라,,,,0,7,0,0,28185,0,0,0,1,0,0,0,0,0,0
32712,굉장한 잔조,,,,0,7,0,0,28186,0,0,0,1,1,1,1,27842,0,0
32713,주완나마나,,,,0,7,0,0,28187,0,0,0,1,0,0,0,19884,0,0
32714,달의 여사제 니시,,,,0,7,0,0,28190,0,0,0,1,0,0,0,29107,0,0
32715,눈물이,,,,0,7,0,0,28191,0,0,0,1,0,0,0,25236,0,0
32716,린지 레드그린,,,,0,7,0,0,28192,0,0,0,1,0,0,0,0,0,0
32717,드룰,,비통한 자,,0,7,0,0,28193,0,0,0,1,0,0,0,0,0,0
32718,디시드라 스톰글로리,,,,0,7,0,0,28195,0,0,0,1,0,0,0,0,0,0
32719,대사술사 오호도,,,,0,7,0,0,28196,0,0,0,1,0,0,0,33494,0,0
32720,비올레타,,,,0,7,0,0,28197,0,0,0,1,0,0,0,31308,0,0
32721,지옥마술사 비림,,,,0,7,0,0,28198,0,0,0,1,0,0,0,28604,0,0
32791,봄 토끼,,,,0,12,0,0,6302,0,0,0,1,1,1,1,0,0,0
32818,포동포동 칠면조,,,,0,12,0,0,45968,0,0,0,1,1,1,1,0,0,0
32841,아기 눈보라 곰,,,,0,12,0,0,16189,0,0,0,1,1,1,1,0,0,0
32906,프레이야,,,,1,5,0,0,28777,0,0,0,0,1,1,1,0,0,0
32939,꼬마 사슴,,,,0,12,0,0,28397,0,0,0,1,1,1,1,0,0,0
33072,오누,,지식의 고대정령,,0,4,0,0,1455,0,0,0,0,1,1,1,0,0,0
33188,텔드랏실 꼬마 나무,,,,0,12,0,0,28482,0,0,0,1,1,1,1,0,0,0
33194,던 모로 새끼 곰,,,,0,12,0,0,28489,0,0,0,1,1,1,1,0,0,0
33197,티리스팔 새끼 박쥐,,,,0,12,0,3,4732,0,0,0,1,1,1,1,0,0,0
33198,듀로타 전갈,,,,0,12,0,0,15470,0,0,0,1,1,1,1,0,0,0
33199,똑딱똑딱 경보기,,,,0,12,0,0,14473,0,0,0,1,1,1,1,0,0,0
33200,엘윈 새끼 양,,,,0,12,0,0,16205,0,0,0,1,1,1,1,0,0,0
33205,암멘 골짜기 꼬마 덩굴손,,,,0,12,0,0,28493,0,0,0,1,1,1,1,0,0,0
33219,멀고어 새끼 타조,,,,0,12,0,0,28502,0,0,0,1,0,0,0,0,0,0
33226,해변게,,,,0,12,0,0,45880,0,0,0,1,1,1,1,0,0,0
33227,마력 깃든 빗자루,,,,0,12,0,0,45960,0,0,0,1,1,1,1,0,0,0
33238,은빛십자군 종자,은빛십자군 종자,,,0,12,0,0,28946,0,0,0,1,1,1,1,0,0,0
33239,은빛십자군 꼬마 그런트,,,,0,12,0,0,28948,0,0,0,1,1,1,1,0,0,0
33274,기계삐삐,,,,0,12,0,0,28539,0,0,0,1,1,1,1,0,0,0
33299,검은창 랩터,,,,0,1,0,0,29261,0,0,0,1,1,1,1,0,0,0
33529,호기심 많은 새끼 울바르,,,,0,12,0,0,25384,0,0,0,1,0,0,0,0,0,0
33530,호기심 많은 새끼 점쟁이,,,,0,12,0,0,25173,0,0,0,1,0,0,0,0,0,0
33532,울바르 고아,,,,0,12,0,0,25384,0,0,0,1,0,0,0,0,0,0
33533,점쟁이 고아,,,,0,12,0,0,25173,0,0,0,1,1,1,1,0,0,0
33578,검투사 머키무스,,,,0,12,0,0,28734,0,0,0,1,1,1,1,0,0,0
33810,센진 우상,,,,0,12,0,3,46939,46955,46956,0,1,1,1,0,0,0,0
33836,폭발로봇,,,,1,9,0,0,6977,0,0,0,0,1,1,1,0,0,0
33975,귀족의 정원 토끼,,,,0,12,0,0,28726,0,0,0,1,0,0,0,0,0,0
34031,XS-001 건설로봇,,,,0,12,0,0,29060,0,0,0,1,1,1,1,0,0,0
34278,시들이,,,,0,12,0,0,45943,0,0,0,1,0,0,0,0,0,0
34320,새끼 맹독가죽,,,,0,12,0,0,29251,0,0,0,0,0,0,0,0,0,0
34364,삼색얼룩고양이,,,,0,12,0,0,11709,0,0,0,1,1,1,1,0,0,0
34527,데이브의 산업 조명 및 마법 (소형),,,,0,10,0,0,328,27823,0,0,0,1,0,0,0,0,0
34587,전투로봇,,,,0,12,0,0,29279,0,0,0,1,1,1,1,0,0,0
34694,그런티,,,,0,12,0,0,29348,0,0,0,1,1,1,1,0,0,0
34724,아롱 지룡,,,,0,12,0,3,70232,0,0,0,1,1,1,1,0,0,0
34770,죽음의 무도 해골,,,,0,12,0,0,29404,0,0,0,1,1,1,1,11264,11264,0
34930,비취 호랑이,,,,0,12,0,0,29605,0,0,0,1,1,1,1,0,0,0
35384,엘룬의 신도,,,,0,6,0,0,29798,29799,29800,29801,1,1,1,1,0,0,0
35387,새끼 도약랩터,,,,0,12,0,0,29802,0,0,0,1,1,1,1,0,0,0
35394,새끼 래즈자쉬 랩터,,,,0,12,0,0,29806,0,0,0,1,1,1,1,0,0,0
