ID,Text_lang
33,"비밀결사의 용장들은 정교한 기술로 빛의 힘을 사용하며, 여러 해 동안 엄격한 학습과 문서 번역에 매진하는 것으로 유명합니다."
34,"비밀결사의 광신도들은 고통스러운 자기 고문을 포함한 엄격한 물리적 강압을 견뎌낸 사제들로, 영적인 깨달음을 이루기 위해 기꺼이 고문을 참아냅니다."
35,"암흑 광신도의 음울하고 비밀에 싸인 의식은 신념이 충만한 마법사들을 한계치까지, 그리고 그것을 초월한 곳까지 내몹니다. 이 의식에서 살아남은 자는 어둠 속에 완전히 모습을 감출 수 있게 됩니다."
36,"범죄자라고도 불리는 좀도둑들은 무관의 연맹이 정보나 물품을 은밀하게, 또는 강압적으로 빼앗을 때 이용합니다."
37,"타락한 귀족들에게 대항하는 데피아즈 결사단의 단련된 무법자들로, 억압받은 자들이 흘린 피를 상징하기 위해 붉은색 복면을 두르고 있습니다."
38,"""여기에 투기장을요? 뭐, 어차피 타락한 도박꾼이 될 놈들이라면, 싸울 만한 몸 상태가 되는 것도 괜찮겠지요."" - 조라크 라벤홀트"
39,"붉은해적단은 술에 취하든 그렇지 않듯 육지와 바다에서 치열한 전투를 치러낼 수 있습니다. 수평선에 이들의 붉은색 돛이 나타나기만 해도, 적들은 대포 한 발 쏘지 못하고 항복하곤 합니다."
40,"정령들의 계급 구조에서 하위 계급에 해당하는 하급 정령은, 그 끝을 알 수 없는 수만으로 적을 압도합니다."
41,상급 정령은 가장 강력한 주술사만이 소환해 부릴 수 있습니다. 그렇지 않으면 상급 정령의 공격을 받아 자만심의 대가를 치르게 됩니다.
42,"""발아래 있는 대지는 말이 필요치 않으니, 당신은 그것을 들을 필요가 없습니다."" - 대지술사 예바"
43,"""적이 서 있는 땅을 당신이 움직일 수 있다면, 당신을 처치하기가 어려워질 게 틀림없습니다."" - 흙점쟁이 자카라"
44,"정령의 살아 있는 도관 역할을 하는 노련한 바람의 주술사로, 바람의 승천자가 될 때 폭풍의 분노로 자신을 감쌉니다."
45,"불의 승천자는 신체에 화염을 주입해 지옥불과 한몸이 되어, 적을 뼈째로 불태워버립니다."
46,육신을 초월하고 물의 정령의 힘을 받아들인 물의 승천자는 대양의 깊이만큼이나 거대한 힘으로 물의 정화력과 유연함을 집중시킵니다.
47,"악마 중에서 하위 계급에 해당하는 임프들은 하나하나의 강인함이 부족하다는 이유로 과소평가받기 마련입니다. 하지만 무리를 이뤘을 때는 죽은 임프를 다른 임프가 신속하게 대체하는 데다가, 모조리 처치하기가 어려운 만큼 상당히 위험한 존재입니다."
48,"""놈들이 어디서 왔는지 도무지 알 수가 없다. 적에게 지옥불을 퍼붓고 있었는데, 어느 틈엔가 이 작은 마귀가 주변에 모여들더니 사방팔방 지옥 화살을 날리고 있었다."" - 루루벨 피즐뱅"
49,암흑의 수확 수행사제들은 그들이 추구하는 금지된 지식을 위해서라면 모든 것을 희생할 각오가 되어 있습니다. 서로의 목숨까지도요. 새로 들어온 수행사제들은 미지의 의식이 끝난 후 시체로 발견되곤 합니다.
50,암흑의 수확 수행사제들이 기원사 계급으로 승급하는 것은 아주 드문 일입니다. 그들은 종종 승천 의식의 한 부분으로 알려진 어둠의 힘에 희생되기 때문입니다.
51,"""우리가 본 브리쿨 죄수들은 죽음을 맞이한 동료를 보며 기묘한 슬픔에 차 있었다. 그들은 마치 죽은 자를 부러워하는 듯했다."" - 국왕 바리안 린"
52,다음 생에서 자신을 증명해 보인 발라리아르는 순수한 강철로 벼려낸 육체를 받고 하늘에서 떨어진 번개를 둘러 보상받습니다.
53,"단도직입적인 성격과 전술을 가진 방패여전사는, 오딘의 용맹의 전당에 자신의 이름이 영원히 기려질 수 있도록 전투에서 가치를 증명해 보이고 싶어합니다."
54,"가장 강력한 방패여전사는 발키라에게 선택되어 티탄 감시자인 에이르를 섬깁니다. 발키라 방패여전사가 용감한 죽음을 맞으면, 전설의 발키르가 되도록 선택받을 수도 있습니다."
55,"니우짜오의 메아리는 강인함과 불굴의 기운으로, 가장 강력한 적과도 맞설 수 있습니다."
56,"츠지의 메아리는 아름다운 노래로 아군의 정신력을 회복시키고, 마력과 사기를 북돋웁니다."
57,"쉬엔의 메아리는 천신 백호의 야성과 우월함이 구체화된 대상으로, 전장에서 적에게 막대한 피해를 입힙니다."
58,"고대 분쟁 이후 잊혀진 마력을 사용하는 이 수호자는 자연의 잔혹한 측면, 그리고 모든 피조물을 지배하는 생명과 죽음의 순환과 연계되어 있습니다."
59,"천신의 강력한 메아리는 선택한 아군에게 힘과 회복력, 열정을 북돋아 줍니다."
61,"서로 다른 시체 덩어리를 여럿 엮어 만든 누더기골렘은 거대하고 강인한 언데드 투사입니다. 이들은 칼과 갈고리로 무장하고, 한 번의 공격으로 적을 갈기갈기 찢어버립니다."
64,"군마의 얼어붙은 날개에 올라, 격렬한 분노와 복수에 달뜬 모습으로 적에게 달려듭니다. 서리약탈자를 상대해 본 자들은 그 즉시 머리 위 하늘을 두려워해야 한다는 사실을 배웁니다."
65,전장에서 드높은 위용을 자랑하는 이 악마의 여사제들은 여섯 개의 팔로 격노의 검을 들고 적을 도륙합니다. 이 괴물들을 상대할 때는 공정한 전투라는 생각은 잊어버려야 합니다.
66,"꿈숲의 감시관들은 어린 시절부터 영입되어 훈련을 받습니다. 가족과 떨어져 지내야 하는 이들은 숲과 아주 끈끈한 결속을 맺어, 숲이 상처를 입으면 실제로 신체적인 고통을 느끼기도 합니다."
67,"나이트본 중에서 흔하지 않은 사냥꾼은 숨겨진 위치에서 적을 공격하는 데 능숙합니다. 이들은 비전로의 통로를 직접 이용하여 적을 공격한 후, 적이 미처 눈치채기도 전에 사라져 버리곤 합니다."
68,"키린 토를 보호하겠다고 맹세한 이들 수호자는 어떤 전투에서도 무시무시한 위력을 발휘합니다. 면도날처럼 예리한 정확도로, 적 전선에 무시무시한 공격을 퍼붓기도 합니다."
69,수도사의 길을 배우는 여러 학생들은 특정한 천신의 도에 집중하고 자신의 전문화로 채택합니다. 하지만 평온의 사부들은 조금 더 포괄적인 접근으로 깨달음에 더 가까워질 수 있다고 믿습니다.
70,가장 치열한 전장만을 찾아간다는 성전사들은 제거할 수 없는 방벽을 만났을 때 은빛 성기사단이 내놓는 해답입니다.
71,"두건 쓴 사제가 당신에게 다가오는 모습을 본다면, 즉시 뒤로 돌아 달아나십시오. 전력을 다해 뛰는 게 좋을 겁니다."
72,"라벤홀트의 개인 경호원입니다. 아주 ""특별한"" 상황에서만 그의 장원에서 직접 출동합니다."
73,"여전히 세계의 분리에 따른 고통에서 온전히 회복하지는 못했지만, 대지고리회 역시 부서진 섬에서의 부름에 답했습니다. 군단의 위협은 너무나도 커서, 온 세력이 결집해야 막을 수 있을 것입니다."
74,"파괴의 희열을 먹고 사는 거대한 투사로, 흔히들 이들이 멍청하다고 오해하고는 합니다. 하지만 악마 치고는 꽤 영리한 자들입니다."
75,가장 전투 경험이 많은 정예 병사들만이 강습병으로 인정받을 수 있습니다.
76,빛벼린 자는 승리할 수 없는 전쟁에서도 절대 흔들리지 않는 병사입니다. 빛에 감싸이고 신성한 불길로 무장한 이들은 수많은 하급 악마들을 손쉽게 돌파할 수 있습니다.
77,크로쿨은 멸종되지 않고 아르거스의 지옥과도 같은 환경을 견뎌냈습니다. 이들은 그렇게 살아남았습니다.
78,"에레다스의 뒤틀린 자들은 지옥 마력에서는 살아남았지만, 결국 공허에 굴복하고 말았습니다. 공허에 물든 이들 중 극히 일부는 혼돈에서 벗어날 수 있었지만, 어둠으로부터 떨어질 수 없이 결속된 존재가 되었습니다."
79,"그림토템 부족의 전사들은 강력한 타우렌 부족 내에서도 가장 공격적이며, 그 흉포함과 악랄함으로 악명 높습니다. 이 사나운 병사들을 곁에 둔 마가타는 무시할 수 없는 위협적인 세력입니다."
80,"그림토템 전사는 타우렌의 적을 제거하기 위해 싸웁니다. 그림토템에게는 거의 모든 종족이 타우렌의 적일 뿐입니다. 하지만 마가타가 혼돈의 소용돌이에 머무는 동안에는, 그림토템도 대지고리회를 돕기로 했습니다."
181,고용된 정예 병력입니다.
182,돌팔매군은 죄악석 던지는 일을 진심으로 즐깁니다. 자신이 저지른 옛 죄악에 적들이 짓눌리며 살점과 뼈가 뭉개지는 소리를 들으면 기뻐서 낄낄거리며 웃는다고 하죠.
