Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
눈덧신 토끼를 뒤쫓다 보면 절벽에서 떨어지는 일이 많습니다.,|cFFFFD200상인: |r얄린 앰버스틸|n|cFFFFD200지역: |r던 모로|n|cFFFFD200가격: |r20|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,72,7560,10711,132762,4,2,2,6,7,0
"키린 토 마법사들이 선호하는 애완동물인 이 파충류는 뱀인지, 아니면 전혀 다른 생물인지 알쏭달쏭합니다.",|cFFFFD200상인: |r브리아니|n|cFFFFD200지역: |r달라란|n|cFFFFD200가격: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,74,7561,10713,136040,7,2,2,6,7,0
"산티쉬는 아무 두려움 없이 이 고귀한 뱀을 추적하고, 포획하고, 훈련시켜서 이 뱀들이 전투 시 동료들을 도울 수 있게 합니다.",|cFFFFD200상인: |r산티쉬|n|cFFFFD200지역: |r오그리마|n|cFFFFD200가격: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,75,7565,10714,136040,7,2,2,6,7,0
이 갈색 뱀은 호드의 지배를 받는 영토의 토착종입니다. 이 뱀은 먹이가 공격 범위에 들어올 때까지 눈에 띄지 않게 기다립니다.,|cFFFFD200상인: |r산티쉬|n|cFFFFD200지역: |r오그리마|n|cFFFFD200가격: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,77,7562,10716,136040,7,2,2,6,7,0
검은창 트롤은 이 붉은색 뱀의 사나운 습성과 강직한 충성심을 무척 좋아합니다.,|cFFFFD200상인: |r무역업자 라샤드|n|cFFFFD200지역: |r황천의 폭풍|n|cFFFFD200가격: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200상인: |r산티쉬|n|cFFFFD200지역: |r오그리마|n|cFFFFD200가격: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,78,7567,10717,136040,7,2,2,6,7,0
걱정할 것 없어요. 이 녀석의 전투 메카니즘과 유도 회로는 비활성화 되었으니까요. 아마도요. - 오글소프 오브노티쿠스,|cFFFFD200퀘스트:|r 선물로 받은 OOX|n|cFFFFD200지역:|r 무법항|n,83,8376,12243,656513,9,18,1,6,7,0
"얼굴에 달걀 세례를 받고 싶지 않으면, 이 새를 닭이라고 부르지 마세요.",|cFFFFD200퀘스트: |r꼬꼬댁!!!|n|cFFFFD200지역: |r서부 몰락지대,84,30379,13548,135996,2,18,1,6,7,0
폭발할 수 있습니다. 무척 사랑스럽습니다. 불에 가까이 데려가지 마세요.,|cFFFFD200전문 기술: |r기계공학,85,9656,15048,133712,9,2,3,6,7,0
평화를 사랑하는 이 작은 경비 로봇은 최신 마력제거기와 고철 압축기로 무장하고 있습니다. 환경보호론자들은 피하는 게 좋습니다.,|cFFFFD200전문 기술: |r기계공학,86,9657,15049,294476,9,2,3,35,7,0
"이 사랑스러운 생물은 잔인하고 피 튀기는 전투를 마친 후, 주인에게 포근히 안기는 것을 좋아합니다.",|cFFFFD200획득: |r무작위 전리품|n|cFFFFD200지역: |r페랄라스,87,9662,15067,657499,1,2,0,6,7,0
"검은늑대는 오크가 선호하는 애완동물이며, 전장에서 놀랍도록 충성스러운 모습을 보입니다.",|cFFFFD200획득: |r병참장교 지그리스 처치|n|cFFFFD200지역: |r검은바위 첨탑 하층,89,10259,15999,132599,7,2050,0,6,7,0
"검은바위 첨탑 상부의 따스한 기온에서 태어났지만, 새끼 불그물거미는 대부분의 환경에서 생존할 수 있습니다.",|cFFFFD200획득: |r여왕 불그물거미 처치|n|cFFFFD200지역: |r검은바위 첨탑 하층,90,10598,16450,132598,7,2,0,6,7,0
이 자그마한 아기 판다는 갑작스레 잠드는 일이 많습니다. 아제로스 전역의 모험가들이 눈에 불을 켜고 찾아다니는 사랑스러운 애완동물입니다.,|cFFFFD200프로모션:|r 월드 오브 워크래프트 소장판,92,11325,17707,132494,7,82,7,6,7,0
"그리고 천상이 전율하고, 인간이 흐느끼고, 종말이... 잠깐만요, 왜 그렇게 키가 크시죠?",|cFFFFD200프로모션:|r 월드 오브 워크래프트 소장판,93,11326,17708,132787,5,82,7,6,7,0
작고 사나운 저그 군단의 일원인 저글링은 만만히 볼 상대가 아닙니다. 많은 수가 모이면 매우 위험합니다.,|cFFFFD200프로모션:|r 월드 오브 워크래프트 소장판,94,11327,17709,136217,4,82,7,6,7,0
재능 있는 기계공학자들이 뿔개구리의 정밀한 모조품을 만들었습니다. 진짜 뿔개구리를 사는 것보다 겨우 열 배 비쌀 뿐입니다.,|cFFFFD200전문 기술: |r기계공학,95,12419,19772,237579,9,2,3,6,7,0
"이 전설적인 맥주 개구리는 멸종된 것으로 알려져 있었지만, 다크문 축제의 기이한 맥주 냄새를 맡고 다시 나타났습니다.",|cFFFFD200이벤트:|r 다크문 축제,106,14878,23811,237579,8,18,6,6,7,0
극도로 남의 눈에 띄기 싫어하지만 매우 사랑스럽습니다. 이 애완동물은 많은 이들의 이목을 집중시킬 겁니다.,|cFFFFD200프로모션:|r 블리즈컨 2005,107,15186,24696,656556,0,16466,7,6,7,0
"럴키의 매력적인 성격과 활발한 몸짓은 여러분의 기운을 북돋워 주고, 아무리 침울한 상황이라도 극복할 수 있게 해 줄 것입니다.",|cFFFFD200프로모션:|r 불타는 성전 소장판(유럽 지역)|n,111,15358,24988,656558,0,16466,7,6,7,0
경고: 메스꺼운 수액덩어리와 접촉할 때는 장갑과 보안경을 착용할 것. 물에 씻지 말 것. 이 경우 방어구가 오염될 수 있음.,"|cFFFFD200획득:|r 무작위 전리품|n|cFFFFD200생물:|r 수액괴물, 진흙괴물, 벌레",114,15429,25162,132107,5,2,0,6,7,0
갓난 아기 상어는 배고픈 어미에게 잡아먹히지 않으려면 재빨리 도망쳐야 합니다. 이렇게 어린 시절부터 독립심을 키운 상어는 일찍부터 위험한 존재가 됩니다.,"|cFFFFD200전문 기술:|r 낚시|n|cFFFFD200상인:|r 내트 페이글|n|cFFFFD200지역:|r 주둔지, 낚시터|n|cFFFFD200가격:|r 50|Tinterface\icons\inv_misc_coin_19.blp:0|t",115,86445,172695,294472,8,2,3,6,7,0
"이 영리한 장난감에는 '평온' 모드를 비활성화할 수 있는 비밀 스위치가 숨겨져 있습니다. 그나마 다행인 것은, 이 기계설인을 제작한 기계공학자조차도 그 스위치가 어디에 있는지 알지 못한다는 사실입니다.",|cFFFFD200전문 기술: |r기계공학,116,15699,26010,132189,9,2,3,36,7,0
"멋진 춤을 추고 주인과 함께 노는 것을 아주 좋아하는 아이입니다! 겨울맞이 축제가 지나면 녹아버리지만, 걱정은 하지 마세요. 언젠가 다시 돌아올 겁니다!",|cFFFFD200이벤트:|r 겨울맞이 축제|n,117,15710,26045,655957,6,2,6,6,7,0
포장된 선물 상자 안에서 기다리는 걸 너무 싫어합니다.,|cFFFFD200이벤트:|r 겨울맞이 축제,118,15706,26529,133706,4,2,6,6,7,0
"쉬지 않고 겨울맞이 축제 준비를 하기 때문에, 나머지 기간 동안에는 방해 받지 않고 쉬는 것을 좋아합니다.",|cFFFFD200이벤트:|r 겨울맞이 축제,119,15698,26533,133204,0,2,6,39,7,0
"장엄한 겨울맞이 축제 기간 동안, 이 충직한 친구가 세계 곳곳에 기쁨을 전합니다. 나머지 기간 동안에는... 그냥 바쁩니다.",|cFFFFD200이벤트:|r 겨울맞이 축제,120,15705,26541,133202,0,2,6,39,7,0
"거키는 타고난 춤꾼이지만, 눈에 띄는 것을 싫어하기 때문에 찾기가 쉽지 않습니다.",|cFFFFD200프로모션:|r 유럽 팬사이트 프로모션용|n,121,16069,27241,656557,0,16466,7,6,7,0
사랑의 힘은 위험할 수 있습니다. 특히 하늘을 날아다니는 괴팍한 고블린의 손에 들어갔을 때는 더욱 그렇습니다.,|cFFFFD200이벤트:|r 온누리에 사랑을|n|cFFFFD200상인: |r사랑의 상인|n|cFFFFD200가격: |r40|TINTERFACE\ICONS\INV_ValentinesCard01:0|t|n,122,16085,27570,132382,0,2,6,6,7,0
"폴레이는 곰 부류에 속하는 다른 애완동물들과 비슷한 점이 많지만, 뛰어난 노래 솜씨만은 독보적입니다.",|cFFFFD200프로모션:|r iCoke,124,16456,28505,132498,7,16466,7,6,7,0
느리더라도 꾸준히 달리면 시합에서 승리합니다.,|cFFFFD200이벤트:|r 어린이 주간,125,16547,28738,656341,8,2,6,6,7,0
"'꿀꿀이'가 귀여운 동물이라고 생각하는 사람들이 많지만, 꿀꿀이에게 크게 혼쭐이 난 뒤에는 대부분 생각이 달라집니다.",|cFFFFD200이벤트:|r 어린이 주간,126,16548,28739,132514,4,2,6,6,7,0
영리한 전략가인 찍찍이는 육식 동물과 빚쟁이의 눈을 피하기 위해 죽은 척 합니다.,|cFFFFD200이벤트:|r 어린이 주간,127,16549,28740,294480,4,2,6,6,7,0
"여름을 상징적으로 보여주는 이 아이는 따스한 저녁 향기와 천둥 폭풍의 내음을 풍깁니다. 자세히 살펴보면, 얼굴도 알아볼 수 있을 겁니다.",|cFFFFD200이벤트:|r 한여름 불꽃축제|n|cFFFFD200상인: |r한여름 축제 상인|n|cFFFFD200가격: |r350|TINTERFACE\ICONS\INV_SummerFest_FireFlower:0|t,128,16701,28871,134813,6,2,6,6,7,0
"하피가 페랄라스를 침공했을 때, 일부 히포그리프 서식지도 공격을 받았습니다. 새끼 히포그리프 수백 마리가 부모를 잃었고, 지금은 살도르 섬 드루이드의 보살핌을 받고 있습니다.",|cFFFFD200전략 카드 게임:|r 아제로스의 영웅들,130,17255,30156,132833,2,2,8,6,7,0
"아웃랜드 황천 비룡의 새끼인 이 어린 용은 사냥꾼이자 보호자, 그리고 사랑스러운 하늘의 괴수라는 이름이 어울릴 때까지 계속 성장합니다.",|cFFFFD200프로모션:|r 불타는 성전 소장판,131,18381,32298,134539,1,82,7,6,7,0
"마법의 힘을 담아 기원해야만 마법 가재를 잡을 수 있습니다. 물고기를 바라면, 그저 물고기만 잡을 뿐입니다.",|cFFFFD200낚시:|r 낚시(430)|n|cFFFFD200지역:|r 테로카르 숲(물고기 떼),132,18839,33050,133900,8,2,3,6,7,0
이테리얼 라샤드는 이 신비한 생물이 비전 에너지를 먹고 산다는 것을 발견하고 기르기 시작했습니다.,|cFFFFD200상인: |r무역업자 라샤드|n|cFFFFD200지역: |r황천의 폭풍|n|cFFFFD200가격: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,136,20408,35156,136006,5,2,2,6,7,0
"이 토끼는 상대방의 기억에 남을 가장 귀여운 애완동물입니다. 물론, 그게 최후의 기억이 될 겁니다.",|cFFFFD200상인: |r무역업자 라샤드|n|cFFFFD200지역: |r황천의 폭풍|n|cFFFFD200가격: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,137,20472,35239,132762,4,2,2,6,7,0
하늘안개 섬에 서식하는 이 섬세한 마법 곤충에게는 치유의 힘이 있다는 소문이 들립니다.,|cFFFFD200상인: |r식스|n|cFFFFD200지역: |r엑소다르|n|cFFFFD200가격: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,138,21010,35907,236193,2,2,2,6,7,0
"아제로스 나방은 황천의 폭풍에 있는 생태지구에 옮겨진 후 거친 마법 에너지에 노출되면서 화려하게 변이했고, 그 결과 이 변종 생물이 탄생했습니다.",|cFFFFD200상인: |r무역업자 라샤드|n|cFFFFD200지역: |r황천의 폭풍|n|cFFFFD200가격: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,139,21009,35909,236193,2,2,2,6,7,0
폭풍이 불 때 날아다니는 것을 좋아합니다. 하늘안개 섬에서는 흔한 날씨입니다.,|cFFFFD200상인: |r식스|n|cFFFFD200지역: |r엑소다르|n|cFFFFD200가격: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,140,21008,35910,236193,2,2,2,6,7,0
안개 낀 밤에 날아다니는 것을 좋아합니다. 하늘안개 섬에서는 흔한 날씨입니다.,|cFFFFD200상인: |r식스|n|cFFFFD200지역: |r엑소다르|n|cFFFFD200가격: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,141,21018,35911,236193,2,2,2,6,7,0
"한때 실버문 용매 조련사들의 사랑을 독차지했던 애완동물입니다. 겉모습이 밤에 다른 육식 동물들의 눈에 띄기 쉽기 때문에, 어릴적부터 경계심을 키워야 했습니다.",|cFFFFD200상인: |r질란느|n|cFFFFD200지역: |r영원노래 숲|n|cFFFFD200가격: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,142,21055,36027,132188,1,2,2,6,7,0
은빛 용매와 천적 관계입니다. 황금 용매와는 비교적 사이가 좋습니다.,|cFFFFD200상인: |r질란느|n|cFFFFD200지역: |r영원노래 숲|n|cFFFFD200가격: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,143,21064,36028,132188,1,2,2,6,7,0
용매 중 가장 사나운 종류입니다. 높은 하늘에서부터 사냥감을 향해 쏜살같이 달려드는 모습이 눈에 자주 띕니다.,|cFFFFD200상인: |r질란느|n|cFFFFD200지역: |r영원노래 숲|n|cFFFFD200가격: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,144,21063,36029,132188,1,2,2,6,7,0
여전히 황천의 폭풍에서 거래를 계속하고 있는 몇몇 무역업자들이 키웠습니다.,|cFFFFD200상인: |r무역업자 라샤드|n|cFFFFD200지역: |r황천의 폭풍|n|cFFFFD200가격: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,145,21056,36031,132188,1,2,2,6,7,0
스포어링들이 장가르 습지대의 물길을 여행할 때 길을 밝힐 용도로 흔히 사용합니다. 빛을 내뿜는 이 곤충들은 무시무시한 뾰족바늘 수렁불꽃 반딧불이를 피하는 데 도움을 줍니다.,|cFFFFD200획득: |r뾰족바늘 수렁불꽃 반딧불이 처치|n|cFFFFD200지역: |r장가르 습지대,146,21076,36034,236196,2,2,0,6,7,0
"루앙가가 자신의 사악한 저주에 힘을 불어넣기 위해 이 여린 새를 가둬 두었지만, 하늘날개가 진정한 아라코아 형태로 변신하는 과정에서 분출된 마법의 힘 덕분에 결국 풀려날 수 있었습니다.",|cFFFFD200퀘스트:|r 하늘날개|n|cFFFFD200지역:|r 테로카르 숲|n|n,149,22445,39181,132598,2,18,1,6,7,0
술 취한 가을 축제 참가자들은 누구나 이 신비한 생물에 대해 이야기하곤 합니다. 하지만 아침까지 그 이야기를 기억하는 이는 별로 없습니다.,|cFFFFD200이벤트:|r 가을 축제,153,22943,39709,132800,4,2,6,6,7,0
황금돼지는 화가 났을 때나 밥을 먹을 때 꿀꿀거립니다. 둘 중 어느 때도 이 아이를 귀찮게 하지 않는 게 좋습니다.,|cFFFFD200프로모션:|r 월드와이드 인비테이셔널 2007|n,155,23198,40405,133858,4,16466,7,6,7,0
"바나나몽치와 헤어지기는 정말 싫었지만, 랜드로는 바나나몽치의 아버지인 밀림의 왕 무클라가 알아채기 전에, 이 애완동물을 무법항에서 최대한 멀리 떠나보내는 게 좋다는 사실을 깨달았습니다.",|cFFFFD200전략 카드 게임:|r 어둠의 문을 지나서,156,23234,40549,133980,7,2,8,6,7,0
조금 사악하고 잠이 무척 많은 애완동물입니다. 다른 동물에게서 지켜주세요!,|cFFFFD200이벤트:|r 어린이 주간,157,23231,40613,294482,5,2,6,6,7,0
"신도레이는 매타조를 탈것으로 애용하지만, 이 작은 생물은 몇 가지 불안 장애를 겪고 있다는 진단을 받아서 탈것이 되기엔 적합하지 않았습니다.",|cFFFFD200이벤트:|r 어린이 주간,158,23258,40614,294475,4,2,6,6,7,0
드레나이는 엘레크를 길들여 탈것으로 사용합니다. 야생 엘레크는 뽀얗고 고급스러운 색상의 상아 때문에 사냥꾼에게 쫓기는 일이 많습니다.,|cFFFFD200이벤트:|r 어린이 주간,159,23266,40634,656598,4,2,6,6,7,0
뿡뿡이는 냄새로 포식자를 쫓아버리고 고양이들을 유인합니다. 사실 고양이 유인보다는 포식자를 쫓는 일을 훨씬 더 잘합니다.,|cFFFFD200업적: |r쇼핑은 적당히|n|cFFFFD200분류: |r애완동물 대전,160,23274,40990,132599,4,82,5,6,7,0
이 장난꾸러기 호박은 땅 속에서 갑자기 나타나 당신을 깜짝 놀래키는 걸 좋아합니다. 호박죽을 만들어 버릴까요?,|cFFFFD200이벤트:|r 할로윈 축제,162,23909,42609,134015,6,2,6,6,7,0
"악어 껍질과 고기는 사냥꾼들이 매우 아끼는 전리품이지만, 매우 사나운 야수인데다가 기습도 잘 통하지 않아서, 사냥하기가 매우 까다롭습니다.",|cFFFFD200전문 기술: |r낚시|n|cFFFFD200지역: |r샤트라스,163,24388,43697,656555,8,2,3,6,7,0
"캭캭이는 다른 악어들과 비슷해 보이지만, 유머 감각이 굉장합니다.",|cFFFFD200전문 기술:|r 낚시|n|cFFFFD200지역:|r 샤트라스,164,24389,43698,656553,8,2,3,6,7,0
아마니 의술사는 수많은 희생자에게 저주를 걸어 개구리로 변형시켰습니다. 그 저주에서 풀려나지 못한 이도 아직 많습니다.,|cFFFFD200획득:|r 숲 개구리에 주술 막대 사용|n|cFFFFD200지역:|r 줄아만,165,24480,43918,237579,8,2,0,6,7,0
"이 분홍색 엘레크는 부끄러움을 너무 타서, 몇 안 되는 친구와 술에 너무 취해서 자신에게 해를 끼치지 못하는 주정꾼들에게만 그 모습을 드러냅니다.",|cFFFFD200이벤트:|r 가을 축제|n|cFFFFD200상인: |r벨비 퀵스위치|n|cFFFFD200지역: |r던 모로|n|cFFFFD200가격: |r100|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t|n|n|cFFFFD200상인: |r블릭스 픽스위젯|n|cFFFFD200지역: |r듀로타|n|cFFFFD200가격: |r100|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t,166,24753,44369,656600,4,2,6,6,7,0
야생 포자박쥐는 흉포한 생명체지만 어렸을 때 길들이면 충성스러운 동료가 될 수 있습니다.,|cFFFFD200상인: |r미카|n|cFFFFD200지역: |r장가르 습지대|n|cFFFFD200평판: |r스포어가르 - 확고한 동맹|n|cFFFFD200가격: |r30|TINTERFACE\ICONS\INV_Mushroom_02:0|t,167,25062,45082,132197,2,2,2,6,7,0
"불타는 군단이 아웃랜드를 침공했을 때, 랜드로 롱샷이 설계한 이 로켓닭이 전쟁에서 활약했습니다. 얼라이언스와 호드 양측에서 지금도 로켓닭들을 생산하고 있습니다.",|cFFFFD200전략 카드 게임:|r 군단의 행진,168,25109,45125,133883,9,2,8,6,7,0
진짜 용보다 훨씬 조용합니다.,|cFFFFD200전략 카드 게임:|r 군단의 행진,169,25110,45127,133838,2,2050,8,33,7,0
황금돼지는 조상을 기리고 아군에게 행운을 가져다 줍니다.,|cFFFFD200프로모션:|r 친구 초대|n,170,25146,45174,133784,4,82,7,6,7,0
