ID,OverrideNameString_lang,SlotMask,ItemNameDescriptionID
251,암흑시선 허리보호띠,64,13777
253,몰락한 파멸의 군주의 어깨덮개,8,13779
254,혼돈 이론의 장식끈,64,13780
255,뒤틀린 지옥 핵,2048,13781
256,지옥 폭격수의 펜던트,4,13782
258,파멸자의 잃어버린 완갑,512,13784
259,솟구치는 지옥 불길 채찍,64,13785
260,그을은 영혼 족쇄,512,13786
261,유독한 독살자의 허리싸개,64,13791
262,졸디크 가문의 훈련용 다리보호구,128,13796
263,더스크워커의 실반지,2048,13797
264,그린스킨의 물에 젖은 허리보호띠,64,13798
265,기만의 팔찌,512,13799
266,기민함의 어깨덧옷,8,13789
267,새를 부르는 호각의 완갑,512,13800
268,최후,32,13801
269,아카리의 뒤틀린 시야,2,13802
270,부패의 여파,128,13803
271,죽음의 그림자의 싸개,64,13804
273,영원불꽃의 어깨보호대,8,13810
274,준엄한 집단 고뇌의 손아귀,512,13775
275,암흑의 시간의 의복,128,13778
276,지옥 폭격수의 어깨보호대,8,13782
277,영원불꽃,0,13810
278,암흑 불꽃의 문장장식 메달,4,13783
280,끝없는 혼돈의 순환,64,13780
282,황혼과 여명의 어깨덧옷,8,13697
283,난폭한 전이의 허리보호대,64,13833
284,최후의 다리갑옷,128,13834
285,끝없는 허기의 다리갑옷,128,13835
286,흉물의 허리보호대,64,13832
287,영광의 허리보호대,64,13836
288,죄악의 투구,2,13837
289,죄악의 향락의 장식끈,64,13839
290,분노의 무리의 손목띠,512,13841
291,동종 친화의 부적,4,13844
292,천신의 영혼의 다리보호구,128,13846
293,탐식의 무리의 손목띠,512,13841
294,뒤울리는 청명의 허리보호대,64,13851
295,천상의 공명의 허리보호대,64,13853
296,책무의 망치 견갑,8,13854
297,업화의 학살의 어깨덮개,8,13857
298,광휘의 잿불의 팔보호구,512,13853
299,풍요의 계절의 다리보호구,128,13861
300,브원삼디의 서약의 죔쇠띠,64,13862
301,브원삼디의 서약의 팔보호구,512,13863
302,넘쳐흐르는 견갑,8,13866
303,분리된 정령의 아뮬렛,4,13867
304,정기 전도력의 손목싸개,512,13869
305,절멸의 조각의 허리띠,64,13871
306,부식성 영혼 주머니 손등싸개,1024,13872
307,끝없이 폭발하는 마력의 어깨보호대,8,13873
308,영혼추적의 허리보호띠,64,13874
309,탄약의 사슬 두건,2,13875
310,서슬 퍼런 철사의 다리보호대,128,13877
312,흉물의 손목보호구,512,13832
313,난폭한 전이의 허리보호대,64,13833
314,페이의 조화 허리줄,64,13881
315,Boots of Test 1 Override,256,13882
316,Ring 1 Test 2 Override,0,13883
317,dfg,16777216,13588
318,Test,131072,13588
319,엘리시안의 힘의 발덮개,256,13889
320,엘리시안의 힘의 경갑,128,13889
321,천상의 공명의 허리보호대,64,13890
322,천상의 공명의 가슴갑옷,32,13890
323,짙은 한기의 부적,4,13682
324,주문술사 장갑,1024,13681
325,파멸의 군주 다리보호대,128,13809
326,진홍빛 룬의 허리보호대,64,13669
327,네싱워리의 덫 사냥 펜던트,4,13744
328,영혼 제련실의 불씨 고리,2048,13745
329,라일라크 추적자의 경갑,128,13750
330,황혼과 여명의 목장식,4,13697
331,핏빛송곳니 고리,2048,13792
332,피로 흥건한 수의,65536,13795
333,심연전율의 인장,2048,13725
334,깊은 정기의 손목싸개,512,13726
335,악마의 결속력의 어깨덧옷,8,13761
336,지진의 반향의 발덮개,256,13723
337,불안정한 정신의 고리,2048,13720
338,최후의 망토,65536,13834
339,죄악의 펜던트,4,13837
340,책무의 망치 고리,2048,13854
341,업화의 학살의 수의,65536,13857
342,브원삼디의 서약의 손장갑,1024,13862
343,넘쳐흐르는 목장식,0,13866
344,영원한 폭발의 부적,4,13873
