ID,Description_lang,OrderIndex,ProfTraitTreeID
31,제작 시 부패 마법을 활용합니다.,3,134
32,정기의 재료를 활용하여 보석 세공품을 강화할 수 있습니다.,1,129
33,"다크문 카드 수집, 요소 추출, 새로운 카드 제작 능력이 개선됩니다.",0,176
34,모든 연금술 조제법의 숙련도가 증가합니다.,0,59
35,모든 대장기술 도면의 숙련도가 증가합니다.,0,169
36,모든 마법부여 주문식의 숙련도가 증가합니다.,0,245
37,모든 기계공학 설계도의 숙련도가 증가합니다.,0,207
38,모든 주문각인 각인 기법의 숙련도가 증가합니다.,0,147
39,모든 가죽세공 도안의 숙련도가 증가합니다.,0,135
40,모든 재봉술 도안의 숙련도가 증가합니다.,0,160
41,모든 재봉술 도안의 제작 속도가 증가합니다.,3,160
42,약초 채집 시 숙련도가 증가합니다.,0,236
43,"가죽, 비늘, 생가죽 무두질 시 숙련도가 증가합니다.",0,143
44,광석 채광 시 숙련도가 증가합니다.,0,212
45,합금과 선택 재료를 좀 더 높은 품질로 만들 수 있게 됩니다.,1,103
46,물질을 바꾸는 변환식 솜씨가 향상됩니다.,2,59
47,기본 재료를 대량으로 만드는 능력이 개선됩니다.,2,128
48,적은 재료로 대량의 폭탄을 만들 수 있습니다.,1,204
49,플레이어 간 전투 장비 제작 시 숙련도가 증가합니다.,2,134
50,마법부여 주문식 제작 시 숙련도가 증가합니다.,0,240
51,적은 전투 추가 효과를 부여하는 소비용품 조각상을 만드는 능력이 개선됩니다.,3,131
52,약병 실험의 성공 확률이 증가합니다.,0,84
53,물약 실험의 성공 확률이 증가합니다.,0,58
54,모든 대장기술 도면의 제작 속도가 증가합니다.,2,169
55,약초 채집 시 추가로 획득합니다.,2,236
56,채광 시 광석을 추가로 획득합니다.,2,212
57,사용하는 약병의 지속시간이 증가합니다.,1,84
58,약초 채집 시 기교의 효율이 증가합니다.,3,236
59,모든 주문식의 독창성 및 지혜 효율이 증가합니다.,3,245
60,모든 도안의 독창성 및 지혜 효율이 증가합니다.,3,135
61,모든 제작법의 독창성 및 지혜 효율이 증가합니다.,1,160
62,모든 제작법의 독창성 및 지혜 효율이 증가합니다.,1,169
63,모든 각인 기법의 독창성 및 지혜 효율이 증가합니다.,3,147
64,"정기 광맥 채집 시 능숙함, 기교, 인지력이 증가합니다.",3,213
65,"정기 약초 채집 시 능숙함, 기교, 인지력이 증가합니다.",3,234
66,"약초 채집 시 능숙함, 기교, 인지력이 증가합니다.",2,235
67,"광맥 채집 시 능숙함, 기교, 인지력이 증가합니다.",2,211
68,"무두질 시 능숙함, 기교, 인지력이 증가합니다.",2,143
69,"무두질 시 능숙함, 기교, 인지력이 증가합니다.",2,145
70,마력 추출 능력이 향상되어 일정 확률로 추가 재료를 얻습니다.,1,244
71,인지력이 증가하여 희귀 재료를 채집하는 데 보탬이 됩니다.,3,144
72,미끼에 정기를 불어넣어 각성하는 원소를 모을 수 있습니다.,1,145
73,장난감을 발명하여 자신과 주변 사람들에게 즐거움을 선사할 수 있습니다.,1,206
74,정기의 정수가 깃든 무한의 다이아몬드 세공법을 배웁니다.,2,129
75,자수 가방 제작 시 지혜가 증가합니다.,2,161
76,고급 보석을 희귀한 보석 덩어리로 변환할 수 있습니다.,1,128
77,빠른 순간이동을 가능케 하는 지룡 구멍 생성기를 만들 수 있습니다.,0,206
78,"땜질 칸이 있으며, 누구나 착용할 수 있는 영웅급 팔보호구를 만들 수 있습니다.",0,205
79,마무리 재료로 보석 세공을 개선하는 법을 배웁니다.,0,129
80,특별한 효과가 있는 장비와 선택 재료의 도안을 배웁니다.,0,134
81,"강력한 용족, 헌신, 깨어나는 마법부여 주문식을 배웁니다.",1,240
82,다양한 효과를 발휘하는 각종 폭탄 설계도를 배웁니다.,0,204
83,땜질 칸이 있는 장비에 사용할 수 있는 새로운 땜질 설계도를 배웁니다.,2,206
84,원시의 각성 횃불과 룬새김 카즈고라이트 마법막대를 만들 수 있습니다.,1,245
85,강력한 지팡이인 빛나는 섬의 기둥과 역동적인 섬의 기둥을 만들 수 있습니다.,1,148
86,옷감을 좀 더 효율적으로 수집하고 희귀 옷감을 발견할 수 있습니다.,2,160
87,카즈고라이트 대장장이 연장통과 고품질 도구를 만들 수 있습니다.,0,103
88,각종 강력하고 새로운 반지와 목걸이를 만들 수 있습니다.,1,131
89,원하는 대로 다크문 카드 한 벌 상자를 구성하고 강력한 다크문 장신구를 만들 수 있습니다.,1,176
90,푸른용의 아미스 등 독특한 추가 효과를 제공하는 방어구를 만들 수 있습니다.,1,162
91,특정한 물고기를 유인하는 낚시 미끼를 만들 수 있습니다.,1,144
92,불길에 물든 사슬 방어구를 만들 수 있습니다.,0,124
93,고유한 세트 효과를 제공하는 하늘매듭 및 시간천 방어구를 만들 수 있습니다.,0,162
94,생명결속 가죽 방어구를 만들 수 있습니다.,0,126
95,채광 및 대장장이 도구를 만들 수 있습니다.,1,102
96,원시의 용암 무기를 만들 수 있습니다.,0,102
97,주문각인사의 빛나는 깃펜을 만들 수 있습니다.,0,148
98,목걸이에 홈을 추가하는 다층식 메달 장식을 만들 수 있습니다.,0,131
99,영롱한 야생천 방어구를 만들 수 있습니다.,0,164
100,모두가 즐길 수 있는 재밌는 환영 아이템을 만들 수 있습니다.,2,245
101,누구나 사용 가능한 안전한 폭탄을 만들 수 있습니다.,3,204
102,기압조절 영혼 흡수기를 만들 수 있습니다. 중요 재료를 수집하는 데 있어 꼭 필요한 장치입니다.,3,207
103,마력 추출하여 재료 및 각성하는 원소를 얻을 수 있는 신화 아이템을 발견할 수 있습니다.,0,244
104,희귀 옷감을 해체할 때 각성하는 원소를 찾을 수 있습니다.,0,161
105,탈것에 탄 상태로 약초를 채집할 수 있습니다.,0,235
106,정기 광맥에서 각성하는 원소를 더 많이 채집할 수 있습니다.,1,213
107,정기 약초에서 각성하는 원소를 더 많이 채집할 수 있습니다.,1,234
108,탈것에 탄 상태로 광맥을 채집할 수 있습니다.,0,211
109,깨어난 원소를 파괴하여 일시적으로 전투 및 제작 추가 효과를 얻을 수 있습니다.,3,244
110,마법부여 재료를 낮은 희귀도 형태로 분쇄할 수 있습니다.,2,244
111,전문 기술 지식을 제공하는 용언 논문을 작성할 수 있습니다.,3,176
112,원시 숫돌과 원시 무게추 등 돌 마법부여 제작의 대가가 됩니다.,2,103
113,세트 효과를 제공하는 장비 제작의 대가가 됩니다.,1,134
114,주문각인사가 주로 사용하는 재료인 잉크 제작의 대가가 됩니다.,2,147
115,마법으로 강화된 천 방어구 제작의 대가가 됩니다.,2,162
116,전문 기술 장식과 북 제작의 대가가 됩니다.,2,135
117,"기본 재료, 선택 재료, 마무리 재료 주문식의 대가가 됩니다.",1,59
118,약초를 안료로 제분할 때 숙련도와 효율이 증가합니다.,1,147
119,방어구 강화도구 및 재료 제작 시 숙련도가 증가합니다.,1,135
120,채광할 때마다 정기 광맥 과부하의 재사용 대기시간이 감소합니다.,0,213
121,채집할 때마다 정기 약초 과부하의 재사용 대기시간이 감소합니다.,0,234
122,"폭탄을 다루는 솜씨가 향상되어, 사용 시 고통스러운 역효과가 발생할 확률이 감소합니다.",2,204
123,정기 광맥 채집 시 발생하는 부작용이 감소합니다.,2,213
124,정기 약초 채집 시 발생하는 부작용이 감소합니다.,2,234
125,낮은 품질의 약초를 높은 품질로 가공할 수 있습니다.,1,236
126,낮은 품질의 광석을 높은 품질로 가공할 수 있습니다.,1,212
127,낮은 품질의 재료를 높은 품질로 가공할 수 있습니다.,1,143
128,"장치의 안정성이 향상되어, 사용 시 역효과가 발생할 확률이 감소합니다.",3,206
129,채광 시 간혹 희귀 보석이나 무한의 다이아몬드를 발견합니다.,1,211
130,약병 조제 시 복수 제작과 복수 제작 효율이 증가합니다.,2,84
131,물약을 대량으로 조제하는 데 실력이 향상됩니다.,2,58
132,원거리 무기용 조준경 및 탄약 제작의 대가가 됩니다.,2,205
145,"약초 채집 시 능숙함, 기교, 인지력이 증가합니다.",2,257
146,신성한 협곡에 있는 벨레다르의 은총에 씨앗을 심고 배양하는 법을 배웁니다.,1,257
147,탈것에 탄 상태로 약초를 채집할 수 있습니다.,0,257
148,강화된 약초 채집 시 기교와 인지력이 증가합니다.,2,258
149,강화된 약초 채집 시 해로운 부작용이 완화되고 추가 이로운 효과를 얻습니다.,1,258
150,채집 시 강화된 약초 과부하의 재사용 대기시간이 감소합니다.,0,258
151,희귀하고 보기 드문 무상연꽃의 획득처가 늘어납니다.,3,259
152,약초를 더 높은 품질로 가공하는 법을 배웁니다.,2,259
153,약초 채집 시 기교의 효과가 증가합니다.,1,259
154,약초 채집 시 숙련도가 증가합니다.,0,259
192,"무두질 시 능숙함, 기교, 인지력이 증가합니다.",3,271
193,특정 물고기를 유인하는 미끼를 만들 수 있습니다.,2,271
194,생명체 무두질 시 추가 희귀 재료를 획득합니다.,1,271
195,생명체 무두질 시 요리에 사용 가능한 고기를 채취합니다.,0,271
196,"무두질 시 능숙함, 기교, 인지력이 증가합니다.",2,272
197,카즈 알가르에서 발견되는 강화된 마력을 미끼에 주입해 추가 재료를 획득할 수 있도록 합니다.,1,272
198,무두질 시 희귀한 재료를 제공하는 생명체를 유인하는 미끼를 만들 수 있습니다.,0,272
199,낮은 품질의 재료를 높은 품질로 가공할 수 있습니다.,2,273
200,무두질 시 숙련도가 증가합니다.,1,273
201,칼을 날카롭게 연마하는 법을 배워 무두질 시 생가죽을 항상 획득합니다.,0,273
243,방어구 강화도구 및 기타 소비용품 제작 시 숙련도와 지혜가 추가로 증가합니다.,2,287
244,다양한 효과를 발휘하는 장식 만드는 법을 배웁니다.,1,287
245,전문 기술 장비를 만드는 솜씨가 향상됩니다.,0,287
249,동시에 여러 개의 소비용품과 재료를 만드는 솜씨가 향상됩니다.,2,289
250,지혜가 활성화됐을 때의 재료 절약 솜씨가 향상됩니다.,1,289
251,모든 도안의 집중력 및 독창성 효율이 증가합니다.,0,289
252,"가죽 방어구 제작 시 독창성과 지혜, 숙련도가 증가합니다.",2,290
253,선택 및 마무리 재료로 직접 만든 가죽 방어구를 취향껏 개조할 수 있습니다.,1,290
254,영웅급 룬낙인 가죽 방어구 만드는 법을 배웁니다.,0,290
255,"사슬 방어구 제작 시 독창성과 지혜, 숙련도가 증가합니다.",2,291
256,선택 및 마무리 재료로 직접 만든 사슬 방어구를 취향껏 개조할 수 있습니다.,1,291
257,영웅급 문양새김 사슬 방어구 만드는 법을 배웁니다.,0,291
279,보석세공 제작 시 숙련도와 지혜가 증가하고 집중력 소모량이 감소합니다.,3,298
280,전문 기술 장식을 만드는 솜씨가 향상됩니다.,2,298
281,선택 재료로 보석세공품을 취향껏 개조할 수 있습니다.,1,298
282,강력한 목걸이 및 반지 디자인 만드는 법을 배웁니다.,0,298
295,보석 원석이 든 분광경을 만들 수 있습니다.,3,302
296,보석 세공 시 숙련도가 추가로 증가합니다.,2,302
297,보석 세공 시 마무리 재료 파편을 남겨 추후 보석 세공 시 숙련도를 높이는 데 사용할 수 있도록 합니다.,1,302
298,마무리 재료로 보석 세공을 개선하는 법을 배웁니다.,0,302
299,재료 제작 시 숙련도와 지혜가 추가로 증가합니다.,2,303
300,보석 추출 시 보석 및 재료를 발견하는 솜씨가 향상됩니다.,1,303
301,정기 집중 렌즈를 비롯한 여러 선택 재료 만드는 법을 배웁니다.,0,303
334,영약 및 약병 조제 시 과잉 효과를 얻습니다.,3,312
335,"영약 및 약병 조제 시 복수 제작과 지혜, 숙련도가 증가합니다.",2,312
337,영약 가마솥 만드는 법을 배웁니다.,1,312
338,매일 추가 귀속 영약을 만들 수 있습니다.,0,312
339,숙련도와 독창성이 증가합니다. 특정 약초를 사용하는 제작법 제작 시 집중력 소모량이 감소합니다.,3,313
340,약초를 조합하여 재료를 만들 수 있습니다.,2,313
341,새로운 연금술 조제식을 발견할 확률이 증가합니다.,1,313
342,카즈 알가르 약초로 실험 시 위험성은 감소하고 이로운 효과는 증가합니다.,0,313
343,"물약 조제 시 복수 제작과 지혜, 숙련도가 증가합니다.",2,314
344,물약 가마솥 만드는 법을 배웁니다.,1,314
346,매일 추가 귀속 물약을 만들 수 있습니다.,0,314
347,지혜와 숙련도가 증가합니다. 또한 기적술 및 변환 사용 시 추가 산출품을 획득합니다.,2,315
348,중심로 촉매를 만들 수 있습니다.,1,315
349,기적술 및 변환 사용 시 추가 변환 촉매를 획득합니다.,0,315
350,방어구 및 방패 제작 시 숙련도가 추가로 증가합니다.,3,316
351,대가의 망치로 장비를 수리하는 솜씨가 향상됩니다.,2,316
352,방어구 및 방패 제작 시 선택 재료 및 마무리 재료를 추가해 성능을 향상시킬 수 있습니다.,1,316
353,영웅 등급 판금 방어구와 방패 만드는 법을 배웁니다.,0,316
354,영원불꽃 불똥이 추가로 1회 충전되고 재사용 대기시간이 감소합니다.,2,317
355,"영원불꽃 불똥을 강화해 독창성과 복수 제작, 지혜가 추가로 증가합니다.",1,317
356,제작 능력을 활활 타오르게 하는 영원불꽃 불똥 만드는 법을 배웁니다.,0,317
361,무기 제작 시 숙련도가 추가로 증가합니다.,3,320
362,대가의 망치로 장비를 수리하는 솜씨가 향상됩니다.,2,320
363,무기 제작 시 선택 재료 및 마무리 재료를 추가해 성능을 향상시킬 수 있습니다.,1,320
364,영웅 등급 무기 만드는 법을 배웁니다.,0,320
367,무기 돌과 틀을 포함한 소비용품 만드는 솜씨가 향상됩니다.,1,322
368,전문 기술 장비 제작 시 선택 재료 및 마무리 재료를 추가해 성능을 향상시킬 수 있습니다.,0,322
369,다크문 카드 추출 시 총애받는 행운을 얻습니다.,2,323
370,"반투스 룬, 계약서, 서신 제작 시 제작 속도가 증가합니다. 이 효과는 중첩됩니다.",1,323
371,각종 다크문 카드를 추출 및 제작하는 능력을 얻습니다.,0,323
372,무기 및 전문 기술 장비 제작 시 집중력 소모량이 감소합니다.,2,324
373,무기 및 전문 기술 장비 제작 시 지혜가 증가하고 효율이 향상됩니다.,1,324
374,Learn to craft (NYI)T2 Inscription Quill.,0,324
375,"독창성, 복수 제작, 지혜가 크게 증가합니다.",1,325
376,논문 만드는 법을 배웁니다. 또한 매주 논문을 추가로 하나 사용할 수 있도록 합니다.,0,325
377,약초 제분 또는 재료 제작 시 숙련도가 추가로 증가합니다.,1,326
378,대량으로 약초 제분 또는 재료 제작 시 속도가 증가합니다.,0,326
379,영웅급 아이템 마력 추출 시 일정 확률로 마법의 정수를 추출하는 능력을 얻습니다.,2,327
380,마력 추출 시 획득하는 폭풍 가루와 번뜩이는 조각의 양이 증가합니다.,1,327
381,마력 추출로 획득하는 마법부여 재료의 품질이 증가합니다.,0,327
382,소비용품 제작 주문식의 대가가 되어 효율이 증가합니다.,2,328
383,강력한 마법 수호물과 마법부여 막대 만드는 법을 배웁니다.,1,328
384,환영의 품질이 향상되어 지속시간이 증가합니다.,0,328
385,전문화 최대치 도달 시 영구적인 마법부여에 집중 시 소모되는 집중력이 감소합니다.,2,329
386,장비를 향상시키는 각종 새로운 주문식을 배웁니다.,1,329
387,영구적인 마법부여의 품질이 향상됩니다.,0,329
388,소비용품 제작 시 복수 제작 산출량이 향상됩니다.,2,330
389,집중력과 독창성의 효율이 향상됩니다.,1,330
390,마법의 정수를 분쇄하여 일시적인 추가 효과를 얻는 법을 배웁니다. 전문화 수준이 높아질수록 효과가 향상됩니다.,0,330
391,광석 채광 속도가 향상되어 채광을 더 자주 할 수 있게 됩니다.,3,331
392,신출귀몰한 무위석을 채집하는 능력이 향상됩니다.,2,331
393,가공 제작법을 배웁니다. 소량의 광석 품질을 향상시킬 수 있습니다.,1,331
394,전문화로 선택한 광석 채광 시 숙련도가 증가해 더 높은 품질로 획득합니다.,0,331
395,채광 중 떨어져 나온 광석 덩어리를 채광하여 추가 광석을 획득할 수 있도록 합니다.,2,332
396,"카즈 알가르에서 채광 시 기교, 능숙함, 인지력이 증가합니다.",1,332
397,탈것에 탄 상태로 광맥을 채광하는 법을 배웁니다.,0,332
398,과부하가 추가로 1회 충전됩니다.,2,333
399,카즈 알가르 전역의 특이한 광맥 채광 시 스스로를 보호하고 획득량을 증가시키는 법을 배웁니다.,1,333
400,채광 시 과부하의 재사용 대기시간이 크게 감소합니다.,0,333
401,여명매듭 및 황혼매듭 실에 마력을 주입해 강력한 세트 효과 장비로 만듭니다.,3,334
402,매일 황혼매듭과 여명매듭 두루마리를 좀 더 자주 만듭니다.,2,334
403,온갖 모험가가 사용하는 독특한 선택 재료를 만듭니다.,1,334
404,여명의 빛과 황혼의 어둠의 마법적 연속성에 집중하는 제작법을 배웁니다.,0,334
405,여명매듭 및 황혼매듭 실에 마력을 주입해 강력한 세트 효과 장비로 만듭니다.,3,335
406,매일 황혼매듭과 여명매듭 두루마리를 좀 더 자주 만듭니다.,2,335
407,온갖 모험가가 사용하는 독특한 선택 재료를 만듭니다.,1,335
408,여명의 빛과 황혼의 어둠의 마법적 연속성에 집중하는 제작법을 배웁니다.,0,335
409,선택 재료 및 마무리 재료를 추가해 축성된 장비를 더욱더 강화합니다.,3,336
410,축성된 장비 제작 시 숙련도가 추가로 증가합니다.,2,336
411,축성된 장비의 아이템 레벨을 상승시킵니다. ,1,336
412,방직천을 축성해 강력한 축성된 장비로 만듭니다.,0,336
413,선택 재료 및 마무리 재료를 추가해 축성된 장비를 더욱더 강화합니다.,3,337
414,축성된 장비 제작 시 숙련도가 추가로 증가합니다.,2,337
415,축성된 장비의 아이템 레벨을 상승시킵니다. ,1,337
416,방직천을 축성해 강력한 축성된 장비로 만듭니다.,0,337
417,선택 재료 및 마무리 재료를 추가해 축성된 장비를 더욱더 강화합니다.,3,338
418,축성된 장비 제작 시 숙련도가 추가로 증가합니다.,2,338
419,축성된 장비의 아이템 레벨을 상승시킵니다. ,1,338
420,방직천을 축성해 강력한 축성된 장비로 만듭니다.,0,338
427,"장식, 서신, 맞물림톱니로 장비를 강화하는 법을 배웁니다.",2,341
428,새로운 전투 및 전문 기술 장비 설계도를 해제합니다.,1,341
429,모든 유형의 장비 제작 시 숙련도가 크게 증가합니다.,0,341
430,밝혀지지 않은 폭발물 보존 기법의 대가가 됩니다. 물론 폭발은 잘 일어납니다.,2,342
431,"땜질, 폭발물, 그 외 장치 제작 솜씨가 향상됩니다.",1,342
432,나만의 장치를 다루는 데 자신감이 붙어 재앙적인 결과를 초래할 확률이 감소합니다.,0,342
433,고철을 능률적으로 수습해 획득 효율이 증가합니다.,2,343
434,새로운 도구를 발명하고 실수에서 배우는 솜씨가 향상됩니다.,1,343
435,모든 기계공학 제작품 제작 시 숙련도가 크게 증가합니다.,0,343
440,사용하는 재료의 품질이 향상되어 재봉술 실력을 완벽하게 가다듬습니다.,3,345
441,각종 제작에 활용되는 양질의 마무리 재료를 수놓는 데 있어 전문가가 됩니다.,2,345
442,최고급 품질 옷감을 해체하고 엮는 솜씨를 완벽하게 갈고닦습니다.,1,345
443,온갖 유형의 모험가가 사용하는 강력한 마법실타래를 만듭니다.,0,345
444,모든 제작법의 복수 제작 효율이 증가합니다.,3,346
445,모든 제작법의 지혜 효율이 증가합니다.,2,346
446,모든 제작법의 독창성 효율이 증가합니다.,1,346
447,카즈 알가르 전역에서 발견하는 옷감의 양이 증가합니다.,0,346
448,선택 재료 및 마무리 재료를 추가해 축성된 장비를 더욱더 강화합니다.,3,347
449,축성된 장비 제작 시 숙련도가 추가로 증가합니다.,2,347
450,축성된 장비의 아이템 레벨을 상승시킵니다. ,1,347
451,방직천을 축성해 강력한 축성된 장비로 만듭니다.,0,347
452,장비에 장식을 추가해 강력한 다크문 인장으로 만듭니다.,2,348
453,"계약서, 서신, 반투스 룬을 만드는 솜씨가 향상됩니다.",1,348
454,카즈 알가르에서 다크문 카드를 기록하고 발견하는 법을 배웁니다.,0,348
455,장비 생산 과정을 보완해 자원을 절약합니다.,2,349
456,전투에 사용되는 양질의 지팡이와 보조 장비를 만듭니다.,1,349
457,깃펜의 대가가 되고 다른 전문 기술 도구를 완벽하게 가다듬습니다.,0,349
458,"독창성, 지혜, 복수 제작을 포함한 제작 능력치가 크게 증가합니다.",2,350
459,매주 논문에서 지식을 추가로 획득합니다.,1,350
460,모든 전문 기술에 사용되는 알가르 논문의 전문가가 됩니다.,0,350
461,모든 주문각인 재료 제작 시 숙련도가 추가로 증가합니다.,1,351
462,대량 제작 시 주문각인 재료를 빠르게 만드는 법을 배웁니다.,0,351
463,장비에 장식을 추가해 강력한 다크문 인장으로 만듭니다.,2,352
464,"계약서, 서신, 반투스 룬을 만드는 솜씨가 향상됩니다.",1,352
465,카즈 알가르에서 다크문 카드를 기록하고 발견하는 법을 배웁니다.,0,352
466,선택 재료 및 마무리 재료를 추가해 축성된 장비를 더욱더 강화합니다.,3,353
467,축성된 장비 제작 시 숙련도가 추가로 증가합니다.,2,353
468,축성된 장비의 아이템 레벨을 상승시킵니다. ,1,353
469,방직천을 축성해 강력한 축성된 장비로 만듭니다.,0,353
470,장비에 장식을 추가해 강력한 다크문 인장으로 만듭니다.,2,354
471,"계약서, 서신, 반투스 룬을 만드는 솜씨가 향상됩니다.",1,354
472,카즈 알가르에서 다크문 카드를 기록하고 발견하는 법을 배웁니다.,0,354
