ID,Name_lang,Description_lang,DescriptionShort_lang,Icon,Order,ChrRacesID
120,대량 생산,"대장기술 숙련도가 증가하며, 대장기술 제작 속도가 빨라집니다.","대장기술 숙련도가 증가하며, 제작 속도가 빨라짐",1786408,2,34
121,굴착기,지중 터널을 뚫는 굴착기를 야외에서 소환합니다.,지중 터널을 뚫는 굴착기 소환 가능,1786409,3,34
122,불꽃벼림,받는 물리 피해가 감소합니다.,받는 물리 피해 감소,1786407,4,34
123,고대의 부름,조상의 힘을 불러 자신을 강화합니다.,조상의 힘을 불러 자신을 강화,2021574,0,36
124,드높은 하늘,야외에서 탈것의 속도가 증가합니다.,야외에서 탈것의 속도 증가,2021575,1,36
125,활기찬 공감,야수 및 소환수의 생명력이 증가합니다.,야수 및 소환수의 생명력 증가,2021577,2,36
126,야만의 피,"자신에게 걸린 모든 독, 질병, 저주의 지속시간이 감소합니다.","자신에게 걸린 모든 독, 질병, 저주의 지속시간 감소",2021576,3,36
127,집중 재생,집중하여 짧은 시간 내에 스스로를 치유합니다.,짧은 시간 내에 스스로를 치유,1850550,0,31
128,로아를 맞이하라,로아에게 도움을 간청하여 강력한 여섯 가지 축복 중 하나를 받습니다.,로아에게 도움을 간청하여 강력한 여섯 가지 축복 중 하나를 받움,1850548,1,31
129,황금의 도시,생명체에게서 전리품 획득 시 더 많은 골드를 발견합니다.,생명체에게서 전리품 획득 시 더 많은 골드 발견,1850547,2,31
130,테러닥스 활강,테러닥스를 소환하여 낙하 속도를 감소시킵니다.,테러닥스를 소환하여 낙하 속도를 감소시킴,1850549,3,31
131,비장의 주먹,대상을 강타하여 기절시키고 뒤로 밀쳐냅니다.,대상을 강타하여 기절시키고 뒤로 밀쳐냄,2447782,0,32
132,팔방미인,모든 전문 기술 숙련도가 증가합니다.,모든 전문 기술 숙련도 증가,2447783,1,32
133,고대 뱃사람의 노래,냉기 및 자연 피해에 대한 저항력이 증가합니다.,냉기 및 자연 피해에 대한 저항력 증가,2447784,2,32
134,바다의 후예,더 빨리 수영하고 더 오래 잠수합니다.,더 빨리 수영하고 더 오래 잠수,2447781,3,32
135,이쯤이야,유연성이 증가하고 받는 피해의 일부를 치유합니다.,유연성이 증가하고 받는 피해의 일부 치유,2447780,4,32
144,혼돈의 노발유도 그림자 램프,복제물을 소환하여 적의 주의를 분산시킵니다.,복제물을 소환하여 적의 주의를 분산시킴,3192686,0,37
145,기술의 달인,개인용 제작대로서 기능합니다.,개인용 제작대로 기능,3192687,2,37
146,전투 분석,전투 중에 적을 분석하여 서서히 힘을 얻습니다.,적과 전투를 치를수록 강해짐,3192685,1,37
147,손가락이 만능열쇠,자물쇠를 해제할 수 있습니다.,자물쇠 해제 가능,3192689,3,37
148,비상 안전장치,심한 부상을 입으면 자동으로 회복합니다.,심한 부상을 입었을 때 자동으로 회복,3192688,4,37
149,비장의 묘수 / 가방 뒤적이기,묘수를 사용해 적에게 피해를 입히거나 아군을 치유합니다. 세계 각지에서 다양한 묘수를 획득할 수 있습니다.,묘수를 사용해 적에게 피해를 입히거나 아군 치유,3193416,0,35
150,야영지 만들기 / 야영지 귀환,우호적인 야영지를 설치합니다. 나중에 야영지로 귀환할 수 있습니다.,세상에 나만의 자리를 찾아 야영지 설치,3193418,1,35
151,약삭빠른 촉,적의 공격에 처음으로 적중당했을 때 받는 피해가 감소합니다.,적의 공격에 처음으로 적중당했을 때 받는 피해 감소,3193419,2,35
152,알파카 안낭,가방이 8칸 늘어납니다.,가방 8칸 증가,3193421,3,35
153,화염 저항,받는 화염 피해가 감소합니다.,화염 피해에 대한 저항력 증가,3193417,4,35
248,해방,"순수한 령으로 화합니다. 이동 속도가 대폭 증가하고 낙하 속도는 감소하며 전방 추진력을 얻습니다.

지속시간 동안 적에게 감지당하는 반경이 감소합니다.",,298642,0,15
249,천상의 종,"즉시 주위 모든 대상에게 강화된 신성 충격, 응징의 방패 또는 심판을 시전하여 가격합니다.",,133706,1,15
250,융합,"자신을 적 또는 아군에게 융해시킵니다. 적의 대상이 되지 않지만 공격 또는 주문 시전이 불가능합니다.

적의 레벨이 자신과 같거나 그 이하일 경우 지속시간 동안 조종할 수 있습니다.",,237147,0,16
251,피의 서약,피의 맹세를 하여 즉시 자신의 가장 해로운 효과를 제거합니다. 또한 능력 사용 시 이 능력에 소모한 생명력만큼 공격력 또는 치유량이 증가합니다.,,133523,0,16
252,수호령 변신,여우 정령으로 변신합니다. 이동 속도가 증가하고 적이 당신의 존재를 무시하도록 합니다.,,797544,0,17
253,빛숲 부르기,"대상 지역에 빛숲을 생성하여 3초마다 자신과 부상당한 아군을 회복시킵니다.

빛숲 내에서 적에게 심판을 시전하면 일정 확률로 재사용 대기시간이 발동하지 않습니다.",,135931,0,17
254,어둠의 문,그림자를 왜곡시켜 대상 위치에서 나타납니다.,,134430,0,18
255,잿빛 일몰,"빛을 끌어당겨 주위 적에게서 생명력을 흡수해 자신을 치유합니다.

최소 한 명의 적에게서 생명력을 흡수하면 다음 능력이 항상 치명타 및 극대화 효과를 발휘합니다.",,461857,0,18
490,그림자 숨기,그림자 속으로 숨을 수 있습니다.,그림자 속으로 숨을 수 있음,132089,0,4
491,민첩성,공격에 적중 당할 확률이 감소합니다.,공격에 적중 당할 확률 감소,132279,1,4
492,위습의 영혼,죽었을 때 위습의 형상을 취하여 빠르게 이동합니다.,사망 시 이동 속도 증가,136116,2,4
493,자연 저항력,자연 피해에 대한 저항력이 증가합니다.,자연 피해에 대한 저항력 증가,136094,3,4
494,교묘함,은신 중 이동 속도가 증가합니다.,은신 중 이동 속도 증가,132280,4,4
495,엘룬의 손길,"낮에는 치명타 및 극대화 효과가, 밤에는 공격 속도가 증가합니다.","낮에는 치명타 및 극대화 효과, 밤에는 공격 속도 증가",135900,5,4
496,탈출의 명수,이동 불가 효과에서 탈출할 수 있습니다.,이동 불가 효과에서 탈출할 수 있음,132309,0,7
497,영리함,자원 최대치가 증가합니다.,자원 최대치 증가,132864,1,7
498,비전 저항력,비전 피해에 대한 저항력이 증가합니다.,비전 피해에 대한 저항력 증가,136116,2,7
499,기계공학 전문화,기계공학 숙련도가 증가합니다.,기계공학 숙련도 증가,134063,3,7
500,날렵한 손가락,공격 속도가 증가합니다.,공격 속도 증가,135641,4,7
501,보석 연마술,보석세공 숙련도가 증가합니다.,보석세공 숙련도 증가,135998,0,11
502,나루의 선물,자신이나 주위 아군을 치유할 수 있습니다.,자신이나 주위 아군 치유 가능,135923,1,11
503,용맹의 기운,"민첩성, 지능, 힘이 증가합니다.","민첩성, 지능, 힘 증가",133123,2,11
504,암흑 저항력,암흑 피해에 대한 저항력이 증가합니다.,암흑 피해에 대한 저항력 증가,136152,3,11
505,암흑질주,주기적으로 빠르게 움직일 수 있습니다.,주기적으로 빠르게 움직임,366937,0,22
506,포악함,치명타 및 극대화율이 증가합니다.,치명타 및 극대화율 증가,132203,1,22
507,돌연변이,자연 및 암흑 피해에 대한 저항력이 증가합니다.,자연 및 암흑 피해에 대한 저항력 증가,136121,2,22
508,갈퀴손,무두질 숙련도와 속도가 증가합니다.,무두질 숙련도와 속도 증가,132140,3,22
509,전율의 장풍,강렬한 장풍으로 적을 행동 불가 상태로 만듭니다.,강렬한 장풍으로 적을 행동 불가 상태로 만듦,572035,0,24
510,내면의 평화,내면이 평화로워 휴식 경험치가 두 배 더 오래 지속됩니다.,휴식 경험치를 2배로 얻음,572034,1,24
511,식도락,음식 섭취 후 받는 효과가 증가합니다.,음식 섭취 후 받는 효과 증가,571692,2,24
512,대식가,요리 숙련도가 증가합니다.,요리 숙련도 증가,571693,3,24
513,오동통,오동통한 몸집 덕분에 낙하 피해가 감소합니다.,낙하 피해 감소,572033,4,24
514,피의 격노,격노하여 공격력을 증가시킬 수 있습니다.,격노하여 공격력을 증가시킬 수 있음,135726,0,2
515,강인함,기절에 저항력이 있습니다.,기절 저항력 증가,133125,1,2
516,지배,소환수의 공격력이 증가합니다.,소환수의 공격력 증가,132366,2,2
517,전투 발구르기,발구르기를 사용하여 적을 기절시킬 수 있습니다.,발구르기를 사용하여 적을 기절시킴,132368,0,6
518,인내력,체력이 증가합니다.,체력 증가,136112,1,6
519,재배,약초채집 숙련도와 속도가 증가합니다.,약초채집 숙련도와 속도 증가,133938,2,6
520,자연 저항력,자연 피해에 대한 저항력이 증가합니다.,자연 피해에 대한 저항력 증가,136094,3,6
521,우직함,치명타 및 극대화의 효과가 증가합니다.,치명타 및 극대화 효과 증가,134174,4,6
522,광폭화,광폭화하면 공격 속도와 시전 속도가 증가합니다.,광폭화하면 공격 속도와 시전 속도 증가,135727,0,8
523,재생력,회복 속도가 증가합니다.,회복 속도 증가,136077,1,8
524,야수 사냥 전문화,야수를 처치하고 얻는 경험치가 증가합니다.,야수를 처치하고 얻는 경험치 증가,134357,2,8
525,부두 춤,이동 방해 효과의 지속시간이 감소합니다.,이동 방해 효과의 지속시간 감소,134231,3,8
526,비전 친화,마법부여 숙련도가 증가합니다.,마법부여 숙련도 증가,132876,0,10
527,비전 격류,마나 혹은 기력과 같은 자원을 회복할 수 있습니다.,마나 혹은 기력과 같은 자원 회복 가능,136222,1,10
528,비전 격류,주위 적의 마법을 무효화할 수 있습니다.,주위 적의 마법을 무효화,136222,2,10
529,비전 저항력,비전 피해에 대한 저항력이 증가합니다.,비전 피해에 대한 저항력 증가,136120,3,10
530,로켓 도약,전방으로 로켓 도약을 합니다.,전방으로 로켓 도약,370769,0,9
531,로켓 연발탄,적에게 로켓을 발사합니다.,적에게 로켓 발사,133032,1,9
532,거래의 달인,상인에게서 물품을 구매할 때 할인을 받습니다.,상인에게서 물품을 구매할 때 할인을 받음,369760,2,9
533,짐꾼 밥통고블린,주기적으로 개인 은행을 소환할 수 있습니다.,개인 은행 소환 가능,370211,3,9
534,시간은 금,가속이 증가합니다.,가속 증가,369214,4,9
535,연금술로 나아지는 삶,연금술 숙련도와 물약에 의한 치유량이 증가합니다.,연금술 숙련도와 물약에 의한 치유량 증가,370670,5,9
606,비상 / 활공,"날개를 사용해 바람을 가르며 활공하고, 높은 곳으로 비상함","날개를 사용해 바람을 가르며 활공하고, 높은 곳으로 비상함",4622485,0,52
607,빠른 이륙,하늘비행으로 비상을 강화해 좀 더 자주 하늘로 날아오를 수 있습니다.,하늘비행으로 비상을 강화해 좀 더 자주 하늘로 날아오를 수 있습니다.,4622483,1,52
608,폭풍 날개,날개로 적을 뒤로 밀쳐낼 수 있음,날개로 적을 뒤로 밀쳐낼 수 있음,4622486,2,52
609,각성,특화 증가,특화 증가,4622481,3,52
610,높은 안목,채집 시 희귀 재료를 추가로 발견,채집 시 희귀 재료를 추가로 발견,4630415,4,52
611,비상 / 활공,"날개를 사용해 바람을 가르며 활공하고, 높은 곳으로 비상함","날개를 사용해 바람을 가르며 활공하고, 높은 곳으로 비상함",4622485,0,70
612,빠른 이륙,하늘비행으로 비상을 강화해 좀 더 자주 하늘로 날아오를 수 있습니다.,하늘비행으로 비상을 강화해 좀 더 자주 하늘로 날아오를 수 있습니다.,4622483,1,70
613,폭풍 날개,날개로 적을 뒤로 밀쳐낼 수 있음,날개로 적을 뒤로 밀쳐낼 수 있음,4622488,2,70
614,각성,특화 증가,특화 증가,4622481,3,70
615,높은 안목,채집 시 희귀 재료를 추가로 발견,채집 시 희귀 재료를 추가로 발견,4630415,4,70
616,아제라이트 쇄도,적에게 화염 피해를 입히고 아군을 치유합니다.,적에게 화염 피해를 입히고 아군을 치유합니다.,5788297,0,84
617,광물 섭취,보석을 섭취해 영구적인 포만감 효과를 얻습니다.,보석을 섭취해 포만감 효과 획득,5788301,1,84
618,초생산성,기교가 증가하여 재료 채집 시 일정 확률로 추가 재료를 획득합니다.,일정 확률로 추가 재료 획득,5788298,2,84
619,티탄이 벼린 골격,방어도가 증가합니다.,방어도 증가,5788302,3,84
620,휘둥그레진 경이,탐험 경험치 획득량이 증가합니다.,탐험 경험치 획득량 증가,5788303,4,84
621,아제라이트 쇄도,적에게 화염 피해를 입히고 아군을 치유합니다.,적에게 화염 피해를 입히고 아군을 치유합니다.,5788297,0,85
622,광물 섭취,보석을 섭취해 영구적인 포만감 효과를 얻습니다.,보석을 섭취해 포만감 효과 획득,5788301,1,85
623,초생산성,기교가 증가하여 재료 채집 시 일정 확률로 추가 재료를 획득합니다.,일정 확률로 추가 재료 획득,5788298,2,85
624,티탄이 벼린 골격,방어도가 증가합니다.,방어도 증가,5788302,3,85
625,휘둥그레진 경이,탐험 경험치 획득량이 증가합니다.,탐험 경험치 획득량 증가,5788303,4,85
634,조용한 사색,활성화 시 전투 중이 아닐 때 생명력과 마나를 회복합니다.,전투 중이 아닐 때 생명력과 마나 회복,1499566,5,84
635,조용한 사색,활성화 시 전투 중이 아닐 때 생명력과 마나를 회복합니다.,전투 중이 아닐 때 생명력과 마나 회복,1499566,5,85
