ID,DisplayName_lang,Description_lang,Type,Cost_Modifier,Race,Sex,Data
322,수염 없음,,2,0.75,4,0,0
323,단정한 전체 수염,,2,0.75,4,0,1
324,잘 기른 구레나룻,,2,0.75,4,0,2
325,콧수염,,2,0.75,4,0,3
326,울퉁불퉁 구레나룻,,2,0.75,4,0,4
327,염소 수염,,2,0.75,4,0,5
349,빡빡머리,,0,1,3,0,0
350,긴 머리,,0,1,3,0,1
351,긴 꽁지머리,,0,1,3,0,2
352,짧은 머리,,0,1,3,0,3
353,정수리 매듭 머리,,0,1,3,0,4
354,짧은 꽁지머리,,0,1,3,0,5
355,기름 발라 넘긴 머리,,0,1,3,0,6
356,벗겨지는 머리,,0,1,3,0,7
357,상투머리,,0,1,3,0,8
358,하나로 땋은 머리,,0,1,3,0,9
359,짧게 땋은 사과머리,,0,1,3,0,10
370,무성한 수염,,2,0.75,3,0,0
371,양갈래 땋은 수염,,2,0.75,3,0,1
372,단정한 수염,,2,0.75,3,0,2
373,짧은 수염,,2,0.75,3,0,3
374,엄청난 콧수염,,2,0.75,3,0,4
375,땋은 콧수염,,2,0.75,3,0,5
376,멋 부린 수염,,2,0.75,3,0,6
377,뾰족 수염,,2,0.75,3,0,7
378,땋아내린 수염,,2,0.75,3,0,8
379,허풍선이 수염,,2,0.75,3,0,9
380,무시무시한 턱수염,,2,0.75,3,0,10
413,정수리 매듭 머리,,0,1,2,1,0
414,길게 땋아 내린 머리,,0,1,2,1,1
415,닭벼슬 머리,,0,1,2,1,2
416,다섯 꽁지 머리,,0,1,2,1,3
417,짧은 갈래 머리,,0,1,2,1,4
418,양뿔머리,,0,1,2,1,5
419,풍성한 긴 머리,,0,1,2,1,6
420,빡빡머리,,0,1,2,1,7
429,귀걸이 없음,,2,0.75,2,1,0
430,귀걸이,,2,0.75,2,1,1
431,위쪽 귀걸이,,2,0.75,2,1,2
432,코걸이,,2,0.75,2,1,3
433,코걸이와 귀걸이,,2,0.75,2,1,4
434,코걸이와 쌍귀걸이,,2,0.75,2,1,5
435,위아래 귀걸이,,2,0.75,2,1,6
459,양갈래 땋은 머리,,0,1,3,1,0
460,땋은 양갈래 올림머리,,0,1,3,1,1
461,땋아 내린 머리,,0,1,3,1,2
462,짧은 갈래 머리,,0,1,3,1,3
463,땋은 올림머리,,0,1,3,1,4
464,양갈래 고리 머리,,0,1,3,1,5
465,내려 묶은 긴 머리,,0,1,3,1,6
466,들쑥날쑥 머리,,0,1,3,1,7
467,중간 가르마 단발 머리,,0,1,3,1,8
468,세 가닥 땋은 단발머리,,0,1,3,1,9
469,세련된 단발머리,,0,1,3,1,10
470,짧게 친 단발머리,,0,1,3,1,11
471,두가닥 땋은 일자 앞머리,,0,1,3,1,12
472,모아 묶은 머리,,0,1,3,1,13
483,귀걸이 없음,,2,0.75,3,1,0
484,귀걸이,,2,0.75,3,1,1
485,위쪽 귀걸이,,2,0.75,3,1,2
486,위쪽 쌍귀걸이,,2,0.75,3,1,3
487,코걸이,,2,0.75,3,1,4
488,작은 귀걸이,,2,0.75,3,1,5
519,공든탑 머리,,0,1,7,1,0
520,세 갈래 머리,,0,1,7,1,1
521,짧은 갈래 머리,,0,1,7,1,2
522,앞머리 세운 짧은 머리,,0,1,7,1,3
523,달라붙은 머리,,0,1,7,1,4
524,땋은 양갈래 올림머리,,0,1,7,1,5
525,세련된 단발머리,,0,1,7,1,6
535,귀걸이 없음,,2,0.75,7,1,0
536,귀걸이,,2,0.75,7,1,1
537,작은 귀걸이,,2,0.75,7,1,2
538,위쪽 귀걸이,,2,0.75,7,1,3
539,두 쌍 귀걸이,,2,0.75,7,1,4
540,왼쪽 귀걸이,,2,0.75,7,1,5
541,오른쪽 귀걸이,,2,0.75,7,1,6
565,빡빡머리,,0,1,7,0,0
566,양날개 머리,,0,1,7,0,1
567,단정한 머리,,0,1,7,0,2
568,힘 준 앞머리,,0,1,7,0,3
569,멋 부린 앞머리,,0,1,7,0,4
570,벗겨지는 머리,,0,1,7,0,5
571,억지로 빗어 넘긴 머리,,0,1,7,0,6
581,수염 없음,,2,0.75,7,0,0
582,염소 수염,,2,0.75,7,0,1
583,이어진 수염,,2,0.75,7,0,2
584,빳빳한 콧수염,,2,0.75,7,0,3
585,무성한 수염,,2,0.75,7,0,4
586,손잡이 수염,,2,0.75,7,0,5
587,멋 부린 수염,,2,0.75,7,0,6
588,콧수염,,2,0.75,7,0,7
613,빡빡머리,,0,1,5,0,0
614,모호크 머리,,0,1,5,0,1
615,들쑥날쑥 단발머리,,0,1,5,0,2
616,잡초 머리,,0,1,5,0,3
617,불꽃 머리,,0,1,5,0,4
618,삐친 일출 머리,,0,1,5,0,5
619,일출형 긴 머리,,0,1,5,0,6
620,보통 단발머리,,0,1,5,0,7
621,정수리 매듭 머리,,0,1,5,0,8
622,장발머리,,0,1,5,0,9
633,잡티 없음,,2,0.75,5,0,0
634,썩은 입,,2,0.75,5,0,1
635,얼굴 띠,,2,0.75,5,0,2
636,턱 빠진 얼굴 띠,,2,0.75,5,0,3
637,턱 없는 얼굴 띠,,2,0.75,5,0,4
638,검버섯,,2,0.75,5,0,5
639,턱 빠진 검버섯,,2,0.75,5,0,6
640,턱 없는 검버섯,,2,0.75,5,0,7
641,드러난 턱뼈,,2,0.75,5,0,8
642,빠진 턱,,2,0.75,5,0,9
643,드러난 이빨,,2,0.75,5,0,10
644,빠진 턱,,2,0.75,5,0,11
645,썩은 양 볼,,2,0.75,5,0,12
646,빠진 턱과 썩은 양 볼,,2,0.75,5,0,13
647,기미 낀 눈가,,2,0.75,5,0,14
648,턱 빠지고 기미 낀 눈가,,2,0.75,5,0,15
649,턱 없고 기미 낀 눈가,,2,0.75,5,0,16
687,층 진 바람머리,,0,1,5,1,0
688,들쑥날쑥 단발머리,,0,1,5,1,1
689,푸석푸석한 머리,,0,1,5,1,2
690,넘긴 바람머리,,0,1,5,1,3
691,긴 머리,,0,1,5,1,4
692,솟아오른 탑 머리,,0,1,5,1,5
693,상고머리,,0,1,5,1,6
694,멋 부린 짧은 머리,,0,1,5,1,7
695,세련된 단발머리,,0,1,5,1,8
696,달라붙은 머리,,0,1,5,1,9
707,잡티 없음,,2,0.75,5,1,0
708,꿰맨 입,,2,0.75,5,1,1
709,얼굴 띠,,2,0.75,5,1,2
710,검버섯,,2,0.75,5,1,3
711,드러난 턱뼈,,2,0.75,5,1,4
712,드러난 이빨,,2,0.75,5,1,5
713,썩은 양 볼,,2,0.75,5,1,6
714,기미 낀 눈가,,2,0.75,5,1,7
743,긴 뿔,,0,1,6,0,0
744,황소 뿔,,0,1,6,0,1
745,투우소 뿔,,0,1,6,0,2
746,양쪽 부러진 뿔,,0,1,6,0,3
747,한쪽 부러진 뿔,,0,1,6,0,4
748,깜찍 뿔,,0,1,6,0,5
749,무소 뿔,,0,1,6,0,6
750,무시무시한 뿔,,0,1,6,0,7
754,수염 없음,,2,0.75,6,0,0
755,세갈래 땋은 수염,,2,0.75,6,0,1
756,코뚜레,,2,0.75,6,0,2
757,하나로 땋은 수염,,2,0.75,6,0,3
758,턱수염,,2,0.75,6,0,4
759,양갈래 땋은 수염,,2,0.75,6,0,5
760,코뚜레와 턱수염,,2,0.75,6,0,6
779,빡빡머리,,0,1,2,0,0
780,정수리 매듭 머리,,0,1,2,0,1
781,상투머리,,0,1,2,0,2
782,닭벼슬 머리,,0,1,2,0,3
783,상투 튼 긴 머리,,0,1,2,0,4
784,양갈래 땋은 머리,,0,1,2,0,5
785,긴 꽁지머리,,0,1,2,0,6
794,수염 없음,,2,0.75,2,0,0
795,거칠거칠한 수염,,2,0.75,2,0,1
796,단정한 긴 턱수염,,2,0.75,2,0,2
797,울퉁불퉁 턱수염,,2,0.75,2,0,3
798,마구 자란 턱수염,,2,0.75,2,0,4
799,하나로 두껍게 땋은 수염,,2,0.75,2,0,5
800,양갈래 땋은 수염,,2,0.75,2,0,6
801,땋아내린 구레나룻,,2,0.75,2,0,7
802,얇게 땋은 턱수염,,2,0.75,2,0,8
803,울퉁불퉁 구레나룻,,2,0.75,2,0,9
804,무성한 구레나룻,,2,0.75,2,0,10
831,초승달 뿔,,0,1,6,1,0
832,처진 뿔,,0,1,6,1,1
833,긴 뿔,,0,1,6,1,2
834,위로 솟은 뿔,,0,1,6,1,3
835,작은 뿔,,0,1,6,1,4
836,벌어진 뿔,,0,1,6,1,5
837,무소 뿔,,0,1,6,1,6
841,대충 빗은 긴 머리,,2,0.75,6,1,0
842,두 가닥 땋아내린 머리,,2,0.75,6,1,1
843,양갈래 고리 머리,,2,0.75,6,1,2
844,두가닥 내린 머리,,2,0.75,6,1,3
845,네 가닥 꽁지머리,,2,0.75,6,1,4
861,긴 생머리,,0,1,4,1,0
862,하나로 올려 묶은 긴 머리,,0,1,4,1,1
863,들쑥날쑥 머리,,0,1,4,1,2
864,하나로 올려 묶은 짧은 머리,,0,1,4,1,3
865,양갈래 땋은 머리,,0,1,4,1,4
866,짧은 꽁지머리,,0,1,4,1,5
867,댕기머리,,0,1,4,1,6
876,곰,,2,0.75,4,1,0
877,칼날,,2,0.75,4,1,1
878,학,,2,0.75,4,1,2
879,푸른 나뭇잎,,2,0.75,4,1,3
880,야생의 발톱,,2,0.75,4,1,4
881,펼친 날개,,2,0.75,4,1,5
882,독사,,2,0.75,4,1,6
883,올빼미,,2,0.75,4,1,7
884,그림자,,2,0.75,4,1,8
885,문신 없음,,2,0.75,4,1,9
911,빡빡머리,,0,1,8,0,0
912,벗겨지는 머리,,0,1,8,0,1
913,닭벼슬 머리,,0,1,8,0,2
914,넘긴 바람머리,,0,1,8,0,3
915,정수리 매듭 머리,,0,1,8,0,4
916,긴 꽁지머리,,0,1,8,0,5
927,코끼리 엄니,,2,0.75,8,0,0
928,투우소 엄니,,2,0.75,8,0,1
929,매머드 엄니,,2,0.75,8,0,2
930,위로 솟은 엄니,,2,0.75,8,0,3
931,가로형 엄니,,2,0.75,8,0,4
932,얼굴 그림과 코끼리 엄니,,2,0.75,8,0,5
933,전투 문신과 코끼리 엄니,,2,0.75,8,0,6
934,줄무늬와 매머드 엄니,,2,0.75,8,0,7
935,턱 그림과 위로 솟은 엄니,,2,0.75,8,0,8
936,코 그림과 가로형 엄니,,2,0.75,8,0,9
937,얼굴 점과 매머드 엄니,,2,0.75,8,0,10
965,여러 갈래 땋은 머리,,0,1,8,1,0
966,올려 묶은 꽁지 머리,,0,1,8,1,1
967,부분 굵게 땋은 머리,,0,1,8,1,2
968,정수리 매듭 머리,,0,1,8,1,3
969,땋은 닭벼슬 머리,,0,1,8,1,4
980,잘근잘근 송곳니,,2,0.75,8,1,0
981,작은 송곳니,,2,0.75,8,1,1
982,곧게 뻗은 송곳니,,2,0.75,8,1,2
983,위로 솟은 송곳니,,2,0.75,8,1,3
984,긴 송곳니,,2,0.75,8,1,4
985,도깨비 송곳니,,2,0.75,8,1,5
1012,왕자 머리,,0,1,1,0,12
1013,불꽃 머리,,0,1,1,0,13
1014,넘겨 세운 뾰족머리,,0,1,1,0,14
1015,망나니 머리,,0,1,1,0,15
1016,윤기좔좔 긴 머리,,0,1,1,0,16
1017,멋 부린 긴 머리,,0,1,10,1,14
1018,공들여 말아 넘긴 머리,,0,1,10,1,15
1019,짧게 쳐올린 머리,,0,1,10,1,16
1020,짧은 갈래 머리,,0,1,10,1,17
1021,일자 앞머리,,0,1,10,1,18
1022,귀걸이 없음,,2,0.75,10,1,0
1029,풍성한 긴 머리,,0,1,10,0,11
1030,상투 틀고 양갈래 땋은 머리,,0,1,10,0,12
1031,긴 꽁지머리,,0,1,10,0,13
1032,넘긴 바람머리,,0,1,10,0,14
1033,상투 튼 긴 머리,,0,1,10,0,15
1034,불꽃 머리,,0,1,11,0,9
1035,가시 뒤통수 머리,,0,1,11,0,10
1036,뿔 달린 망나니 머리,,0,1,11,0,11
1037,정수리 매듭 머리,,0,1,11,0,12
1038,개성 만점 머리,,0,1,11,0,13
1039,머리띠 착용,,0,1,11,1,11
1040,숱 많은 긴 생머리,,0,1,11,1,12
1041,앞머리 긴 단발머리,,0,1,11,1,13
1042,하나로 올려 묶은 머리,,0,1,11,1,14
1043,달라붙은 머리,,0,1,11,1,15
1044,야만전사 머리,,0,1,3,0,11
1045,군인 머리,,0,1,3,0,12
1046,일출형 긴 머리,,0,1,3,0,13
1047,월계관 머리,,0,1,3,0,14
1048,연예인 머리,,0,1,3,0,15
1049,올림머리,,0,1,3,1,14
1050,단발 바람머리,,0,1,3,1,15
1051,부풀린 짧은 단발머리,,0,1,3,1,16
1052,앞으로 땋은 양갈래 머리,,0,1,3,1,17
1053,댕기머리,,0,1,3,1,18
1054,넘긴 바람머리,,0,1,7,0,7
1055,들쑥날쑥 단발머리,,0,1,7,0,8
1056,모호크 머리,,0,1,7,0,9
1057,처진 머리,,0,1,7,0,10
1058,삐친 일출 머리,,0,1,7,0,11
1059,들쑥날쑥 머리,,0,1,7,1,7
1060,귀여운 양갈래머리,,0,1,7,1,8
1061,긴 꽁지머리,,0,1,7,1,9
1062,양갈래 고리 머리,,0,1,7,1,10
1063,내려 묶은 긴 머리,,0,1,7,1,11
1064,윤기좔좔 긴 머리,,0,1,1,1,19
1065,굵게 만 긴 머리,,0,1,1,1,20
1066,구불구불 긴머리,,0,1,1,1,21
1067,층 낸 긴 생머리,,0,1,1,1,22
1068,얌전한 단발머리,,0,1,1,1,23
1069,짧게 땋은 사과머리,,0,1,4,0,7
1070,층 진 바람머리,,0,1,4,0,8
1071,길게 땋은 머리,,0,1,4,0,9
1072,모호크 머리,,0,1,4,0,10
1073,아주 길게 땋은 머리,,0,1,4,0,11
1074,머리띠 착용,,0,1,4,1,7
1075,달라붙은 머리,,0,1,4,1,8
1076,상고머리,,0,1,4,1,9
1077,모아 묶은 머리,,0,1,4,1,10
1078,양갈래 고리 머리,,0,1,4,1,11
1079,불꽃 머리,,0,1,2,0,7
1080,모호크 머리,,0,1,2,0,8
1081,윤기좔좔 정수리 매듭머리,,0,1,2,0,9
1082,긴 머리,,0,1,2,0,10
1083,삐친 일출 머리,,0,1,2,0,11
1084,층 진 바람머리,,0,1,2,1,8
1085,멋 부린 짧은 머리,,0,1,2,1,9
1086,상고머리,,0,1,2,1,10
1087,한쪽 넘긴 머리,,0,1,2,1,11
1088,끝 장식 뿔,,0,1,6,0,8
1089,위로 말린 뿔,,0,1,6,0,9
1090,뚜껑 달린 뿔,,0,1,6,0,10
1091,손잡이 뿔,,0,1,6,0,11
1092,고리낀 뿔,,0,1,6,0,12
1093,투우소 뿔,,0,1,6,1,7
1094,부러진 뿔,,0,1,6,1,8
1095,송곳 뿔,,0,1,6,1,9
1096,마주보는 뿔,,0,1,6,1,10
1097,동강 뿔,,0,1,6,1,11
1098,갈래갈래 땋은 머리,,0,1,8,0,6
1099,꽁지깃 머리,,0,1,8,0,7
1100,더벅머리,,0,1,8,0,8
1101,모호크 머리,,0,1,8,0,9
1102,풍성한 꽃머리,,0,1,8,1,5
1103,윗머리 꼬아 묶은 머리,,0,1,8,1,6
1104,모호크 머리,,0,1,8,1,7
1105,층진 짧은 머리,,0,1,8,1,8
1106,가짜 모호크 머리,,0,1,8,1,9
1107,기름 발라 넘긴 머리,,0,1,5,0,10
1108,일출 머리,,0,1,5,0,11
1109,세운 머리,,0,1,5,0,12
1110,야만전사 머리,,0,1,5,0,13
1111,짧은 머리,,0,1,5,0,14
1112,짧은 갈래 머리,,0,1,5,1,10
1113,앞머리 세운 짧은 머리,,0,1,5,1,11
1114,들쑥날쑥 머리,,0,1,5,1,12
1115,부스스한 머리,,0,1,5,1,13
1116,세 갈래 머리,,0,1,5,1,14
1117,층진 긴머리,,0,1,2,1,12
1120,,,3,10,6,0,0
1121,,,3,10,6,0,1
1122,,,3,10,6,0,2
1123,,,3,10,6,0,3
1124,,,3,10,6,0,4
1125,,,3,10,6,0,5
1126,,,3,10,6,0,6
1127,,,3,10,6,0,7
1128,,,3,10,6,0,8
1129,,,3,10,6,0,9
1130,,,3,10,6,0,10
1131,,,3,10,6,0,11
1132,,,3,10,6,0,12
1133,,,3,10,6,0,13
1134,,,3,10,6,0,14
1135,,,3,10,6,0,15
1136,,,3,10,6,0,16
1137,,,3,10,6,0,17
1138,,,3,10,6,0,18
1139,,,3,10,6,1,0
1140,,,3,10,6,1,1
1141,,,3,10,6,1,2
1142,,,3,10,6,1,3
1143,,,3,10,6,1,4
1144,,,3,10,6,1,5
1145,,,3,10,6,1,6
1146,,,3,10,6,1,7
1147,,,3,10,6,1,8
1148,,,3,10,6,1,9
1149,,,3,10,6,1,10
1150,묶은 머리,,0,1,22,0,0
1151,폭풍 스친 바람머리,,0,1,22,0,1
1152,삐죽 뻗은 구레나룻,,0,1,22,0,2
1153,더벅머리,,0,1,22,0,3
1154,양갈래 꽁지머리,,0,1,22,0,5
1155,수염 없음,,2,0.75,22,0,0
1156,풍성한 긴 머리,,0,1,22,1,0
1157,단정한 귀,,2,0.75,22,1,0
1158,정수리 매듭 머리,,0,1,9,0,0
1159,말썽꾼 머리,,0,1,9,0,1
1160,양꼬리 머리,,0,1,9,0,2
1161,느끼한 머리,,0,1,9,0,3
1162,해적 머리,,0,1,9,0,4
1163,정수리 매듭 꽁지머리,,0,1,9,0,5
1164,겹묶음 머리,,0,1,9,0,6
1165,모호크 머리,,0,1,9,0,7
1166,구두쇠 머리,,0,1,9,0,8
1167,상투머리,,0,1,9,0,9
1168,나사 묶음 머리,,0,1,9,0,10
1169,구두쇠 꽁지머리,,0,1,9,0,11
1170,사장님 머리,,0,1,9,0,12
1171,더벅머리,,0,1,9,0,13
1172,도적 머리,,0,1,9,0,14
1173,정수리 매듭 나사 장식 머리,,0,1,9,0,15
1174,정수리 매듭 나사 묶음 머리,,0,1,9,0,16
1175,상투 튼 더벅머리,,0,1,9,0,17
1176,빡빡머리,,0,1,9,0,18
1177,가운데 코걸이,,2,0.75,9,0,0
1178,쌍코걸이,,2,0.75,9,0,1
1179,코걸이,,2,0.75,9,0,2
1180,차분한 귀,,2,0.75,9,0,3
1181,펄럭귀,,2,0.75,9,0,4
1182,길게 솟은 귀,,2,0.75,9,0,5
1183,처진 뾰족귀,,2,0.75,9,0,6
1184,귀찌,,2,0.75,9,0,7
1185,보석 귀걸이,,2,0.75,9,0,8
1186,고리와 보석 귀걸이,,2,0.75,9,0,9
1187,얼굴 가득 고리,,2,0.75,9,0,10
1188,짧은 갈래 머리,,0,1,9,1,0
1189,올려 묶은 눈가림 머리,,0,1,9,1,1
1190,양갈래 꽁지머리,,0,1,9,1,2
1191,위로 올린 머리,,0,1,9,1,3
1192,귀여운 양갈래머리,,0,1,9,1,4
1193,가짜 모호크 머리,,0,1,9,1,5
1194,바람머리,,0,1,9,1,6
1195,네 가닥 꽁지머리,,0,1,9,1,7
1196,눈가림 머리,,0,1,9,1,8
1197,해골 장식 묶은 머리,,0,1,9,1,9
1198,삐삐 머리,,0,1,9,1,10
1199,강한 여성의 짧은 머리,,0,1,9,1,11
1200,만두머리,,0,1,9,1,12
1201,우아한 머리,,0,1,9,1,13
1202,말괄량이 양갈래 만두머리,,0,1,9,1,14
1203,세 갈래 만두머리,,0,1,9,1,15
1204,말총머리,,0,1,9,1,16
1205,길게 솟은 귀,,2,0.75,9,1,0
1206,발랄한 주걱턱,,2,0.75,9,1,1
1207,차분한 귀,,2,0.75,9,1,2
1208,마노와 고리 장식,,2,0.75,9,1,3
1209,여러 고리 장식,,2,0.75,9,1,4
1210,뼈 코걸이,,2,0.75,9,1,5
1211,코도 뿔 코,,2,0.75,9,1,6
1212,보석 귀걸이,,2,0.75,9,1,7
1213,고리 귀걸이,,2,0.75,9,1,8
1214,해골 귀걸이,,2,0.75,9,1,9
1215,고리 장식 큰 귀,,2,0.75,9,1,10
1223,,,3,10,6,1,11
1224,,,3,10,6,1,12
1225,,,3,10,6,1,13
1226,,,3,10,6,0,19
1227,,,3,10,6,0,20
1228,,,3,10,6,0,21
1229,칭칭 묶은 머리,,0,1,22,0,4
1230,짧게 묶은 꽁지머리,,0,1,22,0,6
1231,양갈래 땋은 머리,,0,1,22,0,7
1232,네 갈래 꽁지머리,,0,1,22,0,8
1233,뾰족뾰족 삐침 머리,,0,1,22,0,9
1234,길게 땋은 머리,,0,1,22,0,10
1237,늘어진 수염,,2,0.75,22,0,1
1238,꽁지수염,,2,0.75,22,0,2
1239,염소 수염,,2,0.75,22,0,3
1240,구슬 장식 묶은 수염,,2,0.75,22,0,4
1241,찢어진 귀,,2,0.75,22,0,5
1242,누더기 수염,,2,0.75,22,0,6
1243,두 갈래 꽁지수염,,2,0.75,22,0,7
1244,누운 뾰족귀,,2,0.75,22,0,8
1287,큰 복슬귀,,2,0.75,22,1,1
1288,뾰족 선 귀,,2,0.75,22,1,2
1289,구부러진 뾰족귀,,2,0.75,22,1,3
1290,말린 뾰족귀,,2,0.75,22,1,4
1291,커다란 귀,,2,0.75,22,1,5
1292,넓게 뻗은 귀,,2,0.75,22,1,6
1293,두 갈래 째진 귀,,2,0.75,22,1,7
1294,길게 솟은 귀,,2,0.75,22,1,8
1295,처진 복슬귀,,2,0.75,22,1,9
1296,작은 귀,,2,0.75,22,1,10
1297,둥글게 처진 귀,,2,0.75,22,1,11
1299,네 갈래 꽁지머리,,0,1,22,1,1
1300,내린 앞머리,,0,1,22,1,2
1301,멋 부린 풍성한 머리,,0,1,22,1,3
