ID,ClassSpec_lang,ClassSpec_Male_lang,ClassSpec_Female_lang,UiTextureAtlasMemberID,GarrFollItemSetID,FollowerClassLimit,Flags
108,혈기 죽음의 기사,혈기 죽음의 기사,혈기 죽음의 기사,5936,6,0,0
109,냉기 죽음의 기사,냉기 죽음의 기사,냉기 죽음의 기사,5937,7,0,0
110,부정 죽음의 기사,부정 죽음의 기사,부정 죽음의 기사,5938,8,0,0
111,조화 드루이드,조화 드루이드,조화 드루이드,5941,0,0,0
112,야성 드루이드,야성 드루이드,야성 드루이드,5942,0,0,0
113,수호 드루이드,수호 드루이드,수호 드루이드,5943,0,0,0
114,회복 드루이드,회복 드루이드,회복 드루이드,5944,0,0,0
115,야수 사냥꾼,야수 사냥꾼,야수 사냥꾼,5945,0,0,0
116,사격 사냥꾼,사격 사냥꾼,사격 사냥꾼,5946,0,0,0
117,생존 사냥꾼,생존 사냥꾼,생존 사냥꾼,5947,0,0,0
118,비전 마법사,비전 마법사,비전 마법사,5948,0,0,0
119,화염 마법사,화염 마법사,화염 마법사,5949,0,0,0
120,냉기 마법사,냉기 마법사,냉기 마법사,5950,0,0,0
121,신성 성기사,신성 성기사,신성 성기사,5954,0,0,0
122,보호 성기사,보호 성기사,보호 성기사,5955,0,0,0
123,징벌 성기사,징벌 성기사,징벌 성기사,5956,0,0,0
124,수양 사제,수양 사제,수양 사제,5957,0,0,0
125,신성 사제,신성 사제,신성 사제,5958,0,0,0
126,암흑 사제,암흑 사제,암흑 사제,5959,0,0,0
127,암살 도적,암살 도적,암살 도적,5960,0,0,0
128,무법 도적,무법 도적,무법 도적,5961,0,0,0
129,잠행 도적,잠행 도적,잠행 도적,5962,0,0,0
130,정기 주술사,정기 주술사,정기 주술사,5963,0,0,0
131,고양 주술사,고양 주술사,고양 주술사,5964,0,0,0
132,복원 주술사,복원 주술사,복원 주술사,5965,0,0,0
133,고통 흑마법사,고통 흑마법사,고통 흑마법사,5966,0,0,0
134,악마 흑마법사,악마 흑마법사,악마 흑마법사,5967,0,0,0
135,파괴 흑마법사,파괴 흑마법사,파괴 흑마법사,5968,0,0,0
136,무기 전사,무기 전사,무기 전사,5969,0,0,0
137,분노 전사,분노 전사,분노 전사,5970,0,0,0
138,방어 전사,방어 전사,방어 전사,5971,0,0,0
139,승천자,승천자,승천자,3484,0,1,3
140,추방자,추방자,추방자,6163,0,0,0
141,집사,집사,집사,6219,0,0,0
142,만찬 손님,만찬 손님,만찬 손님,6219,0,1,1
143,싸움꾼,싸움꾼,싸움꾼,6219,0,0,0
144,갈퀴흉터 투사,갈퀴흉터 투사,갈퀴흉터 투사,5940,0,1,3
145,그림토템 전사,그림토템 전사,그림토템 전사,3484,0,1,3
146,avagner - 테스트,,,6159,0,0,1
147,키린 토 수호병,정령,키린 토 수호병,3482,0,2,3
148,칠흑의 기사단 서리약탈자,정령,칠흑의 기사단 서리약탈자,3487,0,2,3
149,강습병,정령,강습병,3478,0,2,3
150,꿈숲 감시자,정령,꿈숲 감시자,3485,0,2,3
151,쉬바라,정령,쉬바라,5940,0,2,3
152,대지 고리회 수호자,정령,대지 고리회 수호자,3484,0,2,3
153,평온의 대가,정령,평온의 대가,3480,0,2,3
154,지옥수호병 투사,정령,지옥수호병 투사,3483,0,2,3
155,두건 쓴 사제,정령,두건 쓴 사제,3479,0,2,3
156,은빛 성기사단 성전사,정령,은빛 성기사단 성전사,3486,0,2,3
157,라벤홀트의 암살자,정령,라벤홀트의 암살자,3481,0,2,3
158,나이트본 사냥꾼,,,3477,0,2,1
160,크로쿨 마루추적자,,,6817,0,2,3
161,공허에서 벗어난 크로쿨,,,6816,0,2,3
162,빛벼림 방어병,,,6818,0,2,3
164,기술자,,기술자,3581,0,0,0
165,소총병,,소총병,5946,278,1,3
166,첩보원,,첩보원,3481,0,0,0
167,정찰병,,정찰병,3481,0,0,0
168,파수병,,,5947,277,1,3
169,첩보원,,첩보원,5962,279,1,3
170,침투요원,,침투요원,3481,280,0,0
171,기술병,,,3581,282,1,3
172,전투 전문가,,,5947,281,0,0
173,평화감시자,,평화감시자,5956,283,1,3
174,추적자,,추적자,5960,0,1,3
175,정기 주술사,정기 주술사,,5963,0,0,1
176,전문가,,,5960,290,1,1
177,주술사,,,5963,291,1,3
178,공포근위병,,,3487,0,0,1
179,여마술사,,,5949,0,1,3
180,공병,,공병,3581,0,1,3
181,수도사,,,5953,0,1,3
182,비전술사,,,5948,0,0,0
183,기술자,,기술자,8390,0,0,0
184,잠행 도적,잠행 도적,잠행 도적,5962,0,0,0
185,생존 사냥꾼,생존 사냥꾼,생존 사냥꾼,5947,0,0,0
186,어둠사냥꾼,,어둠사냥꾼,5946,0,0,0
187,맹금의 봉우리의 고위 영주,,,5964,0,0,0
188,고독한 늑대,,,5947,281,0,0
189,마법학자,,마법학자,5959,0,0,0
190,비밀특수부대 기술병,,비밀특수부대 기술병,8390,0,0,0
191,조종사,,,3581,0,0,3
192,파수대 사령관,,,5946,0,0,0
193,얼라이언스 사단,,,7709,0,4,7
194,호드 사단,,,7710,0,4,7
295,제독,,,7709,0,0,0
296,제독,,,7710,0,0,0
297,안개칼날,,,6557,0,0,0
298,사령관,,,6557,0,0,0
299,미치광이 공작,,,6557,0,0,0
300,방랑권사,,,6036,0,0,0
301,영혼을 마시는 자,,,6557,0,0,0
302,무덤 일꾼,,,6557,0,0,0
303,암흑주먹 수도사,,,6557,0,0,0
304,죄악석을 짊어진 자,,,6557,0,0,0
305,거짓된 치유사,,,6557,0,0,0
306,박탈당한 자,,,6557,0,0,0
307,광휘의 창,,,6557,0,0,0
308,굳건한 주먹,,,6557,0,0,0
309,열성적인 의술사,,,6557,0,0,0
310,암흑칼날,,,6557,0,3,1
311,영혼법사,,,6557,0,3,1
312,결사단원,,,6557,0,3,1
313,미늘창병,,,6557,0,3,1
314,충격 돌격병,,,6557,0,3,1
315,역병노래꾼,,,6557,0,3,1
316,숲지기,,,6557,0,3,1
317,덫사냥꾼,,,6557,0,3,1
318,명랑한 암살자,,,6557,0,0,0
319,안내자,,,6557,0,0,0
320,거울 창조자,,,6557,0,0,0
321,집사,,,6557,0,0,0
322,수리공,,,6557,0,0,0
323,싸움꾼,,,2117,0,0,0
325,숲지기,,,6557,0,3,9
326,덫사냥꾼,,,6557,0,3,9
327,암흑칼날,,,6557,0,3,9
328,영혼법사,,,6557,0,3,9
329,결사단원,,,6557,0,3,9
330,미늘창병,,,6557,0,3,9
331,충격 돌격병,,,6557,0,3,9
332,역병노래꾼,,,6557,0,3,9
333,검사,,,6558,0,1,0
334,누더기골렘,,,6558,0,1,0
335,패왕,,,6558,0,1,0
336,지식의 대가,,,6558,0,1,0
337,수액,,,6558,0,1,0
338,해골,,,6558,0,1,0
339,누더기골렘,,,6558,0,1,0
340,리치,,,6558,0,1,0
341,검투사,,,6558,0,1,0
342,조립공,,,6558,0,1,0
343,해골,,,6558,0,1,0
344,그림자칼날,,,6558,0,1,0
345,역병 설계자,,,6558,0,1,0
346,뼈장장이,,,6558,0,1,0
347,학살의 딸,,,6558,0,1,0
348,경건한 검,,,6557,0,0,0
349,일손,,,6557,0,0,0
350,충직한 피조물,,,6557,0,0,0
351,깃사자 조련사,,,6557,0,0,0
352,스라수호기 관리인,,,6557,0,0,0
353,부지런한 조수,,,6557,0,0,0
354,열망자,,,6557,0,0,0
355,수련생,,,6557,0,0,0
356,미카니코스의 친구,,,6557,0,0,0
357,용기의 손,,,6557,0,0,0
358,눈부신 자,,,6557,0,0,0
359,요술쟁이,,,6557,0,0,0
360,온화한 관리인,,,6557,0,0,0
361,서늘한 창,,,6557,0,0,0
362,별빛을 만드는 자,,,6557,0,0,0
363,눈에 띄지 않는 자,,,6557,0,0,0
364,티르너 바알의 수호자,,,6557,0,0,0
365,티르너 바알의 장인,,,6557,0,0,0
366,영혼의 송곳니,,,6557,0,0,0
367,밤의 뿔,,,6557,0,0,0
368,숲의 눈,,,6557,0,0,0
369,새벽의 가지,,,6557,0,0,0
370,관리인,,,6557,0,0,0
371,사냥대장,,,6557,0,0,0
372,숲 뜰지기,,,6557,0,0,0
373,승천자,,,6557,0,0,0
374,열망자,,,6557,0,0,0
375,수석 제련장인,,,6557,0,0,0
376,야만전사,,,2117,0,0,0
377,숙련 유리공,,,6557,0,0,0
378,리치,,,6558,0,1,0
379,대장장이,,,6558,0,1,0
380,유용한 동료,,,6558,0,1,0
381,전율의 검투사,,,6558,0,1,0
382,무너지지 않는 자,,,6558,0,1,0
383,무기제작자,,,6557,0,0,0
384,병참장교,,,6557,0,0,0
385,사절,,,6557,0,0,0
386,포자,,,6557,0,0,0
387,방직공,,,6557,0,0,0
388,전령,,,6557,0,0,0
389,비술사,,,6557,0,0,0
390,영혼의 인도자,,,6557,0,0,0
391,수호자,,,6557,0,0,0
392,치유의 날개,,,6557,0,0,0
393,농부,,,6557,0,0,0
394,예술가,,,6557,0,0,0
395,귀족,,,6557,0,0,0
396,회복가,,,6557,0,0,0
397,안마사,,,6557,0,0,0
398,태연한 하인,,,6557,0,0,0
400,고고학자,생존 사냥꾼,,5946,0,0,0
