Name_lang,Description_lang,ID,StoreFrontID,AccountStoreCategoryID,OrderIndex,Price,CurrencyTypesID,Field_11_0_7_57361_008,RefundDuration,Field_11_0_7_57361_010,Field_11_0_7_57361_011,SpellID,TransmogSetID,CreatureDisplayInfoID,UiModelSceneID,Icon,Field_12_0_0_63534_017,Field_12_0_0_63534_018,Field_12_0_0_63534_019
석회질 클레이모어,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n석회질 클레이모어 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""검은 단검하고 비슷합니다. 크기만 더 클 뿐이죠.""",13,1,4,40,250,3139,0,14400,1,0,439390,3469,0,0,0,0,0,0
뱃사람의 삽,"|cFF00ccff내부 전쟁 형상|r|n|n|cFF1eff00약탈폭풍 형상|r뱃사람의 삽 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""어디 한번 깊이 파고들어 볼까요?""",14,1,4,50,1000,3139,0,14400,5,0,0,4154,0,0,0,0,0,0
뱃사람의 노,"|cFF00ccff내부 전쟁 형상|r|n|n|cFF1eff00약탈폭풍 형상|r뱃사람의 노 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""평범한 노입니다. 아니면 뭐겠습니까?""",15,1,4,60,1000,3139,0,14400,5,0,0,4155,0,0,0,0,0,0
약탈왕의 목 절단기,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 목 절단기 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""약탈왕에게 꼭 필요한 무기입니다.""",16,1,4,70,1000,3139,0,14400,1,0,439386,3466,0,0,0,0,0,0
약탈왕의 고급 레이피어,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 고급 레이피어 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""쿡쿡 찌르기에 딱 좋습니다.""",17,1,4,80,1000,3139,0,14400,1,0,439383,3464,0,0,0,0,0,0
약탈왕의 은빛 커틀라스,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 은빛 커틀라스 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""높이 들면 절묘하게 햇빛을 받아 번쩍거립니다.""",18,1,4,90,1000,3139,0,14400,1,0,439384,3465,0,0,0,0,0,0
약탈왕의 금빛 인장,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 금빛 인장 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""약탈왕의 지팡이를 높이 들어 단원들을 불러 모으고, 약탈을 시작하십시오!""",19,1,4,100,1000,3139,0,14400,1,0,439382,3463,0,0,0,0,0,0
약탈왕의 폭풍 깃든 목 절단기,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 폭풍 깃든 목 절단기 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.,20,1,4,110,1500,3139,0,14400,5,0,0,4157,0,0,0,0,0,0
약탈왕의 폭풍 깃든 레이피어,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 폭풍 깃든 레이피어 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.,21,1,4,120,1500,3139,0,14400,5,0,0,4158,0,0,0,0,0,0
약탈왕의 폭풍 깃든 커틀라스,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 폭풍 깃든 커틀라스 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.,22,1,4,130,1500,3139,0,14400,5,0,0,4159,0,0,0,0,0,0
약탈왕의 폭풍 깃든 인장,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 폭풍 깃든 인장 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.,23,1,4,140,1500,3139,0,14400,5,0,0,4160,0,0,0,0,0,0
구리 대포,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n구리 대포 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""허리춤에 찬 대포와 함께라면 약탈이 훨씬 쉬워집니다.""",24,1,3,10,250,3139,0,14400,1,0,439393,3472,0,0,0,0,0,0
환상적인 일제 사격포,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n환상적인 일제 사격포 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""얼굴을 향하지 마시오.""",25,1,3,20,500,3139,0,14400,1,0,439394,3473,0,0,0,0,0,0
약탈왕의 손대포,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 손대포 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""금화와 화약 냄새가 진동합니다.""",26,1,3,30,1000,3139,0,14400,1,0,439388,3467,0,0,0,0,0,0
약탈왕의 폭풍 깃든 손대포,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 폭풍 깃든 손대포 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.,27,1,3,40,1500,3139,0,14400,5,0,0,4161,0,0,0,0,0,0
따뜻한 양모 모자,"|cFF00ccff내부 전쟁 형상|r|n|n따뜻한 양모 모자 형상을 해제합니다.|n|n""아무리 바닷바람에 익숙한 해적이라도 감기에 걸릴 때가 있습니다.""",28,1,7,10,250,3139,0,14400,1,0,439445,3484,0,0,0,0,0,0
폭풍 선장의 모자,"|cFF00ccff내부 전쟁 형상|r|n|n폭풍 선장의 모자 형상을 해제합니다.|n|n""폭풍을 헤쳐 나가는 선장에게 어울리는 고급 모자입니다!""",29,1,7,20,250,3139,0,14400,1,0,439446,3483,0,0,0,0,0,0
일등항해사의 화려한 모자,"|cFF00ccff내부 전쟁 형상|r|n|n일등항해사의 화려한 모자 형상을 해제합니다.|n|n""모자 밑에 슬쩍 빼돌린 노획품 몇 개를 숨길 수 있답니다.""",30,1,7,30,1000,3139,0,14400,5,0,0,4162,0,0,0,0,0,0
일등항해사의 화려한 머리보호구,"|cFF00ccff내부 전쟁 형상|r|n|n일등항해사의 화려한 머리보호구 형상을 해제합니다.|n|n""경쟁에서 빛나려면 겉모습도 빛나게 차려입어야 하는 법입니다.""",31,1,7,40,1000,3139,0,14400,5,0,0,4163,0,0,0,0,0,0
약탈왕의 제독 삼각모,"|cFF00ccff내부 전쟁 형상|r
|cFF1eff00약탈폭풍 형상|r

약탈왕의 제독 삼각모 형상을 해제합니다.약탈폭풍 건장한 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.

""당신 머리 크기에 딱 맞는 깃털 투구를 입수할 수 있습니다.""",32,1,8,10,250,3139,0,14400,1,0,439355,3454,0,0,0,0,0,0
약탈왕의 폭풍 깃든 삼각모,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 폭풍 깃든 삼각모 형상을 해제합니다.약탈폭풍 폭풍 깃든 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.,33,1,9,10,1000,3139,0,14400,5,0,0,4164,0,0,0,0,0,0
약탈왕의 오래된 안대,"|cFF00ccff내부 전쟁 형상|r|n|n약탈왕의 오래된 안대 형상을 해제합니다.|n|n""똑바로 착용하면 수평을 맞출 때 유용합니다.""",34,1,7,70,2000,3139,0,14400,5,0,0,4165,0,0,0,0,0,0
약탈왕의 오래된 모자,"|cFF00ccff내부 전쟁 형상|r|n|n약탈왕의 오래된 모자 형상을 해제합니다.|n|n""약탈왕에게 경의를.""",35,1,7,80,2000,3139,0,14400,5,0,0,4166,0,0,0,0,0,0
약탈왕의 단안경,"|cFF00ccff내부 전쟁 형상|r|n|n약탈왕의 단안경 형상을 해제합니다.|n|n""한쪽 눈으로만 보는 데 여러모로 도움이 됩니다.""",36,1,7,90,500,3139,0,14400,1,0,443376,3623,0,0,0,0,0,0
약탈왕의 술 달린 어깨덮개,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 술 달린 어깨덮개 형상을 해제합니다.약탈폭풍 건장한 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.,37,1,8,20,250,3139,0,14400,1,0,439380,3462,0,0,0,0,0,0
약탈왕의 폭풍 깃든 어깨덮개,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 폭풍 깃든 어깨덮개 형상을 해제합니다.약탈폭풍 폭풍 깃든 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.,38,1,9,20,1000,3139,0,14400,5,0,0,4167,0,0,0,0,0,0
전천후 외투,"|cFF00ccff내부 전쟁 형상|r|n|n전천후 외투 형상을 해제합니다.|n|n""방수""가 아니라 ""박수""라고 적혀 있습니다. 연못에 뛰어들지 마시길.""",39,1,13,10,250,3139,0,14400,1,0,439456,3476,0,977,0,0,0,0
잠복꾼의 망토,"|cFF00ccff내부 전쟁 형상|r|n|n잠복꾼의 망토 형상을 해제합니다.|n|n""어둠 속에 머무르는 걸 선호하는 해적들도 있는 법이죠.""",40,1,13,20,250,3139,0,14400,1,0,439455,3477,0,977,0,0,0,0
약탈왕의 외투,"|cFF00ccff내부 전쟁 형상|r|n|n약탈왕의 외투 형상을 해제합니다.|n|n""당연히 붉은색과 금색의 조화에도 신경 썼습니다.""",41,1,13,30,500,3139,0,14400,1,0,439379,3461,0,977,0,0,0,0
약탈왕의 폭풍 깃든 외투,|cFF00ccff내부 전쟁 형상|r|n|n약탈왕의 폭풍 깃든 외투 형상을 해제합니다.,42,1,13,40,1000,3139,0,14400,5,0,0,4168,0,977,0,0,0,0
방적 면 셔츠,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n방적 면 셔츠 형상을 해제합니다.|n|n약탈폭풍 추레한 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.,43,1,5,10,250,3139,0,14400,1,0,439453,3478,0,0,0,0,0,0
고급 진홍빛 겹셔츠,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n고급 진홍빛 겹셔츠 형상을 해제합니다.약탈폭풍 세련된 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.,44,1,6,10,250,3139,0,14400,1,0,439454,3485,0,0,0,0,0,0
약탈왕의 허리외투,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 허리외투 형상을 해제합니다.약탈폭풍 건장한 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.|n|n""허리외투가 어울리지 않는 사람은 없습니다.""",45,1,8,30,250,3139,0,14400,1,0,439370,3455,0,0,0,0,0,0
약탈왕의 폭풍 깃든 허리외투,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 폭풍 깃든 허리외투 형상을 해제합니다.약탈폭풍 폭풍 깃든 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.,46,1,9,30,1000,3139,0,14400,5,0,0,4169,0,0,0,0,0,0
약탈왕의 휘장,"|cFF00ccff내부 전쟁 형상|r|n약탈왕의 휘장 형상을 해제합니다.|n|n""진정한 해적의 풍모를 갖추었음을 증명하고 술통다리 선장의 총애를 받게 되었습니다. 선장의 자랑임을 당당히 뽐내고 다니세요.""",47,1,10,10,5000,3139,0,14400,1,0,443375,3624,0,0,0,0,0,0
약탈왕의 소매장식,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 소매장식 형상을 해제합니다.약탈폭풍 건장한 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.|n|n""최고의 해적에게 어울리는 금빛 소매장식입니다.""",48,1,8,70,250,3139,0,14400,1,0,439375,3458,0,0,0,0,0,0
약탈왕의 폭풍 깃든 소매장식,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 폭풍 깃든 소매장식 형상을 해제합니다.약탈폭풍 폭풍 깃든 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.,49,1,9,70,250,3139,0,14400,5,0,0,4170,0,0,0,0,0,0
뱃사람의 장갑,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n뱃사람의 장갑 형상을 해제합니다.약탈폭풍 추레한 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.|n|n""노획물을 낚아채는 데 도움이 되는 가죽 장갑입니다.""",50,1,5,30,250,3139,0,14400,1,0,439457,3474,0,0,0,0,0,0
사기꾼의 재단장갑,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n사기꾼의 재단장갑 형상을 해제합니다.약탈폭풍 세련된 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.|n|n""손놀림이 빠른 이들에게 어울립니다.""",51,1,6,30,250,3139,0,14400,1,0,439458,3475,0,0,0,0,0,0
약탈왕의 노략질 장갑,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 노략질 장갑 형상을 해제합니다.약탈폭풍 건장한 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.|n|n""촉감이 정말 하늘하늘합니다.""",52,1,8,50,250,3139,0,14400,1,0,439377,3459,0,0,0,0,0,0
약탈왕의 폭풍 깃든 노략질 장갑,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 폭풍 깃든 노략질 장갑 형상을 해제합니다.약탈폭풍 폭풍 깃든 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.,53,1,9,50,250,3139,0,14400,5,0,0,4171,0,0,0,0,0,0
약탈왕의 황금 허리끈,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 황금 허리끈 형상을 해제합니다.약탈폭풍 건장한 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.|n|n""큼지막한 황금 해골 죔쇠가 복장을 조화롭게 만들어 줍니다.""",54,1,8,60,250,3139,0,14400,1,0,439373,3457,0,0,0,0,0,0
약탈왕의 폭풍 깃든 허리끈,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 폭풍 깃든 허리끈 형상을 해제합니다.약탈폭풍 폭풍 깃든 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.,55,1,9,60,250,3139,0,14400,5,0,0,4172,0,0,0,0,0,0
손수 만든 긴바지,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n손수 만든 긴바지 형상을 해제합니다.약탈폭풍 세련된 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.|n|n""선장님의 선물입니다. 당신 체형에 딱 맞게 만든 주문 제작품이라네요!""",56,1,6,20,250,3139,0,14400,1,0,439452,3480,0,0,0,0,0,0
누비 짧은바지,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n누비 짧은바지 형상을 해제합니다.약탈폭풍 추레한 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.|n|n""착지 시의 충격을 완화해 주는 바지입니다.""",57,1,5,20,250,3139,0,14400,1,0,439451,3479,0,0,0,0,0,0
약탈왕의 화려한 긴바지,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 화려한 긴바지 형상을 해제합니다.약탈폭풍 건장한 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.|n|n""이제 어디 가서 바지의 화려함으로 꿇리는 일은 절대 없을 거예요.""",58,1,8,40,250,3139,0,14400,1,0,439378,3460,0,0,0,0,0,0
약탈왕의 폭풍 깃든 긴바지,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 폭풍 깃든 긴바지 형상을 해제합니다.약탈폭풍 폭풍 깃든 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.,59,1,9,40,500,3139,0,14400,5,0,0,4173,0,0,0,0,0,0
침묵의 가죽,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n침묵의 가죽 형상을 해제합니다.약탈폭풍 세련된 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.|n|n""가끔은 숨는 게 최선의 공격이 되기도 합니다.""",60,1,6,40,250,3139,0,14400,1,0,439450,3482,0,0,0,0,0,0
안정적인 장화,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n안정적인 장화 형상을 해제합니다.약탈폭풍 추레한 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.|n|n""선상이나 육지에서 균형을 잃지 않게 해주는 데 보탬이 됩니다.""",61,1,5,40,250,3139,0,14400,1,0,439448,3481,0,0,0,0,0,0
약탈왕의 진창화,"|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 진창화 형상을 해제합니다.약탈폭풍 건장한 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.|n|n""진흙이 묻지 않게 조심해야 할 겁니다.""",62,1,8,80,250,3139,0,14400,1,0,439372,3456,0,0,0,0,0,0
약탈왕의 폭풍 깃든 진창화,|cFF00ccff내부 전쟁 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 폭풍 깃든 진창화 형상을 해제합니다.약탈폭풍 폭풍 깃든 뱃사람 의상의 구성 요소입니다. 의상을 변경하려면 이 세트에 속한 모든 형상을 해제한 후 다카쉬 그림레저를 찾아가십시오.,63,1,9,80,250,3139,0,14400,5,0,0,4174,0,0,0,0,0,0
갈고리발톱,"|cFF00ccff내부 전쟁 탈것|r

갈고리발톱 비행 탈것을 해제합니다.

""딱 한 번만 타면 코가 꿰일걸요!""",64,1,2,50,5000,3139,0,14400,4,0,0,0,123755,80,0,0,0,0
아주 작은 깃털 삼각모,|cFF00ccff내부 전쟁 친구|r|n|cFF1eff00약탈폭풍 친구|r|n|n소환 시 피프가 일정 확률로 약탈왕의 모습으로 등장합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 꼬마 선장을 소환할 수 있습니다.,66,1,14,20,500,3139,0,0,0,0,438055,0,0,0,1044996,0,0,0
거무스름한 경고 표지,"|cFF00ccff내부 전쟁 장난감|r|n|n거무스름한 경고 표지 장난감 해제|n|n""나만의 해적 은신처를 만들기에 완벽합니다.""",67,1,14,10,500,3139,0,14400,0,0,439490,0,0,0,2055032,0,0,0
여행자의 인장 250개들이 약탈 가방,|cFF00ccff내부 전쟁 보상|r|n|n스톰윈드 또는 오그리마 수집가의 보관함에서 여행자의 인장 250개를 획득할 수 있습니다.,68,1,15,10,1000,3139,0,0,0,0,437507,0,0,0,975746,0,0,0
여행자의 인장 500개들이 약탈 상자,|cFF00ccff내부 전쟁 보상|r|n|n스톰윈드 또는 오그리마 수집가의 보관함에서 여행자의 인장 500개를 획득할 수 있습니다.,69,1,15,20,2000,3139,0,0,0,0,437507,0,0,0,4696085,0,0,0
[PH] Happy,"|cFF00ccffThe War Within Pet|r

[PH] Unlocks the Happy pet.

""He's just excited to be here.""",72,2,16,10,0,0,0,0,0,0,0,0,118654,0,0,0,0,0
[PH] Bubbles,"|cFF00ccffThe War Within Pet|r

[PH] Unlocks the Bubbles pet.

""It followed you home!""",73,2,16,20,0,0,0,0,0,0,0,0,118078,0,0,0,0,0
[PH] Test Set,[PH] Test description of an equipment set.,74,2,17,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0
