Name_lang,ID,MapID,DifficultyID,OrderIndex,CompleteWorldStateID,Bit,Flags,SpellIconFileID,Faction,Field_11_1_5_59735_010
네파리안의 최후,1026,669,0,4000,5203,4,7,0,-1,0
만능골렘 방어 시스템,1027,669,0,-1000,5303,5,6,0,-1,0
승천 의회,1028,671,0,2000,5339,0,10,0,-1,0
초갈,1029,671,0,2500,5494,1,11,0,-1,0
할푸스 웜브레이커,1030,671,0,-1000,5380,2,10,0,-1,0
발리오나와 테랄리온,1032,671,0,1500,5517,4,10,0,-1,0
아르갈로스,1033,757,0,0,5575,0,14,0,-1,0
알아키르,1034,754,0,0,5565,0,11,0,-1,0
바람의 비밀의회,1035,754,0,-1000,5563,1,6,0,-1,0
승천 군주 옵시디우스,1036,645,0,0,5131,0,4,0,-1,0
아름이,1037,645,0,-1000,5129,1,4,0,-1,0
황혼의 전령 코를라,1038,645,0,-2000,5112,2,4,0,-1,0
카쉬 스틸벤더,1039,645,0,-1500,5119,3,4,0,-1,0
해골분쇄자 롬오그,1040,645,0,-3000,5127,4,4,0,-1,0
알타이루스,1041,657,0,0,5497,0,4,0,-1,0
아사드,1042,657,0,1000,5496,1,4,0,-1,0
대장로 에르탄,1043,657,0,-1000,5500,2,4,0,-1,0
사령관 울톡,1044,643,0,0,5325,0,4,0,-1,0
여군주 나즈자르,1045,643,0,-1000,5125,1,4,0,-1,0
환각술사 구르샤,1046,643,0,1000,5326,2,4,0,-1,0
오주마트,1047,643,0,2000,5557,3,4,0,-1,0
드라가 섀도버너,1048,670,0,0,5098,0,4,0,-1,0
에루닥스,1049,670,0,1000,5175,1,4,0,-1,0
제련장인 트롱구스,1050,670,0,-1000,5077,2,4,0,-1,0
장군 움브리스,1051,670,0,-2000,5065,3,4,0,-1,0
장군 후삼,1052,755,0,0,5389,0,4,0,-1,0
고위 사제 바림,1053,755,0,1000,5382,1,4,0,-1,0
톱니아귀,1054,755,0,2000,5562,2,4,0,-1,0
시아마트,1055,755,0,3000,5476,3,4,0,-1,0
코보루스,1056,725,0,0,5569,0,4,0,-1,0
대여사제 아질,1057,725,0,1000,5572,1,4,0,-1,0
오즈룩,1058,725,0,500,5571,2,4,0,-1,0
돌거죽,1059,725,0,250,5570,3,4,0,-1,0
남작 애쉬버리,1069,33,0,0,5551,0,4,0,-1,0
남작 실버레인,1070,33,0,1000,4597,1,4,0,-1,0
사령관 스프링베일,1071,33,0,2000,4598,2,4,0,-1,0
고드프리 경,1072,33,0,3000,5553,3,4,0,-1,0
월든 경,1073,33,0,2500,5552,4,4,0,-1,0
아뮤내,1074,644,0,0,5166,0,4,0,-1,0
안라펫,1075,644,0,-1000,5107,1,4,0,-1,0
대지전복자 프타,1076,644,0,-2000,5165,2,4,0,-1,0
이시세트,1077,644,0,-500,5002,3,4,0,-1,0
라지,1078,644,0,1000,5168,4,4,0,-1,0
세테쉬,1079,644,0,500,5167,5,4,0,-1,0
사원 수호자 안후르,1080,644,0,-3000,4985,6,4,0,-1,0
바네사 밴클리프,1081,36,2,7000,5613,5,4,0,-1,0
시네스트라,1082,671,5,3500,5523,3,11,0,-1,0
시네스트라,1083,671,6,3500,5523,3,11,0,-1,0
오닉시아,1084,249,0,0,4810,0,7,0,-1,0
아눕아락,1085,649,0,5000,4241,0,11,0,-1,0
진영 대표 용사,1086,649,0,3000,4803,1,10,0,-1,0
군주 자락서스,1087,649,0,2000,4272,2,10,0,-1,0
노스렌드 야수,1088,649,0,0,4370,3,10,0,-1,0
발키르 쌍둥이,1089,649,0,4000,4334,4,10,0,-1,0
살타리온,1090,615,0,4000,4833,0,7,0,-1,0
샤드론,1091,615,0,3000,4831,1,4,0,-1,0
테네브론,1092,615,0,2000,4830,2,4,0,-1,0
베스페론,1093,615,0,0,4832,3,4,0,-1,0
말리고스,1094,616,0,0,4829,0,2,0,-1,0
피의 의회,1095,631,0,7000,4733,0,10,0,-1,0
죽음의 인도자 사울팽,1096,631,0,3000,4519,1,2,0,-1,0
구린속,1097,631,0,5000,4870,2,10,0,-1,0
발리스리아 드림워커,1098,631,0,10000,4855,3,6,0,-1,0
얼음왕관 비행포격선 전투,1099,631,0,2000,4492,4,10,0,-1,0
여교주 데스위스퍼,1100,631,0,1000,4869,5,10,0,-1,0
군주 매로우가르,1101,631,0,0,4471,6,10,0,-1,0
교수 퓨트리사이드,1102,631,0,6000,4871,7,10,0,-1,0
여왕 라나텔,1103,631,0,9000,4868,8,10,0,-1,0
썩은얼굴,1104,631,0,4000,4435,9,10,0,-1,0
신드라고사,1105,631,0,12000,4842,10,10,0,-1,0
리치 왕,1106,631,0,14000,4910,11,7,0,-1,0
아눕레칸,1107,533,0,0,2255,0,14,0,-1,0
글루스,1108,533,0,1000,2242,1,14,0,-1,0
영혼 착취자 고딕,1109,533,0,500,2238,2,14,0,-1,0
귀부인 팰리나,1110,533,0,250,2256,3,14,0,-1,0
그라불루스,1111,533,0,750,2247,4,14,0,-1,0
부정의 헤이건,1112,533,0,375,2258,5,14,0,-1,0
훈련교관 라주비어스,1113,533,0,437,2307,6,14,0,-1,0
켈투자드,1114,533,0,2000,2269,7,7,0,-1,0
로데브,1115,533,0,406,2245,8,14,0,-1,0
맥스나,1116,533,0,312,2253,9,14,0,-1,0
역병술사 노스,1117,533,0,343,2257,10,14,0,-1,0
패치워크,1118,533,0,625,2244,11,14,0,-1,0
사피론,1119,533,0,1500,2268,12,14,0,-1,0
타디우스,1120,533,0,1250,2243,13,14,0,-1,0
4인 기사단,1121,533,0,562,4012,14,6,0,-1,0
바위 감시자 아카본,1126,624,0,0,4836,0,10,0,-1,0
폭풍 감시자 에말론,1127,624,0,1000,4837,1,10,0,-1,0
화염 감시자 코랄론,1128,624,0,2000,4838,2,10,0,-1,0
얼음 감시자 토라본,1129,624,0,3000,4895,3,10,0,-1,0
관찰자 알갈론,1130,603,0,0,4093,0,66,0,-1,0
아우리아야,1131,603,0,-1000,4140,1,6,0,-1,0
거대 화염전차,1132,603,0,-2000,4114,2,6,0,-1,0
프레이야,1133,603,0,-500,4059,3,6,0,-1,0
장군 베작스,1134,603,0,-250,4067,4,6,0,-1,0
호디르,1135,603,0,-750,4050,5,6,0,-1,0
용광로 군주 이그니스,1136,603,0,-1500,4834,6,6,0,-1,0
콜로간,1137,603,0,-1250,4089,7,6,0,-1,0
미미론,1138,603,0,-375,4060,8,6,0,-1,0
칼날비늘,1139,603,0,-1375,4835,9,6,0,-1,0
무쇠 평의회,1140,603,0,-1312,4091,10,6,0,-1,0
토림,1141,603,0,-625,4057,11,6,0,-1,0
XT-002 해체자,1142,603,0,-1343,4138,12,6,0,-1,0
요그사론,1143,603,0,-125,4121,13,7,0,-1,0
들창코,1144,34,1,1000,5509,3,4,0,-1,0
군주 열지옥,1145,34,1,2000,5510,4,4,0,-1,0
란돌프 몰로크,1146,34,1,3000,5511,5,4,0,-1,0
전쟁의 아들 발타루스,1147,724,0,0,5031,0,4,0,-1,0
장군 자리스리안,1148,724,0,1000,5033,1,4,0,-1,0
사비아나 레이지파이어,1149,724,0,500,5032,2,4,0,-1,0
할리온,1150,724,0,2000,5048,3,6,0,-1,0
장로 밝은잎,1164,603,0,-562,5630,14,0,0,-1,0
장로 무쇠줄기,1165,603,0,-531,5631,15,0,0,-1,0
장로 돌나무껍질,1166,603,0,-515,5632,16,0,0,-1,0
대사제 베녹시스,1178,859,0,0,5779,0,12,0,-1,0
혈군주 만도키르,1179,859,0,1000,5810,1,4,0,-1,0
대여사제 킬나라,1180,859,0,2000,5780,2,4,0,-1,0
잔질,1181,859,0,3000,5769,3,12,0,-1,0
신파괴자 진도,1182,859,0,4000,5778,4,4,0,-1,0
청지기 스태그헬름,1185,720,0,0,5827,0,14,0,-1,0
광란의 은닉처,1188,859,0,1500,5824,5,4,0,-1,0
아킬존,1189,568,0,0,3122,0,12,0,-1,0
날로라크,1190,568,0,1000,3077,1,12,0,-1,0
잔알라이,1191,568,0,2000,3153,2,12,0,-1,0
할라지,1192,568,0,3000,3152,3,12,0,-1,0
사술 군주 말라크라스,1193,568,0,4000,3146,4,12,0,-1,0
다카라,1194,568,0,5000,3148,5,12,0,-1,0
베스틸락,1197,720,0,-4000,5882,1,14,0,-1,0
발레록,1200,720,0,-1000,5898,2,14,0,-1,0
라그나로스,1203,720,0,2000,5911,3,15,0,-1,0
군주 라이올리스,1204,720,0,-3000,5872,4,6,0,-1,0
샤녹스,1205,720,0,-2375,5919,5,14,0,-1,0
알리스라조르,1206,720,0,-1750,5942,6,14,0,-1,0
오큐타르,1250,757,0,1000,5821,1,14,0,-1,0
무르도즈노,1271,938,0,8000,6048,4,4,0,-1,0
페로스안,1272,939,0,0,6067,0,4,0,-1,0
여왕 아즈샤라,1273,939,0,1000,6038,1,4,0,-1,0
만노로스,1274,939,0,2000,6055,2,4,0,-1,0
데스윙의 등,1291,967,0,0,6097,0,6,0,-1,0
모르초크,1292,967,0,-1000,6082,1,2,0,-1,0
장군 존오즈,1294,967,0,-500,6084,2,2,0,-1,0
잠들지 않는 요르사지,1295,967,0,-250,6102,3,2,0,-1,0
하가라,1296,967,0,-125,6106,4,2,0,-1,0
울트락시온,1297,967,0,-62,6128,5,2,0,-1,0
전투대장 블랙혼,1298,967,0,-31,6134,6,2,0,-1,0
데스윙의 광기,1299,967,0,1000,6142,7,7,0,-1,0
구우 클라우드스트라이크,1303,959,0,0,6585,0,0,0,-1,0
사부 스노우드리프트,1304,959,0,1000,6117,1,0,0,-1,0
폭력의 샤,1305,959,0,2000,6138,2,0,0,-1,0
타란 주,1306,959,0,3000,6151,3,0,0,-1,0
알리자발,1332,757,0,2000,6158,2,14,0,-1,0
아큐리온,1337,940,0,0,6161,0,4,0,-1,0
대주교 베네딕투스,1339,940,0,1000,6088,1,4,0,-1,0
아시라 돈슬레이어,1340,940,0,500,6062,2,4,0,-1,0
시험용 용 오마르,1348,598,1,0,6215,0,0,0,-1,0
저주받은 펑,1390,1008,0,0,6428,0,6,306868,-1,0
바위 수호자,1395,1008,0,-1000,6431,1,6,0,-1,0
파괴자 키프틸락,1397,962,0,0,6153,0,4,0,-1,0
공습병 가도크,1405,962,0,1000,6465,1,0,0,-1,0
사령관 리모크,1406,962,0,2000,6466,2,0,0,-1,0
황제의 의지,1407,1008,0,3000,6470,2,7,0,-1,0
영원의 수호병,1409,996,0,0,6473,0,6,0,-1,0
우끼우끼,1412,961,0,0,6143,0,4,0,-1,0
홉탈루스,1413,961,0,1000,6375,1,4,0,-1,0
담기지 않는 옌주,1414,961,0,2000,6378,2,4,0,-1,0
리우 플레임하트,1416,960,0,1000,6141,1,4,0,-1,0
전승지기 스톤스텝,1417,960,0,0,6295,2,4,0,-1,0
현명한 마리,1418,960,0,-1000,6400,3,4,0,-1,0
라이곤,1419,962,0,3000,6293,3,0,0,-1,0
화염술사 쾨글러,1420,1001,0,0,6330,0,4,0,-1,0
무기전문가 할란,1421,1001,0,-500,6542,1,4,0,-1,0
사냥개조련사 브라운,1422,1001,0,-1000,6521,2,4,0,-1,0
영혼분리자 탈노스,1423,1004,0,1000,4568,0,4,0,-1,0
수사 콜로프,1424,1004,0,2000,6444,1,4,0,-1,0
종교재판관 화이트메인,1425,1004,0,3000,6450,2,4,0,-1,0
조교 칠하트,1426,1007,0,0,6321,0,0,0,-1,0
잔다이스 바로브,1427,1007,0,1000,6331,1,0,0,-1,0
들창엄니,1428,1007,0,2000,6335,2,0,0,-1,0
릴리안 보스,1429,1007,0,3000,6334,3,0,0,-1,0
암흑스승 간들링,1430,1007,0,4000,6319,4,0,0,-1,0
공포의 샤,1431,996,0,1000,6525,1,7,0,-1,0
영혼결속자 가라잘,1434,1008,0,500,6463,3,6,0,-1,0
유령 왕,1436,1008,0,2000,6529,4,6,0,-1,0
의심의 샤,1439,960,0,3000,6125,0,4,0,-1,0
무기달인 신,1441,994,0,1000,6579,1,0,0,-1,0
왕의 시험,1442,994,0,-1000,6586,2,4,0,-1,0
아다로그,1443,389,0,0,6580,0,4,0,-1,0
암흑주술사 코란살,1444,389,0,1000,6583,1,4,0,-1,0
화산아귀,1445,389,0,2000,6589,2,4,0,-1,0
용암경비병 고르도스,1446,389,0,3000,6592,3,4,0,-1,0
장군 파발락,1447,1011,0,1500,6594,0,0,0,-1,0
가랄론,1463,1009,0,-1250,6649,0,6,0,-1,0
편대사령관 네르오노크,1464,1011,0,2500,6658,1,0,0,-1,0
장로 진바크,1465,1011,0,0,6625,2,0,0,-1,0
바람군주 멜자라크,1498,1009,0,-1000,6677,1,6,0,-1,0
호박석구체자 운속,1499,1009,0,1000,6700,2,7,0,-1,0
엘레곤,1500,1008,0,2500,6786,5,6,368365,-1,0
위대한 여제 셰크지르,1501,1009,0,2000,6729,3,7,237143,-1,0
사령관 보자크,1502,1011,0,1250,6735,3,0,0,-1,0
칼날군주 타야크,1504,1009,0,-1500,6944,5,6,0,-1,0
출롱,1505,996,0,500,6747,2,6,0,-1,0
레이 스,1506,996,0,750,6738,3,6,0,-1,0
황실 장로 조르로크,1507,1009,0,-2500,6741,6,6,0,-1,0
강철의 퀀,1559,1098,0,0,7329,0,7,646675,-1,0
쌍둥이 왕비,1560,1098,0,1000,7502,1,7,133886,-1,0
갈레온,1563,870,0,0,0,0,8,0,-1,0
분노의 샤,1564,870,0,1000,0,1,8,0,-1,0
토르토스,1565,1098,0,-1000,7507,2,6,0,-1,0
장로회,1570,1098,0,-1500,7543,3,6,0,-1,0
나락크,1571,870,0,2000,0,2,8,0,-1,0
잊혀진 두루무,1572,1098,0,-250,7563,4,6,0,-1,0
지쿤,1573,1098,0,-500,7565,5,6,0,-1,0
프리모디우스,1574,1098,0,-125,7571,6,6,0,-1,0
호리돈,1575,1098,0,-2000,7570,7,6,0,-1,0
