DisplayName_lang,AlternateVerb_lang,Description_lang,HordeDisplayName_lang,NeutralDisplayName,ID,CategoryID,SpellIconFileID,CanLink,ParentSkillLineID,ParentTierIndex,Flags,SpellBookSpellID,ExpansionNameSharedStringID,HordeExpansionNameSharedStringID
연금술,보충,연금술 숙련도가 올라갈수록 고레벨의 연금술 조제법을 배울 수 있습니다. 조제법은 전문 연금술사나 퀘스트를 통해 배우거나 몬스터에게서 얻을 수 있습니다.,,,171,11,4620669,1,0,0,4224,2259,0,0
양손 도끼류,,무기 숙련이 올라갈수록 적중률이 높아집니다.,,,172,6,136243,0,0,0,128,0,0,0
단검류,,무기 숙련이 올라갈수록 적중률이 높아집니다.,,,173,6,136243,0,0,0,128,0,0,0
약초채집,,약초채집 숙련도가 올라갈수록 좀더 희귀한 약초를 채집할 수 있습니다. 특정한 약초을 채집할 수 없다면 그 전 단계의 쉬운 약초를 채집하여 숙련도를 올리십시오.,,,182,11,4620675,0,0,0,4224,2366,0,0
일반 (DND),,일반 기술,,,183,12,136243,0,0,0,1170,0,0,0
요리,,요리 숙련도가 올라갈수록 고레벨의 조리법을 배울 수 있습니다. 조리법은 전문 요리사나 퀘스트를 통해 배우거나 몬스터에게서 얻을 수 있습니다.,,,185,9,4620671,1,0,0,128,2550,0,0
채광,,채광 숙련도가 올라갈수록 좀더 희귀한 광석을 채집할 수 있습니다. 특정한 광맥을 채광할 수 없다면 그 전 단계의 쉬운 광맥을 채광하여 숙련도를 올리십시오.,,,186,11,4620679,0,0,0,4224,2575,0,0
소환수 - 임프,,,,,188,7,136243,0,0,0,0,0,0,0
소환수 - 지옥사냥개,,,,,189,7,136243,0,0,0,0,0,0,0
재봉술,자수,재봉술 숙련도가 올라갈수록 고레벨의 재봉 도안을 배울 수 있습니다. 도안은 전문 재봉사나 퀘스트를 통해 배우거나 몬스터에게서 얻을 수 있습니다.,,,197,11,4620681,1,0,0,4224,3908,0,0
기계공학,수선,기계공학 숙련도가 올라갈수록 고레벨의 기계공학 설계도를 배울 수 있습니다. 설계도는 전문 기계공학자나 퀘스트를 통해 배우거나 몬스터에게서 얻을 수 있습니다.,,,202,11,4620673,1,0,0,4224,4036,0,0
야수 - 거미,,,,,203,7,136243,0,0,0,0,0,0,0
소환수 - 공허방랑자,,,,,204,7,136221,0,0,0,0,0,0,0
소환수 - 서큐버스,,,,,205,7,136243,0,0,0,0,0,0,0
소환수 - 지옥불정령,,,,,206,7,136243,0,0,0,0,0,0,0
소환수 - 파멸수호병,,파멸수호병,,,207,7,136243,0,0,0,0,0,0,0
야수 - 늑대,,,,,208,7,136243,0,0,0,0,0,0,0
야수 - 살쾡이,,,,,209,7,136243,0,0,0,0,0,0,0
야수 - 곰,,,,,210,7,136243,0,0,0,0,0,0,0
야수 - 멧돼지,,,,,211,7,136243,0,0,0,0,0,0,0
야수 - 악어,,,,,212,7,136243,0,0,0,0,0,0,0
야수 - 독수리,,,,,213,7,136243,0,0,0,0,0,0,0
야수 - 게,,,,,214,7,136243,0,0,0,0,0,0,0
야수 - 고릴라,,,,,215,7,136243,0,0,0,0,0,0,0
야수 - 랩터,,,,,217,7,136243,0,0,0,0,0,0,0
야수 - 타조,,,,,218,7,136243,0,0,0,0,0,0,0
언데드 종족 특성,,언데드 종족 특성,,,220,9,136243,0,0,0,33938,0,0,0
석궁류,,무기 숙련이 올라갈수록 적중률이 높아집니다.,,,226,6,136243,0,0,0,128,0,0,0
마법봉류,,무기 숙련이 올라갈수록 적중률이 높아집니다.,,,228,6,136243,0,0,0,146,0,0,0
장창류,,무기 숙련이 올라갈수록 적중률이 높아집니다.,,,229,6,136243,0,0,0,128,0,0,0
야수 - 전갈,,,,,236,7,136243,0,0,0,0,0,0,0
야수 - 거북,,,,,251,7,136243,0,0,0,0,0,0,0
야수 - 사냥꾼 일반,,,,,270,7,136243,0,0,0,0,0,0,0
판금 갑옷,,판금 방어구를 입을 수 있습니다.,,,293,8,136243,0,0,0,128,0,0,0
언어: 노움어,,,,,313,10,136243,0,0,0,128,0,0,0
언어: 트롤어,,,,,315,10,136243,0,0,0,128,0,0,0
마법부여,마법부여,마법부여 숙련도가 올라갈수록 더 강력한 주문식을 배울 수 있습니다. 주문식은 전문 마법부여사나 퀘스트를 통해 배우거나 몬스터에게서 얻을 수 있습니다.,,,333,11,4620672,1,0,0,4224,7411,0,0
낚시,,낚시 숙련도가 올라갈수록 물고기를 낚을 확률이 증가합니다. 만약 해당 지역에서 물고기를 낚을 수 없다면 좀 더 낮은 레벨의 장소로 이동하거나 미끼를 사용해 보십시오.,,,356,9,4620674,0,0,0,16512,271616,0,0
무두질,,무두질 숙련도가 올라갈수록 고레벨 몬스터의 가죽을 채집할 수 있습니다.,,,393,11,4620680,0,0,0,4224,8613,0,0
사슬,,사슬 방어구를 입을 수 있습니다.,,,413,8,136243,0,0,0,128,0,0,0
가죽,,가죽 방어구를 입을 수 있습니다.,,,414,8,136243,0,0,0,128,0,0,0
천,,천 방어구를 입을 수 있습니다.,,,415,8,136243,0,0,0,128,0,0,0
방패,,방패를 사용할 수 있습니다.,,,433,8,136243,0,0,0,128,0,0,0
장착 무기류,,장착 무기를 사용할 수 있습니다. 맨손 전투 숙련도가 올라갈수록 적중률이 높아집니다.,,,473,6,136243,0,0,0,130,0,0,0
랩터 타기,,,,,533,9,136243,0,0,0,1170,0,0,0
기계타조 조종,,,,,553,9,136243,0,0,0,1170,0,0,0
언데드 승마술,,,,,554,9,136243,0,0,0,1170,0,0,0
야수 - 박쥐,,,,,653,7,136243,0,0,0,0,0,0,0
야수 - 하이에나,,,,,654,7,136243,0,0,0,0,0,0,0
야수 - 맹금,,,,,655,7,136243,0,0,0,0,0,0,0
야수 - 천둥매,,,,,656,7,136243,0,0,0,0,0,0,0
언어: 포세이큰어,,,,,673,10,136243,0,0,0,128,0,0,0
코도 타기,,,,,713,9,135997,0,0,0,1170,0,0,0
트롤 종족 특성,,트롤 종족 특성,,,733,9,0,0,0,0,33938,0,0,0
노움 종족 특성,,노움 종족 특성,,,753,9,0,0,0,0,33938,0,0,0
인간 종족 특성,,인간 종족 특성,,,754,9,0,0,0,0,33938,0,0,0
보석세공,연마,보석세공 숙련도가 올라갈수록 고급 세공술을 배울 수 있습니다. 보석세공은 전문 보석세공인이나 퀘스트로 배울 수 있습니다.,,,755,11,4620677,1,0,0,4224,25229,0,0
블러드 엘프 종족 특성,,블러드 엘프 종족 특성,,,756,9,0,0,0,0,32914,0,0,0
야수 - 이벤트 - 원격조종,,,,,758,12,0,0,0,0,0,0,0,0
언어: 드레나이어,,,,,759,10,0,0,0,0,128,0,0,0
드레나이 종족 특성,,드레나이 종족 특성,,,760,9,0,0,0,0,32914,0,0,0
소환수 - 지옥수호병,,,,,761,7,0,0,0,0,0,0,0,0
탈것 타기,,탈것 타기 숙련도가 올라갈수록 더 빠르고 희귀한 야수를 탈 수 있습니다.,,,762,9,132164,0,0,0,16,0,0,0
야수 - 용매,,,,,763,7,132172,0,0,0,0,0,0,0
야수 - 황천의 가오리,,,,,764,7,132182,0,0,0,0,0,0,0
야수 - 포자박쥐,,,,,765,7,134523,0,0,0,0,0,0,0
야수 - 차원의 추적자,,,,,766,7,135731,0,0,0,0,0,0,0
야수 - 칼날발톱,,,,,767,7,132195,0,0,0,0,0,0,0
야수 - 뱀,,,,,768,7,135461,0,0,0,0,0,0,0
내부,,안녕하세요.,,,769,7,135724,0,0,0,1040,0,0,0
주문각인,각인,주문각인 숙련도가 올라갈수록 고급 주문각인술을 배울 수 있습니다. 세계 각지의 숙련된 각인사들을 통해 지식을 습득할 수 있습니다.,,,773,11,4620676,1,0,0,4224,45357,0,0
야수 - 나방,,,,,775,7,0,0,0,0,0,0,0,0
탈것,,탈것을 탈 수 있습니다.,,,777,7,132167,0,0,0,2,0,0,0
소환수,,소환수를 부립니다.,,,778,7,0,0,0,0,2,0,0,0
야수 - 키메라 (특수),,,,,780,7,0,0,0,0,0,0,0,0
야수 - 데빌사우루스 (특수),,,,,781,7,0,0,0,0,0,0,0,0
소환수 - 구울,,,,,782,7,136119,0,0,0,0,0,0,0
야수 - 아퀴르 (특수),,,,,783,7,0,0,0,0,0,0,0,0
야수 - 벌레 (특수),,,,,784,7,0,0,0,0,0,0,0,0
야수 - 말벌,,야수 - 말벌,,,785,7,0,0,0,0,0,0,0,0
야수 - 갈래발굽 (특수),,,,,786,7,1044794,0,0,0,0,0,0,0
야수 - 심장부 사냥개 (특수),,,,,787,7,0,0,0,0,0,0,0,0
야수 - 야수 정령 (특수),,,,,788,7,0,0,0,0,0,0,0,0
늑대인간 종족 특성,,늑대인간 종족 특성,,,789,9,136243,0,0,0,42130,0,0,0
고블린 종족 특성,,고블린 종족 특성,,,790,9,0,0,0,0,42130,0,0,0
언어 - 길니아스어,,,,,791,10,136243,0,0,0,128,0,0,0
언어 - 고블린어,,,,,792,10,136243,0,0,0,128,0,0,0
고고학,,고고학 숙련도가 높으면 희귀한 유물을 복원하거나 유물 조각을 찾아낼 확률이 높아집니다. 유물 조각은 폐허나 발굴현장에서 발견할 수 있습니다.,,,794,9,441139,0,0,0,128,0,0,0
사냥꾼,,사냥꾼 기술입니다.,,,795,7,626000,0,0,0,1048,0,0,0
죽음의 기사,,죽음의 기사 기술입니다.,,,796,7,625998,0,0,0,1048,0,0,0
드루이드,,드루이드 기술입니다.,,,798,7,625999,0,0,0,1048,0,0,0
성기사,,성기사 기술입니다.,,,800,7,626003,0,0,0,1048,0,0,0
사제,,사제 기술입니다.,,,804,7,626004,0,0,0,1048,0,0,0
소환수 - 물의 정령,,,,,805,7,0,0,0,0,0,0,0,0
야수 - 여우,,,,,808,7,0,0,0,0,0,0,0,0
전체 - 문양,,문양 적용 위치,,,810,12,254290,0,0,0,130,0,0,0
야수 - 사냥개,,,,,811,7,0,0,0,0,0,0,0,0
야수 - 원숭이,,,,,815,5,0,0,0,0,0,0,0,0
야수 - 혈암야수 (특수),,,,,817,7,877478,0,0,0,0,0,0,0
딱정벌레,,,,,818,7,0,0,0,0,0,0,0,0
전체 - 길드 혜택,,,,,821,5,0,0,0,0,2,0,0,0
야수 - 히드라,,,,,824,7,463493,0,0,0,0,0,0,0
수도사,,수도사 기술입니다.,,,829,7,626002,0,0,0,1048,0,0,0
전사,,전사 기술입니다.,,,840,7,626008,0,0,0,1048,0,0,0
흑마법사,,흑마법사 기술입니다.,,,849,7,626007,0,0,0,1052,0,0,0
판다렌 종족 특성,,판다렌 종족 특성,,,899,5,0,0,0,0,32914,0,0,0
마법사,,마법사 기술입니다.,,,904,7,626001,0,0,0,1048,0,0,0
언어: 판다렌어 - 중립,,,,,905,10,136243,0,0,0,0,0,0,0
도적,,도적 기술입니다.,,,921,7,626005,0,0,0,1048,0,0,0
주술사,,주술사 기술입니다.,,,924,7,626006,0,0,0,1048,0,0,0
지옥 임프,,,,,927,7,460856,0,0,0,0,0,0,0
공허군주,,,,,928,5,538447,0,0,0,0,0,0,0
쉬바라,,,,,929,5,574999,0,0,0,0,0,0,0
감시자,,,,,930,5,538445,0,0,0,0,0,0,0
격노수호병,,,,,931,5,462730,0,0,0,0,0,0,0
전체 - 전문화,,기타 전문화 관련 주문이 여기 포함됩니다.,,,934,12,0,0,0,0,0,0,0,0
룬벼리기,새김,,,,960,7,237523,0,0,0,128,0,0,0
소환수 - 원시 불의 정령,,,,,962,7,0,0,0,0,0,0,0,0
소환수 - 원시 대지의 정령,,,,,963,7,0,0,0,0,0,0,0,0
직화요리의 길,,,,,975,9,4620671,1,2544,0,32,0,0,0
볶음의 길,,,,,976,9,4620671,1,2544,0,32,0,0,0
국의 길,,,,,977,9,4620671,1,2544,0,32,0,0,0
찜의 길,,,,,978,9,4620671,1,2544,0,32,0,0,0
구이의 길,,,,,979,9,4620671,1,2544,0,32,0,0,0
양조의 길,,,,,980,9,4620671,1,2544,0,32,0,0,0
초급 요리,,,,,981,12,0,1,185,0,0,0,0,0
수습 요리책,,,,,982,27,0,1,185,0,0,0,0,0
야수 - 설치류,,야수 - 설치류,,,983,7,134172,0,0,0,0,0,0,0
야수 - 학,,,,,984,7,606543,0,0,0,0,0,0,0
야수 - 소금쟁이,,,,,985,7,132844,0,0,0,0,0,0,0
야수 - 돌 사냥개 (특수),,,,,986,7,625905,0,0,0,0,0,0,0
야수 - 거친뿔,,,,,987,7,132248,0,0,0,0,0,0,0
야수 - 바실리스크,,,,,988,7,0,0,0,0,0,0,0,0
플레이어 없음,,,,,999,12,0,0,0,0,0,0,0,0
야수 - 공포뿔,,,,,1305,7,791593,0,0,0,0,0,0,0
소환수 - 고대 폭풍의 정령,,소환수 - 고대 폭풍의 정령,,,1748,7,0,0,0,0,0,0,0,0
소환수 - 물의 정령 부가 특성 형태,,물의 정령 부가 특성,,,1777,7,0,0,0,0,0,0,0,0
야수 - 강물하마,,,,,1819,7,294471,0,0,0,0,0,0,0
미사용,마법부여,주둔지에서 마법을 부여합니다.,,,1830,12,132853,0,0,0,6,0,0,0
악마사냥꾼,,악마사냥꾼 기술입니다.,,,1848,7,1260827,0,0,0,1048,0,0,0
벌목,,상급 벌목 기술을 익히면 드레노어에서 더 큰 나무를 채집할 수 있습니다. 특정 나무를 채집할 수 없을 경우 제재소를 강화하여 벌목 기술을 상승시키십시오.,,,1945,9,975739,0,0,0,128,0,0,0
소환수 - 공포수호병,,공포수호병,,,1981,7,136243,0,0,0,0,0,0,0
소환수 - 심연불정령,,심연불정령,,,1982,7,136243,0,0,0,0,0,0,0
야수 - 순록,,,,,1993,7,1044501,0,0,0,0,0,0,0
교역소,,한 세트를 갖추는 데 필요한 현재 상황입니다.,,,2000,12,975746,0,0,0,2,0,0,0
전투검,,전투검을 사용할 수 있습니다.,,,2152,6,135561,0,0,0,128,0,0,0
야수 - 기계,,사냥꾼이 부리는 기계 야수입니다.,,,2189,7,136243,0,0,0,0,0,0,0
소환수 - 누더기골렘,,죽음의 기사 부정 전문화 소환수,,,2216,7,298667,0,0,0,0,0,0,0
야수 - 소,,소,,,2279,7,132248,0,0,0,0,0,0,0
야수 - 비늘가죽,,비늘가죽,,,2280,7,132248,0,0,0,0,0,0,0
야수 - 뾰족갈기,,야수 - 뾰족갈기,,,2361,7,929300,0,0,0,0,0,0,0
나이트본 종족 특성,,나이트본 종족 특성,,,2419,9,136243,0,0,0,33938,0,0,0
높은산 타우렌 종족 특성,,높은산 타우렌 종족 특성,,,2420,9,136243,0,0,0,33938,0,0,0
빛벼림 드레나이 종족 특성,,빛벼림 드레나이 종족 특성,,,2421,9,0,0,0,0,32914,0,0,0
공허 엘프 종족 특성,,공허 엘프 종족 특성,,,2423,9,136243,0,0,0,33938,0,0,0
쿨 티란 대장기술,,,잔달라 대장기술,Battle for Azeroth Blacksmithing,2437,11,4620670,0,164,11,0,0,960,963
군단 대장기술,,,,,2454,11,4620670,0,164,10,0,0,959,0
언어: 나이트본어,,,,,2464,10,136243,0,0,0,128,0,0,0
언어: 하이엘프어,,,,,2465,10,136243,0,0,0,128,0,0,0
드레노어 대장기술,,,,,2472,11,4620670,0,164,9,0,0,958,0
판다리아 대장기술,,,,,2473,11,4620670,0,164,8,0,0,957,0
대격변 대장기술,,,,,2474,11,4620670,0,164,7,0,0,956,0
노스렌드 대장기술,,,,,2475,11,4620670,0,164,6,0,0,955,0
아웃랜드 대장기술,,,,,2476,11,4620670,0,164,5,0,0,954,0
옛 대장기술,,,,,2477,11,4620670,0,164,4,0,0,953,0
쿨 티란 연금술,,,잔달라 연금술,Battle for Azeroth Alchemy,2478,11,4620669,0,171,11,0,0,960,963
군단 연금술,,,,,2479,11,4620669,0,171,10,0,0,959,0
드레노어 연금술,,,,,2480,11,4620669,0,171,9,0,0,958,0
판다리아 연금술,,,,,2481,11,4620669,0,171,8,0,0,957,0
대격변 연금술,,,,,2482,11,4620669,0,171,7,0,0,956,0
노스렌드 연금술,,,,,2483,11,4620669,0,171,6,0,0,955,0
아웃랜드 연금술,,,,,2484,11,4620669,0,171,5,0,0,954,0
옛 연금술,,,,,2485,11,4620669,0,171,4,0,0,953,0
쿨 티란 마법부여,,,잔달라 마법부여,Battle for Azeroth Enchanting,2486,11,4620672,0,333,11,0,0,960,963
군단 마법부여,,,,,2487,11,4620672,0,333,10,0,0,959,0
드레노어 마법부여,,,,,2488,11,4620672,0,333,9,0,0,958,0
판다리아 마법부여,,,,,2489,11,4620672,0,333,8,0,0,957,0
대격변 마법부여,,,,,2491,11,4620672,0,333,7,0,0,956,0
노스렌드 마법부여,,,,,2492,11,4620672,0,333,6,0,0,955,0
아웃랜드 마법부여,,,,,2493,11,4620672,0,333,5,0,0,954,0
옛 마법부여,,,,,2494,11,4620672,0,333,4,0,0,953,0
쿨 티란 기계공학,,,잔달라 기계공학,Battle for Azeroth Engineering,2499,11,4620673,0,202,11,0,0,960,963
군단 기계공학,,,,,2500,11,4620673,0,202,10,0,0,959,0
드레노어 기계공학,,,,,2501,11,4620673,0,202,9,0,0,958,0
판다리아 기계공학,,,,,2502,11,4620673,0,202,8,0,0,957,0
대격변 기계공학,,,,,2503,11,4620673,0,202,7,0,0,956,0
노스렌드 기계공학,,,,,2504,11,4620673,0,202,6,0,0,955,0
아웃랜드 기계공학,,,,,2505,11,4620673,0,202,5,0,0,954,0
옛 기계공학,,,,,2506,11,4620673,0,202,4,0,0,953,0
쿨 티란 주문각인,,,잔달라 주문각인,Battle for Azeroth Inscription,2507,11,4620676,0,773,11,0,0,960,963
군단 주문각인,,,,,2508,11,4620676,0,773,10,0,0,959,0
드레노어 주문각인,,,,,2509,11,4620676,0,773,9,0,0,958,0
판다리아 주문각인,,,,,2510,11,4620676,0,773,8,0,0,957,0
대격변 주문각인,,,,,2511,11,4620676,0,773,7,0,0,956,0
노스렌드 주문각인,,,,,2512,11,4620676,0,773,6,0,0,955,0
아웃랜드 주문각인,,,,,2513,11,4620676,0,773,5,0,0,954,0
옛 주문각인,,,,,2514,11,4620676,0,773,4,0,0,953,0
쿨 티란 보석세공,,,잔달라 보석세공,Battle for Azeroth Jewelcrafting,2517,11,4620677,0,755,11,0,0,960,963
군단 보석세공,,,,,2518,11,4620677,0,755,10,0,0,959,0
드레노어 보석세공,,,,,2519,11,4620677,0,755,9,0,0,958,0
판다리아 보석세공,,,,,2520,11,4620677,0,755,8,0,0,957,0
대격변 보석세공,,,,,2521,11,4620677,0,755,7,0,0,956,0
노스렌드 보석세공,,,,,2522,11,4620677,0,755,6,0,0,955,0
아웃랜드 보석세공,,,,,2523,11,4620677,0,755,5,0,0,954,0
옛 보석세공,,,,,2524,11,4620677,0,755,4,0,0,953,0
쿨 티란 가죽세공,,,잔달라 가죽세공,Battle for Azeroth Leatherworking,2525,11,4620678,0,165,11,0,0,960,963
군단 가죽세공,,,,,2526,11,4620678,0,165,10,0,0,959,0
드레노어 가죽세공,,,,,2527,11,4620678,0,165,9,0,0,958,0
판다리아 가죽세공,,,,,2528,11,4620678,0,165,8,0,0,957,0
대격변 가죽세공,,,,,2529,11,4620678,0,165,7,0,0,956,0
노스렌드 가죽세공,,,,,2530,11,4620678,0,165,6,0,0,955,0
아웃랜드 가죽세공,,,,,2531,11,4620678,0,165,5,0,0,954,0
옛 가죽세공,,,,,2532,11,4620678,0,165,4,0,0,953,0
쿨 티란 재봉술,,,잔달라 재봉술,Battle for Azeroth Tailoring,2533,11,4620681,0,197,11,0,0,960,963
군단 재봉술,,,,,2534,11,4620681,0,197,10,0,0,959,0
드레노어 재봉술,,,,,2535,11,4620681,0,197,9,0,0,958,0
판다리아 재봉술,,,,,2536,11,4620681,0,197,8,0,0,957,0
대격변 재봉술,,,,,2537,11,4620681,0,197,7,0,0,956,0
노스렌드 재봉술,,,,,2538,11,4620681,0,197,6,0,0,955,0
아웃랜드 재봉술,,,,,2539,11,4620681,0,197,5,0,0,954,0
옛 재봉술,,,,,2540,11,4620681,0,197,4,0,0,953,0
쿨 티란 요리,,,잔달라 요리,Battle for Azeroth Cooking,2541,9,4620671,0,185,11,0,0,960,963
군단 요리,,,,,2542,9,4620671,0,185,10,0,0,959,0
드레노어 요리,,,,,2543,9,4620671,0,185,9,0,0,958,0
판다리아 요리,,,,,2544,9,4620671,0,185,8,0,0,957,0
대격변 요리,,,,,2545,9,4620671,0,185,7,0,0,956,0
노스렌드 요리,,,,,2546,9,4620671,0,185,6,0,0,955,0
아웃랜드 요리,,,,,2547,9,4620671,0,185,5,0,0,954,0
옛 요리,,,,,2548,9,4620671,0,185,4,0,0,953,0
쿨 티란 약초채집,,,잔달라 약초채집,Battle for Azeroth Herbalism,2549,11,4620675,0,182,11,0,0,960,963
군단 약초채집,,,,,2550,11,4620675,0,182,10,0,0,959,0
드레노어 약초채집,,,,,2551,11,4620675,0,182,9,0,0,958,0
판다리아 약초채집,,,,,2552,11,4620675,0,182,8,0,0,957,0
대격변 약초채집,,,,,2553,11,4620675,0,182,7,0,0,956,0
노스렌드 약초채집,,,,,2554,11,4620675,0,182,6,0,0,955,0
아웃랜드 약초채집,,,,,2555,11,4620675,0,182,5,0,0,954,0
옛 약초채집,,,,,2556,11,4620675,0,182,4,0,0,953,0
쿨 티란 무두질,,,잔달라 무두질,Battle for Azeroth Skinning,2557,11,4620680,0,393,11,0,0,960,963
군단 무두질,,,,,2558,11,4620680,0,393,10,0,0,959,0
드레노어 무두질,,,,,2559,11,4620680,0,393,9,0,0,958,0
판다리아 무두질,,,,,2560,11,4620680,0,393,8,0,0,957,0
대격변 무두질,,,,,2561,11,4620680,0,393,7,0,0,956,0
노스렌드 무두질,,,,,2562,11,4620680,0,393,6,0,0,955,0
아웃랜드 무두질,,,,,2563,11,4620680,0,393,5,0,0,954,0
옛 무두질,,,,,2564,11,4620680,0,393,4,0,0,953,0
쿨 티란 채광,,,잔달라 채광,Battle for Azeroth Mining,2565,11,4620679,0,186,11,0,0,960,963
군단 채광,,,,,2566,11,4620679,0,186,10,0,0,959,0
드레노어 채광,,,,,2567,11,4620679,0,186,9,0,0,958,0
판다리아 채광,,,,,2568,11,4620679,0,186,8,0,0,957,0
대격변 채광,,,,,2569,11,4620679,0,186,7,0,0,956,0
노스렌드 채광,,,,,2570,11,4620679,0,186,6,0,0,955,0
아웃랜드 채광,,,,,2571,11,4620679,0,186,5,0,0,954,0
옛 채광,,,,,2572,11,4620679,0,186,4,0,0,953,0
쿨 티란 낚시,,,잔달라 낚시,Battle for Azeroth Fishing,2585,9,4620674,0,356,11,16384,0,960,963
군단 낚시,,,,,2586,9,4620674,0,356,10,16384,0,959,0
드레노어 낚시,,,,,2587,9,4620674,0,356,9,16384,0,958,0
판다리아 낚시,,,,,2588,9,4620674,0,356,8,16384,0,957,0
대격변 낚시,,,,,2589,9,4620674,0,356,7,16384,0,956,0
노스렌드 낚시,,,,,2590,9,4620674,0,356,6,16384,0,955,0
아웃랜드 낚시,,,,,2591,9,4620674,0,356,5,16384,0,954,0
옛 낚시,,,,,2592,9,4620674,0,356,4,16384,0,953,0
검은무쇠 드워프 종족 특성,,검은무쇠 드워프 종족 특성,,,2597,9,136243,0,0,0,33938,0,0,0
마그하르 오크 종족 특성,,마그하르 오크 종족 특성,,,2598,9,136243,0,0,0,33938,0,0,0
야수 - 도마뱀,,야수 - 도마뱀,,,2703,7,136243,0,0,0,0,0,0,0
야수 - 말,,,,,2704,7,0,0,0,0,0,0,0,0
야수 - 테러닥스 (특수),,,,,2705,7,1624590,0,0,0,0,0,0,0
야수 - 두꺼비,,,,,2706,7,804969,0,0,0,0,0,0,0
야수 - 갑각충 (특수),,,,,2707,7,2011146,0,0,0,0,0,0,0
두 번째 야수 - 사냥꾼,,,,,2716,7,0,0,0,0,0,0,0,0
Pet - Blood Beast,,,,,2719,7,1687702,0,0,0,0,0,0,0
고철장 땜질,땜질,설계도는 메카곤에서 사냥 및 퀘스트를 통해 구할 수 있습니다.,,,2720,11,2915722,1,0,0,0,0,0,0
잔달라 트롤 종족 특성,,잔달라 트롤 종족 특성,,,2721,9,0,0,0,0,33938,0,0,0
쿨 티란 종족 특성,,쿨 티란 종족 특성,,,2723,9,0,0,0,0,33938,0,0,0
모든 직업,,아제라이트 능력,,,2727,9,0,0,0,0,0,0,0,0
