ID,Name_lang,Description_lang,CovenantID,Level,Icon,Field_10_2_6_53840_005,UiOrder,SpellID
1236,방울이,"|cFF00ccff용군단 애완동물|r|n|cFF1eff00약탈폭풍 애완동물|r|n|n방울이 애완동물을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 애완동물을 소환할 수 있습니다.|n|n""당신을 따라 집까지 왔습니다!""",23,11,2027915,0,0,439477
1237,사기꾼의 재단장갑,"|cFF00ccff용군단 형상|r|n|n사기꾼의 재단장갑 형상을 해제합니다.|n|n""손놀림이 빠른 이들에게 어울립니다.""",23,12,1026773,0,0,439458
1238,검은강철 사브르,"|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n검은강철 사브르 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""치열한 해적의 싸움을 고려하여 제작되었습니다.""",23,13,960919,0,0,439391
1239,침묵의 가죽,"|cFF00ccff용군단 형상|r|n|n침묵의 가죽 형상을 해제합니다.|n|n""가끔은 숨는 게 최선의 공격이 되기도 합니다.""",23,14,590806,0,0,439450
1240,손수 만든 긴바지,"|cFF00ccff용군단 형상|r|n|n손수 만든 긴바지 형상을 해제합니다.|n|n""선장님의 선물입니다. 당신 체형에 딱 맞게 만든 주문 제작품이라네요!""",23,15,1981728,0,0,439452
1241,환상적인 일제 사격포,"|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n환상적인 일제 사격포 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""얼굴을 향하지 마시오.""",23,16,135628,0,0,439394
1242,고급 진홍빛 겹셔츠,|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n고급 진홍빛 겹셔츠 형상을 해제합니다.|n|n추가로 약탈폭풍에서 세련된 뱃사람 의상을 해제합니다. 다카쉬 그림레저를 통해 의상을 변경할 수 있습니다.,23,17,5519312,0,0,439454
1243,피투성이 강철 학살도끼,"|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n피투성이 강철 학살도끼 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""피에 굶주린 해적에게 어울리는 피투성이 도끼입니다!""",23,18,1092278,0,0,439392
1244,전천후 외투,"|cFF00ccff용군단 형상|r|n|n전천후 외투 형상을 해제합니다.|n|n""방수""가 아니라 ""박수""라고 적혀 있습니다. 연못에 뛰어들지 마시길.""",23,19,2124014,0,0,439456
1245,왕실 바다깃털,"|cFF00ccff용군단 탈것|r|n|n왕실 바다깃털 비행 탈것을 해제합니다.|n|n""지금까지 모은 노획물이 얼마나 많은데, 거대 앵무새 한 마리쯤은 있어야지요.""",23,20,4395379,0,0,437517
1246,폭풍 선장의 모자,"|cFF00ccff용군단 형상|r|n|n폭풍 선장의 모자 형상을 해제합니다.|n|n""폭풍을 헤쳐 나가는 선장에게 어울리는 고급 모자입니다!""",23,21,1676418,0,0,439446
1247,약탈왕의 금빛 인장,"|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 금빛 인장 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""약탈왕의 지팡이를 높이 들어 단원들을 불러 모으고, 약탈을 시작하십시오!""",23,22,5581310,0,0,439382
1248,약탈왕의 소매장식,"|cFF00ccff용군단 형상|r|n|n약탈왕의 소매장식 형상을 해제합니다.|n|n""최고의 해적에게 어울리는 금빛 소매장식입니다.""",23,23,5559628,0,0,439375
1249,약탈한 인장 가방,|cFF00ccff용군단 보상|r|n|n스톰윈드 또는 오그리마 수집가의 보관함에서 여행자의 인장 250개를 획득할 수 있습니다.,23,24,975746,0,0,437507
1250,약탈왕의 황금 허리끈,"|cFF00ccff용군단 형상|r|n|n약탈왕의 황금 허리끈 형상을 해제합니다.|n|n""큼지막한 황금 해골 죔쇠가 복장을 조화롭게 만들어 줍니다.""",23,25,5559626,0,0,439373
1251,약탈왕의 노략질 장갑,"|cFF00ccff용군단 형상|r|n|n약탈왕의 노략질 장갑 형상을 해제합니다.|n|n""촉감이 정말 하늘하늘합니다.""",23,26,5559630,0,0,439377
1252,약탈왕의 목 절단기,"|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 목 절단기 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""약탈왕에게 꼭 필요한 무기입니다.""",23,27,5580802,0,0,439386
1253,약탈왕의 진창화,"|cFF00ccff용군단 형상|r|n|n약탈왕의 진창화 형상을 해제합니다.|n|n""진흙이 묻지 않게 조심해야 할 겁니다.""",23,28,5559627,0,0,439372
1254,약탈왕의 화려한 긴바지,"|cFF00ccff용군단 형상|r|n|n약탈왕의 화려한 긴바지 형상을 해제합니다.|n|n""이제 어디 가서 바지의 화려함으로 꿇리는 일은 절대 없을 거예요.""",23,29,5559632,0,0,439378
1255,글램록,"|cFF00ccff용군단 애완동물|r|n|cFF1eff00약탈폭풍 애완동물|r|n|n글램록 애완동물을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 애완동물을 소환할 수 있습니다.|n|n""노획물을 애호하는 친구랍니다.""",23,30,5559624,0,0,439478
1256,약탈왕의 고급 레이피어,"|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 고급 레이피어 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""쿡쿡 찌르기에 딱 좋습니다.""",23,31,5581649,0,0,439383
1257,약탈왕의 손대포,"|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 손대포 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""금화와 화약 냄새가 진동합니다.""",23,32,5581325,0,0,439388
1258,약탈한 인장 상자,|cFF00ccff용군단 보상|r|n|n스톰윈드 또는 오그리마 수집가의 보관함에서 여행자의 인장 500개를 획득할 수 있습니다.,23,33,4696085,0,0,437510
1259,약탈왕의 허리외투,"|cFF00ccff용군단 형상|r|n|n약탈왕의 허리외투 형상을 해제합니다.|n|n""허리외투가 안 어울리는 사람이 어디 있겠습니까.""",23,34,5559633,0,0,439370
1260,약탈왕의 외투,"|cFF00ccff용군단 형상|r|n|n약탈왕의 외투 형상을 해제합니다.|n|n""당연히 붉은색과 금색의 조화에도 신경 썼습니다.""",23,35,5559629,0,0,439379
1261,약탈왕의 은빛 커틀라스,"|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 은빛 커틀라스 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""높이 들면 절묘하게 햇빛을 받아 번쩍거립니다.""",23,36,5581315,0,0,439384
1262,약탈왕의 술 달린 어깨덮개,|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n약탈왕의 술 달린 어깨덮개 형상을 해제합니다.|n|n추가로 약탈폭풍에서 건장한 뱃사람 의상을 해제합니다. 다카쉬 그림레저를 통해 의상을 변경할 수 있습니다.,23,37,5559634,0,0,439380
1263,약탈왕의 제독 삼각모,"|cFF00ccff용군단 형상|r|n|n약탈왕의 제독 삼각모 형상을 해제합니다.|n|n""당신 머리 크기에 딱 맞는 깃털 투구를 입수할 수 있습니다.""",23,38,5559631,0,0,439355
1264,폴리 로저,"|cFF00ccff용군단 탈것|r|n|n폴리 로저 용 조련술 탈것을 해제합니다.|n|n""선장이 사나운 거대 앵무새를 내어줬습니다. 행운을 빕니다!""",23,39,5578050,0,0,437164
1265,약탈왕,"|cFF00ccff용군단 칭호|r|n|n약탈왕 칭호 해제|n|n""선장에게 ""약탈왕"" 칭호를 받았습니다. 당신의 적이 모두 바다 밑바닥으로 가라앉기를!""",23,40,4203076,0,0,439552
1266,행복이,"|cFF00ccff용군단 애완동물|r|n|cFF1eff00약탈폭풍 애완동물|r|n|n행복이 애완동물을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 애완동물을 소환할 수 있습니다.|n|n""이 친구는 그저 여기 있는 것만으로도 즐겁다네요.""",23,6,237309,0,1,439475
1267,뱃사람,"|cFF1eff00약탈폭풍 칭호|r|n|n약탈폭풍에서 다카쉬 그림레저를 통해 칭호 ""뱃사람""을 해제할 수 있습니다.|n|n""선장이 당신을 정식 선원으로 임명했습니다!""",23,2,1063033,0,1,438007
1268,무모한 칼잡이,"|cFF1eff00약탈폭풍 칭호|r|n|n약탈폭풍에서 다카쉬 그림레저를 통해 칭호 ""무모한 칼잡이""를 해제할 수 있습니다.|n|n""무모함과 칼솜씨를 모두 증명했습니다.""",23,10,2060684,0,1,438036
1269,해적단원,"|cFF1eff00약탈폭풍 칭호|r|n|n약탈폭풍에서 다카쉬 그림레저를 통해 칭호 ""해적단원""을 해제할 수 있습니다.|n|n""폭풍 속에서 두려움을 받는 존재가 되었습니다!""",23,20,2055037,0,1,438034
1270,일등항해사,"|cFF1eff00약탈폭풍 칭호|r|n|n약탈폭풍에서 다카쉬 그림레저를 통해 칭호 ""일등항해사""를 해제할 수 있습니다.|n|n""당신의 약탈 실력이 전설로 자리매김했습니다!""",23,30,2055032,0,1,438029
1271,아주 작은 깃털 삼각모,|cFF00ccff용군단 친구|r|n|cFF1eff00약탈폭풍 친구|r|n|n소환 시 피프가 일정 확률로 약탈왕의 모습으로 등장합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 꼬마 선장을 소환할 수 있습니다.,23,24,1044996,0,1,438055
1272,거무스름한 경고 표지,"|cFF00ccff용군단 장난감|r|n|n거무스름한 경고 표지 장난감 해제|n|n""나만의 해적 은신처를 만들기에 완벽합니다.""",23,16,2055035,0,1,443715
1273,술통 인장 꾸러미,|cFF00ccff용군단 퀘스트|r|n|n용의 섬 발드라켄에서 70 레벨 캐릭터를 위한 새로운 퀘스트를 받을 수 있습니다.,23,5,236664,0,1,443716
1274,핀치,"|CFFa335ee클래식 애완동물|r|n|n리치 왕의 분노 클래식에서 약탈자 핀치 애완동물을 해제합니다.|n|n""뾰족한 집게발을 조심하세요!""",23,11,5559624,0,1,440575
1275,폴리 로저,|CFFa335ee클래식 탈것|r|n|n리치 왕의 분노 클래식에서 폴리 로저 비행 탈것을 해제합니다.,23,39,5578050,0,1,440578
1311,약탈왕의 단안경,"|cFF00ccff용군단 형상|r|n|n약탈왕의 단안경 형상을 해제합니다.|n|n""한쪽 눈으로만 보는 데 여러모로 도움이 됩니다.""",23,38,5689350,0,0,443376
1312,약탈왕의 휘장,"|cFF00ccff용군단 형상|r|n|n약탈왕의 휘장 형상을 해제합니다.|n|n""진정한 해적의 풍모를 갖추었음을 증명하고 술통다리 선장의 총애를 받게 되었습니다. 선장의 자랑임을 당당히 뽐내고 다니세요.""",23,40,5690395,0,1,443375
