Name_lang,ID,ParentUiMapID,Flags,System,Type,BountySetID,BountyDisplayLocation,TempVisibilityPlayerConditionID,VisibilityPlayerConditionID,HelpTextPosition,BkgAtlasID,AlternateUiMapGroup,ContentTuningID,AdventureMapTextureKitID,MapArtZoneTextPosition
아즈샤라,76,12,6,0,3,0,0,0,0,0,0,0,2,0,0
악령숲,77,12,6,0,3,0,0,0,0,0,0,0,26,0,0
운고로 분화구,78,12,6,0,3,0,0,0,0,0,0,0,32,0,0
갈래굽이 구렁,79,78,0,0,5,0,0,0,0,0,0,0,0,0,0
달숲,80,12,6,0,3,0,0,0,0,0,0,0,884,0,0
실리더스,81,12,6,0,3,0,0,0,0,0,0,0,36,0,0
황혼의 터,82,81,0,0,5,0,0,0,0,0,0,0,0,0,0
여명의 설원,83,12,6,0,3,0,0,0,0,0,0,0,33,0,0
스톰윈드,84,13,7,0,3,0,0,0,0,0,0,0,0,0,0
오그리마,85,12,7,0,3,0,0,0,0,0,0,0,0,0,0
오그리마,86,85,512,0,6,0,0,0,0,0,0,0,0,0,0
아이언포지,87,13,6,0,3,0,0,0,0,0,0,0,0,0,0
썬더 블러프,88,12,6,0,3,0,0,0,0,0,0,0,0,0,0
다르나서스,89,12,7,0,3,0,0,0,68088,0,0,0,0,0,0
언더시티,90,13,6,0,3,0,0,0,62731,0,0,0,0,0,0
알터랙 계곡,91,25,0,0,6,0,0,0,0,0,0,0,0,0,0
전쟁노래 협곡,92,10,0,0,6,0,0,0,0,0,0,0,0,0,0
아라시 분지,93,14,0,0,6,0,0,0,0,0,0,0,0,0,0
영원노래 숲,94,13,6,0,3,0,0,0,0,0,0,0,77,0,0
유령의 땅,95,13,6,0,3,0,0,0,0,0,0,0,8,0,0
아마니 지하묘지,96,95,0,0,5,0,0,0,0,0,0,0,0,0,0
하늘안개 섬,97,12,6,0,3,0,0,0,0,0,0,0,76,0,0
파도 동굴,98,97,0,0,5,0,0,0,0,0,0,0,0,0,0
너울소나무 요새,99,97,0,0,5,0,0,0,0,0,0,0,0,0,0
지옥불 반도,100,101,6,0,3,0,0,0,0,0,0,0,37,0,0
아웃랜드,101,946,0,0,2,0,0,0,0,0,0,0,777,0,0
장가르 습지대,102,101,6,0,3,0,0,0,0,0,0,0,38,0,0
엑소다르,103,12,6,0,3,0,0,0,0,0,0,0,0,0,0
어둠달 골짜기,104,101,6,0,3,0,0,0,0,0,0,0,43,0,0
칼날 산맥,105,101,6,0,3,0,0,0,0,0,0,0,41,0,0
핏빛안개 섬,106,12,6,0,3,0,0,0,0,0,0,0,4,0,0
나그란드,107,101,6,0,3,0,0,0,0,0,0,0,40,0,0
테로카르 숲,108,101,6,0,3,0,0,0,0,0,0,0,39,0,0
황천의 폭풍,109,101,6,0,3,0,0,0,0,0,0,0,42,0,0
실버문,110,13,6,0,3,0,0,0,0,0,0,0,0,0,0
샤트라스,111,101,6,0,3,0,0,0,0,0,0,0,0,0,0
폭풍의 눈,112,109,0,0,6,0,0,0,0,0,0,0,0,0,0
노스렌드,113,947,0,0,2,0,0,0,0,0,0,0,826,0,0
북풍의 땅,114,113,6,0,3,0,0,0,0,0,0,0,44,0,0
용의 안식처,115,113,6,0,3,0,0,0,0,0,0,0,46,0,0
회색 구릉지,116,113,6,0,3,0,0,0,0,0,0,0,47,0,0
울부짖는 협만,117,113,6,0,3,0,0,0,0,0,0,0,45,0,0
얼음왕관,118,113,6,0,3,0,0,0,0,0,0,0,51,0,0
숄라자르 분지,119,113,6,0,3,0,0,0,0,0,0,0,49,0,0
폭풍우 봉우리,120,113,6,0,3,0,0,0,0,0,0,0,50,0,0
줄드락,121,113,6,0,3,0,0,0,0,0,0,0,48,0,0
쿠엘다나스 섬,122,13,6,0,3,0,0,0,0,0,0,0,161,0,0
겨울손아귀,123,113,6,0,3,0,0,0,0,0,0,0,1200,0,0
동부 역병지대: 붉은십자군 초소,124,23,0,0,6,0,0,0,0,0,0,0,0,0,0
달라란,125,127,0,0,4,0,0,0,0,0,0,0,0,0,0
달라란,126,127,0,0,4,0,0,0,0,0,0,0,0,0,0
수정노래 숲,127,113,6,0,3,0,0,0,0,0,0,0,163,0,0
고대의 해안,128,115,0,0,6,0,0,0,0,0,0,0,0,0,0
마력의 탑,129,114,0,0,4,0,0,0,0,0,0,0,0,0,0
옛 스트라솔름,130,71,0,0,4,0,0,0,0,0,0,0,0,0,0
옛 스트라솔름,131,130,0,0,4,0,0,0,0,0,0,0,0,0,0
안카헤트: 고대 왕국,132,115,0,0,4,0,0,0,0,0,0,0,0,0,0
우트가드 성채,133,117,0,0,4,0,0,0,0,0,0,0,0,0,0
우트가드 성채,134,117,0,0,4,0,0,0,0,0,0,0,0,0,0
우트가드 성채,135,117,0,0,4,0,0,0,0,0,0,0,0,0,0
우트가드 첨탑,136,117,0,0,4,0,0,0,0,0,0,0,0,0,0
우트가드 첨탑,137,117,0,0,4,0,0,0,0,0,0,0,0,0,0
번개의 전당,138,120,0,0,4,0,0,0,0,0,0,0,0,0,0
번개의 전당,139,120,0,0,4,0,0,0,0,0,0,0,0,0,0
돌의 전당,140,120,0,0,4,0,0,0,0,0,0,0,0,0,0
영원의 눈,141,114,0,0,4,0,0,0,0,0,0,0,0,0,0
마력의 눈,142,114,0,0,6,0,0,0,0,0,0,0,0,0,0
마력의 눈,143,114,0,0,4,0,0,0,0,0,0,0,0,0,0
마력의 눈,144,114,0,0,4,0,0,0,0,0,0,0,0,0,0
마력의 눈,145,114,0,0,4,0,0,0,0,0,0,0,0,0,0
마력의 눈,146,114,0,0,4,0,0,0,0,0,0,0,0,0,0
울두아르,147,120,0,0,4,0,0,0,0,0,0,0,0,0,0
울두아르,148,147,0,0,4,0,0,0,0,0,0,0,0,0,0
울두아르,149,147,0,0,4,0,0,0,0,0,0,0,0,0,0
울두아르,150,147,0,0,4,0,0,0,0,0,0,0,0,0,0
울두아르,151,147,0,0,4,0,0,0,0,0,0,0,0,0,0
울두아르,152,147,0,0,4,0,0,0,0,0,0,0,0,0,0
군드락,153,121,0,0,6,0,0,0,0,0,0,0,0,0,0
군드락,154,121,0,0,4,0,0,0,0,0,0,0,0,0,0
흑요석 성소,155,115,0,0,6,0,0,0,0,0,0,0,0,0,0
아카본 석실,156,123,0,0,4,0,0,0,0,0,0,0,0,0,0
아졸네룹,157,115,0,0,4,0,0,0,0,0,0,0,0,0,0
아졸네룹,158,115,0,0,4,0,0,0,0,0,0,0,0,0,0
아졸네룹,159,115,0,0,4,0,0,0,0,0,0,0,0,0,0
드락타론 성채,160,121,0,0,4,0,0,0,0,0,0,0,0,0,0
드락타론 성채,161,121,0,0,4,0,0,0,0,0,0,0,0,0,0
낙스라마스,162,115,0,0,4,0,0,0,0,0,0,0,0,0,0
낙스라마스,163,115,0,0,4,0,0,0,0,0,0,0,0,0,0
낙스라마스,164,115,0,0,4,0,0,0,0,0,0,0,0,0,0
낙스라마스,165,115,0,0,4,0,0,0,0,0,0,0,0,0,0
낙스라마스,166,115,0,0,4,0,0,0,0,0,0,0,0,0,0
낙스라마스,167,115,0,0,4,0,0,0,0,0,0,0,0,0,0
보랏빛 요새,168,125,0,0,4,0,0,0,0,0,0,0,0,0,0
정복의 섬,169,118,0,0,6,0,0,0,0,0,0,0,0,0,0
흐로스가르 상륙지,170,113,6,0,3,0,0,0,0,0,0,0,988,0,0
용사의 시험장,171,118,0,0,4,0,0,0,0,0,0,0,0,0,0
십자군의 시험장,172,118,0,0,4,0,0,0,0,0,0,0,0,0,0
십자군의 시험장,173,118,0,0,4,0,0,0,0,0,0,0,0,0,0
잃어버린 섬,174,948,6,0,3,0,0,0,0,0,0,0,159,0,0
카자마이트 동굴,175,174,0,0,5,0,0,0,0,0,0,0,0,0,0
볼카노스의 굴,176,174,0,0,5,0,0,0,0,0,0,0,0,0,0
갤리윅스 노동광산,177,174,0,0,5,0,0,0,0,0,0,0,0,0,0
갤리윅스 노동광산,178,174,0,0,5,0,0,0,0,0,0,0,0,0,0
길니아스,179,13,6,0,6,0,0,0,0,0,0,0,78,0,0
잿불석 광산,180,179,0,0,5,0,0,0,0,0,0,0,0,0,0
그레이메인 장원,181,179,0,0,5,0,0,0,0,0,0,0,0,0,0
그레이메인 장원,182,179,0,0,5,0,0,0,0,0,0,0,0,0,0
영혼의 제련소,183,118,0,0,4,0,0,0,0,0,0,0,0,0,0
사론의 구덩이,184,118,0,0,6,0,0,0,0,0,0,0,0,0,0
투영의 전당,185,118,0,0,4,0,0,0,0,0,0,0,0,0,0
얼음왕관 성채,186,118,0,0,4,0,0,0,0,0,0,0,0,0,0
얼음왕관 성채,187,118,0,0,4,0,0,0,0,0,0,0,0,0,0
얼음왕관 성채,188,118,0,0,4,0,0,0,0,0,0,0,0,0,0
얼음왕관 성채,189,118,0,0,4,0,0,0,0,0,0,0,0,0,0
얼음왕관 성채,190,118,0,0,4,0,0,0,0,0,0,0,0,0,0
얼음왕관 성채,191,118,0,0,4,0,0,0,0,0,0,0,0,0,0
얼음왕관 성채,192,118,0,0,4,0,0,0,0,0,0,0,0,0,0
얼음왕관 성채,193,118,0,0,4,0,0,0,0,0,0,0,0,0,0
케잔,194,948,6,0,3,0,0,0,0,0,0,0,79,0,0
카자 광산,195,194,0,0,5,0,0,0,0,0,0,0,0,0,0
카자 광산,196,194,0,0,5,0,0,0,0,0,0,0,0,0,0
카자 광산,197,194,0,0,5,0,0,0,0,0,0,0,0,0,0
하이잘 산,198,12,6,0,3,0,0,0,0,0,0,0,52,0,0
남부 불모의 땅,199,12,6,0,3,0,0,0,0,0,0,0,16,0,0
루비 성소,200,115,0,0,6,0,0,0,0,0,0,0,0,0,0
켈프타르 숲,201,203,6,0,3,0,0,0,0,0,0,0,0,0,0
길니아스 시,202,179,6,0,3,0,0,0,0,0,0,0,0,0,0
바쉬르,203,13,6,0,3,0,0,0,0,0,0,0,53,0,0
심연의 나락,204,203,6,0,3,0,0,0,0,0,0,0,0,0,0
흐린빛 벌판,205,203,6,0,3,0,0,0,0,0,0,0,0,0,0
쌍둥이 봉우리,206,241,0,0,6,0,0,0,0,0,0,0,0,0,0
심원의 영지,207,948,6,0,3,0,0,0,0,0,0,0,54,0,0
황혼의 심연,208,207,0,0,5,0,0,0,0,0,0,0,0,0,0
황혼의 심연,209,207,0,0,5,0,0,0,0,0,0,0,0,0,0
가시덤불 곶,210,224,6,0,3,0,0,0,0,0,0,0,24,0,0
성난불길 협곡,213,85,0,0,4,0,0,0,0,0,0,0,0,0,0
길니아스 폐허,217,13,6,0,3,0,0,0,0,0,0,0,78,0,0
길니아스 시 폐허,218,217,1,0,6,0,0,0,0,0,0,0,0,0,0
줄파락,219,71,0,0,6,0,0,0,0,0,0,0,0,0,0
아탈학카르 신전,220,51,0,0,4,0,0,0,0,0,0,0,0,0,0
검은심연 나락,221,63,0,0,4,0,0,0,0,0,0,0,0,0,0
검은심연 나락,222,63,0,0,4,0,0,0,0,0,0,0,0,0,0
검은심연 나락,223,63,0,0,4,0,0,0,0,0,0,0,0,0,0
가시덤불 골짜기,224,13,6,0,3,0,0,0,0,0,0,0,18,0,0
스톰윈드 지하감옥,225,84,0,0,4,0,0,0,0,0,0,0,0,0,0
놈리건,226,27,0,0,4,0,0,0,0,0,0,0,0,0,0
놈리건,227,27,0,0,4,0,0,0,0,0,0,0,0,0,0
놈리건,228,27,0,0,4,0,0,0,0,0,0,0,0,0,0
놈리건,229,27,0,0,4,0,0,0,0,0,0,0,0,0,0
울다만,230,15,0,0,4,0,0,0,0,0,0,0,0,0,0
울다만,231,15,0,0,4,0,0,0,0,0,0,0,0,0,0
화산 심장부,232,36,0,0,4,0,0,0,0,0,0,0,0,0,0
줄구룹,233,50,0,0,6,0,0,0,0,0,0,0,0,0,0
혈투의 전장,234,69,0,0,6,0,0,0,0,0,0,0,0,0,0
혈투의 전장,235,69,0,0,4,0,0,0,0,0,0,0,0,0,0
혈투의 전장,236,69,0,0,4,0,0,0,0,0,0,0,0,0,0
혈투의 전장,237,69,0,0,4,0,0,0,0,0,0,0,0,0,0
혈투의 전장,238,69,0,0,4,0,0,0,0,0,0,0,0,0,0
혈투의 전장,239,69,0,0,4,0,0,0,0,0,0,0,0,0,0
혈투의 전장,240,69,0,0,4,0,0,0,0,0,0,0,0,0,0
황혼의 고원,241,13,6,0,3,0,0,0,0,0,0,0,56,0,0
검은바위 나락,242,32,0,0,4,0,0,0,0,0,0,0,0,0,0
검은바위 나락,243,32,0,0,4,0,0,0,0,0,0,0,0,0,0
톨 바라드,244,13,0,0,3,0,0,0,0,0,0,0,656,0,0
톨 바라드 반도,245,13,0,0,3,0,0,0,0,0,0,0,656,0,0
으스러진 손의 전당,246,100,0,0,4,0,0,0,0,0,0,0,0,0,0
안퀴라즈 폐허,247,81,0,0,6,0,0,0,0,0,0,0,0,0,0
오닉시아의 둥지,248,70,0,0,4,0,0,0,0,0,0,0,0,0,0
울둠,249,12,6,0,3,0,0,0,75733,2,0,1,55,0,0
검은바위 첨탑,250,36,0,0,4,0,0,0,0,0,0,0,0,0,0
검은바위 첨탑,251,36,0,0,4,0,0,0,0,0,0,0,0,0,0
검은바위 첨탑,252,36,0,0,4,0,0,0,0,0,0,0,0,0,0
검은바위 첨탑,253,36,0,0,4,0,0,0,0,0,0,0,0,0,0
검은바위 첨탑,254,36,0,0,4,0,0,0,0,0,0,0,0,0,0
검은바위 첨탑,255,36,0,0,4,0,0,0,0,0,0,0,0,0,0
아키나이 납골당,256,108,0,0,4,0,0,0,0,0,0,0,0,0,0
아키나이 납골당,257,108,0,0,4,0,0,0,0,0,0,0,0,0,0
세데크 전당,258,108,0,0,4,0,0,0,0,0,0,0,0,0,0
세데크 전당,259,108,0,0,4,0,0,0,0,0,0,0,0,0,0
어둠의 미궁,260,108,0,0,4,0,0,0,0,0,0,0,0,0,0
피의 용광로,261,100,0,0,4,0,0,0,0,0,0,0,0,0,0
지하수렁,262,102,0,0,4,0,0,0,0,0,0,0,0,0,0
증기 저장고,263,102,0,0,4,0,0,0,0,0,0,0,0,0,0
증기 저장고,264,102,0,0,4,0,0,0,0,0,0,0,0,0,0
강제 노역소,265,102,0,0,4,0,0,0,0,0,0,0,0,0,0
신록의 정원,266,109,0,0,4,0,0,0,0,0,0,0,0,0,0
메카나르,267,109,0,0,4,0,0,0,0,0,0,0,0,0,0
메카나르,268,109,0,0,4,0,0,0,0,0,0,0,0,0,0
알카트라즈,269,109,0,0,4,0,0,0,0,0,0,0,0,0,0
알카트라즈,270,109,0,0,4,0,0,0,0,0,0,0,0,0,0
알카트라즈,271,109,0,0,4,0,0,0,0,0,0,0,0,0,0
마나 무덤,272,108,0,0,4,0,0,0,0,0,0,0,0,0,0
검은늪,273,75,0,0,6,0,0,0,0,0,0,0,0,0,0
옛 언덕마루 구릉지,274,75,0,0,6,0,0,0,0,0,0,0,0,0,0
길니아스 전투지,275,179,0,0,6,0,0,0,0,0,0,0,0,0,0
혼돈의 소용돌이,276,948,6,0,3,0,0,0,0,0,0,0,0,0,0
톨비르의 잃어버린 도시,277,249,0,0,6,0,0,0,0,0,0,0,0,0,0
통곡의 동굴,279,10,0,0,4,0,0,0,0,0,0,0,0,0,0
마라우돈,280,66,0,0,4,0,0,0,0,0,0,0,0,0,0
마라우돈,281,66,0,0,4,0,0,0,0,0,0,0,0,0,0
바라딘 요새,282,244,0,0,4,0,0,0,0,0,0,0,0,0,0
검은바위 동굴,283,36,0,0,4,0,0,0,0,0,0,0,0,0,0
검은바위 동굴,284,36,0,0,4,0,0,0,0,0,0,0,0,0,0
검은날개 강림지,285,36,0,0,4,0,0,0,0,0,0,0,0,0,0
검은날개 강림지,286,36,0,0,4,0,0,0,0,0,0,0,0,0,0
검은날개 둥지,287,36,0,0,4,0,0,0,0,0,0,0,0,0,0
검은날개 둥지,288,36,0,0,4,0,0,0,0,0,0,0,0,0,0
검은날개 둥지,289,36,0,0,4,0,0,0,0,0,0,0,0,0,0
검은날개 둥지,290,36,0,0,4,0,0,0,0,0,0,0,0,0,0
죽음의 폐광,291,52,0,0,4,0,0,0,0,0,0,0,0,0,0
죽음의 폐광,292,52,0,0,4,0,0,0,0,0,0,0,0,0,0
그림 바톨,293,241,0,0,4,0,0,0,0,0,0,0,0,0,0
황혼의 요새,294,241,0,0,4,0,0,0,0,0,0,0,0,0,0
황혼의 요새,295,241,0,0,4,0,0,0,0,0,0,0,0,0,0
황혼의 요새,296,241,0,0,4,0,0,0,0,0,0,0,0,0,0
시초의 전당,297,249,0,0,4,0,0,0,0,0,0,0,0,0,0
시초의 전당,298,249,0,0,4,0,0,0,0,0,0,0,0,0,0
시초의 전당,299,249,0,0,4,0,0,0,0,0,0,0,0,0,0
가시덩굴 구릉,300,64,0,0,4,0,0,0,0,0,0,0,0,0,0
가시덩굴 우리,301,199,0,0,4,0,0,0,0,0,0,0,0,0,0
붉은십자군 수도원,302,18,0,0,4,0,0,0,0,0,0,0,0,0,0
붉은십자군 수도원,303,18,0,0,4,0,0,0,0,0,0,0,0,0,0
붉은십자군 수도원,304,18,0,0,4,0,0,0,0,0,0,0,0,0,0
붉은십자군 수도원,305,18,0,0,4,0,0,0,0,0,0,0,0,0,0
스칼로맨스의 유산,306,22,0,0,4,0,0,0,0,0,0,0,0,0,0
스칼로맨스의 유산,307,22,0,0,4,0,0,0,0,0,0,0,0,0,0
스칼로맨스의 유산,308,22,0,0,4,0,0,0,0,0,0,0,0,0,0
스칼로맨스의 유산,309,22,0,0,4,0,0,0,0,0,0,0,0,0,0
그림자송곳니 성채,310,21,0,0,4,0,0,0,0,0,0,0,0,0,0
그림자송곳니 성채,311,21,0,0,4,0,0,0,0,0,0,0,0,0,0
그림자송곳니 성채,312,21,0,0,4,0,0,0,0,0,0,0,0,0,0
그림자송곳니 성채,313,21,0,0,4,0,0,0,0,0,0,0,0,0,0
그림자송곳니 성채,314,21,0,0,4,0,0,0,0,0,0,0,0,0,0
그림자송곳니 성채,315,21,0,0,4,0,0,0,0,0,0,0,0,0,0
그림자송곳니 성채,316,21,0,0,4,0,0,0,0,0,0,0,0,0,0
스트라솔름,317,23,0,0,4,0,0,0,0,0,0,0,0,0,0
스트라솔름,318,23,0,0,4,0,0,0,0,0,0,0,0,0,0
안퀴라즈,319,81,0,0,4,0,0,0,0,0,0,0,0,0,0
안퀴라즈,320,81,0,0,4,0,0,0,0,0,0,0,0,0,0
안퀴라즈,321,81,0,0,4,0,0,0,0,0,0,0,0,0,0
파도의 왕좌,322,204,0,0,4,0,0,0,0,0,0,0,0,0,0
파도의 왕좌,323,204,0,0,4,0,0,0,0,0,0,0,0,0,0
바위심장부,324,207,0,0,4,0,0,0,0,0,0,0,0,0,0
소용돌이 누각,325,249,0,0,4,0,0,0,0,0,0,0,0,0,0
안퀴라즈: 무너진 왕국,327,12,2,0,6,0,0,0,0,0,0,0,0,0,0
네 바람의 왕좌,328,249,0,0,4,0,0,0,0,0,0,0,0,0,0
하이잘 정상,329,75,0,0,6,0,0,0,0,0,0,0,0,0,0
그룰의 둥지,330,105,0,0,4,0,0,0,0,0,0,0,0,0,0
마그테리돈의 둥지,331,100,0,0,4,0,0,0,0,0,0,0,0,0,0
불뱀 제단,332,102,0,0,4,0,0,0,0,0,0,0,0,0,0
줄아만,333,95,0,0,6,0,0,0,0,0,0,0,0,0,0
폭풍우 요새,334,109,0,0,4,0,0,0,0,0,0,0,0,0,0
태양샘 고원,335,122,0,0,4,0,0,0,0,0,0,0,0,0,0
태양샘 고원,336,335,0,0,4,0,0,0,0,0,0,0,0,0,0
줄구룹,337,50,0,0,6,0,0,0,0,0,0,0,0,0,0
녹아내린 전초지,338,198,0,0,6,0,0,0,0,0,0,0,0,0,0
검은 사원,339,104,0,0,4,0,0,0,0,0,0,0,0,0,0
검은 사원,340,339,0,0,4,0,0,0,0,0,0,0,0,0,0
검은 사원,341,339,0,0,4,0,0,0,0,0,0,0,0,0,0
검은 사원,342,339,0,0,4,0,0,0,0,0,0,0,0,0,0
검은 사원,343,339,0,0,4,0,0,0,0,0,0,0,0,0,0
검은 사원,344,339,0,0,4,0,0,0,0,0,0,0,0,0,0
검은 사원,345,339,0,0,4,0,0,0,0,0,0,0,0,0,0
검은 사원,346,339,0,0,4,0,0,0,0,0,0,0,0,0,0
지옥불 성루,347,100,0,0,4,0,0,0,0,0,0,0,0,0,0
마법학자의 정원,348,122,0,0,4,0,0,0,0,0,0,0,0,0,0
마법학자의 정원,349,122,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,350,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,351,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,352,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,353,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,354,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,355,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,356,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,357,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,358,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,359,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,360,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,361,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,362,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,363,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,364,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,365,42,0,0,4,0,0,0,0,0,0,0,0,0,0
카라잔,366,42,0,0,4,0,0,0,0,0,0,0,0,0,0
불의 땅,367,198,0,0,4,0,0,0,0,0,0,0,0,0,0
