Code,FormatShort_lang,FormatLong_lang,LicenseAcceptText_lang,ID,NumericCode,Field_1_15_1_53009_006,Field_1_15_1_53009_007
BRL,R$ %s,R$ %s,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:14|h|cff71d5ff판매 약관|r|h과 |HurlIndex:15|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",11,986,0,833
AUD,$%s,$%s,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:14|h|cff71d5ff판매 약관|r|h과 |HurlIndex:15|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",12,36,0,833
SGD,$%s,$%s,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:14|h|cff71d5ff판매 약관|r|h과 |HurlIndex:15|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",13,702,0,833
CPT,%s*,%s 배틀코인,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:18|h|cff71d5ff판매 약관|r|h과 |HurlIndex:19|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",14,15,32,848
TPT,NT$%s,NT$%s,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:10|h|cff71d5ff판매 약관|r|h과 |HurlIndex:20|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",15,16,36,840
XTS,%s XTS,%s XTS,,16,963,2,960
XHG,,,,17,17,7,0
XXX,,,,18,999,7,0
XSG,,,,19,19,7,0
XPG,,,,20,20,7,0
XTU,,,,21,21,2,0
XTE,,,,22,22,2,0
XTK,,,,23,23,2,0
XTW,,,,24,24,2,0
XTC,,,,25,25,2,0
XDC,,,,26,26,7,0
XTX,,,,27,28,2,0
JPY,¥%s,¥%s,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:14|h|cff71d5ff판매 약관|r|h과 |HurlIndex:15|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",28,392,4,833
CAD,CAD %s,CAD %s,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:14|h|cff71d5ff판매 약관|r|h과 |HurlIndex:15|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",29,124,0,833
NZD,NZD %s,NZD %s,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:14|h|cff71d5ff판매 약관|r|h과 |HurlIndex:15|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",30,554,0,833
GEL,GEL %s,GEL %s,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,31,981,16,836
TRY,TRY %s,TRY %s,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,32,949,16,2020
KZT,KZT %s,KZT %s,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,33,398,16,836
UAH,UAH %s,UAH %s,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,34,980,16,836
HKD,HK$%s,HK$%s,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:10|h|cff71d5ff판매 약관|r|h과 |HurlIndex:20|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",35,344,16,840
AED,AED %s,AED %s,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,38,784,16,836
BGN,%s лв,%s лв,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,39,975,16,836
CHF,Fr. %s,Fr. %s,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,40,756,16,836
CZK,CZK %s,CZK %s,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,41,203,16,836
DKK,kr. %s,kr. %s,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,42,208,16,836
ILS,ILS %s,ILS %s,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,43,376,16,836
NOK,%s kr,%s kr,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,44,578,16,836
PLN,%s zł,%s zł,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,45,985,16,836
QAR,QAR %s,QAR %s,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,46,634,16,836
RSD,%s din,%s din,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,47,941,16,836
SAR,SAR %s,SAR %s,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,48,682,16,836
SEK,%s kr,%s kr,지금 결제 단추를 클릭하는 것은 |HurlIndex:16|h|cff71d5ff판매 약관|r|h과 주문 상품의 즉시 전달에 동의하였음을 의미합니다. 상품 전달 과정이 시작되면 청약 철회가 불가능합니다.,49,752,16,836
CRC,CRC %s,CRC %s,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:14|h|cff71d5ff판매 약관|r|h과 |HurlIndex:15|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",50,188,16,833
IDR,Rp%s,Rp%s,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:14|h|cff71d5ff판매 약관|r|h과 |HurlIndex:15|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",51,360,16,833
INR,INR %s,INR %s,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:14|h|cff71d5ff판매 약관|r|h과 |HurlIndex:15|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",52,356,16,833
MYR,RM%s,RM%s,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:14|h|cff71d5ff판매 약관|r|h과 |HurlIndex:15|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",53,458,16,833
THB,THB %s,THB %s,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:14|h|cff71d5ff판매 약관|r|h과 |HurlIndex:15|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",54,764,16,833
UYU,$U%s,$U%s ,"사용자 승인: 아래의 지금 구입 단추를 클릭하는 것으로, 나는 |HurlIndex:14|h|cff71d5ff판매 약관|r|h과 |HurlIndex:15|h|cff71d5ff개인 정보 보호 정책|r|h을 포함한 이번 거래의 조건을 모두 읽고 이에 동의하였음을 확인하며, 이번 결제를 승인합니다.",55,858,16,833
